"pgnation","year","sampreg","n","percent","lower_confidence","upper_confidence"
"95","2005","West Germany","","","",""
"95","2005","East Germany","","","",""
"96","2005","West Germany","","","",""
"96","2005","East Germany","","","",""
"97","2005","West Germany","","","",""
"97","2005","East Germany","","","",""
"98","2005","West Germany","3","","",""
"98","2005","East Germany","1","","",""
"101","2005","West Germany","","","",""
"101","2005","East Germany","","","",""
"102","2005","West Germany","","","",""
"102","2005","East Germany","","","",""
"103","2005","West Germany","1","","",""
"103","2005","East Germany","","","",""
"105","2005","West Germany","","","",""
"105","2005","East Germany","","","",""
"108","2005","West Germany","","","",""
"108","2005","East Germany","","","",""
"110","2005","West Germany","","","",""
"110","2005","East Germany","","","",""
"111","2005","West Germany","","","",""
"111","2005","East Germany","","","",""
"113","2005","West Germany","","","",""
"113","2005","East Germany","","","",""
"116","2005","West Germany","5","","",""
"116","2005","East Germany","","","",""
"117","2005","West Germany","9","","",""
"117","2005","East Germany","","","",""
"118","2005","West Germany","25","","",""
"118","2005","East Germany","","","",""
"119","2005","West Germany","79","0.00462217373747628","0.00356279195173559","0.00568155552321698"
"119","2005","East Germany","","","",""
"120","2005","West Germany","54","0.00528222942850344","0.00415010553442422","0.00641435332258266"
"120","2005","East Germany","","","",""
"121","2005","West Germany","20","","",""
"121","2005","East Germany","1","","",""
"122","2005","West Germany","3","","",""
"122","2005","East Germany","","","",""
"123","2005","West Germany","","","",""
"123","2005","East Germany","1","","",""
"124","2005","West Germany","","","",""
"124","2005","East Germany","","","",""
"125","2005","West Germany","","","",""
"125","2005","East Germany","","","",""
"127","2005","West Germany","","","",""
"127","2005","East Germany","","","",""
"128","2005","West Germany","","","",""
"128","2005","East Germany","","","",""
"129","2005","West Germany","","","",""
"129","2005","East Germany","","","",""
"130","2005","West Germany","2","","",""
"130","2005","East Germany","","","",""
"131","2005","West Germany","","","",""
"131","2005","East Germany","","","",""
"132","2005","West Germany","1","","",""
"132","2005","East Germany","","","",""
"133","2005","West Germany","","","",""
"133","2005","East Germany","","","",""
"135","2005","West Germany","","","",""
"135","2005","East Germany","","","",""
"138","2005","West Germany","","","",""
"138","2005","East Germany","","","",""
"139","2005","West Germany","","","",""
"139","2005","East Germany","","","",""
"140","2005","West Germany","16","","",""
"140","2005","East Germany","","","",""
"141","2005","West Germany","","","",""
"141","2005","East Germany","","","",""
"142","2005","West Germany","","","",""
"142","2005","East Germany","","","",""
"143","2005","West Germany","","","",""
"143","2005","East Germany","","","",""
"144","2005","West Germany","","","",""
"144","2005","East Germany","","","",""
"145","2005","West Germany","","","",""
"145","2005","East Germany","","","",""
"146","2005","West Germany","","","",""
"146","2005","East Germany","1","","",""
"147","2005","West Germany","","","",""
"147","2005","East Germany","","","",""
"148","2005","West Germany","","","",""
"148","2005","East Germany","","","",""
"149","2005","West Germany","1","","",""
"149","2005","East Germany","","","",""
"151","2005","West Germany","","","",""
"151","2005","East Germany","","","",""
"152","2005","West Germany","","","",""
"152","2005","East Germany","","","",""
"154","2005","West Germany","","","",""
"154","2005","East Germany","","","",""
"155","2005","West Germany","","","",""
"155","2005","East Germany","","","",""
"156","2005","West Germany","","","",""
"156","2005","East Germany","","","",""
"158","2005","West Germany","","","",""
"158","2005","East Germany","","","",""
"162","2005","West Germany","","","",""
"162","2005","East Germany","","","",""
"164","2005","West Germany","","","",""
"164","2005","East Germany","","","",""
"165","2005","West Germany","","","",""
"165","2005","East Germany","","","",""
"166","2005","West Germany","","","",""
"166","2005","East Germany","","","",""
"167","2005","West Germany","","","",""
"167","2005","East Germany","","","",""
"168","2005","West Germany","","","",""
"168","2005","East Germany","","","",""
"169","2005","West Germany","","","",""
"169","2005","East Germany","","","",""
"172","2005","West Germany","","","",""
"172","2005","East Germany","","","",""
"173","2005","West Germany","","","",""
"173","2005","East Germany","","","",""
"178","2005","West Germany","","","",""
"178","2005","East Germany","","","",""
"181","2005","West Germany","","","",""
"181","2005","East Germany","","","",""
"183","2005","West Germany","","","",""
"183","2005","East Germany","","","",""
"188","2005","West Germany","","","",""
"188","2005","East Germany","","","",""
"195","2005","West Germany","","","",""
"195","2005","East Germany","","","",""
"196","2005","West Germany","","","",""
"196","2005","East Germany","","","",""
"999","2005","West Germany","","","",""
"999","2005","East Germany","","","",""
"1","2006","West Germany","15528","0.895511132423362","0.890911106772836","0.900111158073889"
"1","2006","East Germany","5370","0.993358564829238","0.991190776518859","0.995526353139618"
"2","2006","West Germany","487","0.0316664031480792","0.0290330954060644","0.034299710890094"
"2","2006","East Germany","","","",""
"3","2006","West Germany","87","0.00542933035579928","0.004324283469296","0.00653437724230255"
"3","2006","East Germany","","","",""
"4","2006","West Germany","121","0.00367217964823381","0.00276257465458299","0.00458178464188463"
"4","2006","East Germany","","","",""
"5","2006","West Germany","231","0.0145307837759046","0.0127312674171017","0.0163303001347076"
"5","2006","East Germany","1","","",""
"6","2006","West Germany","45","0.00208178782549535","0.00139636990637537","0.00276720574461534"
"6","2006","East Germany","","","",""
"10","2006","West Germany","47","0.00537446102785715","0.00427498184794901","0.0064739402077653"
"10","2006","East Germany","2","","",""
"11","2006","West Germany","18","","",""
"11","2006","East Germany","1","","",""
"12","2006","West Germany","","","",""
"12","2006","East Germany","","","",""
"13","2006","West Germany","8","","",""
"13","2006","East Germany","","","",""
"14","2006","West Germany","18","","",""
"14","2006","East Germany","1","","",""
"15","2006","West Germany","1","","",""
"15","2006","East Germany","","","",""
"16","2006","West Germany","","","",""
"16","2006","East Germany","","","",""
"17","2006","West Germany","3","","",""
"17","2006","East Germany","","","",""
"18","2006","West Germany","26","","",""
"18","2006","East Germany","","","",""
"19","2006","West Germany","7","","",""
"19","2006","East Germany","","","",""
"20","2006","West Germany","1","","",""
"20","2006","East Germany","","","",""
"21","2006","West Germany","8","","",""
"21","2006","East Germany","","","",""
"22","2006","West Germany","18","","",""
"22","2006","East Germany","3","","",""
"23","2006","West Germany","","","",""
"23","2006","East Germany","","","",""
"24","2006","West Germany","2","","",""
"24","2006","East Germany","","","",""
"25","2006","West Germany","1","","",""
"25","2006","East Germany","","","",""
"26","2006","West Germany","9","","",""
"26","2006","East Germany","1","","",""
"27","2006","West Germany","3","","",""
"27","2006","East Germany","","","",""
"28","2006","West Germany","10","","",""
"28","2006","East Germany","","","",""
"29","2006","West Germany","2","","",""
"29","2006","East Germany","","","",""
"30","2006","West Germany","","","",""
"30","2006","East Germany","","","",""
"31","2006","West Germany","5","","",""
"31","2006","East Germany","","","",""
"32","2006","West Germany","19","","",""
"32","2006","East Germany","1","","",""
"34","2006","West Germany","","","",""
"34","2006","East Germany","","","",""
"35","2006","West Germany","","","",""
"35","2006","East Germany","","","",""
"36","2006","West Germany","","","",""
"36","2006","East Germany","","","",""
"37","2006","West Germany","","","",""
"37","2006","East Germany","","","",""
"38","2006","West Germany","5","","",""
"38","2006","East Germany","1","","",""
"39","2006","West Germany","","","",""
"39","2006","East Germany","","","",""
"40","2006","West Germany","1","","",""
"40","2006","East Germany","","","",""
"41","2006","West Germany","","","",""
"41","2006","East Germany","","","",""
"42","2006","West Germany","","","",""
"42","2006","East Germany","1","","",""
"43","2006","West Germany","1","","",""
"43","2006","East Germany","","","",""
"44","2006","West Germany","1","","",""
"44","2006","East Germany","","","",""
"45","2006","West Germany","","","",""
"45","2006","East Germany","","","",""
"46","2006","West Germany","","","",""
"46","2006","East Germany","","","",""
"47","2006","West Germany","","","",""
"47","2006","East Germany","","","",""
"48","2006","West Germany","1","","",""
"48","2006","East Germany","","","",""
"49","2006","West Germany","","","",""
"49","2006","East Germany","","","",""
"50","2006","West Germany","1","","",""
"50","2006","East Germany","","","",""
"51","2006","West Germany","1","","",""
"51","2006","East Germany","","","",""
"52","2006","West Germany","1","","",""
"52","2006","East Germany","","","",""
"53","2006","West Germany","","","",""
"53","2006","East Germany","","","",""
"54","2006","West Germany","1","","",""
"54","2006","East Germany","","","",""
"55","2006","West Germany","3","","",""
"55","2006","East Germany","","","",""
"56","2006","West Germany","","","",""
"56","2006","East Germany","","","",""
"59","2006","West Germany","2","","",""
"59","2006","East Germany","","","",""
"60","2006","West Germany","3","","",""
"60","2006","East Germany","6","","",""
"61","2006","West Germany","2","","",""
"61","2006","East Germany","","","",""
"64","2006","West Germany","","","",""
"64","2006","East Germany","","","",""
"65","2006","West Germany","1","","",""
"65","2006","East Germany","","","",""
"66","2006","West Germany","","","",""
"66","2006","East Germany","","","",""
"67","2006","West Germany","5","","",""
"67","2006","East Germany","","","",""
"68","2006","West Germany","4","","",""
"68","2006","East Germany","","","",""
"71","2006","West Germany","","","",""
"71","2006","East Germany","","","",""
"72","2006","West Germany","","","",""
"72","2006","East Germany","","","",""
"73","2006","West Germany","1","","",""
"73","2006","East Germany","","","",""
"74","2006","West Germany","4","","",""
"74","2006","East Germany","","","",""
"75","2006","West Germany","6","","",""
"75","2006","East Germany","","","",""
"76","2006","West Germany","1","","",""
"76","2006","East Germany","","","",""
"77","2006","West Germany","","","",""
"77","2006","East Germany","","","",""
"78","2006","West Germany","10","","",""
