"pgnation","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"183","2004","16-34 y.","East Germany","","","",""
"183","2004","35-65 y.","West Germany","","","",""
"183","2004","35-65 y.","East Germany","","","",""
"183","2004","66 and older","West Germany","","","",""
"183","2004","66 and older","East Germany","","","",""
"188","2004","16-34 y.","West Germany","","","",""
"188","2004","16-34 y.","East Germany","","","",""
"188","2004","35-65 y.","West Germany","","","",""
"188","2004","35-65 y.","East Germany","","","",""
"188","2004","66 and older","West Germany","","","",""
"188","2004","66 and older","East Germany","","","",""
"195","2004","16-34 y.","West Germany","","","",""
"195","2004","16-34 y.","East Germany","","","",""
"195","2004","35-65 y.","West Germany","","","",""
"195","2004","35-65 y.","East Germany","","","",""
"195","2004","66 and older","West Germany","","","",""
"195","2004","66 and older","East Germany","","","",""
"196","2004","16-34 y.","West Germany","","","",""
"196","2004","16-34 y.","East Germany","","","",""
"196","2004","35-65 y.","West Germany","","","",""
"196","2004","35-65 y.","East Germany","","","",""
"196","2004","66 and older","West Germany","","","",""
"196","2004","66 and older","East Germany","","","",""
"999","2004","16-34 y.","West Germany","","","",""
"999","2004","16-34 y.","East Germany","","","",""
"999","2004","35-65 y.","West Germany","","","",""
"999","2004","35-65 y.","East Germany","","","",""
"999","2004","66 and older","West Germany","","","",""
"999","2004","66 and older","East Germany","","","",""
"1","2005","16-34 y.","West Germany","3491","0.868443043957867","0.857955127440653","0.878930960475082"
"1","2005","16-34 y.","East Germany","1348","0.989044060631986","0.983499445721161","0.99458867554281"
"1","2005","35-65 y.","West Germany","8025","0.885280513585613","0.878664518298279","0.891896508872946"
"1","2005","35-65 y.","East Germany","2727","0.99395628425105","0.991052089731579","0.996860478770521"
"1","2005","66 and older","West Germany","2704","0.954857822250477","0.947228823144443","0.962486821356511"
"1","2005","66 and older","East Germany","973","0.998304000021334","0.995719878461749","1.00088812158092"
"2","2005","16-34 y.","West Germany","207","0.0537342832131522","0.0467375723674991","0.0607309940588052"
"2","2005","16-34 y.","East Germany","","","",""
"2","2005","35-65 y.","West Germany","269","0.02942313232297","0.0259148417347421","0.0329314229111978"
"2","2005","35-65 y.","East Germany","","","",""
"2","2005","66 and older","West Germany","44","0.0111693903852748","0.00730765384352239","0.0150311269270271"
"2","2005","66 and older","East Germany","","","",""
"3","2005","16-34 y.","West Germany","36","0.00764873520057598","0.00494546678704817","0.0103520036141038"
"3","2005","16-34 y.","East Germany","","","",""
"3","2005","35-65 y.","West Germany","54","0.0054728923886538","0.00394126577265989","0.0070045190046477"
"3","2005","35-65 y.","East Germany","","","",""
"3","2005","66 and older","West Germany","6","","",""
"3","2005","66 and older","East Germany","","","",""
"4","2005","16-34 y.","West Germany","32","0.00401815065699213","0.0020552403146941","0.00598106099929017"
"4","2005","16-34 y.","East Germany","","","",""
"4","2005","35-65 y.","West Germany","86","0.00521479470453193","0.00371952544650112","0.00671006396256274"
"4","2005","35-65 y.","East Germany","","","",""
"4","2005","66 and older","West Germany","19","","",""
"4","2005","66 and older","East Germany","","","",""
"5","2005","16-34 y.","West Germany","85","0.0171004309919863","0.0130777115576042","0.0211231504263685"
"5","2005","16-34 y.","East Germany","","","",""
"5","2005","35-65 y.","West Germany","146","0.0144828676963501","0.0120026174087063","0.0169631179839939"
"5","2005","35-65 y.","East Germany","1","","",""
"5","2005","66 and older","West Germany","30","0.00820647305412983","0.00489137892501106","0.0115215671832486"
"5","2005","66 and older","East Germany","","","",""
"6","2005","16-34 y.","West Germany","5","","",""
"6","2005","16-34 y.","East Germany","","","",""
"6","2005","35-65 y.","West Germany","45","0.00299475639328414","0.00186035798272134","0.00412915480384694"
"6","2005","35-65 y.","East Germany","","","",""
"6","2005","66 and older","West Germany","4","","",""
"6","2005","66 and older","East Germany","","","",""
"10","2005","16-34 y.","West Germany","10","","",""
"10","2005","16-34 y.","East Germany","","","",""
"10","2005","35-65 y.","West Germany","32","0.00809611717914545","0.00623570435049591","0.009956530007795"
"10","2005","35-65 y.","East Germany","","","",""
"10","2005","66 and older","West Germany","5","","",""
"10","2005","66 and older","East Germany","1","","",""
"11","2005","16-34 y.","West Germany","2","","",""
"11","2005","16-34 y.","East Germany","1","","",""
"11","2005","35-65 y.","West Germany","14","","",""
"11","2005","35-65 y.","East Germany","","","",""
"11","2005","66 and older","West Germany","1","","",""
"11","2005","66 and older","East Germany","","","",""
"12","2005","16-34 y.","West Germany","","","",""
"12","2005","16-34 y.","East Germany","","","",""
"12","2005","35-65 y.","West Germany","","","",""
"12","2005","35-65 y.","East Germany","","","",""
"12","2005","66 and older","West Germany","","","",""
"12","2005","66 and older","East Germany","","","",""
"13","2005","16-34 y.","West Germany","1","","",""
"13","2005","16-34 y.","East Germany","","","",""
"13","2005","35-65 y.","West Germany","6","","",""
"13","2005","35-65 y.","East Germany","","","",""
"13","2005","66 and older","West Germany","","","",""
"13","2005","66 and older","East Germany","","","",""
"14","2005","16-34 y.","West Germany","1","","",""
"14","2005","16-34 y.","East Germany","","","",""
"14","2005","35-65 y.","West Germany","12","","",""
"14","2005","35-65 y.","East Germany","1","","",""
"14","2005","66 and older","West Germany","5","","",""
"14","2005","66 and older","East Germany","","","",""
"15","2005","16-34 y.","West Germany","","","",""
"15","2005","16-34 y.","East Germany","","","",""
"15","2005","35-65 y.","West Germany","1","","",""
"15","2005","35-65 y.","East Germany","","","",""
"15","2005","66 and older","West Germany","","","",""
"15","2005","66 and older","East Germany","","","",""
"16","2005","16-34 y.","West Germany","","","",""
"16","2005","16-34 y.","East Germany","","","",""
"16","2005","35-65 y.","West Germany","","","",""
"16","2005","35-65 y.","East Germany","","","",""
"16","2005","66 and older","West Germany","","","",""
"16","2005","66 and older","East Germany","","","",""
"17","2005","16-34 y.","West Germany","","","",""
"17","2005","16-34 y.","East Germany","","","",""
"17","2005","35-65 y.","West Germany","4","","",""
"17","2005","35-65 y.","East Germany","","","",""
"17","2005","66 and older","West Germany","","","",""
"17","2005","66 and older","East Germany","","","",""
"18","2005","16-34 y.","West Germany","4","","",""
"18","2005","16-34 y.","East Germany","","","",""
"18","2005","35-65 y.","West Germany","16","","",""
"18","2005","35-65 y.","East Germany","","","",""
"18","2005","66 and older","West Germany","1","","",""
"18","2005","66 and older","East Germany","","","",""
"19","2005","16-34 y.","West Germany","","","",""
"19","2005","16-34 y.","East Germany","","","",""
"19","2005","35-65 y.","West Germany","5","","",""
"19","2005","35-65 y.","East Germany","","","",""
"19","2005","66 and older","West Germany","","","",""
"19","2005","66 and older","East Germany","","","",""
"20","2005","16-34 y.","West Germany","","","",""
"20","2005","16-34 y.","East Germany","","","",""
"20","2005","35-65 y.","West Germany","","","",""
"20","2005","35-65 y.","East Germany","","","",""
"20","2005","66 and older","West Germany","1","","",""
"20","2005","66 and older","East Germany","","","",""
"21","2005","16-34 y.","West Germany","2","","",""
"21","2005","16-34 y.","East Germany","","","",""
"21","2005","35-65 y.","West Germany","5","","",""
"21","2005","35-65 y.","East Germany","","","",""
"21","2005","66 and older","West Germany","","","",""
"21","2005","66 and older","East Germany","","","",""
"22","2005","16-34 y.","West Germany","6","","",""
"22","2005","16-34 y.","East Germany","1","","",""
"22","2005","35-65 y.","West Germany","8","","",""
"22","2005","35-65 y.","East Germany","2","","",""
"22","2005","66 and older","West Germany","","","",""
"22","2005","66 and older","East Germany","","","",""
"23","2005","16-34 y.","West Germany","","","",""
"23","2005","16-34 y.","East Germany","","","",""
"23","2005","35-65 y.","West Germany","","","",""
"23","2005","35-65 y.","East Germany","","","",""
"23","2005","66 and older","West Germany","","","",""
"23","2005","66 and older","East Germany","","","",""
"24","2005","16-34 y.","West Germany","2","","",""
"24","2005","16-34 y.","East Germany","","","",""
"24","2005","35-65 y.","West Germany","3","","",""
"24","2005","35-65 y.","East Germany","","","",""
"24","2005","66 and older","West Germany","","","",""
"24","2005","66 and older","East Germany","","","",""
"25","2005","16-34 y.","West Germany","1","","",""
"25","2005","16-34 y.","East Germany","","","",""
"25","2005","35-65 y.","West Germany","","","",""
"25","2005","35-65 y.","East Germany","","","",""
"25","2005","66 and older","West Germany","","","",""
"25","2005","66 and older","East Germany","","","",""
"26","2005","16-34 y.","West Germany","4","","",""
"26","2005","16-34 y.","East Germany","","","",""
"26","2005","35-65 y.","West Germany","4","","",""
"26","2005","35-65 y.","East Germany","","","",""
"26","2005","66 and older","West Germany","","","",""
"26","2005","66 and older","East Germany","","","",""
"27","2005","16-34 y.","West Germany","","","",""
"27","2005","16-34 y.","East Germany","","","",""
"27","2005","35-65 y.","West Germany","","","",""
"27","2005","35-65 y.","East Germany","","","",""
"27","2005","66 and older","West Germany","","","",""
"27","2005","66 and older","East Germany","","","",""
"28","2005","16-34 y.","West Germany","6","","",""
"28","2005","16-34 y.","East Germany","","","",""
"28","2005","35-65 y.","West Germany","9","","",""
"28","2005","35-65 y.","East Germany","","","",""
"28","2005","66 and older","West Germany","","","",""
"28","2005","66 and older","East Germany","","","",""
"29","2005","16-34 y.","West Germany","1","","",""
"29","2005","16-34 y.","East Germany","","","",""
"29","2005","35-65 y.","West Germany","","","",""
"29","2005","35-65 y.","East Germany","","","",""
"29","2005","66 and older","West Germany","","","",""
"29","2005","66 and older","East Germany","","","",""
"30","2005","16-34 y.","West Germany","","","",""
"30","2005","16-34 y.","East Germany","","","",""
"30","2005","35-65 y.","West Germany","","","",""
"30","2005","35-65 y.","East Germany","","","",""
"30","2005","66 and older","West Germany","","","",""
"30","2005","66 and older","East Germany","","","",""
"31","2005","16-34 y.","West Germany","3","","",""
"31","2005","16-34 y.","East Germany","","","",""
"31","2005","35-65 y.","West Germany","1","","",""
"31","2005","35-65 y.","East Germany","","","",""
"31","2005","66 and older","West Germany","","","",""
"31","2005","66 and older","East Germany","","","",""
"32","2005","16-34 y.","West Germany","4","","",""
"32","2005","16-34 y.","East Germany","","","",""
"32","2005","35-65 y.","West Germany","11","","",""
"32","2005","35-65 y.","East Germany","1","","",""
"32","2005","66 and older","West Germany","1","","",""
"32","2005","66 and older","East Germany","","","",""
"34","2005","16-34 y.","West Germany","","","",""
"34","2005","16-34 y.","East Germany","","","",""
"34","2005","35-65 y.","West Germany","","","",""
"34","2005","35-65 y.","East Germany","","","",""
"34","2005","66 and older","West Germany","","","",""
"34","2005","66 and older","East Germany","","","",""
"35","2005","16-34 y.","West Germany","","","",""
"35","2005","16-34 y.","East Germany","","","",""
"35","2005","35-65 y.","West Germany","","","",""
"35","2005","35-65 y.","East Germany","","","",""
"35","2005","66 and older","West Germany","","","",""
"35","2005","66 and older","East Germany","","","",""
"36","2005","16-34 y.","West Germany","","","",""
"36","2005","16-34 y.","East Germany","","","",""
"36","2005","35-65 y.","West Germany","","","",""
"36","2005","35-65 y.","East Germany","","","",""
"36","2005","66 and older","West Germany","","","",""
"36","2005","66 and older","East Germany","","","",""
"37","2005","16-34 y.","West Germany","","","",""
"37","2005","16-34 y.","East Germany","","","",""
"37","2005","35-65 y.","West Germany","","","",""
"37","2005","35-65 y.","East Germany","","","",""
"37","2005","66 and older","West Germany","","","",""
"37","2005","66 and older","East Germany","","","",""
