"pgnation","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"166","1990","16-34 y.","Not Employed","","","",""
"166","1990","16-34 y.","Employed","","","",""
"166","1990","35-65 y.","Not Employed","","","",""
"166","1990","35-65 y.","Employed","","","",""
"166","1990","66 and older","Not Employed","","","",""
"166","1990","66 and older","Employed","","","",""
"167","1990","16-34 y.","Not Employed","","","",""
"167","1990","16-34 y.","Employed","","","",""
"167","1990","35-65 y.","Not Employed","","","",""
"167","1990","35-65 y.","Employed","","","",""
"167","1990","66 and older","Not Employed","","","",""
"167","1990","66 and older","Employed","","","",""
"168","1990","16-34 y.","Not Employed","","","",""
"168","1990","16-34 y.","Employed","","","",""
"168","1990","35-65 y.","Not Employed","","","",""
"168","1990","35-65 y.","Employed","","","",""
"168","1990","66 and older","Not Employed","","","",""
"168","1990","66 and older","Employed","","","",""
"169","1990","16-34 y.","Not Employed","","","",""
"169","1990","16-34 y.","Employed","","","",""
"169","1990","35-65 y.","Not Employed","","","",""
"169","1990","35-65 y.","Employed","","","",""
"169","1990","66 and older","Not Employed","","","",""
"169","1990","66 and older","Employed","","","",""
"172","1990","16-34 y.","Not Employed","","","",""
"172","1990","16-34 y.","Employed","","","",""
"172","1990","35-65 y.","Not Employed","","","",""
"172","1990","35-65 y.","Employed","","","",""
"172","1990","66 and older","Not Employed","","","",""
"172","1990","66 and older","Employed","","","",""
"173","1990","16-34 y.","Not Employed","","","",""
"173","1990","16-34 y.","Employed","","","",""
"173","1990","35-65 y.","Not Employed","","","",""
"173","1990","35-65 y.","Employed","","","",""
"173","1990","66 and older","Not Employed","","","",""
"173","1990","66 and older","Employed","","","",""
"178","1990","16-34 y.","Not Employed","","","",""
"178","1990","16-34 y.","Employed","","","",""
"178","1990","35-65 y.","Not Employed","","","",""
"178","1990","35-65 y.","Employed","","","",""
"178","1990","66 and older","Not Employed","","","",""
"178","1990","66 and older","Employed","","","",""
"181","1990","16-34 y.","Not Employed","","","",""
"181","1990","16-34 y.","Employed","","","",""
"181","1990","35-65 y.","Not Employed","","","",""
"181","1990","35-65 y.","Employed","","","",""
"181","1990","66 and older","Not Employed","","","",""
"181","1990","66 and older","Employed","","","",""
"183","1990","16-34 y.","Not Employed","","","",""
"183","1990","16-34 y.","Employed","","","",""
"183","1990","35-65 y.","Not Employed","","","",""
"183","1990","35-65 y.","Employed","","","",""
"183","1990","66 and older","Not Employed","","","",""
"183","1990","66 and older","Employed","","","",""
"188","1990","16-34 y.","Not Employed","","","",""
"188","1990","16-34 y.","Employed","","","",""
"188","1990","35-65 y.","Not Employed","","","",""
"188","1990","35-65 y.","Employed","","","",""
"188","1990","66 and older","Not Employed","","","",""
"188","1990","66 and older","Employed","","","",""
"195","1990","16-34 y.","Not Employed","","","",""
"195","1990","16-34 y.","Employed","","","",""
"195","1990","35-65 y.","Not Employed","","","",""
"195","1990","35-65 y.","Employed","","","",""
"195","1990","66 and older","Not Employed","","","",""
"195","1990","66 and older","Employed","","","",""
"196","1990","16-34 y.","Not Employed","","","",""
"196","1990","16-34 y.","Employed","","","",""
"196","1990","35-65 y.","Not Employed","","","",""
"196","1990","35-65 y.","Employed","","","",""
"196","1990","66 and older","Not Employed","","","",""
"196","1990","66 and older","Employed","","","",""
"999","1990","16-34 y.","Not Employed","","","",""
"999","1990","16-34 y.","Employed","","","",""
"999","1990","35-65 y.","Not Employed","","","",""
"999","1990","35-65 y.","Employed","","","",""
"999","1990","66 and older","Not Employed","","","",""
"999","1990","66 and older","Employed","","","",""
"1","1991","16-34 y.","Not Employed","563","0.861970143699175","0.839447554006186","0.884492733392164"
"1","1991","16-34 y.","Employed","1996","0.911106016896925","0.900414860787446","0.921797173006404"
"1","1991","35-65 y.","Not Employed","987","0.915192346656868","0.900236647196226","0.93014804611751"
"1","1991","35-65 y.","Employed","2462","0.902039802298432","0.892097530704387","0.911982073892477"
"1","1991","66 and older","Not Employed","1006","0.992575029560066","0.987344966162694","0.997805092957439"
"1","1991","66 and older","Employed","36","0.92523554711933","0.844729241552506","1.00574185268615"
"2","1991","16-34 y.","Not Employed","191","0.0842919317023462","0.0661510989581404","0.102432764446552"
"2","1991","16-34 y.","Employed","311","0.0387966493481159","0.0315421277435537","0.0460511709526781"
"2","1991","35-65 y.","Not Employed","149","0.0367853488871392","0.0266804494468806","0.0468902483273979"
"2","1991","35-65 y.","Employed","245","0.0293572440593035","0.0237113165711198","0.0350031715474872"
"2","1991","66 and older","Not Employed","5","","",""
"2","1991","66 and older","Employed","","","",""
"3","1991","16-34 y.","Not Employed","42","0.0185214293764738","0.00971776745537166","0.027325091297576"
"3","1991","16-34 y.","Employed","88","0.0119235496153803","0.007845973408315","0.0160011258224456"
"3","1991","35-65 y.","Not Employed","64","0.0181395809707378","0.0109753180093078","0.0253038439321678"
"3","1991","35-65 y.","Employed","260","0.0248274878955689","0.0196232749278875","0.0300317008632504"
"3","1991","66 and older","Not Employed","1","","",""
"3","1991","66 and older","Employed","1","","",""
"4","1991","16-34 y.","Not Employed","33","0.00702607246227736","0.00157212524609462","0.0124800196784601"
"4","1991","16-34 y.","Employed","87","0.00651163504058667","0.00349008042258067","0.00953318965859266"
"4","1991","35-65 y.","Not Employed","47","0.00587968522802736","0.00177547565614127","0.00998389479991346"
"4","1991","35-65 y.","Employed","152","0.00903630579851326","0.00587131627235825","0.0122012953246683"
"4","1991","66 and older","Not Employed","4","","",""
"4","1991","66 and older","Employed","1","","",""
"5","1991","16-34 y.","Not Employed","47","0.0174998534881259","0.0089379719670795","0.0260617350091723"
"5","1991","16-34 y.","Employed","166","0.0161108463869606","0.0113811169749676","0.0208405757989535"
"5","1991","35-65 y.","Not Employed","50","0.0095485838872049","0.0043279998769039","0.0147691678975059"
"5","1991","35-65 y.","Employed","182","0.0167161719972035","0.0124281618012143","0.0210041821931927"
"5","1991","66 and older","Not Employed","8","","",""
"5","1991","66 and older","Employed","1","","",""
"6","1991","16-34 y.","Not Employed","22","","",""
"6","1991","16-34 y.","Employed","50","0.00219354831695495","0.000436026248688822","0.00395107038522108"
"6","1991","35-65 y.","Not Employed","26","","",""
"6","1991","35-65 y.","Employed","101","0.00393590667376265","0.00184172678772834","0.00603008655979697"
"6","1991","66 and older","Not Employed","6","","",""
"6","1991","66 and older","Employed","","","",""
"10","1991","16-34 y.","Not Employed","1","","",""
"10","1991","16-34 y.","Employed","6","","",""
"10","1991","35-65 y.","Not Employed","1","","",""
"10","1991","35-65 y.","Employed","14","","",""
"10","1991","66 and older","Not Employed","","","",""
"10","1991","66 and older","Employed","1","","",""
"11","1991","16-34 y.","Not Employed","1","","",""
"11","1991","16-34 y.","Employed","3","","",""
"11","1991","35-65 y.","Not Employed","","","",""
"11","1991","35-65 y.","Employed","2","","",""
"11","1991","66 and older","Not Employed","","","",""
"11","1991","66 and older","Employed","","","",""
"12","1991","16-34 y.","Not Employed","","","",""
"12","1991","16-34 y.","Employed","1","","",""
"12","1991","35-65 y.","Not Employed","3","","",""
"12","1991","35-65 y.","Employed","2","","",""
"12","1991","66 and older","Not Employed","2","","",""
"12","1991","66 and older","Employed","","","",""
"13","1991","16-34 y.","Not Employed","","","",""
"13","1991","16-34 y.","Employed","","","",""
"13","1991","35-65 y.","Not Employed","","","",""
"13","1991","35-65 y.","Employed","1","","",""
"13","1991","66 and older","Not Employed","","","",""
"13","1991","66 and older","Employed","","","",""
"14","1991","16-34 y.","Not Employed","","","",""
"14","1991","16-34 y.","Employed","2","","",""
"14","1991","35-65 y.","Not Employed","","","",""
"14","1991","35-65 y.","Employed","4","","",""
"14","1991","66 and older","Not Employed","","","",""
"14","1991","66 and older","Employed","","","",""
"15","1991","16-34 y.","Not Employed","","","",""
"15","1991","16-34 y.","Employed","","","",""
"15","1991","35-65 y.","Not Employed","","","",""
"15","1991","35-65 y.","Employed","","","",""
"15","1991","66 and older","Not Employed","","","",""
"15","1991","66 and older","Employed","","","",""
"16","1991","16-34 y.","Not Employed","","","",""
"16","1991","16-34 y.","Employed","","","",""
"16","1991","35-65 y.","Not Employed","","","",""
"16","1991","35-65 y.","Employed","","","",""
"16","1991","66 and older","Not Employed","","","",""
"16","1991","66 and older","Employed","","","",""
"17","1991","16-34 y.","Not Employed","","","",""
"17","1991","16-34 y.","Employed","","","",""
"17","1991","35-65 y.","Not Employed","","","",""
"17","1991","35-65 y.","Employed","","","",""
"17","1991","66 and older","Not Employed","","","",""
"17","1991","66 and older","Employed","","","",""
"18","1991","16-34 y.","Not Employed","","","",""
"18","1991","16-34 y.","Employed","3","","",""
"18","1991","35-65 y.","Not Employed","1","","",""
"18","1991","35-65 y.","Employed","1","","",""
"18","1991","66 and older","Not Employed","","","",""
"18","1991","66 and older","Employed","","","",""
"19","1991","16-34 y.","Not Employed","","","",""
"19","1991","16-34 y.","Employed","","","",""
"19","1991","35-65 y.","Not Employed","1","","",""
"19","1991","35-65 y.","Employed","2","","",""
"19","1991","66 and older","Not Employed","","","",""
"19","1991","66 and older","Employed","","","",""
"20","1991","16-34 y.","Not Employed","","","",""
"20","1991","16-34 y.","Employed","","","",""
"20","1991","35-65 y.","Not Employed","1","","",""
"20","1991","35-65 y.","Employed","","","",""
"20","1991","66 and older","Not Employed","","","",""
"20","1991","66 and older","Employed","","","",""
"21","1991","16-34 y.","Not Employed","","","",""
"21","1991","16-34 y.","Employed","","","",""
"21","1991","35-65 y.","Not Employed","","","",""
"21","1991","35-65 y.","Employed","","","",""
"21","1991","66 and older","Not Employed","","","",""
"21","1991","66 and older","Employed","","","",""
"22","1991","16-34 y.","Not Employed","1","","",""
"22","1991","16-34 y.","Employed","2","","",""
"22","1991","35-65 y.","Not Employed","1","","",""
"22","1991","35-65 y.","Employed","1","","",""
"22","1991","66 and older","Not Employed","","","",""
"22","1991","66 and older","Employed","","","",""
"23","1991","16-34 y.","Not Employed","","","",""
"23","1991","16-34 y.","Employed","","","",""
"23","1991","35-65 y.","Not Employed","","","",""
"23","1991","35-65 y.","Employed","","","",""
"23","1991","66 and older","Not Employed","","","",""
"23","1991","66 and older","Employed","","","",""
"24","1991","16-34 y.","Not Employed","","","",""
"24","1991","16-34 y.","Employed","","","",""
"24","1991","35-65 y.","Not Employed","1","","",""
"24","1991","35-65 y.","Employed","1","","",""
"24","1991","66 and older","Not Employed","","","",""
"24","1991","66 and older","Employed","","","",""
"25","1991","16-34 y.","Not Employed","","","",""
"25","1991","16-34 y.","Employed","","","",""
"25","1991","35-65 y.","Not Employed","","","",""
"25","1991","35-65 y.","Employed","","","",""
"25","1991","66 and older","Not Employed","","","",""
"25","1991","66 and older","Employed","","","",""
"26","1991","16-34 y.","Not Employed","","","",""
"26","1991","16-34 y.","Employed","1","","",""
"26","1991","35-65 y.","Not Employed","","","",""
"26","1991","35-65 y.","Employed","1","","",""
"26","1991","66 and older","Not Employed","","","",""
"26","1991","66 and older","Employed","","","",""
"27","1991","16-34 y.","Not Employed","","","",""
"27","1991","16-34 y.","Employed","","","",""
"27","1991","35-65 y.","Not Employed","","","",""
"27","1991","35-65 y.","Employed","","","",""
"27","1991","66 and older","Not Employed","","","",""
"27","1991","66 and older","Employed","","","",""
"28","1991","16-34 y.","Not Employed","","","",""
"28","1991","16-34 y.","Employed","","","",""
"28","1991","35-65 y.","Not Employed","","","",""
"28","1991","35-65 y.","Employed","","","",""
"28","1991","66 and older","Not Employed","","","",""
"28","1991","66 and older","Employed","","","",""
"29","1991","16-34 y.","Not Employed","","","",""
"29","1991","16-34 y.","Employed","1","","",""
"29","1991","35-65 y.","Not Employed","","","",""
"29","1991","35-65 y.","Employed","","","",""
"29","1991","66 and older","Not Employed","","","",""
"29","1991","66 and older","Employed","","","",""
"30","1991","16-34 y.","Not Employed","","","",""
"30","1991","16-34 y.","Employed","","","",""
"30","1991","35-65 y.","Not Employed","","","",""
"30","1991","35-65 y.","Employed","","","",""
"30","1991","66 and older","Not Employed","","","",""
"30","1991","66 and older","Employed","","","",""
"31","1991","16-34 y.","Not Employed","","","",""
"31","1991","16-34 y.","Employed","","","",""
"31","1991","35-65 y.","Not Employed","","","",""
"31","1991","35-65 y.","Employed","2","","",""
"31","1991","66 and older","Not Employed","","","",""
"31","1991","66 and older","Employed","","","",""
"32","1991","16-34 y.","Not Employed","","","",""
"32","1991","16-34 y.","Employed","","","",""
"32","1991","35-65 y.","Not Employed","","","",""
"32","1991","35-65 y.","Employed","","","",""
"32","1991","66 and older","Not Employed","1","","",""
"32","1991","66 and older","Employed","","","",""
"34","1991","16-34 y.","Not Employed","","","",""
