"transab_cat","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2018","Saxony-Anhalt","West Germany","","","","","2"
"Low transfer dependency","2018","Schleswig-Holstein","West Germany","89","0.0503188530334583","0.0374122614146538","0.0632254446522629","2"
"Low transfer dependency","2018","Schleswig-Holstein","East Germany","","","","","2"
"Low transfer dependency","2018","Lower Saxony","West Germany","225","0.0573557576874882","0.0489162570281839","0.0657952583467925","2"
"Low transfer dependency","2018","North Rhine-Westphalia","West Germany","431","0.054555350301151","0.0488880342271556","0.0602226663751465","2"
"Low transfer dependency","2018","Hesse","West Germany","117","0.0404927397203645","0.0321511820565496","0.0488342973841794","2"
"Low transfer dependency","2018","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Low transfer dependency","2018","Saxony-Anhalt","East Germany","87","0.0764629755283351","0.0600500458626574","0.0928759051940129","2"
"Low transfer dependency","2018","Baden-Württemberg","East Germany","","","","","2"
"Low transfer dependency","2018","Bavaria","West Germany","203","0.0380731358813744","0.0324133855116735","0.0437328862510753","2"
"Low transfer dependency","2018","Bavaria","East Germany","","","","","2"
"Low transfer dependency","2018","Berlin","West Germany","57","0.0739621057394494","0.0545330938083504","0.0933911176705483","2"
"Low transfer dependency","2018","Brandenburg","East Germany","82","0.047739174179952","0.0353350652740161","0.0601432830858879","2"
"Low transfer dependency","2018","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Low transfer dependency","2018","Mecklenburg-Western Pomerania","East Germany","67","0.0732345858523204","0.0531603522049987","0.0933088194996421","2"
"Low transfer dependency","2018","Saxony","West Germany","","","","","2"
"Low transfer dependency","2018","Saxony","East Germany","129","0.0558540834187851","0.0451072548602573","0.0666009119773129","2"
"Low transfer dependency","2018","Hesse","East Germany","","","","","2"
"Low transfer dependency","2018","Hamburg","East Germany","","","","","2"
"Low transfer dependency","2018","Thuringia","East Germany","52","0.0422102601562507","0.0298709150767226","0.0545496052357789","2"
"Low transfer dependency","2018","Bremen","East Germany","","","","","2"
"Low transfer dependency","2018","North Rhine-Westphalia","East Germany","","","","","2"
"Low transfer dependency","2018","Lower Saxony","East Germany","","","","","2"
"Low transfer dependency","2018","Bremen","West Germany","29","","","","2"
"Low transfer dependency","2018","Rhineland-Palatinate,Saarland","West Germany","100","0.0371132654151771","0.0281924258934179","0.0460341049369364","2"
"Low transfer dependency","2018","Hamburg","West Germany","28","","","","2"
"Low transfer dependency","2018","Thuringia","West Germany","","","","","2"
"No transfer dependency","2018","Schleswig-Holstein","West Germany","340","0.536713096586488","0.507272039330505","0.566154153842472","0"
"No transfer dependency","2018","Schleswig-Holstein","East Germany","","","","","0"
"No transfer dependency","2018","Hamburg","West Germany","199","0.566522996745217","0.525145511294787","0.607900482195648","0"
"No transfer dependency","2018","Hamburg","East Germany","","","","","0"
"No transfer dependency","2018","Lower Saxony","West Germany","975","0.506867618021267","0.488721515283842","0.525013720758691","0"
"No transfer dependency","2018","Lower Saxony","East Germany","","","","","0"
"No transfer dependency","2018","Bremen","West Germany","87","0.601156265320108","0.544005952376692","0.658306578263524","0"
"No transfer dependency","2018","Bremen","East Germany","","","","","0"
"No transfer dependency","2018","North Rhine-Westphalia","West Germany","2016","0.499055992080442","0.486578998943759","0.511532985217125","0"
"No transfer dependency","2018","North Rhine-Westphalia","East Germany","","","","","0"
"No transfer dependency","2018","Hesse","West Germany","673","0.478975343345723","0.45783460459009","0.500116082101356","0"
"No transfer dependency","2018","Hesse","East Germany","","","","","0"
"No transfer dependency","2018","Rhineland-Palatinate,Saarland","West Germany","632","0.551268236229628","0.527797407073449","0.574739065385806","0"
"No transfer dependency","2018","Thuringia","East Germany","431","0.51941769308606","0.488756414327706","0.550078971844415","0"
"No transfer dependency","2018","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"No transfer dependency","2018","Baden-Württemberg","West Germany","1149","0.540466833334193","0.523298833666118","0.557634833002269","0"
"No transfer dependency","2018","Baden-Württemberg","East Germany","","","","","0"
"No transfer dependency","2018","Bavaria","West Germany","1801","0.597035015845633","0.582528922038627","0.611541109652639","0"
"No transfer dependency","2018","Saxony-Anhalt","West Germany","","","","","0"
"No transfer dependency","2018","Mecklenburg-Western Pomerania","East Germany","290","0.577542229502988","0.539481292603465","0.615603166402511","0"
"No transfer dependency","2018","Saxony","West Germany","","","","","0"
"No transfer dependency","2018","Saxony","East Germany","769","0.562860806685968","0.539647143751298","0.586074469620637","0"
"No transfer dependency","2018","Saxony-Anhalt","East Germany","402","0.538208133583828","0.507416578436897","0.568999688730759","0"
"No transfer dependency","2018","Thuringia","West Germany","","","","","0"
"No transfer dependency","2018","Bavaria","East Germany","","","","","0"
"No transfer dependency","2018","Berlin","West Germany","292","0.546649908539108","0.509692356618652","0.583607460459564","0"
"No transfer dependency","2018","Berlin","East Germany","195","0.552855474963499","0.507468901678557","0.59824204824844","0"
"No transfer dependency","2018","Brandenburg","West Germany","","","","","0"
"No transfer dependency","2018","Brandenburg","East Germany","499","0.57283765517273","0.544059535096634","0.601615775248826","0"
"No transfer dependency","2018","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Very high transfer dependency","2018","Schleswig-Holstein","West Germany","53","0.0237457924168159","0.0147563638323832","0.0327352210012486","4"
"Very high transfer dependency","2018","Lower Saxony","West Germany","109","0.0195739781284079","0.0145459083591069","0.0246020478977089","4"
"Very high transfer dependency","2018","Lower Saxony","East Germany","","","","","4"
"Very high transfer dependency","2018","Bremen","West Germany","18","","","","4"
"Very high transfer dependency","2018","Schleswig-Holstein","East Germany","","","","","4"
"Very high transfer dependency","2018","Hamburg","West Germany","19","","","","4"
"Very high transfer dependency","2018","Hamburg","East Germany","","","","","4"
"Very high transfer dependency","2018","Bremen","East Germany","","","","","4"
"Very high transfer dependency","2018","North Rhine-Westphalia","West Germany","277","0.0217917715059827","0.0181484069417571","0.0254351360702083","4"
"Very high transfer dependency","2018","North Rhine-Westphalia","East Germany","","","","","4"
"Very high transfer dependency","2018","Hesse","West Germany","101","0.0270892719126541","0.0202190683521871","0.033959475473121","4"
"Very high transfer dependency","2018","Baden-Württemberg","East Germany","","","","","4"
"Very high transfer dependency","2018","Brandenburg","West Germany","","","","","4"
"Very high transfer dependency","2018","Brandenburg","East Germany","44","0.0135590838580827","0.00683085318523344","0.0202873145309319","4"
"Very high transfer dependency","2018","Mecklenburg-Western Pomerania","East Germany","25","","","","4"
"Very high transfer dependency","2018","Saxony","East Germany","54","0.0185590423864492","0.012243027174103","0.0248750575987953","4"
"Very high transfer dependency","2018","Hesse","East Germany","","","","","4"
"Very high transfer dependency","2018","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Very high transfer dependency","2018","Baden-Württemberg","West Germany","118","0.0127216306275662","0.00886091384781858","0.0165823474073139","4"
"Very high transfer dependency","2018","Bavaria","West Germany","72","0.00689128154580655","0.00444466831859523","0.00933789477301787","4"
"Very high transfer dependency","2018","Berlin","West Germany","32","0.0256792652925487","0.0139364029061316","0.0374221276789657","4"
"Very high transfer dependency","2018","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Very high transfer dependency","2018","Saxony","West Germany","","","","","4"
"Very high transfer dependency","2018","Thuringia","East Germany","26","","","","4"
"Very high transfer dependency","2018","Saxony-Anhalt","West Germany","","","","","4"
"Very high transfer dependency","2018","Thuringia","West Germany","","","","","4"
"Very high transfer dependency","2018","Saxony-Anhalt","East Germany","41","0.0366872577030921","0.0250761238023947","0.0482983916037894","4"
"Very high transfer dependency","2018","Bavaria","East Germany","","","","","4"
"Very high transfer dependency","2018","Berlin","East Germany","21","","","","4"
"Very high transfer dependency","2018","Rhineland-Palatinate,Saarland","West Germany","51","0.0143965787037687","0.00877531071461653","0.0200178466929209","4"
"Very low transfer dependency","2018","Berlin","West Germany","188","0.25241994715666","0.220170491378029","0.284669402935292","1"
"Very low transfer dependency","2018","Berlin","East Germany","146","0.290118040429616","0.248691557299595","0.331544523559636","1"
"Very low transfer dependency","2018","Brandenburg","East Germany","351","0.296725171288264","0.270149154364113","0.323301188212415","1"
"Very low transfer dependency","2018","Schleswig-Holstein","West Germany","439","0.33980387649324","0.311839319532813","0.367768433453667","1"
"Very low transfer dependency","2018","Schleswig-Holstein","East Germany","","","","","1"
"Very low transfer dependency","2018","Hamburg","West Germany","211","0.332118071607109","0.292793102364938","0.37144304084928","1"
"Very low transfer dependency","2018","Hamburg","East Germany","","","","","1"
"Very low transfer dependency","2018","Lower Saxony","West Germany","1175","0.359043641098048","0.341631900787532","0.376455381408564","1"
"Very low transfer dependency","2018","Hesse","West Germany","821","0.385379879068687","0.364783904462889","0.405975853674486","1"
"Very low transfer dependency","2018","Hesse","East Germany","","","","","1"
"Very low transfer dependency","2018","Rhineland-Palatinate,Saarland","West Germany","700","0.358687425617318","0.336054197794445","0.38132065344019","1"
"Very low transfer dependency","2018","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Very low transfer dependency","2018","Baden-Württemberg","West Germany","1479","0.377150232482931","0.360453726995557","0.393846737970306","1"
"Very low transfer dependency","2018","Baden-Württemberg","East Germany","","","","","1"
"Very low transfer dependency","2018","Bavaria","West Germany","1914","0.331249630158355","0.317330033730075","0.345169226586636","1"
"Very low transfer dependency","2018","Bavaria","East Germany","","","","","1"
