"transab_cat","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","2011","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2011","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","2011","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2011","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No transfer dependency","2012","lower secondary degree","(0) in school","","","",""
"No transfer dependency","2012","lower secondary degree","(1a) inadequately completed","","","",""
"No transfer dependency","2012","lower secondary degree","(1b) general elementary school","774","0.550953076412013","0.527682202152644","0.574223950671382"
"No transfer dependency","2012","lower secondary degree","(1c) basic vocational qualification","3189","0.647297336129481","0.635142267237855","0.659452405021106"
"No transfer dependency","2012","lower secondary degree","(2b) intermediate general qualification","","","",""
"No transfer dependency","2012","lower secondary degree","(2a) intermediate vocational","4","","",""
"No transfer dependency","2012","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"No transfer dependency","2012","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"No transfer dependency","2012","lower secondary degree","(3a) lower tertiary education","112","0.884506395623019","0.829774322367954","0.939238468878083"
"No transfer dependency","2012","lower secondary degree","(3b) higher tertiary education","28","","",""
"No transfer dependency","2012","secondary school degree","(0) in school","","","",""
"No transfer dependency","2012","secondary school degree","(1a) inadequately completed","","","",""
"No transfer dependency","2012","secondary school degree","(1b) general elementary school","","","",""
"No transfer dependency","2012","secondary school degree","(1c) basic vocational qualification","","","",""
"No transfer dependency","2012","secondary school degree","(2b) intermediate general qualification","168","0.317286011089464","0.285094958198883","0.349477063980046"
"No transfer dependency","2012","secondary school degree","(2a) intermediate vocational","2393","0.513650051709308","0.501853432257037","0.525446671161578"
"No transfer dependency","2012","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"No transfer dependency","2012","secondary school degree","(2c_voc) vocational maturity certificate","11","","",""
"No transfer dependency","2012","secondary school degree","(3a) lower tertiary education","304","0.603721663668192","0.562844072869706","0.644599254466678"
"No transfer dependency","2012","secondary school degree","(3b) higher tertiary education","75","0.655077452758261","0.577973120347449","0.732181785169073"
"No transfer dependency","2012","college entrance qualification","(0) in school","","","",""
"No transfer dependency","2012","college entrance qualification","(1a) inadequately completed","","","",""
"No transfer dependency","2012","college entrance qualification","(1b) general elementary school","","","",""
"No transfer dependency","2012","college entrance qualification","(1c) basic vocational qualification","","","",""
"No transfer dependency","2012","college entrance qualification","(2b) intermediate general qualification","","","",""
"No transfer dependency","2012","college entrance qualification","(2a) intermediate vocational","","","",""
"No transfer dependency","2012","college entrance qualification","(2c_gen) general maturity certificate","178","0.256725464054678","0.228091041294348","0.285359886815009"
"No transfer dependency","2012","college entrance qualification","(2c_voc) vocational maturity certificate","610","0.501475771341789","0.480247018595767","0.522704524087811"
"No transfer dependency","2012","college entrance qualification","(3a) lower tertiary education","572","0.567054485002965","0.541734072767416","0.592374897238514"
"No transfer dependency","2012","college entrance qualification","(3b) higher tertiary education","1391","0.594636626490693","0.577780647101949","0.611492605879437"
"No transfer dependency","2012","Other degree","(0) in school","","","",""
"No transfer dependency","2012","Other degree","(1a) inadequately completed","","","",""
"No transfer dependency","2012","Other degree","(1b) general elementary school","137","0.452800785488316","0.406861298770419","0.498740272206212"
"No transfer dependency","2012","Other degree","(1c) basic vocational qualification","168","0.488147821644317","0.443615702128672","0.532679941159962"
"No transfer dependency","2012","Other degree","(2b) intermediate general qualification","","","",""
"No transfer dependency","2012","Other degree","(2a) intermediate vocational","","","",""
"No transfer dependency","2012","Other degree","(2c_gen) general maturity certificate","30","0.274518070513194","0.2078247046055","0.341211436420889"
"No transfer dependency","2012","Other degree","(2c_voc) vocational maturity certificate","69","0.356888875356766","0.301365662217812","0.41241208849572"
"No transfer dependency","2012","Other degree","(3a) lower tertiary education","16","","",""
"No transfer dependency","2012","Other degree","(3b) higher tertiary education","92","0.310339650232962","0.264247298143165","0.356432002322758"
"No transfer dependency","2012","no degree/no degree yet","(0) in school","8","","",""
"No transfer dependency","2012","no degree/no degree yet","(1a) inadequately completed","106","0.429850741196254","0.381814266100816","0.477887216291693"
"No transfer dependency","2012","no degree/no degree yet","(1b) general elementary school","","","",""
"No transfer dependency","2012","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No transfer dependency","2012","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No transfer dependency","2012","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No transfer dependency","2012","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No transfer dependency","2012","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No transfer dependency","2012","no degree/no degree yet","(3a) lower tertiary education","2","","",""
"No transfer dependency","2012","no degree/no degree yet","(3b) higher tertiary education","2","","",""
"Very low transfer dependency","2012","lower secondary degree","(0) in school","","","",""
"Very low transfer dependency","2012","lower secondary degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","2012","lower secondary degree","(1b) general elementary school","482","0.261142237358353","0.240591447841231","0.281693026875475"
