"transab_cat","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2005","Couple + C. LE and GT 16","West Germany","1110","0.82031170423884","0.799568803205747","0.841054605271932","1"
"Very low transfer dependency","2005","Couple + C. GT 16 ","East Germany","755","0.70344489748038","0.675470170608443","0.731419624352317","1"
"Complete transfer dependency","2006","1-pers.-HH","West Germany","59","0.0312381415475118","0.0244162786947312","0.0380600044002925","5"
"Complete transfer dependency","2006","1-pers.-HH","East Germany","38","0.0488131801891794","0.0339923838379318","0.0636339765404269","5"
"Complete transfer dependency","2006","(Married) couple without C. ","West Germany","17","","","","5"
"Complete transfer dependency","2006","(Married) couple without C. ","East Germany","12","","","","5"
"Complete transfer dependency","2006","Single parent ","West Germany","38","0.0398477384732385","0.0268277549069456","0.0528677220395313","5"
"Complete transfer dependency","2006","Single parent ","East Germany","20","","","","5"
"Complete transfer dependency","2006","Couple + C. LE 16 ","West Germany","34","0.0136748775203154","0.00961790095232963","0.0177318540883011","5"
"Complete transfer dependency","2006","Couple + C. LE 16 ","East Germany","7","","","","5"
"Complete transfer dependency","2006","Couple + C. GT 16 ","West Germany","6","","","","5"
"Complete transfer dependency","2006","Couple + C. GT 16 ","East Germany","3","","","","5"
"Complete transfer dependency","2006","Couple + C. LE and GT 16","West Germany","18","","","","5"
"Complete transfer dependency","2006","Couple + C. LE and GT 16","East Germany","4","","","","5"
"High transfer dependency","2006","1-pers.-HH","West Germany","52","0.0197182890937318","0.014266212620047","0.0251703655674166","3"
"High transfer dependency","2006","1-pers.-HH","East Germany","38","0.0488667896751757","0.0340382749149488","0.0636953044354027","3"
"High transfer dependency","2006","(Married) couple without C. ","West Germany","54","0.00990816237198809","0.00737484637710479","0.0124414783668714","3"
"High transfer dependency","2006","(Married) couple without C. ","East Germany","28","","","","3"
"High transfer dependency","2006","Single parent ","West Germany","62","0.0834685689151013","0.065057724515516","0.101879413314687","3"
"High transfer dependency","2006","Single parent ","East Germany","33","0.132150610342524","0.0935708963854969","0.170730324299552","3"
"High transfer dependency","2006","Couple + C. LE 16 ","West Germany","78","0.0282894681512328","0.0224976945717486","0.0340812417307171","3"
"High transfer dependency","2006","Couple + C. LE 16 ","East Germany","48","0.0761073585259549","0.0566162127675806","0.0955985042843292","3"
"High transfer dependency","2006","Couple + C. GT 16 ","West Germany","62","0.0279202847785125","0.0216371734841493","0.0342033960728756","3"
"High transfer dependency","2006","Couple + C. GT 16 ","East Germany","30","0.0246447126493043","0.0154826121949289","0.0338068131036798","3"
"High transfer dependency","2006","Couple + C. LE and GT 16","West Germany","22","","","","3"
"High transfer dependency","2006","Couple + C. LE and GT 16","East Germany","37","0.180173884575283","0.137663986632194","0.222683782518373","3"
"Low transfer dependency","2006","1-pers.-HH","East Germany","48","0.0547066539555681","0.0390653320831081","0.070347975828028","2"
"Low transfer dependency","2006","1-pers.-HH","West Germany","79","0.0318407009194654","0.0249555003769076","0.0387259014620232","2"
"Low transfer dependency","2006","(Married) couple without C. ","West Germany","158","0.0309499046330393","0.0265203726740691","0.0353794365920096","2"
"Low transfer dependency","2006","(Married) couple without C. ","East Germany","109","0.0505731289549568","0.0408198676867537","0.0603263902231599","2"
"Low transfer dependency","2006","Single parent ","West Germany","93","0.0992249234866735","0.0793247386961119","0.119125108277235","2"
"Low transfer dependency","2006","Single parent ","East Germany","33","0.160489113464236","0.118673527143006","0.202304699785466","2"
"Low transfer dependency","2006","Couple + C. LE 16 ","West Germany","279","0.107874264923071","0.0970374242651528","0.11871110558099","2"
"Low transfer dependency","2006","Couple + C. LE 16 ","East Germany","127","0.19249952796052","0.163519452129514","0.221479603791526","2"
"Low transfer dependency","2006","Couple + C. GT 16 ","West Germany","109","0.0466982042547016","0.0386512934736672","0.0547451150357361","2"
"Low transfer dependency","2006","Couple + C. GT 16 ","East Germany","93","0.105775717200274","0.0876009872206761","0.123950447179872","2"
"Low transfer dependency","2006","Couple + C. LE and GT 16","West Germany","125","0.115139232998212","0.0975289007602037","0.132749565236221","2"
"Low transfer dependency","2006","Couple + C. LE and GT 16","East Germany","52","0.190549029821801","0.147109820474429","0.233988239169174","2"
"No transfer dependency","2006","1-pers.-HH","West Germany","1983","0.792478205878765","0.776575266829961","0.808381144927569","0"
"No transfer dependency","2006","1-pers.-HH","East Germany","544","0.666071404836036","0.633633165315655","0.698509644356417","0"
"No transfer dependency","2006","(Married) couple without C. ","West Germany","4589","0.772611836217694","0.761891221869338","0.783332450566051","0"
"No transfer dependency","2006","(Married) couple without C. ","East Germany","1313","0.673480871559747","0.652608291602193","0.694353451517301","0"
"No transfer dependency","2006","Single parent ","West Germany","139","0.14811799197631","0.124473380993332","0.171762602959288","0"
"No transfer dependency","2006","Single parent ","East Germany","24","","","","0"
"No transfer dependency","2006","Couple + C. LE 16 ","West Germany","12","","","","0"
"No transfer dependency","2006","Couple + C. LE 16 ","East Germany","5","","","","0"
"No transfer dependency","2006","Couple + C. GT 16 ","West Germany","516","0.213755269138456","0.198120150574678","0.229390387702234","0"
"No transfer dependency","2006","Couple + C. GT 16 ","East Germany","147","0.102004191583227","0.0841188222678771","0.119889560898578","0"
"No transfer dependency","2006","Couple + C. LE and GT 16","West Germany","7","","","","0"
"No transfer dependency","2006","Couple + C. LE and GT 16","East Germany","","","","","0"
"Very high transfer dependency","2006","1-pers.-HH","West Germany","58","0.0277498082474708","0.0213085474129551","0.0341910690819865","4"
"Very high transfer dependency","2006","1-pers.-HH","East Germany","36","0.0533668109459329","0.0379072710112051","0.0688263508806608","4"
"Very high transfer dependency","2006","(Married) couple without C. ","East Germany","23","","","","4"
"Very high transfer dependency","2006","Single parent ","West Germany","53","0.073507732000524","0.0561366866714144","0.0908787773296335","4"
"Very high transfer dependency","2006","Couple + C. LE 16 ","West Germany","55","0.0182098696542284","0.0135390459161007","0.022880693392356","4"
"Very high transfer dependency","2006","Couple + C. LE 16 ","East Germany","40","0.093761110182799","0.0723348680331238","0.115187352332474","4"
"Very high transfer dependency","2006","Couple + C. GT 16 ","West Germany","19","","","","4"
"Very high transfer dependency","2006","(Married) couple without C. ","West Germany","27","","","","4"
"Very high transfer dependency","2006","Single parent ","East Germany","45","0.178014233761987","0.134436790236556","0.221591677287418","4"
"Very high transfer dependency","2006","Couple + C. GT 16 ","East Germany","26","","","","4"
"Very high transfer dependency","2006","Couple + C. LE and GT 16","West Germany","16","","","","4"
"Very high transfer dependency","2006","Couple + C. LE and GT 16","East Germany","14","","","","4"
"Very low transfer dependency","2006","(Married) couple without C. ","West Germany","1027","0.175394462056595","0.165667300489831","0.185121623623359","1"
"Very low transfer dependency","2006","(Married) couple without C. ","East Germany","454","0.233325154789655","0.214499695747909","0.2521506138314","1"
"Very low transfer dependency","2006","1-pers.-HH","West Germany","267","0.0969748543130547","0.085370222554701","0.108579486071408","1"
"Very low transfer dependency","2006","1-pers.-HH","East Germany","108","0.128175160398108","0.105182637351445","0.151167683444771","1"
"Very low transfer dependency","2006","Couple + C. LE 16 ","West Germany","2690","0.828236895301384","0.81506121778996","0.841412572812808","1"
"Very low transfer dependency","2006","Single parent ","West Germany","482","0.555833045148152","0.522759264175319","0.588906826120986","1"
"Very low transfer dependency","2006","Single parent ","East Germany","141","0.417234256938781","0.361059756074246","0.473408757803316","1"
"Very low transfer dependency","2006","Couple + C. LE 16 ","East Germany","484","0.61391294858351","0.578127265980255","0.649698631186765","1"
"Very low transfer dependency","2006","Couple + C. GT 16 ","West Germany","1929","0.696997888583737","0.679471095922376","0.714524681245098","1"
"Very low transfer dependency","2006","Couple + C. GT 16 ","East Germany","801","0.723994534959946","0.697577855097318","0.750411214822574","1"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","East Germany","207","0.532547831563227","0.477361545644165","0.58773411748229","1"
"Very low transfer dependency","2006","Couple + C. LE and GT 16","West Germany","1074","0.804715043735787","0.782843780476371","0.826586306995202","1"
"Complete transfer dependency","2007","1-pers.-HH","West Germany","63","0.0287749149573669","0.0220487704791092","0.0355010594356246","5"
"Complete transfer dependency","2007","1-pers.-HH","East Germany","36","0.0453595669108416","0.0306232800114417","0.0600958538102416","5"
"Complete transfer dependency","2007","(Married) couple without C. ","West Germany","9","","","","5"
"Complete transfer dependency","2007","(Married) couple without C. ","East Germany","17","","","","5"
"Complete transfer dependency","2007","Single parent ","West Germany","44","0.0530557036446691","0.0377792132313213","0.0683321940580169","5"
"Complete transfer dependency","2007","Single parent ","East Germany","18","","","","5"
"Complete transfer dependency","2007","Couple + C. LE 16 ","West Germany","29","","","","5"
"Complete transfer dependency","2007","Couple + C. LE 16 ","East Germany","10","","","","5"
"Complete transfer dependency","2007","Couple + C. GT 16 ","West Germany","9","","","","5"
"Complete transfer dependency","2007","Couple + C. GT 16 ","East Germany","2","","","","5"
"Complete transfer dependency","2007","Couple + C. LE and GT 16","West Germany","14","","","","5"
"Complete transfer dependency","2007","Couple + C. LE and GT 16","East Germany","","","","","5"
"High transfer dependency","2007","1-pers.-HH","West Germany","51","0.0230511176753715","0.0170132841294935","0.0290889512212496","3"
"High transfer dependency","2007","1-pers.-HH","East Germany","25","","","","3"
"High transfer dependency","2007","(Married) couple without C. ","West Germany","56","0.0102535386459876","0.00757555924466146","0.0129315180473137","3"
"High transfer dependency","2007","(Married) couple without C. ","East Germany","46","0.0282880953952281","0.0208055758066983","0.035770614983758","3"
"High transfer dependency","2007","Single parent ","West Germany","66","0.0843419787894025","0.0654018084147311","0.103282149164074","3"
"High transfer dependency","2007","Single parent ","East Germany","35","0.142484454195195","0.102930290526204","0.182038617864186","3"
