"transab_cat","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1985","Saxony-Anhalt","Not Working","","","",""
"Very low transfer dependency","1985","Thuringia","Full Time","","","",""
"Very low transfer dependency","1985","Thuringia","Part Time","","","",""
"Very low transfer dependency","1985","Thuringia","Not Working","","","",""
"Low transfer dependency","1985","Schleswig-Holstein","Full Time","1","","",""
"Low transfer dependency","1985","Schleswig-Holstein","Part Time","2","","",""
"Low transfer dependency","1985","Schleswig-Holstein","Not Working","8","","",""
"Low transfer dependency","1985","Hamburg","Full Time","5","","",""
"Low transfer dependency","1985","Hamburg","Part Time","3","","",""
"Low transfer dependency","1985","Hamburg","Not Working","6","","",""
"Low transfer dependency","1985","Lower Saxony","Full Time","14","","",""
"Low transfer dependency","1985","Lower Saxony","Part Time","15","","",""
"Low transfer dependency","1985","Lower Saxony","Not Working","32","0.0469075349093462","0.027771564402518","0.0660435054161745"
"Low transfer dependency","1985","Bremen","Full Time","5","","",""
"Low transfer dependency","1985","Bremen","Part Time","6","","",""
"Low transfer dependency","1985","Bremen","Not Working","12","","",""
"Low transfer dependency","1985","North Rhine-Westphalia","Full Time","23","","",""
"Low transfer dependency","1985","North Rhine-Westphalia","Part Time","25","","",""
"Low transfer dependency","1985","North Rhine-Westphalia","Not Working","50","0.0277656103265443","0.0183752224452023","0.0371559982078863"
"Low transfer dependency","1985","Hesse","Full Time","7","","",""
"Low transfer dependency","1985","Hesse","Part Time","12","","",""
"Low transfer dependency","1985","Hesse","Not Working","17","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","Full Time","3","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","Part Time","2","","",""
"Low transfer dependency","1985","Rhineland-Palatinate,Saarland","Not Working","9","","",""
"Low transfer dependency","1985","Baden-Württemberg","Full Time","10","","",""
"Low transfer dependency","1985","Baden-Württemberg","Part Time","10","","",""
"Low transfer dependency","1985","Baden-Württemberg","Not Working","20","","",""
"Low transfer dependency","1985","Bavaria","Full Time","10","","",""
"Low transfer dependency","1985","Bavaria","Part Time","16","","",""
"Low transfer dependency","1985","Bavaria","Not Working","12","","",""
"Low transfer dependency","1985","Berlin","Full Time","4","","",""
"Low transfer dependency","1985","Berlin","Part Time","6","","",""
"Low transfer dependency","1985","Berlin","Not Working","11","","",""
"Low transfer dependency","1985","Brandenburg","Full Time","","","",""
"Low transfer dependency","1985","Brandenburg","Part Time","","","",""
"Low transfer dependency","1985","Brandenburg","Not Working","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"Low transfer dependency","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"Low transfer dependency","1985","Saxony","Full Time","","","",""
"Low transfer dependency","1985","Saxony","Part Time","","","",""
"Low transfer dependency","1985","Saxony","Not Working","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","Full Time","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","Part Time","","","",""
"Low transfer dependency","1985","Saxony-Anhalt","Not Working","","","",""
"Low transfer dependency","1985","Thuringia","Full Time","","","",""
"Low transfer dependency","1985","Thuringia","Part Time","","","",""
"Low transfer dependency","1985","Thuringia","Not Working","","","",""
"High transfer dependency","1985","Schleswig-Holstein","Full Time","","","",""
"High transfer dependency","1985","Schleswig-Holstein","Part Time","","","",""
"High transfer dependency","1985","Schleswig-Holstein","Not Working","2","","",""
"High transfer dependency","1985","Hamburg","Full Time","2","","",""
"High transfer dependency","1985","Hamburg","Part Time","3","","",""
"High transfer dependency","1985","Hamburg","Not Working","5","","",""
"High transfer dependency","1985","Lower Saxony","Full Time","","","",""
"High transfer dependency","1985","Lower Saxony","Part Time","3","","",""
"High transfer dependency","1985","Lower Saxony","Not Working","6","","",""
"High transfer dependency","1985","Bremen","Full Time","1","","",""
"High transfer dependency","1985","Bremen","Part Time","1","","",""
"High transfer dependency","1985","Bremen","Not Working","2","","",""
"High transfer dependency","1985","North Rhine-Westphalia","Full Time","2","","",""
"High transfer dependency","1985","North Rhine-Westphalia","Part Time","16","","",""
"High transfer dependency","1985","North Rhine-Westphalia","Not Working","30","0.0178803267222028","0.0103065175137702","0.0254541359306354"
"High transfer dependency","1985","Hesse","Full Time","1","","",""
"High transfer dependency","1985","Hesse","Part Time","5","","",""
"High transfer dependency","1985","Hesse","Not Working","9","","",""
"High transfer dependency","1985","Rhineland-Palatinate,Saarland","Full Time","","","",""
"High transfer dependency","1985","Rhineland-Palatinate,Saarland","Part Time","3","","",""
"High transfer dependency","1985","Rhineland-Palatinate,Saarland","Not Working","5","","",""
"High transfer dependency","1985","Baden-Württemberg","Full Time","2","","",""
"High transfer dependency","1985","Baden-Württemberg","Part Time","4","","",""
"High transfer dependency","1985","Baden-Württemberg","Not Working","12","","",""
"High transfer dependency","1985","Bavaria","Full Time","1","","",""
"High transfer dependency","1985","Bavaria","Part Time","9","","",""
"High transfer dependency","1985","Bavaria","Not Working","6","","",""
"High transfer dependency","1985","Berlin","Full Time","1","","",""
"High transfer dependency","1985","Berlin","Part Time","1","","",""
"High transfer dependency","1985","Berlin","Not Working","2","","",""
"High transfer dependency","1985","Brandenburg","Full Time","","","",""
"High transfer dependency","1985","Brandenburg","Part Time","","","",""
"High transfer dependency","1985","Brandenburg","Not Working","","","",""
"High transfer dependency","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"High transfer dependency","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"High transfer dependency","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"High transfer dependency","1985","Saxony","Full Time","","","",""
"High transfer dependency","1985","Saxony","Part Time","","","",""
"High transfer dependency","1985","Saxony","Not Working","","","",""
"High transfer dependency","1985","Saxony-Anhalt","Full Time","","","",""
"High transfer dependency","1985","Saxony-Anhalt","Part Time","","","",""
"High transfer dependency","1985","Saxony-Anhalt","Not Working","","","",""
"High transfer dependency","1985","Thuringia","Full Time","","","",""
"High transfer dependency","1985","Thuringia","Part Time","","","",""
"High transfer dependency","1985","Thuringia","Not Working","","","",""
"Very high transfer dependency","1985","Schleswig-Holstein","Full Time","","","",""
"Very high transfer dependency","1985","Schleswig-Holstein","Part Time","","","",""
"Very high transfer dependency","1985","Schleswig-Holstein","Not Working","2","","",""
"Very high transfer dependency","1985","Hamburg","Full Time","","","",""
"Very high transfer dependency","1985","Hamburg","Part Time","","","",""
"Very high transfer dependency","1985","Hamburg","Not Working","1","","",""
"Very high transfer dependency","1985","Lower Saxony","Full Time","","","",""
"Very high transfer dependency","1985","Lower Saxony","Part Time","2","","",""
"Very high transfer dependency","1985","Lower Saxony","Not Working","13","","",""
"Very high transfer dependency","1985","Bremen","Full Time","","","",""
"Very high transfer dependency","1985","Bremen","Part Time","1","","",""
"Very high transfer dependency","1985","Bremen","Not Working","","","",""
"Very high transfer dependency","1985","North Rhine-Westphalia","Full Time","","","",""
"Very high transfer dependency","1985","North Rhine-Westphalia","Part Time","2","","",""
"Very high transfer dependency","1985","North Rhine-Westphalia","Not Working","23","","",""
"Very high transfer dependency","1985","Hesse","Full Time","","","",""
"Very high transfer dependency","1985","Hesse","Part Time","1","","",""
"Very high transfer dependency","1985","Hesse","Not Working","5","","",""
"Very high transfer dependency","1985","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Very high transfer dependency","1985","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Very high transfer dependency","1985","Rhineland-Palatinate,Saarland","Not Working","1","","",""
"Very high transfer dependency","1985","Baden-Württemberg","Full Time","","","",""
"Very high transfer dependency","1985","Baden-Württemberg","Part Time","1","","",""
"Very high transfer dependency","1985","Baden-Württemberg","Not Working","5","","",""
"Very high transfer dependency","1985","Bavaria","Full Time","","","",""
"Very high transfer dependency","1985","Bavaria","Part Time","2","","",""
"Very high transfer dependency","1985","Bavaria","Not Working","11","","",""
"Very high transfer dependency","1985","Berlin","Full Time","","","",""
"Very high transfer dependency","1985","Berlin","Part Time","1","","",""
"Very high transfer dependency","1985","Berlin","Not Working","","","",""
"Very high transfer dependency","1985","Brandenburg","Full Time","","","",""
"Very high transfer dependency","1985","Brandenburg","Part Time","","","",""
"Very high transfer dependency","1985","Brandenburg","Not Working","","","",""
"Very high transfer dependency","1985","Mecklenburg-Western Pomerania","Full Time","","","",""
"Very high transfer dependency","1985","Mecklenburg-Western Pomerania","Part Time","","","",""
"Very high transfer dependency","1985","Mecklenburg-Western Pomerania","Not Working","","","",""
"Very high transfer dependency","1985","Saxony","Full Time","","","",""
"Very high transfer dependency","1985","Saxony","Part Time","","","",""
"Very high transfer dependency","1985","Saxony","Not Working","","","",""
"Very high transfer dependency","1985","Saxony-Anhalt","Full Time","","","",""
"Very high transfer dependency","1985","Saxony-Anhalt","Part Time","","","",""
"Very high transfer dependency","1985","Saxony-Anhalt","Not Working","","","",""
"Very high transfer dependency","1985","Thuringia","Full Time","","","",""
"Very high transfer dependency","1985","Thuringia","Part Time","","","",""
"Very high transfer dependency","1985","Thuringia","Not Working","","","",""
"Complete transfer dependency","1985","Schleswig-Holstein","Full Time","","","",""
"Complete transfer dependency","1985","Schleswig-Holstein","Part Time","","","",""
"Complete transfer dependency","1985","Schleswig-Holstein","Not Working","5","","",""
"Complete transfer dependency","1985","Hamburg","Full Time","","","",""
"Complete transfer dependency","1985","Hamburg","Part Time","","","",""
"Complete transfer dependency","1985","Hamburg","Not Working","3","","",""
"Complete transfer dependency","1985","Lower Saxony","Full Time","","","",""
"Complete transfer dependency","1985","Lower Saxony","Part Time","","","",""
"Complete transfer dependency","1985","Lower Saxony","Not Working","16","","",""
"Complete transfer dependency","1985","Bremen","Full Time","","","",""
"Complete transfer dependency","1985","Bremen","Part Time","","","",""
"Complete transfer dependency","1985","Bremen","Not Working","2","","",""
"Complete transfer dependency","1985","North Rhine-Westphalia","Full Time","","","",""
