"transab_cat","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2016","35-65 y.","no migration background","602","0.0460428321491457","0.0419478559001668","0.0501378083981246","2"
"Low transfer dependency","2016","35-65 y.","direct migration background","349","0.0839110664051604","0.0740666425853046","0.0937554902250162","2"
"Low transfer dependency","2016","66 and older","no migration background","63","0.0154978462940542","0.0118313702116147","0.0191643223764936","2"
"Low transfer dependency","2016","66 and older","indirect migration background","","","","","2"
"No transfer dependency","2016","66 and older","indirect migration background","4","","","","0"
"No transfer dependency","2016","66 and older","no migration background","3878","0.89406691819173","0.884931978959051","0.903201857424409","0"
"No transfer dependency","2016","35-65 y.","indirect migration background","122","0.35568300183268","0.318767125553756","0.392598878111605","0"
"No transfer dependency","2016","66 and older","direct migration background","277","0.772809784703664","0.731849196734563","0.813770372672766","0"
"No transfer dependency","2016","35-65 y.","direct migration background","627","0.347344107118096","0.330438375766063","0.364249838470129","0"
"No transfer dependency","2016","35-65 y.","no migration background","3419","0.485399054871477","0.47563364024751","0.495164469495445","0"
"No transfer dependency","2016","16-34 y.","indirect migration background","162","0.255751255040942","0.22871067313334","0.282791836948544","0"
"No transfer dependency","2016","16-34 y.","direct migration background","338","0.376647303517709","0.351110216667375","0.402184390368044","0"
"No transfer dependency","2016","16-34 y.","no migration background","842","0.355248968520513","0.339771495257479","0.370726441783547","0"
"Very high transfer dependency","2016","16-34 y.","no migration background","143","0.0240120208525119","0.0190612341350192","0.0289628075700047","4"
"Very high transfer dependency","2016","16-34 y.","direct migration background","105","0.0545254463356886","0.0425591008324398","0.0664917918389374","4"
"Very high transfer dependency","2016","16-34 y.","indirect migration background","54","0.0371187261605878","0.0254013332463957","0.0488361190747799","4"
"Very high transfer dependency","2016","35-65 y.","no migration background","162","0.0154105028817624","0.013003692149482","0.0178173136140428","4"
"Very high transfer dependency","2016","66 and older","no migration background","7","","","","4"
"Very high transfer dependency","2016","66 and older","direct migration background","22","","","","4"
"Very high transfer dependency","2016","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","2016","35-65 y.","indirect migration background","18","","","","4"
"Very high transfer dependency","2016","35-65 y.","direct migration background","168","0.0380511441202781","0.0312579861340484","0.0448443021065079","4"
"Very low transfer dependency","2016","16-34 y.","no migration background","2076","0.461991481653878","0.445868357923714","0.478114605384042","1"
"Very low transfer dependency","2016","16-34 y.","direct migration background","564","0.324482230365578","0.299807589002659","0.349156871728497","1"
"Very low transfer dependency","2016","66 and older","indirect migration background","","","","","1"
"Very low transfer dependency","2016","66 and older","no migration background","386","0.0821863640158282","0.0740340296668777","0.0903386983647788","1"
"Very low transfer dependency","2016","35-65 y.","indirect migration background","404","0.451285575109349","0.412912133940049","0.48965901627865","1"
"Very low transfer dependency","2016","16-34 y.","indirect migration background","521","0.477275950522078","0.446318220576984","0.508233680467173","1"
"Very low transfer dependency","2016","66 and older","direct migration background","44","0.0712017580409604","0.046063156439616","0.0963403596423048","1"
"Very low transfer dependency","2016","35-65 y.","direct migration background","1566","0.437558330560231","0.419943900863585","0.455172760256876","1"
"Very low transfer dependency","2016","35-65 y.","no migration background","5518","0.419110255936634","0.409469370254989","0.428751141618279","1"
"Complete transfer dependency","2017","16-34 y.","no migration background","80","0.0197035467851142","0.0155843809880125","0.023822712582216","5"
"Complete transfer dependency","2017","16-34 y.","direct migration background","925","0.114959020979134","0.102007423198354","0.127910618759913","5"
"Complete transfer dependency","2017","16-34 y.","indirect migration background","36","0.0296575059807813","0.0195260916124423","0.0397889203491202","5"
"Complete transfer dependency","2017","35-65 y.","no migration background","140","0.0163367558014392","0.0140215769952075","0.0186519346076708","5"
"Complete transfer dependency","2017","35-65 y.","direct migration background","864","0.0492209095536147","0.04248825449212","0.0559535646151093","5"
"Complete transfer dependency","2017","35-65 y.","indirect migration background","10","","","","5"
"Complete transfer dependency","2017","66 and older","no migration background","2","","","","5"
"Complete transfer dependency","2017","66 and older","direct migration background","14","","","","5"
"Complete transfer dependency","2017","66 and older","indirect migration background","","","","","5"
"High transfer dependency","2017","66 and older","indirect migration background","","","","","3"
"High transfer dependency","2017","66 and older","no migration background","21","","","","3"
"High transfer dependency","2017","35-65 y.","indirect migration background","24","","","","3"
"High transfer dependency","2017","66 and older","direct migration background","24","","","","3"
"High transfer dependency","2017","35-65 y.","direct migration background","275","0.0625368980166129","0.0550013126282215","0.0700724834050044","3"
"High transfer dependency","2017","35-65 y.","no migration background","292","0.0210255707139738","0.0184053493808244","0.0236457920471231","3"
"High transfer dependency","2017","16-34 y.","indirect migration background","83","0.0694692178729058","0.0542846717116733","0.0846537640341384","3"
"High transfer dependency","2017","16-34 y.","direct migration background","180","0.0744314720046682","0.0637740362341257","0.0850889077752108","3"
"High transfer dependency","2017","16-34 y.","no migration background","200","0.0370551794623636","0.031456526946044","0.0426538319786831","3"
"Low transfer dependency","2017","66 and older","direct migration background","32","0.0810396297218925","0.0554827310364862","0.106596528407299","2"
"Low transfer dependency","2017","35-65 y.","indirect migration background","48","0.0705930708035483","0.0517388337337121","0.0894473078733846","2"
"Low transfer dependency","2017","35-65 y.","direct migration background","349","0.0861365032593579","0.0774046582181399","0.0948683483005759","2"
"Low transfer dependency","2017","16-34 y.","no migration background","436","0.0829618555457028","0.0747867892890293","0.0911369218023763","2"
"Low transfer dependency","2017","16-34 y.","direct migration background","206","0.097318933536245","0.0852842141655397","0.10935365290695","2"
"Low transfer dependency","2017","16-34 y.","indirect migration background","151","0.105671384879426","0.08731160363502","0.124031166123832","2"
"Low transfer dependency","2017","35-65 y.","no migration background","588","0.0364102058024733","0.0329893397424207","0.0398310718625259","2"
"Low transfer dependency","2017","66 and older","no migration background","74","0.0173244239180875","0.0135431817458112","0.0211056660903639","2"
