"transab_cat","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2018","Other degree","East Germany","83","0.405902397574511","0.365084521444793","0.446720273704228"
"No transfer dependency","2018","no degree/no degree yet","West Germany","130","0.148252911281146","0.132930049764632","0.16357577279766"
"No transfer dependency","2018","no degree/no degree yet","East Germany","27","","",""
"Very low transfer dependency","2018","lower secondary degree","West Germany","1489","0.235049373643638","0.222994561823624","0.247104185463651"
"Very low transfer dependency","2018","lower secondary degree","East Germany","195","0.16473204290413","0.141388639427858","0.188075446380403"
"Very low transfer dependency","2018","secondary school degree","West Germany","2358","0.372581855551578","0.35889975998913","0.386263951114026"
"Very low transfer dependency","2018","secondary school degree","East Germany","885","0.306162018340841","0.287952562185561","0.32437147449612"
"Very low transfer dependency","2018","college entrance qualification","West Germany","3402","0.425151390797836","0.412858728278046","0.437444053317625"
"Very low transfer dependency","2018","college entrance qualification","East Germany","627","0.374561594238257","0.349253244676369","0.399869943800146"
"Very low transfer dependency","2018","Other degree","West Germany","1226","0.344955670515592","0.33043540200507","0.359475939026114"
"Very low transfer dependency","2018","Other degree","East Germany","108","0.244394120498396","0.208674754944778","0.280113486052015"
"Very low transfer dependency","2018","no degree/no degree yet","West Germany","546","0.457216467071451","0.435735333483581","0.478697600659321"
"Very low transfer dependency","2018","no degree/no degree yet","East Germany","103","0.518821586257661","0.469296892469176","0.568346280046146"
"Low transfer dependency","2018","lower secondary degree","West Germany","313","0.0528833345601304","0.0465208705455959","0.059245798574665"
"Low transfer dependency","2018","lower secondary degree","East Germany","77","0.0667432741325996","0.0510372398218717","0.0824493084433275"
"Low transfer dependency","2018","secondary school degree","West Germany","260","0.0368640043715873","0.0315317815004506","0.0421962272427239"
"Low transfer dependency","2018","secondary school degree","East Germany","165","0.0485946748893707","0.0400995569317458","0.0570897928469956"
"Low transfer dependency","2018","college entrance qualification","West Germany","232","0.0298692420664379","0.025636472241321","0.0341020118915549"
"Low transfer dependency","2018","college entrance qualification","East Germany","94","0.0536064973202924","0.041828959176096","0.0653840354644889"
"Low transfer dependency","2018","Other degree","West Germany","350","0.0692005010277343","0.061448026510326","0.0769529755451426"
"Low transfer dependency","2018","Other degree","East Germany","58","0.096538107352246","0.071990170081219","0.121086044623273"
"Low transfer dependency","2018","no degree/no degree yet","West Germany","174","0.108340584645898","0.0949383252354373","0.121742844056358"
"Low transfer dependency","2018","no degree/no degree yet","East Germany","31","0.0876076566551253","0.0595842092638413","0.115631104046409"
"High transfer dependency","2018","lower secondary degree","West Germany","198","0.0284977450844437","0.0237674161766275","0.0332280739922599"
"High transfer dependency","2018","lower secondary degree","East Germany","49","0.0380789941546829","0.026034885569712","0.0501231027396538"
"High transfer dependency","2018","secondary school degree","West Germany","99","0.0100337709235044","0.00721340465144093","0.0128541371955679"
"High transfer dependency","2018","secondary school degree","East Germany","96","0.0366388333768167","0.029216205805839","0.0440614609477944"
"High transfer dependency","2018","college entrance qualification","West Germany","111","0.0131384461861488","0.0103070702770826","0.015969822095215"
"High transfer dependency","2018","college entrance qualification","East Germany","28","","",""
"High transfer dependency","2018","Other degree","West Germany","343","0.0563436139596669","0.0493001394203059","0.0633870884990278"
"High transfer dependency","2018","Other degree","East Germany","55","0.101860789936225","0.076719587583495","0.127001992288955"
"High transfer dependency","2018","no degree/no degree yet","West Germany","215","0.0825845712120429","0.0707155361883462","0.0944536062357397"
"High transfer dependency","2018","no degree/no degree yet","East Germany","35","0.106151965180603","0.075619942490116","0.136683987871091"
"Very high transfer dependency","2018","lower secondary degree","West Germany","102","0.0140802830632988","0.0107307007652582","0.0174298653613394"
"Very high transfer dependency","2018","lower secondary degree","East Germany","43","0.0328038027722649","0.0215944223070669","0.0440131832374628"
"Very high transfer dependency","2018","secondary school degree","West Germany","65","0.0131490356643503","0.0099254741038589","0.0163725972248417"
"Very high transfer dependency","2018","secondary school degree","East Germany","51","0.0137681726385668","0.00916433559999525","0.0183720096771385"
"Very high transfer dependency","2018","college entrance qualification","West Germany","38","0.00579982584311412","0.00391165273479229","0.00768799895143596"
"Very high transfer dependency","2018","college entrance qualification","East Germany","21","","",""
"Very high transfer dependency","2018","Other degree","West Germany","340","0.0397774741239813","0.0338076408345959","0.0457473074133667"
"Very high transfer dependency","2018","Other degree","East Germany","52","0.0557004453964791","0.0366372841398641","0.074763606653094"
"Very high transfer dependency","2018","no degree/no degree yet","West Germany","228","0.0774712885155682","0.0659435725357877","0.0889990044953487"
"Very high transfer dependency","2018","no degree/no degree yet","East Germany","34","0.0273566138581802","0.0111881894144875","0.0435250383018729"
"Complete transfer dependency","2018","lower secondary degree","West Germany","76","0.0119312864394691","0.00884453688672775","0.0150180359922104"
"Complete transfer dependency","2018","lower secondary degree","East Germany","46","0.0411295756793633","0.0286321863346819","0.0536269650240446"
"Complete transfer dependency","2018","secondary school degree","West Germany","52","0.00951873249318308","0.00677099065878337","0.0122664743275828"
"Complete transfer dependency","2018","secondary school degree","East Germany","31","0.0112893787927523","0.00711528785431988","0.0154634697311848"
"Complete transfer dependency","2018","college entrance qualification","West Germany","41","0.00739669191847854","0.00526608153888247","0.0095273022980746"
"Complete transfer dependency","2018","college entrance qualification","East Germany","5","","",""
"Complete transfer dependency","2018","Other degree","West Germany","1046","0.0500397596822795","0.0433798555213217","0.0566996638432372"
"Complete transfer dependency","2018","Other degree","East Germany","200","0.095604139242143","0.0711626127568407","0.120045665727445"
"Complete transfer dependency","2018","no degree/no degree yet","West Germany","773","0.126134177273894","0.111818176969677","0.140450177578111"
"Complete transfer dependency","2018","no degree/no degree yet","East Germany","161","0.107147918359595","0.0764900934824465","0.137805743236744"
"No transfer dependency","2019","lower secondary degree","West Germany","2479","0.650125244961189","0.636207576191699","0.66404291373068"
"No transfer dependency","2019","lower secondary degree","East Germany","491","0.623347454864562","0.591075543095715","0.655619366633408"
"No transfer dependency","2019","secondary school degree","West Germany","2185","0.549530410074142","0.535667262387002","0.563393557761282"
"No transfer dependency","2019","secondary school degree","East Germany","1316","0.606926219223424","0.587753136790197","0.626099301656652"
"No transfer dependency","2019","college entrance qualification","West Germany","2784","0.511139178185852","0.499263338657521","0.523015017714182"
"No transfer dependency","2019","college entrance qualification","East Germany","764","0.522921327638887","0.498462816669686","0.547379838608089"
