"plb0196_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","1996","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Hamburg","1-pers.-HH","","","","","1"
"Yes","1996","Hamburg","(Married) couple without C. ","","","","","1"
"Yes","1996","Hamburg","Single parent ","","","","","1"
"Yes","1996","Hamburg","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Hamburg","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Lower Saxony","1-pers.-HH","","","","","1"
"Yes","1996","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Yes","1996","Baden-Württemberg","Single parent ","","","","","1"
"Yes","1996","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Bavaria","1-pers.-HH","","","","","1"
"Yes","1996","Bavaria","(Married) couple without C. ","","","","","1"
"Yes","1996","Bavaria","Single parent ","","","","","1"
"Yes","1996","Bavaria","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Bavaria","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Berlin","1-pers.-HH","","","","","1"
"Yes","1996","Berlin","(Married) couple without C. ","","","","","1"
"Yes","1996","Berlin","Single parent ","","","","","1"
"Yes","1996","Berlin","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Berlin","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Berlin","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Brandenburg","1-pers.-HH","","","","","1"
"Yes","1996","Brandenburg","(Married) couple without C. ","","","","","1"
"Yes","1996","Brandenburg","Single parent ","","","","","1"
"Yes","1996","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Baden-Württemberg","1-pers.-HH","","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Saxony","1-pers.-HH","","","","","1"
"Yes","1996","Saxony","(Married) couple without C. ","","","","","1"
"Yes","1996","Lower Saxony","(Married) couple without C. ","","","","","1"
"Yes","1996","Lower Saxony","Single parent ","","","","","1"
"Yes","1996","Lower Saxony","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Saxony","Single parent ","","","","","1"
"Yes","1996","Saxony","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Saxony","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Saxony","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Yes","1996","Lower Saxony","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Lower Saxony","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Bremen","1-pers.-HH","","","","","1"
"Yes","1996","Bremen","(Married) couple without C. ","","","","","1"
"Yes","1996","Bremen","Single parent ","","","","","1"
"Yes","1996","Bremen","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Hesse","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Hesse","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Yes","1996","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Yes","1996","Saxony-Anhalt","Single parent ","","","","","1"
"Yes","1996","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Thuringia","1-pers.-HH","","","","","1"
"Yes","1996","Bremen","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","North Rhine-Westphalia","1-pers.-HH","","","","","1"
"Yes","1996","North Rhine-Westphalia","(Married) couple without C. ","","","","","1"
"Yes","1996","North Rhine-Westphalia","Single parent ","","","","","1"
"Yes","1996","Hesse","(Married) couple without C. ","","","","","1"
"Yes","1996","Hesse","Single parent ","","","","","1"
"Yes","1996","Hesse","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Thuringia","(Married) couple without C. ","","","","","1"
"Yes","1996","Thuringia","Single parent ","","","","","1"
"Yes","1996","Thuringia","Couple + C. LE 16 ","","","","","1"
"Yes","1996","Thuringia","Couple + C. GT 16 ","","","","","1"
"Yes","1996","Thuringia","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","1"
"Yes","1996","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"Yes","1996","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"Yes","1996","Hesse","1-pers.-HH","","","","","1"
"No","1997","Schleswig-Holstein","1-pers.-HH","5","","","","2"
"No","1997","Schleswig-Holstein","(Married) couple without C. ","11","","","","2"
"No","1997","Schleswig-Holstein","Single parent ","","","","","2"
"No","1997","Schleswig-Holstein","Couple + C. LE 16 ","16","","","","2"
"No","1997","Schleswig-Holstein","Couple + C. GT 16 ","4","","","","2"
"No","1997","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","2"
"No","1997","Hamburg","1-pers.-HH","4","","","","2"
"No","1997","Hamburg","(Married) couple without C. ","5","","","","2"
"No","1997","Hamburg","Single parent ","","","","","2"
"No","1997","Hamburg","Couple + C. LE 16 ","4","","","","2"
"No","1997","Hamburg","Couple + C. GT 16 ","4","","","","2"
"No","1997","Baden-Württemberg","Single parent ","5","","","","2"
"No","1997","Baden-Württemberg","Couple + C. LE and GT 16","19","","","","2"
"No","1997","Bavaria","1-pers.-HH","22","","","","2"
"No","1997","Bavaria","(Married) couple without C. ","44","1","1","1","2"
"No","1997","Bavaria","Single parent ","15","","","","2"
"No","1997","Hamburg","Couple + C. LE and GT 16","1","","","","2"
"No","1997","Lower Saxony","1-pers.-HH","8","","","","2"
"No","1997","Lower Saxony","(Married) couple without C. ","36","1","1","1","2"
"No","1997","Lower Saxony","Single parent ","8","","","","2"
"No","1997","Lower Saxony","Couple + C. LE 16 ","35","1","1","1","2"
"No","1997","Rhineland-Palatinate,Saarland","Single parent ","3","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","5","","","","2"
"No","1997","Baden-Württemberg","1-pers.-HH","12","","","","2"
"No","1997","Baden-Württemberg","(Married) couple without C. ","29","","","","2"
"No","1997","Baden-Württemberg","Couple + C. LE 16 ","55","1","1","1","2"
"No","1997","Baden-Württemberg","Couple + C. GT 16 ","35","1","1","1","2"
"No","1997","Lower Saxony","Couple + C. GT 16 ","13","","","","2"
"No","1997","Lower Saxony","Couple + C. LE and GT 16","12","","","","2"
"No","1997","Bremen","1-pers.-HH","1","","","","2"
"No","1997","Bremen","(Married) couple without C. ","6","","","","2"
"No","1997","Bremen","Single parent ","","","","","2"
"No","1997","Bremen","Couple + C. LE 16 ","3","","","","2"
"No","1997","Hesse","Single parent ","2","","","","2"
"No","1997","Hesse","Couple + C. LE and GT 16","9","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","1-pers.-HH","8","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","(Married) couple without C. ","16","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","18","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","18","","","","2"
"No","1997","Bremen","Couple + C. GT 16 ","1","","","","2"
"No","1997","Bremen","Couple + C. LE and GT 16","","","","","2"
"No","1997","North Rhine-Westphalia","1-pers.-HH","23","","","","2"
"No","1997","North Rhine-Westphalia","(Married) couple without C. ","73","1","1","1","2"
"No","1997","North Rhine-Westphalia","Single parent ","10","","","","2"
"No","1997","North Rhine-Westphalia","Couple + C. LE 16 ","59","1","1","1","2"
"No","1997","North Rhine-Westphalia","Couple + C. LE and GT 16","27","","","","2"
"No","1997","Hesse","1-pers.-HH","8","","","","2"
"No","1997","Hesse","(Married) couple without C. ","23","","","","2"
"No","1997","Hesse","Couple + C. LE 16 ","29","","","","2"
"No","1997","Hesse","Couple + C. GT 16 ","7","","","","2"
"No","1997","Bavaria","Couple + C. LE 16 ","58","1","1","1","2"
"No","1997","North Rhine-Westphalia","Couple + C. GT 16 ","36","1","1","1","2"
"No","1997","Bavaria","Couple + C. GT 16 ","41","1","1","1","2"
"No","1997","Bavaria","Couple + C. LE and GT 16","23","","","","2"
"No","1997","Berlin","1-pers.-HH","8","","","","2"
"No","1997","Berlin","(Married) couple without C. ","4","","","","2"
"No","1997","Berlin","Single parent ","1","","","","2"
"No","1997","Berlin","Couple + C. LE 16 ","16","","","","2"
"No","1997","Berlin","Couple + C. GT 16 ","9","","","","2"
"No","1997","Berlin","Couple + C. LE and GT 16","4","","","","2"
"No","1997","Brandenburg","1-pers.-HH","6","","","","2"
"No","1997","Brandenburg","(Married) couple without C. ","12","","","","2"
"No","1997","Brandenburg","Single parent ","3","","","","2"
"No","1997","Brandenburg","Couple + C. LE 16 ","18","","","","2"
"No","1997","Brandenburg","Couple + C. GT 16 ","22","","","","2"
"No","1997","Brandenburg","Couple + C. LE and GT 16","18","","","","2"
"No","1997","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","1997","Mecklenburg-Western Pomerania","(Married) couple without C. ","15","","","","2"
"No","1997","Mecklenburg-Western Pomerania","Single parent ","1","","","","2"
"No","1997","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","12","","","","2"
"No","1997","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","16","","","","2"
"No","1997","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","","","2"
"No","1997","Saxony","1-pers.-HH","5","","","","2"
"No","1997","Saxony","(Married) couple without C. ","28","","","","2"
"No","1997","Saxony","Single parent ","7","","","","2"
"No","1997","Saxony","Couple + C. LE 16 ","45","1","1","1","2"
"No","1997","Saxony","Couple + C. GT 16 ","32","1","1","1","2"
"No","1997","Saxony-Anhalt","(Married) couple without C. ","21","","","","2"
"No","1997","Saxony-Anhalt","Single parent ","1","","","","2"
"No","1997","Saxony-Anhalt","Couple + C. LE 16 ","16","","","","2"
"No","1997","Saxony-Anhalt","Couple + C. GT 16 ","23","","","","2"
"No","1997","Saxony-Anhalt","Couple + C. LE and GT 16","15","","","","2"
"No","1997","Thuringia","1-pers.-HH","6","","","","2"
"No","1997","Thuringia","(Married) couple without C. ","13","","","","2"
"No","1997","Thuringia","Single parent ","4","","","","2"
"No","1997","Thuringia","Couple + C. LE 16 ","16","","","","2"
"No","1997","Thuringia","Couple + C. GT 16 ","17","","","","2"
"No","1997","Thuringia","Couple + C. LE and GT 16","14","","","","2"
"No","1997","Saxony","Couple + C. LE and GT 16","7","","","","2"
"No","1997","Saxony-Anhalt","1-pers.-HH","5","","","","2"
"Yes","1997","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Yes","1997","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"Yes","1997","Schleswig-Holstein","Single parent ","","","","","1"
"Yes","1997","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Hamburg","1-pers.-HH","","","","","1"
"Yes","1997","Hamburg","(Married) couple without C. ","","","","","1"
"Yes","1997","Hamburg","Single parent ","","","","","1"
"Yes","1997","Hamburg","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Hamburg","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Lower Saxony","1-pers.-HH","","","","","1"
"Yes","1997","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Bavaria","1-pers.-HH","","","","","1"
"Yes","1997","Bavaria","(Married) couple without C. ","","","","","1"
"Yes","1997","Bavaria","Single parent ","","","","","1"
"Yes","1997","Bavaria","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Bavaria","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Berlin","1-pers.-HH","","","","","1"
"Yes","1997","Berlin","(Married) couple without C. ","","","","","1"
"Yes","1997","Berlin","Single parent ","","","","","1"
"Yes","1997","Berlin","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Berlin","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Berlin","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Brandenburg","1-pers.-HH","","","","","1"
"Yes","1997","Brandenburg","(Married) couple without C. ","","","","","1"
"Yes","1997","Brandenburg","Single parent ","","","","","1"
"Yes","1997","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Yes","1997","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Yes","1997","Baden-Württemberg","Single parent ","","","","","1"
"Yes","1997","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Lower Saxony","(Married) couple without C. ","","","","","1"
"Yes","1997","Lower Saxony","Single parent ","","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Baden-Württemberg","1-pers.-HH","","","","","1"
"Yes","1997","Saxony","1-pers.-HH","","","","","1"
"Yes","1997","Saxony","(Married) couple without C. ","","","","","1"
"Yes","1997","Saxony","Single parent ","","","","","1"
"Yes","1997","Saxony","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Saxony","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Saxony","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Lower Saxony","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Lower Saxony","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Lower Saxony","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Bremen","1-pers.-HH","","","","","1"
"Yes","1997","Bremen","(Married) couple without C. ","","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Yes","1997","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Yes","1997","Saxony-Anhalt","Single parent ","","","","","1"
"Yes","1997","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Bremen","Single parent ","","","","","1"
"Yes","1997","Bremen","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Bremen","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","North Rhine-Westphalia","1-pers.-HH","","","","","1"
"Yes","1997","North Rhine-Westphalia","(Married) couple without C. ","","","","","1"
"Yes","1997","Hesse","(Married) couple without C. ","","","","","1"
"Yes","1997","Hesse","Couple + C. GT 16 ","","","","","1"
"Yes","1997","Hesse","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Yes","1997","Thuringia","1-pers.-HH","","","","","1"
"Yes","1997","Thuringia","(Married) couple without C. ","","","","","1"
"Yes","1997","Thuringia","Single parent ","","","","","1"
"Yes","1997","Thuringia","Couple + C. LE 16 ","","","","","1"
"Yes","1997","Thuringia","Couple + C. GT 16 ","","","","","1"
"Yes","1997","North Rhine-Westphalia","Single parent ","","","","","1"
"Yes","1997","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","1"
"Yes","1997","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"Yes","1997","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","Hesse","1-pers.-HH","","","","","1"
"Yes","1997","Hesse","Single parent ","","","","","1"
"Yes","1997","Hesse","Couple + C. LE 16 ","","","","","1"
