"plj0046","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"No worries","2013","Brandenburg","no migration background","241","0.300878154960326","0.268313808233764","0.333442501686888","3"
"No worries","2013","Brandenburg","direct migration background","5","","","","3"
"No worries","2013","Brandenburg","indirect migration background","2","","","","3"
"No worries","2013","Mecklenburg-Western Pomerania","no migration background","140","0.282905169787085","0.240915187251352","0.324895152322818","3"
"No worries","2013","Mecklenburg-Western Pomerania","direct migration background","2","","","","3"
"No worries","2013","Mecklenburg-Western Pomerania","indirect migration background","2","","","","3"
"No worries","2013","Saxony","no migration background","457","0.328116942115789","0.302593597304974","0.353640286926603","3"
"No worries","2013","Saxony","direct migration background","10","","","","3"
"No worries","2013","Saxony","indirect migration background","4","","","","3"
"No worries","2013","Saxony-Anhalt","no migration background","210","0.282791992749876","0.25040953533568","0.315174450164072","3"
"No worries","2013","Saxony-Anhalt","direct migration background","5","","","","3"
"Some worries","2013","Hamburg","direct migration background","15","","","","2"
"Some worries","2013","Hamburg","indirect migration background","7","","","","2"
"Some worries","2013","Lower Saxony","no migration background","666","0.421771354188573","0.397474616264279","0.446068092112866","2"
"Some worries","2013","Lower Saxony","direct migration background","68","0.43737287717828","0.35520154474064","0.51954420961592","2"
"Some worries","2013","Hesse","direct migration background","61","0.360543353986432","0.287279388958749","0.433807319014114","2"
"Some worries","2013","Hesse","indirect migration background","26","","","","2"
"Some worries","2013","Rhineland-Palatinate,Saarland","no migration background","384","0.430571942148755","0.398276107699713","0.462867776597796","2"
"Some worries","2013","Rhineland-Palatinate,Saarland","direct migration background","51","0.363381995379503","0.280702545929839","0.446061444829167","2"
"Some worries","2013","Schleswig-Holstein","no migration background","210","0.425187530859779","0.383059262799044","0.467315798920514","2"
"Some worries","2013","Schleswig-Holstein","direct migration background","23","","","","2"
"Some worries","2013","Schleswig-Holstein","indirect migration background","4","","","","2"
"Some worries","2013","Hamburg","no migration background","104","0.385950709089921","0.327990361102077","0.443911057077765","2"
"Some worries","2013","Lower Saxony","indirect migration background","17","","","","2"
"Some worries","2013","Bremen","no migration background","34","0.421967357438255","0.323684486491641","0.520250228384869","2"
"Some worries","2013","Bremen","direct migration background","6","","","","2"
"Some worries","2013","Bremen","indirect migration background","","","","","2"
"Some worries","2013","North Rhine-Westphalia","no migration background","1177","0.395100607120429","0.377835544590725","0.412365669650132","2"
"Some worries","2013","North Rhine-Westphalia","direct migration background","184","0.440180252193609","0.39395432696362","0.486406177423598","2"
"Some worries","2013","North Rhine-Westphalia","indirect migration background","61","0.301349284851455","0.235230119392607","0.367468450310302","2"
"Some worries","2013","Hesse","no migration background","443","0.445632080786307","0.415724749045905","0.475539412526709","2"
"Some worries","2013","Rhineland-Palatinate,Saarland","indirect migration background","26","","","","2"
"Some worries","2013","Baden-Württemberg","no migration background","707","0.405628829296515","0.382363116564536","0.428894542028494","2"
"Some worries","2013","Baden-Württemberg","direct migration background","110","0.360207582250657","0.304955956467588","0.415459208033726","2"
"Some worries","2013","Baden-Württemberg","indirect migration background","48","0.408233078426719","0.322069738868292","0.494396417985146","2"
"Some worries","2013","Bavaria","no migration background","1041","0.425266970527666","0.405902981242058","0.444630959813274","2"
"Some worries","2013","Bavaria","direct migration background","111","0.379778281832151","0.324111615623458","0.435444948040844","2"
"Some worries","2013","Bavaria","indirect migration background","49","0.373438535415701","0.291537932685744","0.455339138145659","2"
"Some worries","2013","Berlin","no migration background","263","0.35238837173779","0.316821179908291","0.387955563567288","2"
"Some worries","2013","Berlin","direct migration background","22","","","","2"
"Some worries","2013","Berlin","indirect migration background","10","","","","2"
"Some worries","2013","Brandenburg","no migration background","330","0.468616863388197","0.433185860468675","0.504047866307719","2"
"Some worries","2013","Brandenburg","direct migration background","7","","","","2"
"Some worries","2013","Brandenburg","indirect migration background","4","","","","2"
"Some worries","2013","Mecklenburg-Western Pomerania","no migration background","210","0.46488686721305","0.418388960694095","0.511384773732004","2"
"Some worries","2013","Mecklenburg-Western Pomerania","direct migration background","2","","","","2"
"Some worries","2013","Mecklenburg-Western Pomerania","indirect migration background","2","","","","2"
"Some worries","2013","Saxony","no migration background","559","0.432043525281278","0.405115922463187","0.458971128099368","2"
"Some worries","2013","Saxony-Anhalt","indirect migration background","4","","","","2"
"Some worries","2013","Thuringia","no migration background","372","0.460129494733982","0.425286004197784","0.494972985270181","2"
"Some worries","2013","Thuringia","direct migration background","2","","","","2"
"Some worries","2013","Thuringia","indirect migration background","5","","","","2"
"Some worries","2013","Saxony-Anhalt","direct migration background","3","","","","2"
"Some worries","2013","Saxony-Anhalt","no migration background","325","0.399091888722689","0.363879606999412","0.434304170445967","2"
"Some worries","2013","Saxony","direct migration background","11","","","","2"
"Some worries","2013","Saxony","indirect migration background","3","","","","2"
"Big worries","2014","Hamburg","direct migration background","16","","","","1"
"Big worries","2014","Hamburg","indirect migration background","2","","","","1"
"Big worries","2014","Lower Saxony","no migration background","452","0.231279465939051","0.212827807546748","0.249731124331355","1"
"Big worries","2014","Lower Saxony","direct migration background","82","0.19033039736642","0.155101674747355","0.225559119985485","1"
"Big worries","2014","Lower Saxony","indirect migration background","25","","","","1"
"Big worries","2014","Bremen","no migration background","37","0.289677985778467","0.21399575388271","0.365360217674225","1"
"Big worries","2014","Bremen","direct migration background","19","","","","1"
"Big worries","2014","Bremen","indirect migration background","6","","","","1"
"Big worries","2014","Hesse","direct migration background","91","0.174481561782539","0.139761546542472","0.209201577022605","1"
"Big worries","2014","Hesse","indirect migration background","31","0.188707975576187","0.12900584224496","0.248410108907414","1"
"Big worries","2014","Rhineland-Palatinate,Saarland","no migration background","225","0.219211468444771","0.19466245384312","0.243760483046423","1"
"Big worries","2014","Rhineland-Palatinate,Saarland","direct migration background","50","0.129398333869109","0.0952907692771164","0.163505898461101","1"
"Big worries","2014","Rhineland-Palatinate,Saarland","indirect migration background","31","0.282383001519056","0.20150316884127","0.363262834196843","1"
"Big worries","2014","Baden-Württemberg","no migration background","484","0.239121903057163","0.221171031666212","0.257072774448115","1"
"Big worries","2014","Baden-Württemberg","direct migration background","159","0.20229676529486","0.173274966312714","0.231318564277006","1"
"Big worries","2014","Baden-Württemberg","indirect migration background","65","0.219985664396507","0.174021509820088","0.265949818972926","1"
"Big worries","2014","Bavaria","no migration background","800","0.249573740868079","0.234607463889809","0.26454001784635","1"
"Big worries","2014","Bavaria","direct migration background","176","0.192330185406869","0.166200569497731","0.218459801316007","1"
"Big worries","2014","Bavaria","indirect migration background","64","0.223989526730088","0.176005494572382","0.271973558887794","1"
