"hgowner","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"3","1997","Not Working","in school","5","","",""
"3","1997","Not Working","inadequately","6","","",""
"3","1997","Not Working","general elemantary","31","0.0363975170006815","0.0258366528077444","0.0469583811936187"
"3","1997","Not Working","middle vocational","46","0.0280897296634717","0.0212350389917721","0.0349444203351713"
"3","1997","Not Working","vocational + Abi","5","","",""
"3","1997","Not Working","higher vocational","7","","",""
"3","1997","Not Working","higher education","1","","",""
"4","1997","Full Time","in school","","","",""
"4","1997","Full Time","inadequately","","","",""
"4","1997","Full Time","general elemantary","","","",""
"4","1997","Full Time","middle vocational","","","",""
"4","1997","Full Time","vocational + Abi","","","",""
"4","1997","Full Time","higher vocational","","","",""
"4","1997","Full Time","higher education","","","",""
"4","1997","Part Time","in school","","","",""
"4","1997","Part Time","inadequately","","","",""
"4","1997","Part Time","general elemantary","","","",""
"4","1997","Part Time","middle vocational","","","",""
"4","1997","Part Time","vocational + Abi","","","",""
"4","1997","Part Time","higher vocational","","","",""
"4","1997","Part Time","higher education","","","",""
"4","1997","Not Working","in school","","","",""
"4","1997","Not Working","inadequately","","","",""
"4","1997","Not Working","general elemantary","","","",""
"4","1997","Not Working","middle vocational","","","",""
"4","1997","Not Working","vocational + Abi","","","",""
"4","1997","Not Working","higher vocational","","","",""
"4","1997","Not Working","higher education","","","",""
"5","1997","Full Time","in school","","","",""
"5","1997","Full Time","inadequately","","","",""
"5","1997","Full Time","general elemantary","","","",""
"5","1997","Full Time","middle vocational","","","",""
"5","1997","Full Time","vocational + Abi","","","",""
"5","1997","Full Time","higher vocational","","","",""
"5","1997","Full Time","higher education","","","",""
"5","1997","Part Time","in school","","","",""
"5","1997","Part Time","inadequately","","","",""
"5","1997","Part Time","general elemantary","","","",""
"5","1997","Part Time","middle vocational","","","",""
"5","1997","Part Time","vocational + Abi","","","",""
"5","1997","Part Time","higher vocational","","","",""
"5","1997","Part Time","higher education","","","",""
"5","1997","Not Working","in school","","","",""
"5","1997","Not Working","inadequately","","","",""
"5","1997","Not Working","general elemantary","","","",""
"5","1997","Not Working","middle vocational","","","",""
"5","1997","Not Working","vocational + Abi","","","",""
"5","1997","Not Working","higher vocational","","","",""
"5","1997","Not Working","higher education","","","",""
"1","1998","Full Time","in school","","","",""
"1","1998","Full Time","inadequately","24","","",""
"1","1998","Full Time","general elemantary","220","0.325399445572173","0.290863596689075","0.359935294455271"
"1","1998","Full Time","middle vocational","1348","0.45367177341825","0.436009218483355","0.471334328353146"
"1","1998","Full Time","vocational + Abi","94","0.370193206095952","0.311836857561456","0.428549554630448"
"1","1998","Full Time","higher vocational","265","0.543935758115507","0.499563428911568","0.588308087319446"
"1","1998","Full Time","higher education","547","0.496003391406621","0.467030542016915","0.524976240796327"
"1","1998","Part Time","in school","5","","",""
"1","1998","Part Time","inadequately","22","","",""
"1","1998","Part Time","general elemantary","172","0.374224650791816","0.331594103017995","0.416855198565636"
"1","1998","Part Time","middle vocational","660","0.452650952135329","0.427377250196598","0.47792465407406"
"1","1998","Part Time","vocational + Abi","52","0.444570848680857","0.356753491914819","0.532388205446894"
"1","1998","Part Time","higher vocational","75","0.555714875596204","0.472812792140175","0.638616959052233"
"1","1998","Part Time","higher education","191","0.514769017887854","0.465973938425487","0.563564097350221"
"1","1998","Not Working","in school","155","0.542371514143744","0.487528234115273","0.597214794172216"
"1","1998","Not Working","inadequately","30","0.158919606282506","0.112373708343959","0.205465504221052"
"1","1998","Not Working","general elemantary","575","0.43738949506454","0.411015467530833","0.463763522598248"
"1","1998","Not Working","middle vocational","1199","0.501969145072251","0.482432076133545","0.521506214010957"
"1","1998","Not Working","vocational + Abi","53","0.48378607550556","0.396528255603675","0.571043895407444"
"1","1998","Not Working","higher vocational","106","0.533545136640419","0.465420393725817","0.60166987955502"
"1","1998","Not Working","higher education","193","0.473886159917074","0.426801103680072","0.520971216154076"
"2","1998","Full Time","in school","3","","",""
"2","1998","Full Time","inadequately","90","0.689258676145213","0.605756515341269","0.772760836949157"
"2","1998","Full Time","general elemantary","457","0.628503717364322","0.592885716044839","0.664121718683805"
"2","1998","Full Time","middle vocational","1613","0.513696942037636","0.495964734042203","0.531429150033069"
"2","1998","Full Time","vocational + Abi","161","0.601092105659482","0.541911821732448","0.660272389586516"
"2","1998","Full Time","higher vocational","208","0.434331726222158","0.39017294301325","0.478490509431066"
"2","1998","Full Time","higher education","570","0.475785813415464","0.446846034569655","0.504725592261273"
"2","1998","Part Time","in school","8","","",""
"2","1998","Part Time","inadequately","68","0.59982861504255","0.500255241340742","0.699401988744359"
"2","1998","Part Time","general elemantary","304","0.584902018784963","0.541494759820469","0.628309277749457"
"2","1998","Part Time","middle vocational","769","0.495711241572664","0.470324381795862","0.521098101349466"
"2","1998","Part Time","vocational + Abi","68","0.511168573976471","0.422828620261392","0.59950852769155"
"2","1998","Part Time","higher vocational","60","0.425641808047965","0.343147858387487","0.508135757708443"
"2","1998","Part Time","higher education","204","0.442861414450392","0.394364835014888","0.491357993885895"
"2","1998","Not Working","in school","155","0.444446769064627","0.389746284260558","0.499147253868696"
"2","1998","Not Working","inadequately","202","0.831741898957978","0.784114572921226","0.87936922499473"
"2","1998","Not Working","general elemantary","741","0.515131776295145","0.488560684823153","0.541702867767137"
"2","1998","Not Working","middle vocational","1246","0.469763517562339","0.45026205343777","0.489264981686907"
"2","1998","Not Working","vocational + Abi","64","0.414300014918337","0.328288242048344","0.500311787788331"
"2","1998","Not Working","higher vocational","94","0.418629213997059","0.351260873519425","0.485997554474693"
"2","1998","Not Working","higher education","231","0.506347391457731","0.459201785264784","0.553492997650678"
"3","1998","Full Time","in school","1","","",""
"3","1998","Full Time","inadequately","4","","",""
"3","1998","Full Time","general elemantary","30","0.0460968370635053","0.0306398055567443","0.0615538685702664"
"3","1998","Full Time","middle vocational","91","0.0326312845441142","0.0263279707096613","0.0389345983785672"
"3","1998","Full Time","vocational + Abi","8","","",""
"3","1998","Full Time","higher vocational","11","","",""
"3","1998","Full Time","higher education","27","","",""
"3","1998","Part Time","in school","","","",""
"3","1998","Part Time","inadequately","3","","",""
"3","1998","Part Time","general elemantary","19","","",""
"3","1998","Part Time","middle vocational","61","0.051637806292007","0.0404014380108901","0.0628741745731238"
"3","1998","Part Time","vocational + Abi","3","","",""
"3","1998","Part Time","higher vocational","3","","",""
"3","1998","Part Time","higher education","8","","",""
"3","1998","Not Working","in school","7","","",""
"3","1998","Not Working","inadequately","5","","",""
"3","1998","Not Working","general elemantary","35","0.0351812867107306","0.0253860016022821","0.0449765718191791"
"3","1998","Not Working","middle vocational","62","0.0228070194566593","0.0169736805555753","0.0286403583577433"
"3","1998","Not Working","vocational + Abi","9","","",""
"3","1998","Not Working","higher vocational","5","","",""
"3","1998","Not Working","higher education","7","","",""
"4","1998","Full Time","in school","","","",""
"4","1998","Full Time","inadequately","","","",""
"4","1998","Full Time","general elemantary","","","",""
"4","1998","Full Time","middle vocational","","","",""
"4","1998","Full Time","vocational + Abi","","","",""
"4","1998","Full Time","higher vocational","","","",""
"4","1998","Full Time","higher education","","","",""
"4","1998","Part Time","in school","","","",""
"4","1998","Part Time","inadequately","","","",""
"4","1998","Part Time","general elemantary","","","",""
"4","1998","Part Time","middle vocational","","","",""
"4","1998","Part Time","vocational + Abi","","","",""
"4","1998","Part Time","higher vocational","","","",""
"4","1998","Part Time","higher education","","","",""
"4","1998","Not Working","in school","","","",""
"4","1998","Not Working","inadequately","","","",""
"4","1998","Not Working","general elemantary","8","","",""
"4","1998","Not Working","middle vocational","9","","",""
"4","1998","Not Working","vocational + Abi","","","",""
"4","1998","Not Working","higher vocational","1","","",""
"4","1998","Not Working","higher education","1","","",""
"5","1998","Full Time","in school","","","",""
"5","1998","Full Time","inadequately","","","",""
"5","1998","Full Time","general elemantary","","","",""
"5","1998","Full Time","middle vocational","","","",""
"5","1998","Full Time","vocational + Abi","","","",""
"5","1998","Full Time","higher vocational","","","",""
"5","1998","Full Time","higher education","","","",""
"5","1998","Part Time","in school","","","",""
"5","1998","Part Time","inadequately","","","",""
"5","1998","Part Time","general elemantary","","","",""
"5","1998","Part Time","middle vocational","","","",""
"5","1998","Part Time","vocational + Abi","","","",""
"5","1998","Part Time","higher vocational","","","",""
"5","1998","Part Time","higher education","","","",""
"5","1998","Not Working","in school","","","",""
"5","1998","Not Working","inadequately","","","",""
"5","1998","Not Working","general elemantary","","","",""
"5","1998","Not Working","middle vocational","","","",""
"5","1998","Not Working","vocational + Abi","","","",""
"5","1998","Not Working","higher vocational","","","",""
"5","1998","Not Working","higher education","","","",""
