"hgowner","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"3","2008","Couple + C. LE and GT 16","West Germany","14","","",""
"3","2008","Couple + C. LE and GT 16","East Germany","","","",""
"4","2008","1-pers.-HH","West Germany","","","",""
"4","2008","1-pers.-HH","East Germany","","","",""
"4","2008","(Married) couple without C. ","West Germany","","","",""
"4","2008","(Married) couple without C. ","East Germany","2","","",""
"4","2008","Single parent ","West Germany","","","",""
"4","2008","Single parent ","East Germany","","","",""
"4","2008","Couple + C. LE 16 ","West Germany","","","",""
"4","2008","Couple + C. LE 16 ","East Germany","","","",""
"4","2008","Couple + C. GT 16 ","West Germany","","","",""
"4","2008","Couple + C. GT 16 ","East Germany","","","",""
"4","2008","Couple + C. LE and GT 16","West Germany","","","",""
"4","2008","Couple + C. LE and GT 16","East Germany","","","",""
"5","2008","1-pers.-HH","West Germany","28","","",""
"5","2008","1-pers.-HH","East Germany","10","","",""
"5","2008","(Married) couple without C. ","West Germany","8","","",""
"5","2008","(Married) couple without C. ","East Germany","1","","",""
"5","2008","Single parent ","West Germany","","","",""
"5","2008","Single parent ","East Germany","","","",""
"5","2008","Couple + C. LE 16 ","West Germany","","","",""
"5","2008","Couple + C. LE 16 ","East Germany","","","",""
"5","2008","Couple + C. GT 16 ","West Germany","","","",""
"5","2008","Couple + C. GT 16 ","East Germany","","","",""
"5","2008","Couple + C. LE and GT 16","West Germany","","","",""
"5","2008","Couple + C. LE and GT 16","East Germany","","","",""
"1","2009","1-pers.-HH","West Germany","706","0.296931096703926","0.27769817613355","0.316164017274302"
"1","2009","1-pers.-HH","East Germany","155","0.181186113545422","0.153471987184125","0.208900239906718"
"1","2009","(Married) couple without C. ","West Germany","2915","0.552677613717872","0.538707231374099","0.566647996061646"
"1","2009","(Married) couple without C. ","East Germany","887","0.440343661371758","0.417505225123267","0.463182097620248"
"1","2009","Single parent ","West Germany","270","0.292567756983642","0.260202216851247","0.324933297116036"
"1","2009","Single parent ","East Germany","92","0.227136950416145","0.177436315715206","0.276837585117083"
"1","2009","Couple + C. LE 16 ","West Germany","1319","0.536938122337976","0.516375826195418","0.557500418480534"
"1","2009","Couple + C. LE 16 ","East Germany","286","0.390129889060589","0.351132624755363","0.429127153365815"
"1","2009","Couple + C. GT 16 ","West Germany","1772","0.661863876103263","0.642949094559158","0.680778657647368"
"1","2009","Couple + C. GT 16 ","East Germany","595","0.702571454532005","0.6718043420883","0.73333856697571"
"1","2009","Couple + C. LE and GT 16","West Germany","747","0.625014356779102","0.595856712861369","0.654172000696835"
"1","2009","Couple + C. LE and GT 16","East Germany","178","0.704520471224049","0.646186080366934","0.762854862081163"
"2","2009","1-pers.-HH","West Germany","1347","0.648028166078138","0.627924773718964","0.668131558437311"
"2","2009","1-pers.-HH","East Germany","550","0.762693821172031","0.732082943943828","0.793304698400233"
"2","2009","(Married) couple without C. ","West Germany","1870","0.423614979342465","0.409731317223075","0.437498641461856"
"2","2009","(Married) couple without C. ","East Germany","880","0.52766204418183","0.504694522924787","0.550629565438873"
"2","2009","Single parent ","West Germany","481","0.695263278463102","0.662516827034038","0.728009729892166"
"2","2009","Single parent ","East Germany","177","0.76420939356268","0.713855135297215","0.814563651828145"
"2","2009","Couple + C. LE 16 ","West Germany","919","0.45035297873304","0.429836234960095","0.470869722505984"
"2","2009","Couple + C. LE 16 ","East Germany","281","0.5591748013545","0.519481441901981","0.598868160807018"
"2","2009","Couple + C. GT 16 ","West Germany","620","0.327480351794931","0.308716745220509","0.346243958369354"
"2","2009","Couple + C. GT 16 ","East Germany","252","0.297025831552888","0.266270744655957","0.327780918449819"
"2","2009","Couple + C. LE and GT 16","West Germany","309","0.369209384299592","0.340143797963096","0.398274970636089"
"2","2009","Couple + C. LE and GT 16","East Germany","51","0.2814167159214","0.223922036030409","0.338911395812391"
"3","2009","1-pers.-HH","West Germany","84","0.0407966516608539","0.0324696997741754","0.0491236035475324"
"3","2009","1-pers.-HH","East Germany","32","0.0483534345806713","0.0329187540600948","0.0637881151012478"
"3","2009","(Married) couple without C. ","West Germany","78","0.0222022307322189","0.0180623782529295","0.0263420832115082"
"3","2009","(Married) couple without C. ","East Germany","45","0.0309311169616554","0.0229661330630596","0.0388961008602513"
"3","2009","Single parent ","West Germany","8","","",""
"3","2009","Single parent ","East Germany","4","","",""
"3","2009","Couple + C. LE 16 ","West Germany","21","","",""
"3","2009","Couple + C. LE 16 ","East Germany","34","0.0506953095849115","0.033156603180181","0.068234015989642"
"3","2009","Couple + C. GT 16 ","West Germany","11","","",""
"3","2009","Couple + C. GT 16 ","East Germany","1","","",""
"3","2009","Couple + C. LE and GT 16","West Germany","3","","",""
"3","2009","Couple + C. LE and GT 16","East Germany","6","","",""
"4","2009","1-pers.-HH","West Germany","","","",""
"4","2009","1-pers.-HH","East Germany","","","",""
"4","2009","(Married) couple without C. ","West Germany","","","",""
"4","2009","(Married) couple without C. ","East Germany","2","","",""
"4","2009","Single parent ","West Germany","","","",""
"4","2009","Single parent ","East Germany","","","",""
"4","2009","Couple + C. LE 16 ","West Germany","","","",""
"4","2009","Couple + C. LE 16 ","East Germany","","","",""
"4","2009","Couple + C. GT 16 ","West Germany","","","",""
"4","2009","Couple + C. GT 16 ","East Germany","","","",""
"4","2009","Couple + C. LE and GT 16","West Germany","","","",""
"4","2009","Couple + C. LE and GT 16","East Germany","","","",""
"5","2009","1-pers.-HH","West Germany","31","0.0142440855570822","0.00925615458529489","0.0192320165288695"
"5","2009","1-pers.-HH","East Germany","5","","",""
"5","2009","(Married) couple without C. ","West Germany","3","","",""
"5","2009","(Married) couple without C. ","East Germany","1","","",""
"5","2009","Single parent ","West Germany","","","",""
"5","2009","Single parent ","East Germany","","","",""
"5","2009","Couple + C. LE 16 ","West Germany","","","",""
"5","2009","Couple + C. LE 16 ","East Germany","","","",""
"5","2009","Couple + C. GT 16 ","West Germany","","","",""
"5","2009","Couple + C. GT 16 ","East Germany","","","",""
"5","2009","Couple + C. LE and GT 16","West Germany","","","",""
"5","2009","Couple + C. LE and GT 16","East Germany","","","",""
"1","2010","1-pers.-HH","West Germany","708","0.311445284514224","0.291457536352693","0.331433032675755"
"1","2010","1-pers.-HH","East Germany","145","0.181498099885678","0.152843023132097","0.210153176639258"
"1","2010","(Married) couple without C. ","West Germany","2798","0.554079104257997","0.539747496788705","0.56841071172729"
"1","2010","(Married) couple without C. ","East Germany","839","0.460603560771903","0.437026990563909","0.484180130979898"
"1","2010","Single parent ","West Germany","469","0.288611530774431","0.26800829245491","0.309214769093951"
"1","2010","Single parent ","East Germany","117","0.250865040504463","0.213923044303462","0.287807036705463"
"1","2010","Couple + C. LE 16 ","West Germany","3046","0.524286233457563","0.51194537602015","0.536627090894975"
"1","2010","Couple + C. LE 16 ","East Germany","603","0.452315806183414","0.427077582904253","0.477554029462575"
"1","2010","Couple + C. GT 16 ","West Germany","1673","0.669434769346047","0.650018868903254","0.688850669788839"
"1","2010","Couple + C. GT 16 ","East Germany","525","0.725141540996513","0.692599492452296","0.75768358954073"
"1","2010","Couple + C. LE and GT 16","West Germany","1024","0.681098718062789","0.657426775079496","0.704770661046081"
"1","2010","Couple + C. LE and GT 16","East Germany","196","0.638103843662997","0.583451658389379","0.692756028936614"
"2","2010","1-pers.-HH","West Germany","1246","0.629066867201717","0.60821715905655","0.649916575346884"
"2","2010","1-pers.-HH","East Germany","504","0.74717714082343","0.714864262424897","0.779490019221964"
"2","2010","(Married) couple without C. ","West Germany","1749","0.42544945150603","0.411194418979526","0.439704484032534"
"2","2010","(Married) couple without C. ","East Germany","844","0.522904217752625","0.49927894644926","0.546529489055991"
"2","2010","Single parent ","West Germany","1365","0.707456445986887","0.686770739562908","0.728142152410866"
"2","2010","Single parent ","East Germany","399","0.731872999602785","0.694123743952376","0.769622255253194"
"2","2010","Couple + C. LE 16 ","West Germany","3187","0.466673615262683","0.454345649857452","0.479001580667914"
"2","2010","Couple + C. LE 16 ","East Germany","849","0.522106238907741","0.496777246482123","0.54743523133336"
"2","2010","Couple + C. GT 16 ","West Germany","567","0.314312264163856","0.295151242038897","0.333473286288816"
"2","2010","Couple + C. GT 16 ","East Germany","197","0.274222016696107","0.241703404907947","0.306740628484268"
"2","2010","Couple + C. LE and GT 16","West Germany","465","0.318901281937211","0.295229338953919","0.342573224920504"
"2","2010","Couple + C. LE and GT 16","East Germany","98","0.356510696250143","0.30203825806653","0.410983134433757"
"3","2010","1-pers.-HH","West Germany","82","0.0446476321709359","0.0357333830164354","0.0535618813254364"
"3","2010","1-pers.-HH","East Germany","40","0.0647395090733433","0.0464455929376715","0.0830334252090152"
"3","2010","(Married) couple without C. ","West Germany","66","0.0184887683044278","0.0146047458353598","0.0223727907734958"
"3","2010","(Married) couple without C. ","East Germany","29","","",""
"3","2010","Single parent ","West Germany","21","","",""
"3","2010","Single parent ","East Germany","13","","",""
"3","2010","Couple + C. LE 16 ","West Germany","58","0.00904015127975428","0.0067012918175748","0.0113790107419338"
"3","2010","Couple + C. LE 16 ","East Germany","42","0.0255779549088446","0.0175726246870529","0.0335832851306363"
"3","2010","Couple + C. GT 16 ","West Germany","15","","",""
"3","2010","Couple + C. GT 16 ","East Germany","1","","",""
"3","2010","Couple + C. LE and GT 16","West Germany","","","",""
"3","2010","Couple + C. LE and GT 16","East Germany","3","","",""
"4","2010","1-pers.-HH","West Germany","","","",""
"4","2010","1-pers.-HH","East Germany","","","",""
"4","2010","(Married) couple without C. ","West Germany","","","",""
"4","2010","(Married) couple without C. ","East Germany","4","","",""
"4","2010","Single parent ","West Germany","3","","",""
"4","2010","Single parent ","East Germany","","","",""
"4","2010","Couple + C. LE 16 ","West Germany","","","",""
"4","2010","Couple + C. LE 16 ","East Germany","","","",""
"4","2010","Couple + C. GT 16 ","West Germany","","","",""
"4","2010","Couple + C. GT 16 ","East Germany","","","",""
"4","2010","Couple + C. LE and GT 16","West Germany","","","",""
"4","2010","Couple + C. LE and GT 16","East Germany","","","",""
"5","2010","1-pers.-HH","West Germany","26","","",""
"5","2010","1-pers.-HH","East Germany","6","","",""
"5","2010","(Married) couple without C. ","West Germany","8","","",""
"5","2010","(Married) couple without C. ","East Germany","1","","",""
"5","2010","Single parent ","West Germany","","","",""
"5","2010","Single parent ","East Germany","","","",""
"5","2010","Couple + C. LE 16 ","West Germany","","","",""
"5","2010","Couple + C. LE 16 ","East Germany","","","",""
"5","2010","Couple + C. GT 16 ","West Germany","","","",""
"5","2010","Couple + C. GT 16 ","East Germany","","","",""
"5","2010","Couple + C. LE and GT 16","West Germany","","","",""
"5","2010","Couple + C. LE and GT 16","East Germany","","","",""
"1","2011","1-pers.-HH","West Germany","889","0.31305280867795","0.29553820184642","0.33056741550948"
"1","2011","1-pers.-HH","East Germany","183","0.1700021423069","0.145542524031725","0.194461760582076"
"1","2011","(Married) couple without C. ","West Germany","3716","0.569710247193986","0.557256795889456","0.582163698498515"
"1","2011","(Married) couple without C. ","East Germany","1014","0.467453577759599","0.445996141926337","0.488911013592862"
"1","2011","Single parent ","West Germany","630","0.327568593430751","0.30858114231092","0.346556044550582"
"1","2011","Single parent ","East Germany","123","0.247741879288983","0.214831679599962","0.280652078978003"
"1","2011","Couple + C. LE 16 ","West Germany","3468","0.543757070452083","0.531622361373533","0.555891779530634"
"1","2011","Couple + C. LE 16 ","East Germany","644","0.436837140290181","0.41209705323406","0.461577227346302"
"1","2011","Couple + C. GT 16 ","West Germany","1953","0.698618040211316","0.681180476914464","0.716055603508168"
"1","2011","Couple + C. GT 16 ","East Germany","542","0.669722000068707","0.636196574532733","0.703247425604681"
"1","2011","Couple + C. LE and GT 16","West Germany","1291","0.637757921267488","0.616511601492009","0.659004241042967"
"1","2011","Couple + C. LE and GT 16","East Germany","221","0.645561861403","0.595591105915451","0.695532616890549"
"2","2011","1-pers.-HH","West Germany","1675","0.630858712779228","0.612632674494343","0.649084751064113"
"2","2011","1-pers.-HH","East Germany","681","0.77910463494828","0.752091487579358","0.806117782317203"
