"hlf0094","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Slightly Expensive","1985","Couple + C. LE and GT 16","in school","3","","",""
"Slightly Expensive","1985","Couple + C. LE and GT 16","inadequately","5","","",""
"Slightly Expensive","1985","Couple + C. LE and GT 16","general elemantary","23","","",""
"Slightly Expensive","1985","Couple + C. LE and GT 16","middle vocational","30","0.0802462548084611","0.0508454419399151","0.109647067677007"
"Slightly Expensive","1985","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Slightly Expensive","1985","Couple + C. LE and GT 16","higher vocational","1","","",""
"Slightly Expensive","1985","Couple + C. LE and GT 16","higher education","2","","",""
"Too Expensive","1985","1-pers.-HH","in school","","","",""
"Too Expensive","1985","1-pers.-HH","inadequately","","","",""
"Too Expensive","1985","1-pers.-HH","general elemantary","1","","",""
"Too Expensive","1985","1-pers.-HH","middle vocational","3","","",""
"Too Expensive","1985","1-pers.-HH","vocational + Abi","","","",""
"Too Expensive","1985","1-pers.-HH","higher vocational","1","","",""
"Too Expensive","1985","1-pers.-HH","higher education","1","","",""
"Too Expensive","1985","(Married) couple without C. ","in school","","","",""
"Too Expensive","1985","(Married) couple without C. ","inadequately","","","",""
"Too Expensive","1985","(Married) couple without C. ","general elemantary","4","","",""
"Too Expensive","1985","(Married) couple without C. ","middle vocational","13","","",""
"Too Expensive","1985","(Married) couple without C. ","vocational + Abi","1","","",""
"Too Expensive","1985","(Married) couple without C. ","higher vocational","1","","",""
"Too Expensive","1985","(Married) couple without C. ","higher education","1","","",""
"Too Expensive","1985","Single parent ","in school","","","",""
"Too Expensive","1985","Single parent ","inadequately","","","",""
"Too Expensive","1985","Single parent ","general elemantary","","","",""
"Too Expensive","1985","Single parent ","middle vocational","2","","",""
"Too Expensive","1985","Single parent ","vocational + Abi","","","",""
"Too Expensive","1985","Single parent ","higher vocational","","","",""
"Too Expensive","1985","Single parent ","higher education","","","",""
"Too Expensive","1985","Couple + C. LE 16 ","in school","","","",""
"Too Expensive","1985","Couple + C. LE 16 ","inadequately","2","","",""
"Too Expensive","1985","Couple + C. LE 16 ","general elemantary","9","","",""
"Too Expensive","1985","Couple + C. LE 16 ","middle vocational","21","","",""
"Too Expensive","1985","Couple + C. LE 16 ","vocational + Abi","1","","",""
"Too Expensive","1985","Couple + C. LE 16 ","higher vocational","3","","",""
"Too Expensive","1985","Couple + C. LE 16 ","higher education","8","","",""
"Too Expensive","1985","Couple + C. GT 16 ","in school","1","","",""
"Too Expensive","1985","Couple + C. GT 16 ","inadequately","","","",""
"Too Expensive","1985","Couple + C. GT 16 ","general elemantary","9","","",""
"Too Expensive","1985","Couple + C. GT 16 ","middle vocational","8","","",""
"Too Expensive","1985","Couple + C. GT 16 ","vocational + Abi","","","",""
"Too Expensive","1985","Couple + C. GT 16 ","higher vocational","","","",""
"Too Expensive","1985","Couple + C. GT 16 ","higher education","","","",""
"Too Expensive","1985","Couple + C. LE and GT 16","in school","1","","",""
"Too Expensive","1985","Couple + C. LE and GT 16","inadequately","","","",""
"Too Expensive","1985","Couple + C. LE and GT 16","general elemantary","2","","",""
"Too Expensive","1985","Couple + C. LE and GT 16","middle vocational","3","","",""
"Too Expensive","1985","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Too Expensive","1985","Couple + C. LE and GT 16","higher vocational","","","",""
"Too Expensive","1985","Couple + C. LE and GT 16","higher education","1","","",""
"Very Inexpensive","1986","1-pers.-HH","in school","","","",""
"Very Inexpensive","1986","1-pers.-HH","inadequately","","","",""
"Very Inexpensive","1986","1-pers.-HH","general elemantary","18","","",""
"Very Inexpensive","1986","1-pers.-HH","middle vocational","22","","",""
"Very Inexpensive","1986","1-pers.-HH","vocational + Abi","1","","",""
"Very Inexpensive","1986","1-pers.-HH","higher vocational","","","",""
"Very Inexpensive","1986","1-pers.-HH","higher education","5","","",""
"Very Inexpensive","1986","(Married) couple without C. ","in school","","","",""
"Very Inexpensive","1986","(Married) couple without C. ","inadequately","","","",""
"Very Inexpensive","1986","(Married) couple without C. ","general elemantary","48","0.198585312564492","0.148631658732851","0.248538966396133"
"Very Inexpensive","1986","(Married) couple without C. ","middle vocational","93","0.205950676364268","0.168335599178537","0.243565753549998"
"Very Inexpensive","1986","(Married) couple without C. ","vocational + Abi","2","","",""
"Very Inexpensive","1986","(Married) couple without C. ","higher vocational","14","","",""
"Very Inexpensive","1986","(Married) couple without C. ","higher education","21","","",""
"Very Inexpensive","1986","Single parent ","in school","3","","",""
"Very Inexpensive","1986","Single parent ","inadequately","","","",""
"Very Inexpensive","1986","Single parent ","general elemantary","15","","",""
"Very Inexpensive","1986","Single parent ","middle vocational","17","","",""
"Very Inexpensive","1986","Single parent ","vocational + Abi","","","",""
"Very Inexpensive","1986","Single parent ","higher vocational","2","","",""
"Very Inexpensive","1986","Single parent ","higher education","","","",""
"Very Inexpensive","1986","Couple + C. LE 16 ","in school","","","",""
"Very Inexpensive","1986","Couple + C. LE 16 ","inadequately","2","","",""
"Very Inexpensive","1986","Couple + C. LE 16 ","general elemantary","12","","",""
"Very Inexpensive","1986","Couple + C. LE 16 ","middle vocational","71","0.165617925890693","0.132046190548953","0.199189661232433"
"Very Inexpensive","1986","Couple + C. LE 16 ","vocational + Abi","1","","",""
"Very Inexpensive","1986","Couple + C. LE 16 ","higher vocational","11","","",""
"Very Inexpensive","1986","Couple + C. LE 16 ","higher education","8","","",""
"Very Inexpensive","1986","Couple + C. GT 16 ","in school","14","","",""
"Very Inexpensive","1986","Couple + C. GT 16 ","inadequately","4","","",""
"Very Inexpensive","1986","Couple + C. GT 16 ","general elemantary","65","0.185847381600264","0.144801491422456","0.226893271778073"
"Very Inexpensive","1986","Couple + C. GT 16 ","middle vocational","109","0.173750958319329","0.143306468767014","0.204195447871643"
"Very Inexpensive","1986","Couple + C. GT 16 ","vocational + Abi","2","","",""
"Very Inexpensive","1986","Couple + C. GT 16 ","higher vocational","10","","",""
"Very Inexpensive","1986","Couple + C. GT 16 ","higher education","25","","",""
"Very Inexpensive","1986","Couple + C. LE and GT 16","in school","4","","",""
"Very Inexpensive","1986","Couple + C. LE and GT 16","inadequately","","","",""
"Very Inexpensive","1986","Couple + C. LE and GT 16","general elemantary","32","0.160616790580067","0.109982116733024","0.211251464427109"
"Very Inexpensive","1986","Couple + C. LE and GT 16","middle vocational","44","0.124574455555247","0.0887814373716795","0.160367473738815"
"Very Inexpensive","1986","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very Inexpensive","1986","Couple + C. LE and GT 16","higher vocational","8","","",""
"Very Inexpensive","1986","Couple + C. LE and GT 16","higher education","3","","",""
"Inexpensive","1986","1-pers.-HH","in school","","","",""
"Inexpensive","1986","1-pers.-HH","inadequately","1","","",""
"Inexpensive","1986","1-pers.-HH","general elemantary","31","0.390087506349529","0.281840579616574","0.498334433082484"
"Inexpensive","1986","1-pers.-HH","middle vocational","33","0.348924618887014","0.253580498198058","0.444268739575969"
"Inexpensive","1986","1-pers.-HH","vocational + Abi","1","","",""
"Inexpensive","1986","1-pers.-HH","higher vocational","4","","",""
"Inexpensive","1986","1-pers.-HH","higher education","9","","",""
"Inexpensive","1986","(Married) couple without C. ","in school","","","",""
"Inexpensive","1986","(Married) couple without C. ","inadequately","","","",""
"Inexpensive","1986","(Married) couple without C. ","general elemantary","96","0.405095805668819","0.343625207738503","0.466566403599134"
"Inexpensive","1986","(Married) couple without C. ","middle vocational","154","0.362300093652445","0.317590676765169","0.407009510539721"
"Inexpensive","1986","(Married) couple without C. ","vocational + Abi","10","","",""
"Inexpensive","1986","(Married) couple without C. ","higher vocational","21","","",""
"Inexpensive","1986","(Married) couple without C. ","higher education","27","","",""
"Inexpensive","1986","Single parent ","in school","3","","",""
"Inexpensive","1986","Single parent ","inadequately","1","","",""
"Inexpensive","1986","Single parent ","general elemantary","12","","",""
"Inexpensive","1986","Single parent ","middle vocational","29","","",""
"Inexpensive","1986","Single parent ","vocational + Abi","","","",""
"Inexpensive","1986","Single parent ","higher vocational","3","","",""
"Inexpensive","1986","Single parent ","higher education","2","","",""
"Inexpensive","1986","Couple + C. LE 16 ","in school","","","",""
"Inexpensive","1986","Couple + C. LE 16 ","inadequately","4","","",""
"Inexpensive","1986","Couple + C. LE 16 ","general elemantary","21","","",""
"Inexpensive","1986","Couple + C. LE 16 ","middle vocational","132","0.273295043496278","0.233048130369701","0.313541956622854"
"Inexpensive","1986","Couple + C. LE 16 ","vocational + Abi","3","","",""
"Inexpensive","1986","Couple + C. LE 16 ","higher vocational","25","","",""
"Inexpensive","1986","Couple + C. LE 16 ","higher education","28","","",""
"Inexpensive","1986","Couple + C. GT 16 ","in school","6","","",""
"Inexpensive","1986","Couple + C. GT 16 ","inadequately","6","","",""
"Inexpensive","1986","Couple + C. GT 16 ","general elemantary","115","0.342911451722439","0.292822552548731","0.393000350896148"
"Inexpensive","1986","Couple + C. GT 16 ","middle vocational","186","0.322157291066414","0.284609183353548","0.359705398779281"
"Inexpensive","1986","Couple + C. GT 16 ","vocational + Abi","7","","",""
"Inexpensive","1986","Couple + C. GT 16 ","higher vocational","17","","",""
"Inexpensive","1986","Couple + C. GT 16 ","higher education","20","","",""
"Inexpensive","1986","Couple + C. LE and GT 16","in school","16","","",""
"Inexpensive","1986","Couple + C. LE and GT 16","inadequately","5","","",""
"Inexpensive","1986","Couple + C. LE and GT 16","general elemantary","67","0.348155802183736","0.282460982185701","0.413850622181772"
"Inexpensive","1986","Couple + C. LE and GT 16","middle vocational","98","0.307974460224347","0.257937303068714","0.35801161737998"
"Inexpensive","1986","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Inexpensive","1986","Couple + C. LE and GT 16","higher vocational","9","","",""
"Inexpensive","1986","Couple + C. LE and GT 16","higher education","13","","",""
"Reasonable","1986","1-pers.-HH","in school","","","",""
"Reasonable","1986","1-pers.-HH","inadequately","","","",""
"Reasonable","1986","1-pers.-HH","general elemantary","23","","",""
"Reasonable","1986","1-pers.-HH","middle vocational","29","","",""
"Reasonable","1986","1-pers.-HH","vocational + Abi","1","","",""
"Reasonable","1986","1-pers.-HH","higher vocational","8","","",""
"Reasonable","1986","1-pers.-HH","higher education","8","","",""
"Reasonable","1986","(Married) couple without C. ","in school","","","",""
"Reasonable","1986","(Married) couple without C. ","inadequately","2","","",""
"Reasonable","1986","(Married) couple without C. ","general elemantary","85","0.332646825504558","0.273649190083048","0.391644460926068"
"Reasonable","1986","(Married) couple without C. ","middle vocational","145","0.328762813374857","0.285067389734955","0.37245823701476"
"Reasonable","1986","(Married) couple without C. ","vocational + Abi","7","","",""
"Reasonable","1986","(Married) couple without C. ","higher vocational","31","0.447276845317017","0.333218071543658","0.561335619090377"
"Reasonable","1986","(Married) couple without C. ","higher education","34","0.380331677235713","0.280587330103276","0.48007602436815"
"Reasonable","1986","Single parent ","in school","3","","",""
"Reasonable","1986","Single parent ","inadequately","1","","",""
"Reasonable","1986","Single parent ","general elemantary","27","","",""
"Reasonable","1986","Single parent ","middle vocational","43","0.460792693256691","0.362604070146893","0.55898131636649"
"Reasonable","1986","Single parent ","vocational + Abi","","","",""
"Reasonable","1986","Single parent ","higher vocational","7","","",""
"Reasonable","1986","Single parent ","higher education","2","","",""
"Reasonable","1986","Couple + C. LE 16 ","in school","","","",""
"Reasonable","1986","Couple + C. LE 16 ","inadequately","7","","",""
"Reasonable","1986","Couple + C. LE 16 ","general elemantary","38","0.449298372823271","0.344168904477835","0.554427841168707"
"Reasonable","1986","Couple + C. LE 16 ","middle vocational","192","0.40715950086503","0.362789559353606","0.451529442376455"
"Reasonable","1986","Couple + C. LE 16 ","vocational + Abi","11","","",""
"Reasonable","1986","Couple + C. LE 16 ","higher vocational","33","0.386094668203032","0.283199147287499","0.488990189118565"
