"hlf0094","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Slightly Expensive","1990","Lower Saxony","Not Employed","18","","",""
"Slightly Expensive","1990","Lower Saxony","Employed","29","","",""
"Slightly Expensive","1990","Bremen","Not Employed","","","",""
"Slightly Expensive","1990","Bremen","Employed","2","","",""
"Slightly Expensive","1990","North Rhine-Westphalia","Not Employed","15","","",""
"Slightly Expensive","1990","North Rhine-Westphalia","Employed","36","0.0641106241562088","0.0440719305024311","0.0841493178099865"
"Slightly Expensive","1990","Hesse","Not Employed","2","","",""
"Slightly Expensive","1990","Hesse","Employed","9","","",""
"Slightly Expensive","1990","Rhineland-Palatinate,Saarland","Not Employed","7","","",""
"Slightly Expensive","1990","Rhineland-Palatinate,Saarland","Employed","25","","",""
"Slightly Expensive","1990","Baden-Württemberg","Not Employed","12","","",""
"Slightly Expensive","1990","Baden-Württemberg","Employed","41","0.0744250169495925","0.0518880999961582","0.0969619339030267"
"Slightly Expensive","1990","Bavaria","Not Employed","10","","",""
"Slightly Expensive","1990","Bavaria","Employed","32","0.063722722749871","0.042117599469864","0.0853278460298781"
"Slightly Expensive","1990","Berlin","Not Employed","","","",""
"Slightly Expensive","1990","Berlin","Employed","4","","",""
"Slightly Expensive","1990","Brandenburg","Not Employed","","","",""
"Slightly Expensive","1990","Brandenburg","Employed","","","",""
"Slightly Expensive","1990","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Slightly Expensive","1990","Mecklenburg-Western Pomerania","Employed","","","",""
"Slightly Expensive","1990","Saxony","Not Employed","","","",""
"Slightly Expensive","1990","Saxony","Employed","","","",""
"Slightly Expensive","1990","Saxony-Anhalt","Not Employed","","","",""
"Slightly Expensive","1990","Saxony-Anhalt","Employed","","","",""
"Slightly Expensive","1990","Thuringia","Not Employed","","","",""
"Slightly Expensive","1990","Thuringia","Employed","","","",""
"Too Expensive","1990","Schleswig-Holstein","Not Employed","1","","",""
"Too Expensive","1990","Schleswig-Holstein","Employed","1","","",""
"Too Expensive","1990","Hamburg","Not Employed","","","",""
"Too Expensive","1990","Hamburg","Employed","","","",""
"Too Expensive","1990","Lower Saxony","Not Employed","1","","",""
"Too Expensive","1990","Lower Saxony","Employed","1","","",""
"Too Expensive","1990","Bremen","Not Employed","","","",""
"Too Expensive","1990","Bremen","Employed","","","",""
"Too Expensive","1990","North Rhine-Westphalia","Not Employed","2","","",""
"Too Expensive","1990","North Rhine-Westphalia","Employed","15","","",""
"Too Expensive","1990","Hesse","Not Employed","1","","",""
"Too Expensive","1990","Hesse","Employed","9","","",""
"Too Expensive","1990","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Too Expensive","1990","Rhineland-Palatinate,Saarland","Employed","","","",""
"Too Expensive","1990","Baden-Württemberg","Not Employed","2","","",""
"Too Expensive","1990","Baden-Württemberg","Employed","3","","",""
"Too Expensive","1990","Bavaria","Not Employed","1","","",""
"Too Expensive","1990","Bavaria","Employed","4","","",""
"Too Expensive","1990","Berlin","Not Employed","","","",""
"Too Expensive","1990","Berlin","Employed","","","",""
"Too Expensive","1990","Brandenburg","Not Employed","","","",""
"Too Expensive","1990","Brandenburg","Employed","","","",""
"Too Expensive","1990","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Too Expensive","1990","Mecklenburg-Western Pomerania","Employed","","","",""
"Too Expensive","1990","Saxony","Not Employed","","","",""
"Too Expensive","1990","Saxony","Employed","","","",""
"Too Expensive","1990","Saxony-Anhalt","Not Employed","","","",""
"Too Expensive","1990","Saxony-Anhalt","Employed","","","",""
"Too Expensive","1990","Thuringia","Not Employed","","","",""
"Too Expensive","1990","Thuringia","Employed","","","",""
"Very Inexpensive","1991","Schleswig-Holstein","Not Employed","9","","",""
"Very Inexpensive","1991","Schleswig-Holstein","Employed","11","","",""
"Very Inexpensive","1991","Hamburg","Not Employed","4","","",""
"Very Inexpensive","1991","Hamburg","Employed","3","","",""
"Very Inexpensive","1991","Lower Saxony","Not Employed","55","0.288691809003372","0.224925194225938","0.352458423780805"
"Very Inexpensive","1991","Lower Saxony","Employed","74","0.254362586086416","0.204065559824338","0.304659612348493"
"Very Inexpensive","1991","Bremen","Not Employed","10","","",""
"Very Inexpensive","1991","Bremen","Employed","5","","",""
"Very Inexpensive","1991","North Rhine-Westphalia","Not Employed","64","0.163531340385593","0.125692275605279","0.201370405165906"
"Very Inexpensive","1991","North Rhine-Westphalia","Employed","82","0.140048977606926","0.111559302729693","0.168538652484159"
"Very Inexpensive","1991","Hesse","Not Employed","37","0.267347574045709","0.193237895886806","0.341457252204611"
"Very Inexpensive","1991","Hesse","Employed","41","0.206121452583118","0.151410147566933","0.260832757599304"
"Very Inexpensive","1991","Rhineland-Palatinate,Saarland","Not Employed","26","","",""
"Very Inexpensive","1991","Rhineland-Palatinate,Saarland","Employed","33","0.190675258508513","0.135396814922501","0.245953702094524"
"Very Inexpensive","1991","Baden-Württemberg","Not Employed","49","0.215995447793213","0.16607144156786","0.265919454018566"
"Very Inexpensive","1991","Baden-Württemberg","Employed","65","0.141292042873451","0.111120695408747","0.171463390338155"
"Very Inexpensive","1991","Bavaria","Not Employed","42","0.153851384388888","0.109825076501804","0.197877692275971"
"Very Inexpensive","1991","Bavaria","Employed","77","0.142734520576363","0.1118566878913","0.173612353261426"
"Very Inexpensive","1991","Berlin","Not Employed","","","",""
"Very Inexpensive","1991","Berlin","Employed","5","","",""
"Very Inexpensive","1991","Brandenburg","Not Employed","","","",""
"Very Inexpensive","1991","Brandenburg","Employed","","","",""
"Very Inexpensive","1991","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very Inexpensive","1991","Mecklenburg-Western Pomerania","Employed","","","",""
"Very Inexpensive","1991","Saxony","Not Employed","","","",""
"Very Inexpensive","1991","Saxony","Employed","","","",""
"Very Inexpensive","1991","Saxony-Anhalt","Not Employed","","","",""
"Very Inexpensive","1991","Saxony-Anhalt","Employed","","","",""
"Very Inexpensive","1991","Thuringia","Not Employed","","","",""
"Very Inexpensive","1991","Thuringia","Employed","","","",""
"Inexpensive","1991","Schleswig-Holstein","Not Employed","15","","",""
"Inexpensive","1991","Schleswig-Holstein","Employed","27","","",""
"Inexpensive","1991","Hamburg","Not Employed","5","","",""
"Inexpensive","1991","Hamburg","Employed","7","","",""
"Inexpensive","1991","Lower Saxony","Not Employed","76","0.385038407125549","0.316564793400153","0.453512020850946"
"Inexpensive","1991","Lower Saxony","Employed","84","0.288150047751277","0.235843576141716","0.340456519360839"
"Inexpensive","1991","Bremen","Not Employed","4","","",""
"Inexpensive","1991","Bremen","Employed","1","","",""
"Inexpensive","1991","North Rhine-Westphalia","Not Employed","124","0.351359891537748","0.302517935217126","0.400201847858371"
"Inexpensive","1991","North Rhine-Westphalia","Employed","175","0.312582820316645","0.274528549313003","0.350637091320287"
"Inexpensive","1991","Hesse","Not Employed","48","0.336587496660343","0.257459781926158","0.415715211394528"
"Inexpensive","1991","Hesse","Employed","89","0.397050499050604","0.330874304917305","0.463226693183903"
"Inexpensive","1991","Rhineland-Palatinate,Saarland","Not Employed","79","0.50354286565935","0.426550141633315","0.580535589685385"
"Inexpensive","1991","Rhineland-Palatinate,Saarland","Employed","76","0.383278026062485","0.314863409382355","0.451692642742615"
"Inexpensive","1991","Baden-Württemberg","Not Employed","105","0.403867697758234","0.344340049634519","0.463395345881949"
"Inexpensive","1991","Baden-Württemberg","Employed","174","0.353067779307424","0.311670524315907","0.394465034298942"
"Inexpensive","1991","Bavaria","Not Employed","104","0.38516444734141","0.325784361563161","0.444544533119658"
"Inexpensive","1991","Bavaria","Employed","170","0.345263740082439","0.303294286657092","0.387233193507787"
"Inexpensive","1991","Berlin","Not Employed","3","","",""
"Inexpensive","1991","Berlin","Employed","1","","",""
"Inexpensive","1991","Brandenburg","Not Employed","","","",""
"Inexpensive","1991","Brandenburg","Employed","","","",""
"Inexpensive","1991","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Inexpensive","1991","Mecklenburg-Western Pomerania","Employed","","","",""
"Inexpensive","1991","Saxony","Not Employed","","","",""
"Inexpensive","1991","Saxony","Employed","","","",""
"Inexpensive","1991","Saxony-Anhalt","Not Employed","","","",""
"Inexpensive","1991","Saxony-Anhalt","Employed","","","",""
"Inexpensive","1991","Thuringia","Not Employed","","","",""
"Inexpensive","1991","Thuringia","Employed","","","",""
"Reasonable","1991","Schleswig-Holstein","Not Employed","22","","",""
"Reasonable","1991","Schleswig-Holstein","Employed","45","0.464771201465334","0.36652407990408","0.563018323026587"
"Reasonable","1991","Hamburg","Not Employed","4","","",""
"Reasonable","1991","Hamburg","Employed","4","","",""
"Reasonable","1991","Lower Saxony","Not Employed","53","0.274925611688078","0.212098642657761","0.337752580718395"
"Reasonable","1991","Lower Saxony","Employed","109","0.380687530446437","0.324609715243639","0.436765345649234"
"Reasonable","1991","Bremen","Not Employed","5","","",""
"Reasonable","1991","Bremen","Employed","8","","",""
"Reasonable","1991","North Rhine-Westphalia","Not Employed","165","0.444890949939824","0.39404796981908","0.495733930060568"
"Reasonable","1991","North Rhine-Westphalia","Employed","249","0.432101722604218","0.391435022065728","0.472768423142709"
"Reasonable","1991","Hesse","Not Employed","47","0.341568549109019","0.262157299771511","0.420979798446526"
"Reasonable","1991","Hesse","Employed","67","0.343674827865743","0.279439811940377","0.407909843791109"
"Reasonable","1991","Rhineland-Palatinate,Saarland","Not Employed","44","0.261385335286324","0.193724063616264","0.329046606956384"
"Reasonable","1991","Rhineland-Palatinate,Saarland","Employed","61","0.302375078214975","0.237745515672753","0.367004640757197"
"Reasonable","1991","Baden-Württemberg","Not Employed","96","0.347363093548654","0.289599329014241","0.405126858083067"
"Reasonable","1991","Baden-Württemberg","Employed","216","0.40554808417591","0.363018351481461","0.448077816870359"
"Reasonable","1991","Bavaria","Not Employed","103","0.413754491560664","0.353657966193933","0.473851016927396"
"Reasonable","1991","Bavaria","Employed","212","0.432667126915154","0.3889329904662","0.476401263364108"
"Reasonable","1991","Berlin","Not Employed","2","","",""
"Reasonable","1991","Berlin","Employed","12","","",""
"Reasonable","1991","Brandenburg","Not Employed","","","",""
"Reasonable","1991","Brandenburg","Employed","","","",""
"Reasonable","1991","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Reasonable","1991","Mecklenburg-Western Pomerania","Employed","","","",""
"Reasonable","1991","Saxony","Not Employed","","","",""
"Reasonable","1991","Saxony","Employed","","","",""
"Reasonable","1991","Saxony-Anhalt","Not Employed","","","",""
"Reasonable","1991","Saxony-Anhalt","Employed","","","",""
"Reasonable","1991","Thuringia","Not Employed","","","",""
"Reasonable","1991","Thuringia","Employed","","","",""
"Slightly Expensive","1991","Schleswig-Holstein","Not Employed","1","","",""
"Slightly Expensive","1991","Schleswig-Holstein","Employed","8","","",""
"Slightly Expensive","1991","Hamburg","Not Employed","","","",""
"Slightly Expensive","1991","Hamburg","Employed","","","",""
"Slightly Expensive","1991","Lower Saxony","Not Employed","7","","",""
"Slightly Expensive","1991","Lower Saxony","Employed","16","","",""
"Slightly Expensive","1991","Bremen","Not Employed","","","",""
"Slightly Expensive","1991","Bremen","Employed","2","","",""
"Slightly Expensive","1991","North Rhine-Westphalia","Not Employed","10","","",""
"Slightly Expensive","1991","North Rhine-Westphalia","Employed","51","0.0951877624905629","0.0710953408459983","0.119280184135128"
"Slightly Expensive","1991","Hesse","Not Employed","5","","",""
"Slightly Expensive","1991","Hesse","Employed","11","","",""
"Slightly Expensive","1991","Rhineland-Palatinate,Saarland","Not Employed","13","","",""
"Slightly Expensive","1991","Rhineland-Palatinate,Saarland","Employed","22","","",""
"Slightly Expensive","1991","Baden-Württemberg","Not Employed","7","","",""
"Slightly Expensive","1991","Baden-Württemberg","Employed","44","0.0816900738009836","0.0579658291418475","0.10541431846012"
"Slightly Expensive","1991","Bavaria","Not Employed","7","","",""
"Slightly Expensive","1991","Bavaria","Employed","27","","",""
"Slightly Expensive","1991","Berlin","Not Employed","","","",""
"Slightly Expensive","1991","Berlin","Employed","2","","",""
"Slightly Expensive","1991","Brandenburg","Not Employed","","","",""
"Slightly Expensive","1991","Brandenburg","Employed","","","",""
"Slightly Expensive","1991","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Slightly Expensive","1991","Mecklenburg-Western Pomerania","Employed","","","",""
"Slightly Expensive","1991","Saxony","Not Employed","","","",""
"Slightly Expensive","1991","Saxony","Employed","","","",""
"Slightly Expensive","1991","Saxony-Anhalt","Not Employed","","","",""
"Slightly Expensive","1991","Saxony-Anhalt","Employed","","","",""
"Slightly Expensive","1991","Thuringia","Not Employed","","","",""
"Slightly Expensive","1991","Thuringia","Employed","","","",""
"Too Expensive","1991","Schleswig-Holstein","Not Employed","6","","",""
"Too Expensive","1991","Schleswig-Holstein","Employed","8","","",""
"Too Expensive","1991","Hamburg","Not Employed","","","",""
"Too Expensive","1991","Hamburg","Employed","","","",""
"Too Expensive","1991","Lower Saxony","Not Employed","3","","",""
"Too Expensive","1991","Lower Saxony","Employed","5","","",""
"Too Expensive","1991","Bremen","Not Employed","","","",""
"Too Expensive","1991","Bremen","Employed","","","",""
"Too Expensive","1991","North Rhine-Westphalia","Not Employed","4","","",""
"Too Expensive","1991","North Rhine-Westphalia","Employed","13","","",""
"Too Expensive","1991","Hesse","Not Employed","","","",""
"Too Expensive","1991","Hesse","Employed","2","","",""
"Too Expensive","1991","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Too Expensive","1991","Rhineland-Palatinate,Saarland","Employed","2","","",""
