"hlf0094","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Very Inexpensive","1998","general elemantary","Rural Area","48","0.177149232581676","0.138506962280305","0.215791502883046"
"Very Inexpensive","1998","middle vocational","Urban Area","282","0.164620081583182","0.14726044797157","0.181979715194793"
"Very Inexpensive","1998","middle vocational","Rural Area","196","0.178540890502178","0.158089345767979","0.198992435236377"
"Very Inexpensive","1998","vocational + Abi","Urban Area","24","","",""
"Very Inexpensive","1998","vocational + Abi","Rural Area","7","","",""
"Very Inexpensive","1998","higher vocational","Urban Area","42","0.176376250609891","0.130048000058015","0.222704501161766"
"Very Inexpensive","1998","higher vocational","Rural Area","24","","",""
"Very Inexpensive","1998","higher education","Urban Area","87","0.202797015780065","0.1676238490847","0.23797018247543"
"Very Inexpensive","1998","higher education","Rural Area","50","0.141381603505139","0.107490819128265","0.175272387882012"
"Inexpensive","1998","in school","Urban Area","25","","",""
"Inexpensive","1998","in school","Rural Area","11","","",""
"Inexpensive","1998","inadequately","Urban Area","8","","",""
"Inexpensive","1998","inadequately","Rural Area","7","","",""
"Inexpensive","1998","general elemantary","Urban Area","166","0.283878568090426","0.246468316388108","0.321288819792743"
"Inexpensive","1998","general elemantary","Rural Area","139","0.37563126845524","0.326615716413784","0.424646820496697"
"Inexpensive","1998","middle vocational","Urban Area","557","0.331186012501915","0.309154424590182","0.353217600413649"
"Inexpensive","1998","middle vocational","Rural Area","454","0.351659772579697","0.326160539240577","0.377159005918816"
"Inexpensive","1998","vocational + Abi","Urban Area","37","0.216995165333552","0.14822250910653","0.285767821560574"
"Inexpensive","1998","vocational + Abi","Rural Area","12","","",""
"Inexpensive","1998","higher vocational","Urban Area","83","0.315753299106048","0.259254174159245","0.372252424052851"
"Inexpensive","1998","higher vocational","Rural Area","48","0.267343877283264","0.201394567859288","0.333293186707241"
"Inexpensive","1998","higher education","Urban Area","143","0.29103098438193","0.251295411909787","0.330766556854074"
"Inexpensive","1998","higher education","Rural Area","125","0.300912451071061","0.256298474286508","0.345526427855614"
"Reasonable","1998","in school","Urban Area","36","0.356939075937789","0.255682794775762","0.458195357099817"
"Reasonable","1998","in school","Rural Area","36","0.51121721739784","0.392406855036219","0.630027579759462"
"Reasonable","1998","inadequately","Urban Area","29","","",""
"Reasonable","1998","inadequately","Rural Area","13","","",""
"Reasonable","1998","general elemantary","Urban Area","239","0.401674205266473","0.360998337551499","0.442350072981448"
"Reasonable","1998","general elemantary","Rural Area","153","0.362535205177325","0.313879289185553","0.411191121169097"
"Reasonable","1998","middle vocational","Urban Area","761","0.42576733191282","0.402620729657177","0.448913934168463"
"Reasonable","1998","middle vocational","Rural Area","566","0.38532601073968","0.359336334214867","0.411315687264492"
"Reasonable","1998","vocational + Abi","Urban Area","60","0.489411864156344","0.40600896372178","0.572814764590907"
"Reasonable","1998","vocational + Abi","Rural Area","23","","",""
"Reasonable","1998","higher vocational","Urban Area","110","0.397685336555839","0.338195479668329","0.457175193443349"
"Reasonable","1998","higher vocational","Rural Area","75","0.432539469615808","0.358714081136248","0.506364858095369"
"Reasonable","1998","higher education","Urban Area","222","0.422692849933952","0.379480075424798","0.465905624443106"
"Reasonable","1998","higher education","Rural Area","192","0.481771749575723","0.433168390940927","0.530375108210518"
"Slightly Expensive","1998","in school","Urban Area","6","","",""
"Slightly Expensive","1998","in school","Rural Area","11","","",""
"Slightly Expensive","1998","inadequately","Urban Area","3","","",""
"Slightly Expensive","1998","inadequately","Rural Area","4","","",""
"Slightly Expensive","1998","general elemantary","Urban Area","49","0.0821466498656834","0.0593635628667302","0.104929736864637"
"Slightly Expensive","1998","general elemantary","Rural Area","31","0.0756804096685497","0.0489112170213452","0.102449602315754"
"Slightly Expensive","1998","middle vocational","Urban Area","122","0.0591338267773852","0.0480920477219462","0.0701756058328243"
"Slightly Expensive","1998","middle vocational","Rural Area","121","0.0721973167928326","0.0583758977612539","0.0860187358244114"
"Slightly Expensive","1998","vocational + Abi","Urban Area","14","","",""
"Slightly Expensive","1998","vocational + Abi","Rural Area","13","","",""
"Slightly Expensive","1998","higher vocational","Urban Area","20","","",""
"Slightly Expensive","1998","higher vocational","Rural Area","23","","",""
"Slightly Expensive","1998","higher education","Urban Area","41","0.0665793692573693","0.0447719251276493","0.0883868133870893"
"Slightly Expensive","1998","higher education","Rural Area","34","0.063045450846645","0.0394041584884467","0.0866867432048432"
"Too Expensive","1998","in school","Urban Area","2","","",""
"Too Expensive","1998","in school","Rural Area","","","",""
"Too Expensive","1998","inadequately","Urban Area","","","",""
"Too Expensive","1998","inadequately","Rural Area","","","",""
"Too Expensive","1998","general elemantary","Urban Area","4","","",""
"Too Expensive","1998","general elemantary","Rural Area","4","","",""
"Too Expensive","1998","middle vocational","Urban Area","31","0.0192927472246984","0.0128536665907175","0.0257318278586793"
"Too Expensive","1998","middle vocational","Rural Area","10","","",""
"Too Expensive","1998","vocational + Abi","Urban Area","3","","",""
"Too Expensive","1998","vocational + Abi","Rural Area","","","",""
"Too Expensive","1998","higher vocational","Urban Area","5","","",""
"Too Expensive","1998","higher vocational","Rural Area","3","","",""
"Too Expensive","1998","higher education","Urban Area","9","","",""
"Too Expensive","1998","higher education","Rural Area","5","","",""
"Very Inexpensive","1999","in school","Urban Area","17","","",""
"Very Inexpensive","1999","in school","Rural Area","12","","",""
"Very Inexpensive","1999","inadequately","Urban Area","8","","",""
"Very Inexpensive","1999","inadequately","Rural Area","","","",""
"Very Inexpensive","1999","general elemantary","Urban Area","88","0.178645568941995","0.14654476904891","0.210746368835079"
"Very Inexpensive","1999","general elemantary","Rural Area","49","0.175812120667708","0.136760489690994","0.214863751644422"
"Very Inexpensive","1999","middle vocational","Urban Area","293","0.161295071000394","0.144033115352981","0.178557026647807"
"Very Inexpensive","1999","middle vocational","Rural Area","192","0.165643068683365","0.145863321329865","0.185422816036864"
"Very Inexpensive","1999","vocational + Abi","Urban Area","15","","",""
"Very Inexpensive","1999","vocational + Abi","Rural Area","7","","",""
"Very Inexpensive","1999","higher vocational","Urban Area","46","0.162059364082423","0.117857951207939","0.206260776956906"
"Very Inexpensive","1999","higher vocational","Rural Area","27","","",""
"Very Inexpensive","1999","higher education","Urban Area","103","0.219773757021881","0.184486455523695","0.255061058520068"
"Very Inexpensive","1999","higher education","Rural Area","63","0.161863464928456","0.126469173022417","0.197257756834494"
"Inexpensive","1999","in school","Urban Area","25","","",""
"Inexpensive","1999","in school","Rural Area","20","","",""
"Inexpensive","1999","inadequately","Urban Area","12","","",""
"Inexpensive","1999","inadequately","Rural Area","7","","",""
"Inexpensive","1999","general elemantary","Urban Area","187","0.342392366452966","0.302627467096354","0.382157265809578"
"Inexpensive","1999","general elemantary","Rural Area","130","0.385085329411751","0.335163835540677","0.435006823282826"
"Inexpensive","1999","middle vocational","Urban Area","553","0.33933460417633","0.317112780072976","0.361556428279683"
"Inexpensive","1999","middle vocational","Rural Area","486","0.38911004804824","0.363169695091662","0.415050401004819"
"Inexpensive","1999","vocational + Abi","Urban Area","48","0.308877710603926","0.234188106355461","0.383567314852392"
"Inexpensive","1999","vocational + Abi","Rural Area","21","","",""
"Inexpensive","1999","higher vocational","Urban Area","82","0.352370237812934","0.295070125990337","0.409670349635531"
"Inexpensive","1999","higher vocational","Rural Area","64","0.4183158326732","0.345439328820684","0.491192336525715"
"Inexpensive","1999","higher education","Urban Area","140","0.267102776620972","0.229399335042123","0.304806218199822"
"Inexpensive","1999","higher education","Rural Area","137","0.356982761653021","0.310942651277424","0.403022872028618"
"Reasonable","1999","in school","Urban Area","41","0.353740288947858","0.260028571942633","0.447452005953083"
"Reasonable","1999","in school","Rural Area","29","","",""
"Reasonable","1999","inadequately","Urban Area","28","","",""
"Reasonable","1999","inadequately","Rural Area","12","","",""
"Reasonable","1999","general elemantary","Urban Area","222","0.392616907437445","0.351693642427752","0.433540172447137"
"Reasonable","1999","general elemantary","Rural Area","161","0.390319352972487","0.340274098012837","0.440364607932136"
"Reasonable","1999","middle vocational","Urban Area","742","0.423509175733065","0.400319084222039","0.446699267244092"
"Reasonable","1999","middle vocational","Rural Area","555","0.375187791591274","0.349427114743381","0.400948468439166"
"Reasonable","1999","vocational + Abi","Urban Area","61","0.416574891873039","0.336880359533393","0.496269424212685"
"Reasonable","1999","vocational + Abi","Rural Area","23","","",""
"Reasonable","1999","higher vocational","Urban Area","103","0.346635581981416","0.289552584484347","0.403718579478484"
"Reasonable","1999","higher vocational","Rural Area","68","0.386329668780524","0.314394982886333","0.458264354674716"
"Reasonable","1999","higher education","Urban Area","205","0.378344156233952","0.337016689929899","0.419671622538005"
"Reasonable","1999","higher education","Rural Area","185","0.414466498096074","0.367127178026088","0.46180581816606"
"Slightly Expensive","1999","in school","Urban Area","13","","",""
"Slightly Expensive","1999","in school","Rural Area","6","","",""
"Slightly Expensive","1999","inadequately","Urban Area","4","","",""
"Slightly Expensive","1999","inadequately","Rural Area","2","","",""
"Slightly Expensive","1999","general elemantary","Urban Area","41","0.0720972860228256","0.0504219864411253","0.0937725856045259"
"Slightly Expensive","1999","general elemantary","Rural Area","20","","",""
"Slightly Expensive","1999","middle vocational","Urban Area","117","0.0536007262674373","0.0430301810820619","0.0641712714528128"
"Slightly Expensive","1999","middle vocational","Rural Area","109","0.0626718731276196","0.0497763094786422","0.0755674367765971"
"Slightly Expensive","1999","vocational + Abi","Urban Area","15","","",""
"Slightly Expensive","1999","vocational + Abi","Rural Area","5","","",""
"Slightly Expensive","1999","higher vocational","Urban Area","27","","",""
"Slightly Expensive","1999","higher vocational","Rural Area","17","","",""
"Slightly Expensive","1999","higher education","Urban Area","60","0.0864818866106349","0.0625299069541268","0.110433866267143"
"Slightly Expensive","1999","higher education","Rural Area","29","","",""
"Too Expensive","1999","in school","Urban Area","4","","",""
"Too Expensive","1999","in school","Rural Area","3","","",""
"Too Expensive","1999","inadequately","Urban Area","1","","",""
"Too Expensive","1999","inadequately","Rural Area","","","",""
"Too Expensive","1999","general elemantary","Urban Area","9","","",""
"Too Expensive","1999","general elemantary","Rural Area","5","","",""
"Too Expensive","1999","middle vocational","Urban Area","39","0.0222604228227737","0.0153364851019603","0.029184360543587"
