"hlf0094","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Inexpensive","1994","Part Time","general elemantary","46","0.290253137948822","0.219704321672188","0.360801954225455","2"
"Inexpensive","1994","Part Time","middle vocational","154","0.298785739905536","0.260107896033799","0.337463583777273","2"
"Inexpensive","1994","Part Time","vocational + Abi","8","","","","2"
"Inexpensive","1994","Part Time","higher vocational","12","","","","2"
"Inexpensive","1994","Part Time","higher education","34","0.358605697315704","0.272073400983392","0.445137993648015","2"
"Inexpensive","1994","Full Time","in school","","","","","2"
"Inexpensive","1994","Full Time","inadequately","16","","","","2"
"Inexpensive","1994","Full Time","general elemantary","68","0.332457344871502","0.269042981403352","0.395871708339652","2"
"Inexpensive","1994","Full Time","middle vocational","391","0.317480863283164","0.291706452361741","0.343255274204586","2"
"Inexpensive","1994","Full Time","vocational + Abi","26","","","","2"
"Inexpensive","1994","Full Time","higher vocational","61","0.326226571308153","0.262204298654867","0.390248843961439","2"
"Inexpensive","1994","Full Time","higher education","98","0.227017841157363","0.186469705348715","0.267565976966011","2"
"Reasonable","1994","Not Working","middle vocational","363","0.377045892920417","0.346113225042611","0.407978560798223","3"
"Reasonable","1994","Not Working","vocational + Abi","22","","","","3"
"Reasonable","1994","Not Working","higher vocational","40","0.420472867205571","0.325601033127375","0.515344701283767","3"
"Reasonable","1994","Not Working","higher education","54","0.370438469962043","0.291835089878561","0.449041850045525","3"
"Reasonable","1994","Part Time","middle vocational","249","0.436238054257711","0.394332980858003","0.478143127657418","3"
"Reasonable","1994","Part Time","vocational + Abi","9","","","","3"
"Reasonable","1994","Not Working","in school","44","0.486121969069172","0.384541721582256","0.587702216556087","3"
"Reasonable","1994","Not Working","inadequately","9","","","","3"
"Reasonable","1994","Not Working","general elemantary","204","0.384004414641294","0.341458962741884","0.426549866540704","3"
"Reasonable","1994","Full Time","in school","","","","","3"
"Reasonable","1994","Full Time","inadequately","12","","","","3"
"Reasonable","1994","Full Time","general elemantary","83","0.402273783697704","0.336266451859438","0.46828111553597","3"
"Reasonable","1994","Full Time","middle vocational","554","0.436559532008678","0.409098407882901","0.464020656134455","3"
"Reasonable","1994","Full Time","vocational + Abi","32","0.506609806007126","0.388644146939911","0.62457546507434","3"
"Reasonable","1994","Full Time","higher vocational","95","0.410769746222786","0.343587236386746","0.477952256058825","3"
"Reasonable","1994","Full Time","higher education","189","0.461365623305633","0.413112457457881","0.509618789153384","3"
"Reasonable","1994","Part Time","in school","3","","","","3"
"Reasonable","1994","Part Time","inadequately","6","","","","3"
"Reasonable","1994","Part Time","general elemantary","72","0.452264880574969","0.374902245272979","0.52962751587696","3"
"Reasonable","1994","Part Time","higher vocational","31","0.509142278539333","0.389438438078179","0.628846119000486","3"
"Reasonable","1994","Part Time","higher education","51","0.381884281335082","0.294222988232594","0.469545574437569","3"
"Slightly Expensive","1994","Not Working","inadequately","","","","","4"
"Slightly Expensive","1994","Not Working","general elemantary","19","","","","4"
"Slightly Expensive","1994","Not Working","middle vocational","48","0.0431236711522908","0.0301585072008689","0.0560888351037128","4"
"Slightly Expensive","1994","Not Working","vocational + Abi","1","","","","4"
"Slightly Expensive","1994","Not Working","in school","6","","","","4"
"Slightly Expensive","1994","Not Working","higher vocational","3","","","","4"
"Slightly Expensive","1994","Not Working","higher education","16","","","","4"
"Slightly Expensive","1994","Full Time","in school","1","","","","4"
"Slightly Expensive","1994","Full Time","inadequately","3","","","","4"
"Slightly Expensive","1994","Full Time","general elemantary","25","","","","4"
"Slightly Expensive","1994","Full Time","middle vocational","120","0.0825776624440895","0.0673375383565302","0.0978177865316487","4"
"Slightly Expensive","1994","Full Time","vocational + Abi","8","","","","4"
"Slightly Expensive","1994","Full Time","higher vocational","16","","","","4"
"Slightly Expensive","1994","Full Time","higher education","45","0.085000415283996","0.0580058004698715","0.11199503009812","4"
"Slightly Expensive","1994","Part Time","in school","","","","","4"
"Slightly Expensive","1994","Part Time","inadequately","3","","","","4"
"Slightly Expensive","1994","Part Time","vocational + Abi","4","","","","4"
"Slightly Expensive","1994","Part Time","higher vocational","5","","","","4"
"Slightly Expensive","1994","Part Time","higher education","11","","","","4"
"Slightly Expensive","1994","Part Time","general elemantary","15","","","","4"
"Slightly Expensive","1994","Part Time","middle vocational","50","0.0840009457549906","0.060561542341618","0.107440349168363","4"
"Too Expensive","1994","Not Working","higher vocational","","","","","5"
"Too Expensive","1994","Not Working","higher education","5","","","","5"
"Too Expensive","1994","Not Working","vocational + Abi","1","","","","5"
"Too Expensive","1994","Part Time","vocational + Abi","","","","","5"
"Too Expensive","1994","Not Working","in school","2","","","","5"
"Too Expensive","1994","Not Working","inadequately","","","","","5"
"Too Expensive","1994","Not Working","general elemantary","1","","","","5"
"Too Expensive","1994","Not Working","middle vocational","13","","","","5"
"Too Expensive","1994","Part Time","in school","","","","","5"
"Too Expensive","1994","Part Time","inadequately","","","","","5"
"Too Expensive","1994","Part Time","general elemantary","3","","","","5"
"Too Expensive","1994","Part Time","middle vocational","9","","","","5"
"Too Expensive","1994","Part Time","higher vocational","1","","","","5"
"Too Expensive","1994","Part Time","higher education","","","","","5"
"Too Expensive","1994","Full Time","in school","","","","","5"
"Too Expensive","1994","Full Time","inadequately","1","","","","5"
"Too Expensive","1994","Full Time","general elemantary","11","","","","5"
"Too Expensive","1994","Full Time","middle vocational","36","0.0267326284711683","0.0178014355856511","0.0356638213566855","5"
"Too Expensive","1994","Full Time","vocational + Abi","","","","","5"
"Too Expensive","1994","Full Time","higher vocational","4","","","","5"
"Too Expensive","1994","Full Time","higher education","5","","","","5"
"Very Inexpensive","1994","Not Working","vocational + Abi","6","","","","1"
"Very Inexpensive","1994","Not Working","higher vocational","25","","","","1"
"Very Inexpensive","1994","Not Working","higher education","24","","","","1"
"Very Inexpensive","1994","Not Working","in school","15","","","","1"
"Very Inexpensive","1994","Not Working","inadequately","2","","","","1"
"Very Inexpensive","1994","Not Working","general elemantary","91","0.197902882573948","0.163050235363791","0.232755529784105","1"
"Very Inexpensive","1994","Not Working","middle vocational","173","0.205032526020573","0.179264668779558","0.230800383261587","1"
"Very Inexpensive","1994","Full Time","inadequately","2","","","","1"
"Very Inexpensive","1994","Full Time","general elemantary","25","","","","1"
"Very Inexpensive","1994","Full Time","middle vocational","152","0.136649313792901","0.117631092241932","0.155667535343869","1"
"Very Inexpensive","1994","Full Time","vocational + Abi","3","","","","1"
"Very Inexpensive","1994","Full Time","higher vocational","30","0.168741770786636","0.117597880374281","0.21988566119899","1"
"Very Inexpensive","1994","Full Time","higher education","73","0.217452722520707","0.177523221800261","0.257382223241153","1"
"Very Inexpensive","1994","Part Time","in school","1","","","","1"
"Very Inexpensive","1994","Part Time","vocational + Abi","5","","","","1"
"Very Inexpensive","1994","Part Time","higher vocational","18","","","","1"
"Very Inexpensive","1994","Part Time","higher education","22","","","","1"
"Very Inexpensive","1994","Full Time","in school","","","","","1"
"Very Inexpensive","1994","Part Time","inadequately","2","","","","1"
"Very Inexpensive","1994","Part Time","general elemantary","23","","","","1"
"Very Inexpensive","1994","Part Time","middle vocational","76","0.167294318489602","0.135755652980831","0.198832983998372","1"
"Inexpensive","1995","Not Working","higher vocational","44","0.453688319788522","0.355120739484969","0.552255900092076","2"
"Inexpensive","1995","Not Working","higher education","54","0.415099442510024","0.334055415702004","0.496143469318044","2"
"Inexpensive","1995","Not Working","inadequately","4","","","","2"
"Inexpensive","1995","Not Working","general elemantary","170","0.350223323263606","0.307547484659806","0.392899161867405","2"
"Inexpensive","1995","Not Working","middle vocational","354","0.369253635041523","0.338661561634385","0.399845708448661","2"
"Inexpensive","1995","Not Working","vocational + Abi","14","","","","2"
"Inexpensive","1995","Not Working","in school","29","","","","2"
"Inexpensive","1995","Part Time","in school","","","","","2"
"Inexpensive","1995","Part Time","inadequately","6","","","","2"
"Inexpensive","1995","Part Time","general elemantary","57","0.375531515831264","0.303370357284042","0.447692674378486","2"
"Inexpensive","1995","Part Time","middle vocational","201","0.380286691759553","0.339935007166533","0.420638376352573","2"
"Inexpensive","1995","Part Time","vocational + Abi","16","","","","2"
"Inexpensive","1995","Part Time","higher vocational","19","","","","2"
"Inexpensive","1995","Part Time","higher education","41","0.362120649955578","0.279183491261439","0.445057808649717","2"
"Inexpensive","1995","Full Time","in school","","","","","2"
"Inexpensive","1995","Full Time","inadequately","8","","","","2"
"Inexpensive","1995","Full Time","general elemantary","56","0.290582391087922","0.228278002869571","0.352886779306273","2"
"Inexpensive","1995","Full Time","middle vocational","385","0.318127590785416","0.292141393075848","0.344113788494983","2"
"Inexpensive","1995","Full Time","vocational + Abi","19","","","","2"
"Inexpensive","1995","Full Time","higher vocational","64","0.304163358723342","0.243233085128262","0.365093632318422","2"
"Inexpensive","1995","Full Time","higher education","131","0.275667244910181","0.234149884812239","0.317184605008122","2"
"Reasonable","1995","Not Working","in school","56","0.484318380117352","0.393763583006552","0.574873177228151","3"
"Reasonable","1995","Not Working","inadequately","16","","","","3"
"Reasonable","1995","Not Working","general elemantary","197","0.381035517818838","0.337590191191945","0.424480844445732","3"
"Reasonable","1995","Not Working","middle vocational","378","0.38505530209932","0.354209310960405","0.415901293238236","3"
"Reasonable","1995","Not Working","vocational + Abi","18","","","","3"
"Reasonable","1995","Not Working","higher vocational","32","0.306270234392187","0.215009782877035","0.397530685907339","3"
"Reasonable","1995","Not Working","higher education","52","0.309080490733073","0.233073516620636","0.38508746484551","3"
"Reasonable","1995","Full Time","in school","2","","","","3"
"Reasonable","1995","Full Time","inadequately","16","","","","3"
"Reasonable","1995","Full Time","general elemantary","93","0.452334920456841","0.384034938215529","0.520634902698154","3"
