"hlf0071_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"2","1999","higher vocational","West Germany","115","0.183753698621899","0.152071099468211","0.215436297775587"
"2","1999","higher vocational","East Germany","38","0.151611189298348","0.106610799973256","0.19661157862344"
"2","1999","higher education","West Germany","204","0.179026683281993","0.156432641298874","0.201620725265113"
"2","1999","higher education","East Germany","144","0.166927552778896","0.141975295147989","0.191879810409802"
"3","1999","in school","West Germany","150","0.724084821819702","0.664338471784653","0.78383117185475"
"3","1999","in school","East Germany","83","0.698483118228668","0.610704808240438","0.786261428216897"
"3","1999","inadequately","West Germany","299","0.721340002239416","0.677782977214839","0.764897027263992"
"3","1999","inadequately","East Germany","14","","",""
"3","1999","general elemantary","West Germany","1563","0.769097840644981","0.750948417138783","0.787247264151178"
"3","1999","general elemantary","East Germany","293","0.818707850615511","0.779557955987223","0.857857745243799"
"3","1999","middle vocational","West Germany","3611","0.737130012307419","0.72474275944301","0.749517265171827"
"3","1999","middle vocational","East Germany","1562","0.752122423073864","0.733575553506237","0.770669292641492"
"3","1999","vocational + Abi","West Germany","298","0.698453193792835","0.655375656537364","0.741530731048306"
"3","1999","vocational + Abi","East Germany","49","0.634910503737609","0.525215169363589","0.74460583811163"
"3","1999","higher vocational","West Germany","406","0.723037431902769","0.686428835818489","0.759646027987048"
"3","1999","higher vocational","East Germany","175","0.727759834928441","0.671909816705007","0.783609853151874"
"3","1999","higher education","West Germany","737","0.666920562634991","0.639143808629392","0.69469731664059"
"3","1999","higher education","East Germany","620","0.711269606765353","0.68094690992937","0.741592303601335"
"4","1999","in school","West Germany","13","","",""
"4","1999","in school","East Germany","3","","",""
"4","1999","inadequately","West Germany","11","","",""
"4","1999","inadequately","East Germany","2","","",""
"4","1999","general elemantary","West Germany","155","0.0889020591414762","0.0766447120494637","0.101159406233489"
"4","1999","general elemantary","East Germany","26","","",""
"4","1999","middle vocational","West Germany","390","0.0992402420282617","0.090826661634635","0.107653822421888"
"4","1999","middle vocational","East Germany","140","0.0685966999492004","0.0577392402457748","0.079454159652626"
"4","1999","vocational + Abi","West Germany","27","","",""
"4","1999","vocational + Abi","East Germany","6","","",""
"4","1999","higher vocational","West Germany","43","0.0653553092071183","0.0451364869998207","0.0855741314144158"
"4","1999","higher vocational","East Germany","24","","",""
"4","1999","higher education","West Germany","128","0.122902163834981","0.103552460454175","0.142251867215788"
"4","1999","higher education","East Germany","78","0.102338429239878","0.0820578601665072","0.122618998313249"
"5","1999","in school","West Germany","","","",""
"5","1999","in school","East Germany","","","",""
"5","1999","inadequately","West Germany","3","","",""
"5","1999","inadequately","East Germany","","","",""
"5","1999","general elemantary","West Germany","8","","",""
"5","1999","general elemantary","East Germany","1","","",""
"5","1999","middle vocational","West Germany","18","","",""
"5","1999","middle vocational","East Germany","10","","",""
"5","1999","vocational + Abi","West Germany","1","","",""
"5","1999","vocational + Abi","East Germany","","","",""
"5","1999","higher vocational","West Germany","4","","",""
"5","1999","higher vocational","East Germany","2","","",""
"5","1999","higher education","West Germany","7","","",""
"5","1999","higher education","East Germany","4","","",""
"1","2000","in school","West Germany","6","","",""
"1","2000","in school","East Germany","3","","",""
"1","2000","inadequately","West Germany","19","","",""
"1","2000","inadequately","East Germany","","","",""
"1","2000","general elemantary","West Germany","72","0.0154157615932584","0.0110312540854642","0.0198002691010526"
"1","2000","general elemantary","East Germany","2","","",""
"1","2000","middle vocational","West Germany","176","0.0172152278050888","0.0146059340651595","0.019824521545018"
"1","2000","middle vocational","East Germany","44","0.0154622096307026","0.0112255407297439","0.0196988785316613"
"1","2000","vocational + Abi","West Germany","19","","",""
"1","2000","vocational + Abi","East Germany","3","","",""
"1","2000","higher vocational","West Germany","36","0.0281751359472332","0.0194383741421356","0.0369118977523308"
"1","2000","higher vocational","East Germany","8","","",""
"1","2000","higher education","West Germany","53","0.0216450838231241","0.0159847167963338","0.0273054508499144"
"1","2000","higher education","East Germany","23","","",""
"2","2000","in school","West Germany","61","0.178827392612163","0.1387950496801","0.218859735544225"
"2","2000","in school","East Germany","27","","",""
"2","2000","inadequately","West Germany","88","0.228470290296482","0.186422817530017","0.270517763062947"
"2","2000","inadequately","East Germany","3","","",""
"2","2000","general elemantary","West Germany","401","0.128282610772592","0.116381605828896","0.140183615716288"
"2","2000","general elemantary","East Germany","64","0.110121871476175","0.0830593293558762","0.137184413596474"
"2","2000","middle vocational","West Germany","1193","0.119946740791299","0.113429165157057","0.126464316425542"
"2","2000","middle vocational","East Germany","468","0.142921110268306","0.130903139568147","0.154939080968464"
"2","2000","vocational + Abi","West Germany","196","0.182673679436991","0.158736841306993","0.206610517566988"
"2","2000","vocational + Abi","East Germany","17","","",""
"2","2000","higher vocational","West Germany","214","0.160322267408905","0.140950166457417","0.179694368360392"
"2","2000","higher vocational","East Germany","68","0.121729808583648","0.093268382799983","0.150191234367312"
"2","2000","higher education","West Germany","442","0.193072133603041","0.177719110785971","0.208425156420112"
"2","2000","higher education","East Germany","181","0.143328753265324","0.124207031582751","0.162450474947896"
"3","2000","in school","West Germany","262","0.737225851859642","0.691245916573112","0.783205787146172"
"3","2000","in school","East Germany","105","0.669972758971193","0.593171151195254","0.746774366747132"
"3","2000","inadequately","West Germany","264","0.698684779826217","0.652733259992679","0.744636299659756"
"3","2000","inadequately","East Germany","17","","",""
"3","2000","general elemantary","West Germany","2296","0.760402350859381","0.745211752273596","0.775592949445166"
"3","2000","general elemantary","East Germany","419","0.818664307786288","0.785355345182228","0.851973270390348"
"3","2000","middle vocational","West Germany","7279","0.761502198032567","0.752953201379404","0.770051194685731"
"3","2000","middle vocational","East Germany","2476","0.756151586837284","0.741406852506956","0.770896321167611"
"3","2000","vocational + Abi","West Germany","709","0.7243586459419","0.696677755035544","0.752039536848257"
"3","2000","vocational + Abi","East Germany","87","0.732690778500582","0.65510887733922","0.810272679661945"
"3","2000","higher vocational","West Germany","1002","0.716938902056542","0.693153820282038","0.740723983831046"
"3","2000","higher vocational","East Germany","375","0.742153071567452","0.704075272561261","0.780230870573643"
"3","2000","higher education","West Germany","1754","0.662584069724728","0.644192447948998","0.680975691500459"
"3","2000","higher education","East Germany","957","0.73430486714786","0.710201193492427","0.758408540803293"
"4","2000","in school","West Germany","23","","",""
"4","2000","in school","East Germany","8","","",""
"4","2000","inadequately","West Germany","9","","",""
"4","2000","inadequately","East Germany","","","",""
"4","2000","general elemantary","West Germany","248","0.0891698001131272","0.0790274290971279","0.0993121711291265"
"4","2000","general elemantary","East Germany","27","","",""
"4","2000","middle vocational","West Germany","823","0.0920305176157801","0.0862317068807137","0.0978293283508465"
"4","2000","middle vocational","East Germany","257","0.0813314331924383","0.0719454193125659","0.0907174470723106"
"4","2000","vocational + Abi","West Germany","70","0.0687593648490197","0.0530836288904146","0.0844351008076249"
"4","2000","vocational + Abi","East Germany","18","","",""
"4","2000","higher vocational","West Germany","120","0.0877928584125416","0.0728511653458383","0.102734551479245"
"4","2000","higher vocational","East Germany","50","0.103087478816455","0.0766194186017598","0.12955553903115"
"4","2000","higher education","West Germany","264","0.108357423227131","0.096267000822322","0.12044784563194"
"4","2000","higher education","East Germany","127","0.09742909094506","0.0812468662619642","0.113611315628156"
"5","2000","in school","West Germany","","","",""
"5","2000","in school","East Germany","1","","",""
"5","2000","inadequately","West Germany","3","","",""
"5","2000","inadequately","East Germany","","","",""
"5","2000","general elemantary","West Germany","16","","",""
"5","2000","general elemantary","East Germany","2","","",""
"5","2000","middle vocational","West Germany","75","0.00930531575526466","0.00737924228358655","0.0112313892269428"
"5","2000","middle vocational","East Germany","13","","",""
"5","2000","vocational + Abi","West Germany","7","","",""
"5","2000","vocational + Abi","East Germany","","","",""
"5","2000","higher vocational","West Germany","6","","",""
"5","2000","higher vocational","East Germany","6","","",""
"5","2000","higher education","West Germany","26","","",""
"5","2000","higher education","East Germany","2","","",""
"1","2001","in school","West Germany","7","","",""
