"plj0047","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Some worries","2010","Mecklenburg-Western Pomerania","no migration background","345","0.573344609739893","0.532706037338552","0.613983182141233"
"Some worries","2010","Mecklenburg-Western Pomerania","direct migration background","8","","",""
"Some worries","2010","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Some worries","2010","Saxony","no migration background","930","0.601138207623127","0.577256784025816","0.625019631220438"
"Some worries","2010","Saxony","direct migration background","20","","",""
"Some worries","2010","Saxony","indirect migration background","12","","",""
"Some worries","2010","Saxony-Anhalt","no migration background","506","0.532591897670366","0.499664364624042","0.56551943071669"
"Some worries","2010","Saxony-Anhalt","direct migration background","10","","",""
"Some worries","2010","Saxony-Anhalt","indirect migration background","7","","",""
"Some worries","2010","Thuringia","no migration background","526","0.53408053913727","0.50189905695009","0.56626202132445"
"Some worries","2010","Thuringia","direct migration background","11","","",""
"Some worries","2010","Thuringia","indirect migration background","7","","",""
"No worries","2010","Schleswig-Holstein","no migration background","105","0.192219209582627","0.161351381093204","0.223087038072049"
"No worries","2010","Schleswig-Holstein","direct migration background","12","","",""
"No worries","2010","Schleswig-Holstein","indirect migration background","1","","",""
"No worries","2010","Hamburg","no migration background","58","0.213317082494482","0.168363384148096","0.258270780840867"
"No worries","2010","Hamburg","direct migration background","12","","",""
"No worries","2010","Hamburg","indirect migration background","4","","",""
"No worries","2010","Lower Saxony","no migration background","364","0.209614190709229","0.191254007797293","0.227974373621164"
"No worries","2010","Lower Saxony","direct migration background","58","0.390006592212486","0.325554755914046","0.454458428510926"
"No worries","2010","Lower Saxony","indirect migration background","20","","",""
"No worries","2010","Bremen","no migration background","34","0.163441427167679","0.103462193432744","0.223420660902613"
"No worries","2010","Bremen","direct migration background","5","","",""
"No worries","2010","Bremen","indirect migration background","3","","",""
"No worries","2010","North Rhine-Westphalia","no migration background","785","0.226140922400567","0.212751773311874","0.23953007148926"
"No worries","2010","North Rhine-Westphalia","direct migration background","256","0.329347037132756","0.298242474535112","0.360451599730401"
"No worries","2010","North Rhine-Westphalia","indirect migration background","80","0.251893533796396","0.205818982405066","0.297968085187726"
"No worries","2010","Hesse","no migration background","267","0.202737772374815","0.180591574923013","0.224883969826616"
"No worries","2010","Hesse","direct migration background","87","0.259763276060331","0.210949609065308","0.308576943055353"
"No worries","2010","Hesse","indirect migration background","20","","",""
"No worries","2010","Rhineland-Palatinate,Saarland","no migration background","298","0.281924905330864","0.254838784463611","0.309011026198118"
"No worries","2010","Rhineland-Palatinate,Saarland","direct migration background","54","0.347940491009877","0.278549209846501","0.417331772173253"
"No worries","2010","Rhineland-Palatinate,Saarland","indirect migration background","21","","",""
"No worries","2010","Baden-Württemberg","no migration background","503","0.230596646991491","0.212910916311407","0.248282377671576"
"No worries","2010","Baden-Württemberg","direct migration background","129","0.30604876768376","0.265160569473335","0.346936965894186"
"No worries","2010","Baden-Württemberg","indirect migration background","62","0.288814886474402","0.229331350724049","0.348298422224756"
"No worries","2010","Bavaria","no migration background","645","0.238298493148174","0.222939988566697","0.253656997729651"
"No worries","2010","Bavaria","direct migration background","121","0.253122203865141","0.212402844975121","0.29384156275516"
"No worries","2010","Bavaria","indirect migration background","41","0.269686783034916","0.206248184807999","0.333125381261832"
"No worries","2010","Berlin","no migration background","130","0.175507578186224","0.148639042443045","0.202376113929404"
"No worries","2010","Berlin","direct migration background","22","","",""
"No worries","2010","Berlin","indirect migration background","8","","",""
"No worries","2010","Brandenburg","no migration background","177","0.178140299574138","0.153334403202732","0.202946195945544"
"No worries","2010","Brandenburg","direct migration background","5","","",""
"No worries","2010","Brandenburg","indirect migration background","2","","",""
"No worries","2010","Mecklenburg-Western Pomerania","no migration background","106","0.172669882696892","0.141614300744509","0.203725464649276"
"No worries","2010","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"No worries","2010","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"No worries","2010","Saxony","no migration background","391","0.225396394083675","0.205017760207891","0.245775027959458"
"No worries","2010","Saxony","direct migration background","7","","",""
"No worries","2010","Saxony","indirect migration background","4","","",""
"No worries","2010","Saxony-Anhalt","no migration background","186","0.241471971583566","0.213227530895234","0.269716412271898"
"No worries","2010","Saxony-Anhalt","direct migration background","2","","",""
"No worries","2010","Saxony-Anhalt","indirect migration background","2","","",""
"No worries","2010","Thuringia","no migration background","203","0.222636944327543","0.19579847116173","0.249475417493356"
"No worries","2010","Thuringia","direct migration background","1","","",""
"No worries","2010","Thuringia","indirect migration background","3","","",""
"Big worries","2011","Schleswig-Holstein","no migration background","112","0.176797272448417","0.145368236761357","0.208226308135477"
"Big worries","2011","Schleswig-Holstein","direct migration background","11","","",""
"Big worries","2011","Schleswig-Holstein","indirect migration background","2","","",""
"Big worries","2011","Hamburg","no migration background","33","0.113355614462035","0.0756105911898201","0.151100637734251"
"Big worries","2011","Hamburg","direct migration background","4","","",""
"Big worries","2011","Hamburg","indirect migration background","2","","",""
"Big worries","2011","Lower Saxony","no migration background","358","0.217524417254399","0.197761103370539","0.237287731138259"
"Big worries","2011","Lower Saxony","direct migration background","36","0.203716969188939","0.142994129608209","0.264439808769668"
"Big worries","2011","Lower Saxony","indirect migration background","7","","",""
"Big worries","2011","Bremen","no migration background","20","","",""
"Big worries","2011","Bremen","direct migration background","2","","",""
"Big worries","2011","Bremen","indirect migration background","","","",""
"Big worries","2011","North Rhine-Westphalia","no migration background","724","0.202012574682741","0.188375751792823","0.21564939757266"
"Big worries","2011","North Rhine-Westphalia","direct migration background","122","0.246305191921745","0.210427230899688","0.282183152943803"
"Big worries","2011","North Rhine-Westphalia","indirect migration background","56","0.288705289640263","0.228959939011917","0.348450640268608"
"Big worries","2011","Hesse","no migration background","225","0.204346616312626","0.18088835376308","0.227804878862173"
"Big worries","2011","Hesse","direct migration background","33","0.185704319153098","0.128737280546582","0.242671357759614"
"Big worries","2011","Hesse","indirect migration background","16","","",""
"Big worries","2011","Rhineland-Palatinate,Saarland","no migration background","158","0.166580871702209","0.143300235786668","0.18986150761775"
"Big worries","2011","Rhineland-Palatinate,Saarland","direct migration background","21","","",""
