"plj0047","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","2004","(2b) intermediate general qualification","Female","178","0.423487712691112","0.372935548858137","0.474039876524087"
"Some worries","2004","(2a) intermediate vocational","Male","1160","0.563296614340121","0.542273062480222","0.584320166200021"
"Some worries","2004","(2a) intermediate vocational","Female","1626","0.55832351492906","0.540117618092056","0.576529411766064"
"Some worries","2004","(2c_gen) general maturity certificate","Male","212","0.526605940603665","0.477553475911141","0.575658405296189"
"Some worries","2004","(2c_gen) general maturity certificate","Female","259","0.553043503484378","0.507004982984203","0.599082023984554"
"Some worries","2004","(2c_voc) vocational maturity certificate","Male","383","0.517409198648235","0.480232146697455","0.554586250599014"
"Some worries","2004","(2c_voc) vocational maturity certificate","Female","494","0.580786988030694","0.547789770093586","0.613784205967803"
"Some worries","2004","(3a) lower tertiary education","Male","551","0.613107527793081","0.581636013400575","0.644579042185588"
"Some worries","2004","(3a) lower tertiary education","Female","481","0.596893598251782","0.562469775425914","0.631317421077649"
"Some worries","2004","(3b) higher tertiary education","Male","876","0.5578215448155","0.5327050196184","0.5829380700126"
"Some worries","2004","(3b) higher tertiary education","Female","629","0.536237338671286","0.50661900875138","0.565855668591193"
"No worries","2004","(0) in school","Male","87","0.271448244672211","0.221621662150946","0.321274827193477"
"No worries","2004","(0) in school","Female","57","0.234449658817842","0.188671131042948","0.280228186592736"
"No worries","2004","(1a) inadequately completed","Male","36","0.316568877764718","0.229248355144306","0.40388940038513"
"No worries","2004","(1a) inadequately completed","Female","45","0.275743129942055","0.204227474437243","0.347258785446867"
"No worries","2004","(1b) general elementary school","Male","208","0.377395973880242","0.338991928545474","0.41580001921501"
"No worries","2004","(1b) general elementary school","Female","375","0.267355019949808","0.243902149588941","0.290807890310675"
"No worries","2004","(1c) basic vocational qualification","Male","843","0.264435222014237","0.249312024052206","0.279558419976269"
"No worries","2004","(1c) basic vocational qualification","Female","587","0.206015262133238","0.19096477220475","0.221065752061725"
"No worries","2004","(2b) intermediate general qualification","Male","64","0.284607688590769","0.227520596892292","0.341694780289247"
"No worries","2004","(2b) intermediate general qualification","Female","87","0.281737653105919","0.235714215371785","0.327761090840053"
"No worries","2004","(2a) intermediate vocational","Male","543","0.250109232922582","0.231751962485743","0.268466503359421"
"No worries","2004","(2a) intermediate vocational","Female","506","0.178762730557355","0.164715529651027","0.192809931463684"
"No worries","2004","(2c_gen) general maturity certificate","Male","94","0.226859018333721","0.185714315838573","0.26800372082887"
"No worries","2004","(2c_gen) general maturity certificate","Female","76","0.167758322563554","0.133158342233944","0.202358302893163"
"No worries","2004","(2c_voc) vocational maturity certificate","Male","144","0.202152341863277","0.172273226745236","0.232031456981317"
"No worries","2004","(2c_voc) vocational maturity certificate","Female","140","0.152523419658043","0.128480697993258","0.176566141322828"
"No worries","2004","(3a) lower tertiary education","Male","193","0.188437905882292","0.163168258075129","0.213707553689454"
"No worries","2004","(3a) lower tertiary education","Female","94","0.113846096198092","0.0915558718930321","0.136136320503152"
"No worries","2004","(3b) higher tertiary education","Male","302","0.22178271563758","0.200772649993577","0.242792781281584"
"No worries","2004","(3b) higher tertiary education","Female","157","0.13829046397507","0.117787780003708","0.158793147946432"
"Big worries","2005","(0) in school","Male","100","0.283330824226749","0.233168977196646","0.333492671256852"
"Big worries","2005","(0) in school","Female","119","0.387301030546122","0.335521687771501","0.439080373320743"
"Big worries","2005","(1a) inadequately completed","Male","31","0.300746369709319","0.213855576084394","0.387637163334244"
"Big worries","2005","(1a) inadequately completed","Female","50","0.37181381464024","0.292042731986947","0.451584897293533"
"Big worries","2005","(1b) general elementary school","Male","142","0.312829710915388","0.274800595767373","0.350858826063404"
"Big worries","2005","(1b) general elementary school","Female","347","0.276849968499867","0.252222208755294","0.301477728244439"
"Big worries","2005","(1c) basic vocational qualification","Male","874","0.284358391562173","0.268432175989565","0.300284607134781"
"Big worries","2005","(1c) basic vocational qualification","Female","814","0.32239652252806","0.304509752092576","0.340283292963543"
"Big worries","2005","(2b) intermediate general qualification","Male","74","0.40382956734855","0.339717304532084","0.467941830165015"
"Big worries","2005","(2b) intermediate general qualification","Female","123","0.352654069414473","0.302811158346506","0.40249698048244"
"Big worries","2005","(2a) intermediate vocational","Male","519","0.253380258818435","0.234584188232228","0.272176329404643"
"Big worries","2005","(2a) intermediate vocational","Female","903","0.342000010578147","0.324227994585723","0.359772026570572"
"Big worries","2005","(2c_gen) general maturity certificate","Male","98","0.263775169498096","0.218316504674694","0.309233834321499"
"Big worries","2005","(2c_gen) general maturity certificate","Female","131","0.351906569688661","0.30682054413856","0.396992595238762"
"Big worries","2005","(2c_voc) vocational maturity certificate","Male","182","0.29282841292961","0.258267915483188","0.327388910376031"
"Big worries","2005","(2c_voc) vocational maturity certificate","Female","276","0.339581342348957","0.307613311830936","0.371549372866978"
"Big worries","2005","(3a) lower tertiary education","Male","239","0.286936138649228","0.257067393664925","0.316804883633531"
"Big worries","2005","(3a) lower tertiary education","Female","266","0.333247549403738","0.299822873550626","0.36667222525685"
"Big worries","2005","(3b) higher tertiary education","Male","413","0.285479883977918","0.262046711437068","0.308913056518767"
"Big worries","2005","(3b) higher tertiary education","Female","392","0.381684034677179","0.352791183154575","0.410576886199782"
"Some worries","2005","(0) in school","Male","136","0.430079349785534","0.374967024385332","0.485191675185737"
"Some worries","2005","(0) in school","Female","151","0.436190118723789","0.38347770714678","0.488902530300797"
"Some worries","2005","(1a) inadequately completed","Male","50","0.467953154798841","0.373409512803781","0.562496796793902"
"Some worries","2005","(1a) inadequately completed","Female","64","0.471792998882131","0.389395058295453","0.55419093946881"
"Some worries","2005","(1b) general elementary school","Male","275","0.426274020950254","0.385711332898884","0.466836709001624"
"Some worries","2005","(1b) general elementary school","Female","603","0.482716945061454","0.455212754871594","0.510221135251314"
"Some worries","2005","(1c) basic vocational qualification","Male","1528","0.49677881683861","0.479126863714472","0.514430769962749"
"Some worries","2005","(1c) basic vocational qualification","Female","1382","0.510554188129304","0.491423870732138","0.529684505526469"
"Some worries","2005","(2b) intermediate general qualification","Male","98","0.356865513501839","0.294267576379009","0.419463450624668"
"Some worries","2005","(2b) intermediate general qualification","Female","168","0.465457810659108","0.413423249818001","0.517492371500214"
"Some worries","2005","(2a) intermediate vocational","Male","1117","0.526936333511004","0.505360389099264","0.548512277922745"
"Some worries","2005","(2a) intermediate vocational","Female","1457","0.515672458041178","0.496949811270606","0.53439510481175"
"Some worries","2005","(2c_gen) general maturity certificate","Male","183","0.54250414435011","0.491112844524784","0.593895444175436"
"Some worries","2005","(2c_gen) general maturity certificate","Female","246","0.532507908067027","0.48540370927362","0.579612106860434"
"Some worries","2005","(2c_voc) vocational maturity certificate","Male","356","0.552823287731233","0.515062266555501","0.590584308906964"
"Some worries","2005","(2c_voc) vocational maturity certificate","Female","449","0.526184134678536","0.492478075601788","0.559890193755284"
"Some worries","2005","(3a) lower tertiary education","Male","503","0.558422077333159","0.525631799023266","0.591212355643052"
"Some worries","2005","(3a) lower tertiary education","Female","429","0.566662799757189","0.531524823116931","0.601800776397447"
"Some worries","2005","(3b) higher tertiary education","Male","766","0.52753200941447","0.501629209660929","0.553434809168011"
"Some worries","2005","(3b) higher tertiary education","Female","577","0.491795337706378","0.462061928731338","0.521528746681417"
"No worries","2005","(0) in school","Male","74","0.286589825987717","0.236255149949578","0.336924502025856"
"No worries","2005","(0) in school","Female","70","0.176508850730089","0.135984007448455","0.217033694011723"
"No worries","2005","(1a) inadequately completed","Male","26","","",""
"No worries","2005","(1a) inadequately completed","Female","27","","",""
"No worries","2005","(1b) general elementary school","Male","154","0.260896268134358","0.224878510782642","0.296914025486073"
"No worries","2005","(1b) general elementary school","Female","318","0.240433086438679","0.216911392245426","0.263954780631933"
"No worries","2005","(1c) basic vocational qualification","Male","680","0.218862791599217","0.204265193460487","0.233460389737947"
"No worries","2005","(1c) basic vocational qualification","Female","427","0.167049289342637","0.152774131682259","0.181324447003014"
