"plj0014_v3","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2012","Couple + C. LE and GT 16","higher education","17","","","","2"
"Yes","2012","Single parent ","in school","131","0.955288362895433","0.920425846116837","0.990150879674028","1"
"Yes","2012","Single parent ","inadequately","48","0.795036495438933","0.689309502778938","0.900763488098929","1"
"Yes","2012","Single parent ","general elemantary","413","0.916480953112029","0.8907467281847","0.942215178039357","1"
"Yes","2012","Single parent ","middle vocational","1272","0.922815382814026","0.908352095653508","0.937278669974544","1"
"Yes","2012","Single parent ","vocational + Abi","227","0.825680637014572","0.778175134767134","0.87318613926201","1"
"Yes","2012","Single parent ","higher vocational","95","1","1","1","1"
"Yes","2012","Single parent ","higher education","396","0.937475725793781","0.914210580404699","0.960740871182864","1"
"Yes","2012","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2012","Couple + C. LE 16 ","inadequately","73","0.45321645959434","0.366295728255967","0.540137190932713","1"
"Yes","2012","Couple + C. LE 16 ","general elemantary","428","0.690934179932248","0.652173124174796","0.729695235689699","1"
"Yes","2012","Couple + C. LE 16 ","middle vocational","3198","0.887844647122038","0.87726110042369","0.898428193820385","1"
"Yes","2012","Couple + C. LE 16 ","vocational + Abi","688","0.852937166211962","0.827953887932618","0.877920444491307","1"
"Yes","2012","Couple + C. LE 16 ","higher vocational","487","0.951049961692321","0.932305741210976","0.969794182173666","1"
"Yes","2012","Couple + C. LE 16 ","higher education","1774","0.85394510907327","0.838197393576603","0.869692824569937","1"
"Yes","2012","1-pers.-HH","vocational + Abi","212","0.971085006081209","0.948942492103071","0.993227520059347","1"
"Yes","2012","1-pers.-HH","higher vocational","215","0.98127701112252","0.963284024952944","0.999269997292095","1"
"Yes","2012","1-pers.-HH","higher education","806","0.97418859100945","0.963354922341616","0.985022259677284","1"
"Yes","2012","(Married) couple without C. ","in school","6","","","","1"
"Yes","2012","(Married) couple without C. ","inadequately","47","0.612718949451697","0.492431145531933","0.733006753371461","1"
"Yes","2012","Couple + C. GT 16 ","vocational + Abi","159","0.925516247542818","0.885813894415428","0.965218600670209","1"
"Yes","2012","Couple + C. GT 16 ","higher vocational","201","0.944644649674261","0.913341704767038","0.975947594581484","1"
"Yes","2012","Couple + C. GT 16 ","higher education","536","0.884408479251436","0.857926922314787","0.910890036188086","1"
"Yes","2012","Couple + C. LE and GT 16","in school","166","0.848051605658883","0.795755662302037","0.900347549015729","1"
"Yes","2012","Couple + C. LE and GT 16","inadequately","26","","","","1"
"Yes","2012","Couple + C. LE and GT 16","higher education","281","0.864199681271466","0.825304356288675","0.903095006254257","1"
"Yes","2012","1-pers.-HH","in school","6","","","","1"
"Yes","2012","1-pers.-HH","inadequately","39","0.778226354159084","0.659456261026086","0.896996447292082","1"
"Yes","2012","1-pers.-HH","general elemantary","472","0.94775536489566","0.928093055959108","0.967417673832212","1"
"Yes","2012","1-pers.-HH","middle vocational","1877","0.961489232076632","0.952877567784717","0.970100896368547","1"
"Yes","2012","(Married) couple without C. ","general elemantary","640","0.848237315742771","0.821846057071954","0.874628574413587","1"
"Yes","2012","(Married) couple without C. ","middle vocational","4169","0.956168537198876","0.950020966975112","0.96231610742264","1"
"Yes","2012","(Married) couple without C. ","vocational + Abi","367","0.889417886352105","0.858607160636234","0.920228612067975","1"
"Yes","2012","(Married) couple without C. ","higher vocational","637","0.958837256359636","0.943540998524524","0.974133514194747","1"
"Yes","2012","(Married) couple without C. ","higher education","2024","0.93687762643876","0.926434355379565","0.947320897497955","1"
"Yes","2012","Couple + C. GT 16 ","in school","139","0.979244225904547","0.955628622296471","1.00285982951262","1"
"Yes","2012","Couple + C. GT 16 ","inadequately","18","","","","1"
"Yes","2012","Couple + C. GT 16 ","general elemantary","274","0.816638174421592","0.773281428576081","0.859994920267102","1"
"Yes","2012","Couple + C. GT 16 ","middle vocational","1541","0.929266793287982","0.916665027269042","0.941868559306923","1"
"Yes","2012","Couple + C. LE and GT 16","general elemantary","224","0.642743260086302","0.589052894788495","0.696433625384109","1"
"Yes","2012","Couple + C. LE and GT 16","middle vocational","780","0.864663776479049","0.841612574878713","0.887714978079384","1"
"Yes","2012","Couple + C. LE and GT 16","vocational + Abi","133","0.759028615590262","0.690587942429237","0.827469288751288","1"
"Yes","2012","Couple + C. LE and GT 16","higher vocational","117","0.948714370244978","0.909411796460349","0.988016944029606","1"
"No","2013","1-pers.-HH","in school","","","","","2"
"No","2013","1-pers.-HH","inadequately","9","","","","2"
"No","2013","1-pers.-HH","general elemantary","22","","","","2"
"No","2013","1-pers.-HH","middle vocational","34","0.0222353038578215","0.0154406471706517","0.0290299605449913","2"
"No","2013","1-pers.-HH","vocational + Abi","3","","","","2"
"No","2013","1-pers.-HH","higher vocational","3","","","","2"
"No","2013","1-pers.-HH","higher education","16","","","","2"
"No","2013","(Married) couple without C. ","in school","2","","","","2"
"No","2013","(Married) couple without C. ","inadequately","13","","","","2"
"No","2013","(Married) couple without C. ","general elemantary","56","0.114604095835324","0.090040007193613","0.139168184477035","2"
"No","2013","(Married) couple without C. ","middle vocational","76","0.0315464364725849","0.0261168524659893","0.0369760204791805","2"
"No","2013","(Married) couple without C. ","vocational + Abi","26","","","","2"
"No","2013","(Married) couple without C. ","higher vocational","11","","","","2"
"No","2013","(Married) couple without C. ","higher education","58","0.0455777835678589","0.0365624166519249","0.0545931504837929","2"
"No","2013","Single parent ","in school","4","","","","2"
"No","2013","Single parent ","inadequately","5","","","","2"
"No","2013","Single parent ","general elemantary","27","","","","2"
"No","2013","Single parent ","middle vocational","35","0.0295343694683816","0.020245204296118","0.0388235346406452","2"
"No","2013","Single parent ","vocational + Abi","18","","","","2"
"No","2013","Single parent ","higher vocational","","","","","2"
"No","2013","Single parent ","higher education","17","","","","2"
"No","2013","Couple + C. LE 16 ","in school","","","","","2"
"No","2013","Couple + C. LE 16 ","inadequately","47","0.35987246637849","0.270179308964206","0.449565623792774","2"
"No","2013","Couple + C. LE 16 ","general elemantary","99","0.214671537217577","0.177629915370648","0.251713159064506","2"
"No","2013","Couple + C. LE 16 ","middle vocational","187","0.0609038788150818","0.0523317241844447","0.0694760334457189","2"
"No","2013","Couple + C. LE 16 ","vocational + Abi","71","0.0670141341787309","0.0483974551376829","0.085630813219779","2"
"No","2013","Couple + C. LE 16 ","higher vocational","17","","","","2"
"No","2013","Couple + C. LE 16 ","higher education","145","0.0745138888679829","0.0622173012742291","0.0868104764617368","2"
"No","2013","Couple + C. GT 16 ","in school","3","","","","2"
"No","2013","Couple + C. GT 16 ","inadequately","5","","","","2"
"No","2013","Couple + C. GT 16 ","general elemantary","29","","","","2"
"No","2013","Couple + C. GT 16 ","middle vocational","49","0.0456956119091854","0.0348722848697781","0.0565189389485926","2"
"No","2013","Couple + C. GT 16 ","vocational + Abi","10","","","","2"
"No","2013","Couple + C. GT 16 ","higher vocational","3","","","","2"
"No","2013","Couple + C. GT 16 ","higher education","23","","","","2"
"No","2013","Couple + C. LE and GT 16","in school","10","","","","2"
"No","2013","Couple + C. LE and GT 16","inadequately","22","","","","2"
"No","2013","Couple + C. LE and GT 16","general elemantary","66","0.228551142978183","0.179971713356877","0.27713057259949","2"
"No","2013","Couple + C. LE and GT 16","middle vocational","54","0.0720687655561092","0.0544331953685894","0.089704335743629","2"
"No","2013","Couple + C. LE and GT 16","vocational + Abi","13","","","","2"
"No","2013","Couple + C. LE and GT 16","higher vocational","6","","","","2"
"No","2013","Couple + C. LE and GT 16","higher education","16","","","","2"
"Yes","2013","1-pers.-HH","vocational + Abi","211","0.986894132644095","0.971656785150432","1.00213148013776","1"
"Yes","2013","1-pers.-HH","higher vocational","203","0.989387472238466","0.975394592423561","1.00338035205337","1"
"Yes","2013","1-pers.-HH","higher education","797","0.982198507371049","0.973109202670291","0.991287812071806","1"
"Yes","2013","(Married) couple without C. ","in school","4","","","","1"
"Yes","2013","Single parent ","in school","121","0.967414291399692","0.936289036362814","0.998539546436569","1"
"Yes","2013","Single parent ","inadequately","39","0.92718179936698","0.850406030695038","1.00395756803892","1"
"Yes","2013","Single parent ","general elemantary","376","0.946441712095335","0.924460286906148","0.968423137284523","1"
"Yes","2013","Single parent ","middle vocational","1241","0.970465630531618","0.961176465359355","0.979754795703882","1"
"Yes","2013","Single parent ","vocational + Abi","195","0.925625359282649","0.890389217249397","0.9608615013159","1"
"Yes","2013","Single parent ","higher vocational","86","1","1","1","1"
"Yes","2013","Single parent ","higher education","357","0.961305587445287","0.941759170788044","0.98085200410253","1"
"Yes","2013","Couple + C. LE 16 ","in school","1","","","","1"
"Yes","2013","Couple + C. LE 16 ","inadequately","63","0.64012753362151","0.550434376207226","0.729820691035794","1"
"Yes","2013","Couple + C. LE 16 ","general elemantary","373","0.785328462782423","0.748286840935494","0.822370084629352","1"
"Yes","2013","Couple + C. LE 16 ","middle vocational","2803","0.939096121184918","0.930523966554281","0.947668275815555","1"
"Yes","2013","Couple + C. LE 16 ","vocational + Abi","622","0.932985865821269","0.914369186780221","0.951602544862317","1"
"Yes","2013","Couple + C. LE 16 ","higher vocational","439","0.977093475942601","0.963362123238289","0.990824828646914","1"
"Yes","2013","Couple + C. LE 16 ","higher education","1607","0.925486111132017","0.913189523538263","0.937782698725771","1"
"Yes","2013","1-pers.-HH","in school","3","","","","1"
"Yes","2013","1-pers.-HH","inadequately","39","0.801191799423846","0.688286879440287","0.914096719407405","1"
"Yes","2013","1-pers.-HH","general elemantary","432","0.95070799095069","0.930795206324467","0.970620775576912","1"
"Yes","2013","1-pers.-HH","middle vocational","1775","0.977764696142179","0.970970039455009","0.984559352829348","1"
"Yes","2013","(Married) couple without C. ","inadequately","44","0.660366124599774","0.537421779781205","0.783310469418342","1"
"Yes","2013","Couple + C. GT 16 ","vocational + Abi","143","0.901875548391054","0.854738291759232","0.949012805022876","1"
"Yes","2013","Couple + C. GT 16 ","higher vocational","175","0.985746549619587","0.968333263871236","1.00315983536794","1"
"Yes","2013","Couple + C. GT 16 ","higher education","493","0.928661400210728","0.906453155825146","0.950869644596309","1"
"Yes","2013","Couple + C. LE and GT 16","in school","175","0.957890233868722","0.92894936841123","0.986831099326213","1"
"Yes","2013","Couple + C. LE and GT 16","inadequately","18","","","","1"
"Yes","2013","Couple + C. LE and GT 16","higher education","296","0.942188216355167","0.916291314401538","0.968085118308795","1"
"Yes","2013","Couple + C. GT 16 ","inadequately","14","","","","1"
"Yes","2013","Couple + C. LE and GT 16","middle vocational","772","0.927931234443891","0.910295664256371","0.945566804631411","1"
"Yes","2013","Couple + C. LE and GT 16","vocational + Abi","126","0.942493742492265","0.903791379579752","0.981196105404779","1"
"Yes","2013","(Married) couple without C. ","general elemantary","590","0.885395904164676","0.860831815522965","0.909959992806387","1"
"Yes","2013","(Married) couple without C. ","middle vocational","3905","0.968453563527415","0.96302397952082","0.973883147534011","1"
"Yes","2013","Couple + C. GT 16 ","in school","124","0.9940717138883","0.980720533418193","1.00742289435841","1"
"Yes","2013","Couple + C. GT 16 ","general elemantary","243","0.884221945994876","0.84619798054293","0.922245911446823","1"
"Yes","2013","Couple + C. GT 16 ","middle vocational","1381","0.954304388090815","0.943481061051407","0.965127715130222","1"
"Yes","2013","Couple + C. LE and GT 16","general elemantary","221","0.771448857021817","0.72286942740051","0.820028286643123","1"
"Yes","2013","(Married) couple without C. ","vocational + Abi","327","0.910153311944901","0.880322226808138","0.939984397081663","1"
"Yes","2013","Couple + C. LE and GT 16","higher vocational","131","0.939995846406577","0.900227143000158","0.979764549812996","1"
"Yes","2013","(Married) couple without C. ","higher vocational","595","0.961740008554019","0.946467405832967","0.97701261127507","1"
"Yes","2013","(Married) couple without C. ","higher education","1998","0.954422216432141","0.945406849516207","0.963437583348075","1"
