"plj0014_v3","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"No","2005","Mecklenburg-Western Pomerania","Part Time","","","",""
"No","2005","Mecklenburg-Western Pomerania","Not Working","","","",""
"No","2005","Saxony","Full Time","3","","",""
"No","2005","Saxony","Part Time","1","","",""
"No","2005","Saxony","Not Working","2","","",""
"No","2005","Saxony-Anhalt","Full Time","","","",""
"No","2005","Saxony-Anhalt","Part Time","","","",""
"No","2005","Saxony-Anhalt","Not Working","","","",""
"No","2005","Thuringia","Full Time","","","",""
"No","2005","Thuringia","Part Time","","","",""
"No","2005","Thuringia","Not Working","2","","",""
"Yes","2006","Schleswig-Holstein","Full Time","232","0.927038865635544","0.894204069092987","0.959873662178101"
"Yes","2006","Schleswig-Holstein","Part Time","154","0.951967606317713","0.919039346184744","0.984895866450682"
"Yes","2006","Schleswig-Holstein","Not Working","264","0.948780187139369","0.922630375515412","0.974929998763325"
"Yes","2006","Hamburg","Full Time","108","0.960315673247464","0.924161736271027","0.996469610223901"
"Yes","2006","Hamburg","Part Time","59","0.92910770905397","0.865224785418393","0.992990632689546"
"Yes","2006","Hamburg","Not Working","123","0.911883054713005","0.864242377522386","0.959523731903624"
"Yes","2006","Lower Saxony","Full Time","687","0.942728876831718","0.925649400691564","0.959808352971872"
"Yes","2006","Lower Saxony","Part Time","466","0.963675079603872","0.947109077933338","0.980241081274406"
"Yes","2006","Lower Saxony","Not Working","735","0.935642083175094","0.91836568907254","0.952918477277648"
"Yes","2006","Bremen","Full Time","50","0.995814795445644","0.978096961182147","1.01353262970914"
"Yes","2006","Bremen","Part Time","34","0.963369376239836","0.901134669953551","1.02560408252612"
"Yes","2006","Bremen","Not Working","58","0.989091921799779","0.962587731933792","1.01559611166577"
"Yes","2006","North Rhine-Westphalia","Full Time","1554","0.896275838136083","0.881764883694841","0.910786792577326"
"Yes","2006","North Rhine-Westphalia","Part Time","956","0.909013651643018","0.891560283180352","0.926467020105685"
"Yes","2006","North Rhine-Westphalia","Not Working","1640","0.876643389286811","0.86155616481603","0.891730613757593"
"Yes","2006","Hesse","Full Time","554","0.864666064939505","0.837519759216219","0.891812370662791"
"Yes","2006","Hesse","Part Time","324","0.841596869892492","0.803984756121106","0.879208983663879"
"Yes","2006","Hesse","Not Working","459","0.866621902457688","0.837172926311809","0.896070878603567"
"Yes","2006","Rhineland-Palatinate,Saarland","Full Time","456","0.923678061974036","0.900023744597957","0.947332379350116"
"Yes","2006","Rhineland-Palatinate,Saarland","Part Time","295","0.887265038376079","0.852449392599764","0.922080684152394"
"Yes","2006","Rhineland-Palatinate,Saarland","Not Working","466","0.924377182712474","0.90099105162405","0.947763313800899"
"Yes","2006","Baden-Württemberg","Full Time","944","0.861494371910727","0.841090416567784","0.881898327253669"
"Yes","2006","Baden-Württemberg","Part Time","531","0.853865266319665","0.825764048227227","0.881966484412103"
"Yes","2006","Baden-Württemberg","Not Working","845","0.82147913371711","0.798035284506791","0.844922982927429"
"Yes","2006","Bavaria","Full Time","1169","0.906507413239961","0.890388089283918","0.922626737196004"
"Yes","2006","Bavaria","Part Time","738","0.890014351500425","0.868265764737681","0.911762938263169"
"Yes","2006","Bavaria","Not Working","1025","0.893605874592885","0.875458485538869","0.911753263646902"
"Yes","2006","Berlin","Full Time","296","0.949966407747642","0.925618721347458","0.974314094147825"
"Yes","2006","Berlin","Part Time","166","0.89991529621032","0.855950380335085","0.943880212085555"
"Yes","2006","Berlin","Not Working","284","0.938959958740252","0.911869372132465","0.96605054534804"
"Yes","2006","Brandenburg","Full Time","345","1","1","1"
"Yes","2006","Brandenburg","Part Time","191","0.996137829212064","0.9873643281989","1.00491133022523"
"Yes","2006","Brandenburg","Not Working","406","0.993137164261967","0.985126391203543","1.00114793732039"
"Yes","2006","Mecklenburg-Western Pomerania","Full Time","211","1","1","1"
"Yes","2006","Mecklenburg-Western Pomerania","Part Time","114","1","1","1"
"Yes","2006","Mecklenburg-Western Pomerania","Not Working","227","0.999002723353475","0.994905668031781","1.00309977867517"
"Yes","2006","Saxony","Full Time","631","0.995508418213016","0.990299250255103","1.00071758617093"
"Yes","2006","Saxony","Part Time","296","0.998815273189614","0.994903068565914","1.00272747781332"
"Yes","2006","Saxony","Not Working","654","0.992880084736715","0.986446071002058","0.999314098471373"
"Yes","2006","Saxony-Anhalt","Full Time","345","1","1","1"
"Yes","2006","Saxony-Anhalt","Part Time","177","0.983783198915155","0.965331169680817","1.00223522814949"
"Yes","2006","Saxony-Anhalt","Not Working","388","0.99213308355712","0.983387429546071","1.00087873756817"
"Yes","2006","Thuringia","Full Time","348","1","1","1"
"Yes","2006","Thuringia","Part Time","198","1","1","1"
"Yes","2006","Thuringia","Not Working","406","0.99072221945892","0.981419369664738","1.0000250692531"
"No","2006","Schleswig-Holstein","Full Time","9","","",""
"No","2006","Schleswig-Holstein","Part Time","8","","",""
"No","2006","Schleswig-Holstein","Not Working","9","","",""
"No","2006","Hamburg","Full Time","4","","",""
"No","2006","Hamburg","Part Time","3","","",""
"No","2006","Hamburg","Not Working","13","","",""
"No","2006","Lower Saxony","Full Time","24","","",""
"No","2006","Lower Saxony","Part Time","24","","",""
"No","2006","Lower Saxony","Not Working","40","0.0643579168249056","0.0470815227223517","0.0816343109274596"
"No","2006","Bremen","Full Time","1","","",""
"No","2006","Bremen","Part Time","1","","",""
"No","2006","Bremen","Not Working","1","","",""
"No","2006","North Rhine-Westphalia","Full Time","142","0.103724161863917","0.0892132074226743","0.118235116305159"
"No","2006","North Rhine-Westphalia","Part Time","87","0.0909863483569816","0.0735329798943146","0.108439716819648"
"No","2006","North Rhine-Westphalia","Not Working","185","0.123356610713189","0.108269386242407","0.13844383518397"
"No","2006","Hesse","Full Time","56","0.135333935060495","0.108187629337209","0.162480240783781"
"No","2006","Hesse","Part Time","38","0.158403130107507","0.120791016336121","0.196015243878894"
"No","2006","Hesse","Not Working","53","0.133378097542312","0.103929121396432","0.162827073688191"
"No","2006","Rhineland-Palatinate,Saarland","Full Time","28","","",""
"No","2006","Rhineland-Palatinate,Saarland","Part Time","22","","",""
"No","2006","Rhineland-Palatinate,Saarland","Not Working","25","","",""
"No","2006","Baden-Württemberg","Full Time","157","0.138505628089273","0.118101672746331","0.158909583432216"
"No","2006","Baden-Württemberg","Part Time","76","0.146134733680335","0.118033515587897","0.174235951772773"
"No","2006","Baden-Württemberg","Not Working","180","0.17852086628289","0.155077017072571","0.201964715493209"
"No","2006","Bavaria","Full Time","84","0.0934925867600391","0.0773732628039963","0.109611910716082"
"No","2006","Bavaria","Part Time","57","0.109985648499575","0.0882370617368313","0.131734235262319"
"No","2006","Bavaria","Not Working","84","0.106394125407115","0.0882467363530983","0.124541514461131"
"No","2006","Berlin","Full Time","12","","",""
"No","2006","Berlin","Part Time","13","","",""
"No","2006","Berlin","Not Working","16","","",""
"No","2006","Brandenburg","Full Time","","","",""
"No","2006","Brandenburg","Part Time","1","","",""
"No","2006","Brandenburg","Not Working","2","","",""
"No","2006","Mecklenburg-Western Pomerania","Full Time","","","",""
"No","2006","Mecklenburg-Western Pomerania","Part Time","","","",""
"No","2006","Mecklenburg-Western Pomerania","Not Working","1","","",""
"No","2006","Saxony","Full Time","2","","",""
"No","2006","Saxony","Part Time","1","","",""
"No","2006","Saxony","Not Working","2","","",""
"No","2006","Saxony-Anhalt","Full Time","","","",""
"No","2006","Saxony-Anhalt","Part Time","3","","",""
"No","2006","Saxony-Anhalt","Not Working","4","","",""
"No","2006","Thuringia","Full Time","","","",""
"No","2006","Thuringia","Part Time","","","",""
"No","2006","Thuringia","Not Working","2","","",""
"Yes","2007","Schleswig-Holstein","Full Time","203","0.929510211888209","0.894972222745952","0.964048201030465"
"Yes","2007","Schleswig-Holstein","Part Time","143","0.951574407818943","0.916990339524904","0.986158476112982"
"Yes","2007","Schleswig-Holstein","Not Working","247","0.942438797995896","0.913963188084104","0.970914407907688"
"Yes","2007","Hamburg","Full Time","102","0.950513046877994","0.909225454603673","0.991800639152314"
"Yes","2007","Hamburg","Part Time","60","0.949489626243573","0.895836688424117","1.00314256406303"
"Yes","2007","Hamburg","Not Working","114","0.89340682635583","0.839736336368614","0.947077316343046"
"Yes","2007","Lower Saxony","Full Time","647","0.938355254338992","0.920116652713646","0.956593855964339"
"Yes","2007","Lower Saxony","Part Time","437","0.93998213695959","0.9182766646993","0.961687609219881"
"Yes","2007","Lower Saxony","Not Working","685","0.946714764655311","0.930217151589103","0.963212377721518"
"Yes","2007","Bremen","Full Time","52","1","1","1"
"Yes","2007","Bremen","Part Time","30","0.952463531197533","0.877559553539386","1.02736750885568"
"Yes","2007","Bremen","Not Working","64","0.987939403077821","0.961403066445943","1.0144757397097"
"Yes","2007","North Rhine-Westphalia","Full Time","1460","0.908344537259523","0.894094621613441","0.922594452905606"
"Yes","2007","North Rhine-Westphalia","Part Time","908","0.882876702570941","0.86288606835556","0.902867336786321"
"Yes","2007","North Rhine-Westphalia","Not Working","1505","0.898238224988898","0.883659109617699","0.912817340360097"
"Yes","2007","Hesse","Full Time","517","0.903619365302014","0.879155231528197","0.92808349907583"
"Yes","2007","Hesse","Part Time","321","0.803935407498688","0.763093601098239","0.844777213899137"
"Yes","2007","Hesse","Not Working","426","0.869287104205519","0.839036800584443","0.899537407826595"
"Yes","2007","Rhineland-Palatinate,Saarland","Full Time","406","0.937485872346516","0.91460432885707","0.960367415835961"
"Yes","2007","Rhineland-Palatinate,Saarland","Part Time","267","0.923764741947225","0.892791820912744","0.954737662981707"
"Yes","2007","Rhineland-Palatinate,Saarland","Not Working","444","0.917105230515106","0.892124892319668","0.942085568710544"
"Yes","2007","Baden-Württemberg","Full Time","854","0.850475554641776","0.828329037369485","0.872622071914067"
"Yes","2007","Baden-Württemberg","Part Time","498","0.846519745772039","0.8168508513622","0.876188640181879"
"Yes","2007","Baden-Württemberg","Not Working","792","0.812144662996614","0.787214752977952","0.837074573015277"
"Yes","2007","Bavaria","Full Time","1113","0.905810847173805","0.889229142832843","0.922392551514766"
"Yes","2007","Bavaria","Part Time","664","0.867987621964592","0.843296343046189","0.892678900882996"
"Yes","2007","Bavaria","Not Working","983","0.887425615838903","0.868371168030035","0.90648006364777"
"Yes","2007","Berlin","Full Time","289","0.967591049895339","0.947451569161899","0.987730530628779"
"Yes","2007","Berlin","Part Time","168","0.872650256439621","0.824482288268019","0.920818224611223"
"Yes","2007","Berlin","Not Working","262","0.940702967856569","0.912788813235807","0.968617122477331"
"Yes","2007","Brandenburg","Full Time","312","0.986653526542069","0.973981139932012","0.999325913152126"
"Yes","2007","Brandenburg","Part Time","167","1","1","1"
"Yes","2007","Brandenburg","Not Working","383","0.992771572013686","0.9843097415085","1.00123340251887"
"Yes","2007","Mecklenburg-Western Pomerania","Full Time","201","0.998488386811209","0.993130861252637","1.00384591236978"
"Yes","2007","Mecklenburg-Western Pomerania","Part Time","106","1","1","1"
"Yes","2007","Mecklenburg-Western Pomerania","Not Working","205","1","1","1"
"Yes","2007","Saxony","Full Time","606","0.995329534964924","0.989910027615049","1.0007490423148"
"Yes","2007","Saxony","Part Time","298","0.998636474234134","0.994453859303141","1.00281908916513"
"Yes","2007","Saxony","Not Working","609","0.991936363483536","0.984844916456899","0.999027810510172"
"Yes","2007","Saxony-Anhalt","Full Time","329","1","1","1"
"Yes","2007","Saxony-Anhalt","Part Time","170","1","1","1"
"Yes","2007","Saxony-Anhalt","Not Working","376","1","1","1"
"Yes","2007","Thuringia","Full Time","343","1","1","1"
"Yes","2007","Thuringia","Part Time","172","1","1","1"
"Yes","2007","Thuringia","Not Working","399","0.988654598020548","0.978288671071025","0.999020524970071"
"No","2007","Schleswig-Holstein","Full Time","8","","",""
"No","2007","Schleswig-Holstein","Part Time","5","","",""
"No","2007","Schleswig-Holstein","Not Working","10","","",""
"No","2007","Hamburg","Full Time","4","","",""
"No","2007","Hamburg","Part Time","4","","",""
"No","2007","Hamburg","Not Working","13","","",""
"No","2007","Lower Saxony","Full Time","21","","",""
"No","2007","Lower Saxony","Part Time","23","","",""
"No","2007","Lower Saxony","Not Working","27","","",""
"No","2007","Bremen","Full Time","","","",""
"No","2007","Bremen","Part Time","1","","",""
"No","2007","Bremen","Not Working","1","","",""
"No","2007","North Rhine-Westphalia","Full Time","115","0.0916554627404765","0.0774055470943936","0.105905378386559"
"No","2007","North Rhine-Westphalia","Part Time","86","0.117123297429059","0.0971326632136787","0.13711393164444"
"No","2007","North Rhine-Westphalia","Not Working","147","0.101761775011102","0.0871826596399027","0.116340890382301"
"No","2007","Hesse","Full Time","42","0.0963806346979863","0.0719165009241696","0.120844768471803"
"No","2007","Hesse","Part Time","42","0.196064592501312","0.155222786100863","0.236906398901761"
"No","2007","Hesse","Not Working","51","0.130712895794481","0.100462592173405","0.160963199415557"
"No","2007","Rhineland-Palatinate,Saarland","Full Time","24","","",""
"No","2007","Rhineland-Palatinate,Saarland","Part Time","15","","",""
"No","2007","Rhineland-Palatinate,Saarland","Not Working","24","","",""
"No","2007","Baden-Württemberg","Full Time","142","0.149524445358224","0.127377928085933","0.171670962630515"
"No","2007","Baden-Württemberg","Part Time","69","0.153480254227961","0.123811359818121","0.1831491486378"
"No","2007","Baden-Württemberg","Not Working","151","0.187855337003386","0.162925426984723","0.212785247022048"
"No","2007","Bavaria","Full Time","79","0.0941891528261953","0.0776074484852337","0.110770857167157"
"No","2007","Bavaria","Part Time","58","0.132012378035408","0.107321099117004","0.156703656953811"
