"plj0014_v3","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2001","Brandenburg","(Married) couple without C. ","","","","","2"
"No","2001","Schleswig-Holstein","Couple + C. LE and GT 16","4","","","","2"
"No","2001","Brandenburg","Single parent ","","","","","2"
"No","2001","Schleswig-Holstein","Couple + C. LE 16 ","8","","","","2"
"No","2001","Schleswig-Holstein","Couple + C. GT 16 ","8","","","","2"
"No","2001","Schleswig-Holstein","(Married) couple without C. ","4","","","","2"
"No","2001","Schleswig-Holstein","Single parent ","1","","","","2"
"No","2001","Berlin","Couple + C. LE and GT 16","5","","","","2"
"No","2001","Brandenburg","1-pers.-HH","1","","","","2"
"No","2001","Hamburg","(Married) couple without C. ","6","","","","2"
"No","2001","Hamburg","Single parent ","2","","","","2"
"No","2001","Hamburg","Couple + C. LE 16 ","7","","","","2"
"No","2001","Hamburg","Couple + C. GT 16 ","1","","","","2"
"No","2001","Hamburg","Couple + C. LE and GT 16","5","","","","2"
"No","2001","Berlin","Couple + C. LE 16 ","22","","","","2"
"No","2001","Berlin","Single parent ","7","","","","2"
"No","2001","Berlin","Couple + C. GT 16 ","4","","","","2"
"No","2001","Lower Saxony","Single parent ","4","","","","2"
"No","2001","Lower Saxony","Couple + C. LE 16 ","42","0.0848699153652462","0.0590922713712287","0.110647559359264","2"
"No","2001","Lower Saxony","Couple + C. GT 16 ","28","","","","2"
"No","2001","Bavaria","Single parent ","13","","","","2"
"No","2001","Lower Saxony","1-pers.-HH","7","","","","2"
"No","2001","Lower Saxony","(Married) couple without C. ","23","","","","2"
"No","2001","Berlin","1-pers.-HH","6","","","","2"
"No","2001","Berlin","(Married) couple without C. ","2","","","","2"
"No","2001","Bavaria","Couple + C. LE and GT 16","25","","","","2"
"No","2001","Lower Saxony","Couple + C. LE and GT 16","21","","","","2"
"No","2001","Bremen","1-pers.-HH","3","","","","2"
"No","2001","Bremen","(Married) couple without C. ","3","","","","2"
"No","2001","Bremen","Single parent ","","","","","2"
"No","2001","Bremen","Couple + C. LE 16 ","5","","","","2"
"No","2001","Bremen","Couple + C. GT 16 ","","","","","2"
"No","2001","Bremen","Couple + C. LE and GT 16","3","","","","2"
"No","2001","Baden-Württemberg","Single parent ","34","0.222200715451413","0.150460986411338","0.293940444491487","2"
"No","2001","Baden-Württemberg","Couple + C. LE 16 ","167","0.23934821816723","0.206082447077115","0.272613989257346","2"
"No","2001","Baden-Württemberg","Couple + C. LE and GT 16","69","0.256481362305497","0.201233394776628","0.311729329834367","2"
"No","2001","Bavaria","1-pers.-HH","31","0.062670263305283","0.0397620709829987","0.0855784556275672","2"
"No","2001","Bavaria","(Married) couple without C. ","80","0.0802128691247746","0.0625843284627847","0.0978414097867644","2"
"No","2001","Bavaria","Couple + C. LE 16 ","72","0.113371079172349","0.0892014799908277","0.13754067835387","2"
"No","2001","Bavaria","Couple + C. GT 16 ","49","0.0881572231514175","0.0646327490370354","0.1116816972658","2"
"No","2001","North Rhine-Westphalia","1-pers.-HH","33","0.0474533868427504","0.030798654783046","0.0641081189024547","2"
"No","2001","North Rhine-Westphalia","(Married) couple without C. ","136","0.0823590597538847","0.0685478142450048","0.0961703052627647","2"
"No","2001","North Rhine-Westphalia","Single parent ","16","","","","2"
"No","2001","North Rhine-Westphalia","Couple + C. LE 16 ","168","0.14585791074525","0.124589486587565","0.167126334902936","2"
"No","2001","North Rhine-Westphalia","Couple + C. GT 16 ","117","0.121143685065451","0.0975061666895034","0.144781203441398","2"
"No","2001","Rhineland-Palatinate,Saarland","Single parent ","5","","","","2"
"No","2001","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","37","0.0992516988735709","0.0681485316760325","0.130354866071109","2"
"No","2001","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","24","","","","2"
"No","2001","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","13","","","","2"
"No","2001","Baden-Württemberg","1-pers.-HH","36","0.0450078106335511","0.0230031459433517","0.0670124753237505","2"
"No","2001","Baden-Württemberg","(Married) couple without C. ","105","0.0945088965439484","0.0729455171441214","0.116072275943775","2"
"No","2001","Baden-Württemberg","Couple + C. GT 16 ","135","0.230035967285178","0.191576588311702","0.268495346258653","2"
"No","2001","North Rhine-Westphalia","Couple + C. LE and GT 16","52","0.151770821693308","0.114758593026652","0.188783050359964","2"
"No","2001","Hesse","1-pers.-HH","14","","","","2"
"No","2001","Hesse","(Married) couple without C. ","63","0.121621996041652","0.0925333162495472","0.150710675833757","2"
"No","2001","Hesse","Single parent ","10","","","","2"
"No","2001","Hesse","Couple + C. LE 16 ","71","0.206617361869737","0.16496692790639","0.248267795833083","2"
"No","2001","Hesse","Couple + C. LE and GT 16","24","","","","2"
"No","2001","Rhineland-Palatinate,Saarland","1-pers.-HH","8","","","","2"
"No","2001","Rhineland-Palatinate,Saarland","(Married) couple without C. ","17","","","","2"
"No","2001","Hesse","Couple + C. GT 16 ","55","0.131513426903352","0.0893664706984164","0.173660383108288","2"
"No","2001","Brandenburg","Couple + C. GT 16 ","","","","","2"
"No","2001","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"No","2001","Mecklenburg-Western Pomerania","1-pers.-HH","1","","","","2"
"No","2001","Mecklenburg-Western Pomerania","(Married) couple without C. ","1","","","","2"
"No","2001","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","2001","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"No","2001","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","2001","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"No","2001","Saxony","1-pers.-HH","","","","","2"
"No","2001","Saxony","(Married) couple without C. ","","","","","2"
"No","2001","Saxony","Single parent ","","","","","2"
"No","2001","Saxony","Couple + C. LE 16 ","","","","","2"
"No","2001","Saxony","Couple + C. GT 16 ","1","","","","2"
"No","2001","Thuringia","Couple + C. LE and GT 16","","","","","2"
"No","2001","Thuringia","Single parent ","","","","","2"
"No","2001","Thuringia","Couple + C. LE 16 ","1","","","","2"
"No","2001","Thuringia","Couple + C. GT 16 ","","","","","2"
"No","2001","Saxony","Couple + C. LE and GT 16","1","","","","2"
"No","2001","Saxony-Anhalt","1-pers.-HH","","","","","2"
"No","2001","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"No","2001","Saxony-Anhalt","Single parent ","","","","","2"
"No","2001","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"No","2001","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"No","2001","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"No","2001","Thuringia","1-pers.-HH","","","","","2"
"No","2001","Thuringia","(Married) couple without C. ","1","","","","2"
"Yes","2001","Rhineland-Palatinate,Saarland","(Married) couple without C. ","373","0.961405412275777","0.942287860639869","0.980522963911685","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Single parent ","63","0.906347108915039","0.837100022372908","0.97559419545717","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","318","0.900748301126429","0.869645133928891","0.931851468323967","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","165","0.880706839821947","0.834496342195698","0.926917337448196","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","96","0.855429711721479","0.78941107820748","0.921448345235477","1"
"Yes","2001","Baden-Württemberg","1-pers.-HH","305","0.954992189366449","0.93298752467625","0.976996854056648","1"
"Yes","2001","Baden-Württemberg","(Married) couple without C. ","602","0.905491103456052","0.883927724056225","0.927054482855879","1"
"Yes","2001","Baden-Württemberg","Single parent ","95","0.777799284548587","0.706059555508513","0.849539013588662","1"
"Yes","2001","Baden-Württemberg","Couple + C. LE 16 ","465","0.76065178183277","0.727386010742654","0.793917552922885","1"
"Yes","2001","Baden-Württemberg","Couple + C. GT 16 ","325","0.769964032714822","0.731504653741347","0.808423411688298","1"
"Yes","2001","Baden-Württemberg","Couple + C. LE and GT 16","171","0.743518637694503","0.688270670165633","0.798766605223372","1"
"Yes","2001","Bavaria","1-pers.-HH","399","0.937329736694717","0.914421544372433","0.960237929017001","1"
"Yes","2001","Bavaria","(Married) couple without C. ","832","0.919787130875225","0.902158590213235","0.937415671537215","1"
"Yes","2001","Bavaria","Single parent ","160","0.94529991236817","0.911415195642135","0.979184629094205","1"
"Yes","2001","Bavaria","Couple + C. LE 16 ","589","0.886628920827651","0.86245932164613","0.910798520009172","1"
"Yes","2001","Bavaria","Couple + C. GT 16 ","509","0.911842776848582","0.8883183027342","0.935367250962965","1"
"Yes","2001","Bavaria","Couple + C. LE and GT 16","188","0.880405206334115","0.836828367000229","0.923982045668001","1"
"Yes","2001","Berlin","1-pers.-HH","177","0.969301549639952","0.944309019401711","0.994294079878193","1"
"Yes","2001","Berlin","(Married) couple without C. ","206","0.989223078042591","0.97519135796347","1.00325479812171","1"
"Yes","2001","Berlin","Single parent ","61","0.910941568256537","0.843243478168638","0.978639658344437","1"
"Yes","2001","Berlin","Couple + C. LE 16 ","133","0.781492597491479","0.716438036051651","0.846547158931307","1"
"Yes","2001","Berlin","Couple + C. GT 16 ","100","0.946784388670529","0.903644750981524","0.989924026359533","1"
"Yes","2001","Berlin","Couple + C. LE and GT 16","47","0.898096471695622","0.815871728657461","0.980321214733783","1"
"Yes","2001","Brandenburg","1-pers.-HH","119","0.989914740058709","0.97203752306268","1.00779195705474","1"
"Yes","2001","Brandenburg","(Married) couple without C. ","333","1","1","1","1"
"Yes","2001","Brandenburg","Single parent ","54","1","1","1","1"
"Yes","2001","Brandenburg","Couple + C. LE 16 ","167","1","1","1","1"
"Yes","2001","Brandenburg","Couple + C. GT 16 ","181","1","1","1","1"
"Yes","2001","Brandenburg","Couple + C. LE and GT 16","79","1","1","1","1"
"Yes","2001","Mecklenburg-Western Pomerania","1-pers.-HH","91","0.991020452749338","0.971744195825459","1.01029670967322","1"
"Yes","2001","Mecklenburg-Western Pomerania","(Married) couple without C. ","164","0.997892411054042","0.990894942831723","1.00488987927636","1"
"Yes","2001","Mecklenburg-Western Pomerania","Single parent ","35","1","1","1","1"
"Yes","2001","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","100","1","1","1","1"
"Yes","2001","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","69","1","1","1","1"
"Yes","2001","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","47","1","1","1","1"
"Yes","2001","Saxony","1-pers.-HH","203","1","1","1","1"
"Yes","2001","Saxony","(Married) couple without C. ","568","1","1","1","1"
"Yes","2001","Saxony","Single parent ","74","1","1","1","1"
"Yes","2001","Saxony","Couple + C. LE 16 ","302","1","1","1","1"
"Yes","2001","Saxony","Couple + C. GT 16 ","276","0.992598399135359","0.982504526450782","1.00269227181994","1"
"Yes","2001","Saxony","Couple + C. LE and GT 16","175","0.994832101299653","0.984238987239544","1.00542521535976","1"
"Yes","2001","Saxony-Anhalt","1-pers.-HH","110","1","1","1","1"
"Yes","2001","Saxony-Anhalt","(Married) couple without C. ","351","1","1","1","1"
"Yes","2001","Schleswig-Holstein","1-pers.-HH","97","0.983901015552543","0.958983198207057","1.00881883289803","1"
"Yes","2001","Schleswig-Holstein","(Married) couple without C. ","243","0.966623405381836","0.944223340321165","0.989023470442507","1"
"Yes","2001","Schleswig-Holstein","Single parent ","34","0.973169514160874","0.919636390520186","1.02670263780156","1"
"Yes","2001","Schleswig-Holstein","Couple + C. LE 16 ","141","0.935944861460862","0.896629970421966","0.975259752499758","1"
"Yes","2001","Schleswig-Holstein","Couple + C. GT 16 ","48","0.820508311863514","0.719996352060219","0.921020271666808","1"
"Yes","2001","Schleswig-Holstein","Couple + C. LE and GT 16","51","0.972945242560342","0.930067415530596","1.01582306959009","1"
"Yes","2001","Hamburg","1-pers.-HH","86","0.962739073915558","0.923390027757033","1.00208812007408","1"
"Yes","2001","Hamburg","(Married) couple without C. ","77","0.940542267914445","0.889667507915676","0.991417027913213","1"
"Yes","2001","Hamburg","Single parent ","13","","","","1"
"Yes","2001","Hamburg","Couple + C. LE 16 ","49","0.906376049855582","0.830080050056015","0.982672049655149","1"
"Yes","2001","Hamburg","Couple + C. GT 16 ","16","","","","1"
"Yes","2001","Hamburg","Couple + C. LE and GT 16","4","","","","1"
"Yes","2001","Lower Saxony","1-pers.-HH","199","0.972811030247604","0.950602229909139","0.99501983058607","1"
"Yes","2001","Lower Saxony","(Married) couple without C. ","574","0.972170814286071","0.958976632468955","0.985364996103188","1"
"Yes","2001","Lower Saxony","Single parent ","77","0.939028787647932","0.886920422214017","0.991137153081848","1"
"Yes","2001","Lower Saxony","Couple + C. LE 16 ","407","0.915130084634754","0.889352440640736","0.940907728628771","1"
"Yes","2001","Lower Saxony","Couple + C. GT 16 ","255","0.906323070868812","0.872375186546347","0.940270955191277","1"
"Yes","2001","Lower Saxony","Couple + C. LE and GT 16","129","0.816921497155721","0.75503280575154","0.878810188559903","1"
"Yes","2001","Bremen","1-pers.-HH","40","0.909875238252192","0.824284484478545","0.995465992025838","1"
"Yes","2001","Bremen","(Married) couple without C. ","51","0.924095299715362","0.853456399893587","0.994734199537137","1"
"Yes","2001","Bremen","Single parent ","7","","","","1"
"Yes","2001","Bremen","Couple + C. LE 16 ","27","","","","1"
"Yes","2001","Hesse","Couple + C. GT 16 ","192","0.868486573096648","0.826339616891712","0.910633529301584","1"
"Yes","2001","Hesse","Couple + C. LE and GT 16","61","0.612426328370121","0.508854250734225","0.715998406006017","1"
"Yes","2001","Rhineland-Palatinate,Saarland","1-pers.-HH","158","0.953028935004316","0.920843284293286","0.985214585715346","1"
"Yes","2001","Saxony-Anhalt","Single parent ","58","1","1","1","1"
"Yes","2001","Saxony-Anhalt","Couple + C. LE 16 ","131","1","1","1","1"
"Yes","2001","Saxony-Anhalt","Couple + C. GT 16 ","239","1","1","1","1"
"Yes","2001","Saxony-Anhalt","Couple + C. LE and GT 16","93","1","1","1","1"
"Yes","2001","Thuringia","1-pers.-HH","125","1","1","1","1"
"Yes","2001","Bremen","Couple + C. GT 16 ","17","","","","1"
"Yes","2001","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","2001","North Rhine-Westphalia","1-pers.-HH","593","0.95254661315725","0.935891881097545","0.969201345216954","1"
"Yes","2001","North Rhine-Westphalia","(Married) couple without C. ","1386","0.917640940246115","0.903829694737235","0.931452185754995","1"
"Yes","2001","North Rhine-Westphalia","Single parent ","185","0.919029919283708","0.881318126963704","0.956741711603712","1"
"Yes","2001","Hesse","(Married) couple without C. ","422","0.878378003958348","0.849289324166243","0.907466683750453","1"
"Yes","2001","Hesse","Single parent ","59","0.806864847903924","0.71372090756741","0.900008788240438","1"
"Yes","2001","Hesse","Couple + C. LE 16 ","292","0.793382638130263","0.751732204166917","0.83503307209361","1"
"Yes","2001","Thuringia","(Married) couple without C. ","295","0.995219540007716","0.987361820416644","1.00307725959879","1"
"Yes","2001","Thuringia","Single parent ","63","1","1","1","1"
"Yes","2001","Thuringia","Couple + C. LE 16 ","159","0.991828276377567","0.977878630674904","1.00577792208023","1"
"Yes","2001","Thuringia","Couple + C. GT 16 ","220","1","1","1","1"
"Yes","2001","Thuringia","Couple + C. LE and GT 16","80","1","1","1","1"
"Yes","2001","North Rhine-Westphalia","Couple + C. LE 16 ","890","0.85414208925475","0.832873665097064","0.875410513412435","1"
"Yes","2001","North Rhine-Westphalia","Couple + C. GT 16 ","615","0.878856314934549","0.855218796558602","0.902493833310497","1"
"Yes","2001","North Rhine-Westphalia","Couple + C. LE and GT 16","309","0.848229178306692","0.811216949640036","0.885241406973348","1"
"Yes","2001","Hesse","1-pers.-HH","175","0.927162940775889","0.890114373094714","0.964211508457064","1"
"No","2002","Brandenburg","(Married) couple without C. ","","","","","2"
"No","2002","Brandenburg","Single parent ","","","","","2"
"No","2002","Brandenburg","Couple + C. LE 16 ","","","","","2"
