"pgfamstd","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Married","2018","(Married) couple without C. ","indirect migration background","136","0.59466935227215","0.531081691376341","0.658257013167959","1"
"Married","2018","Single parent ","no migration background","6","","","","1"
"Married","2018","Single parent ","direct migration background","4","","","","1"
"Married","2018","Single parent ","indirect migration background","","","","","1"
"Married","2018","Couple + C. LE 16 ","no migration background","2953","0.809781161052032","0.796935586139902","0.822626735964162","1"
"Married","2018","Couple + C. LE 16 ","direct migration background","3020","0.860430241827803","0.84849964769593","0.872360835959677","1"
"Married","2018","Couple + C. LE 16 ","indirect migration background","369","0.846897104122448","0.813441019644241","0.880353188600654","1"
"Married","2018","Couple + C. GT 16 ","direct migration background","436","0.783895770941786","0.750740847352838","0.817050694530734","1"
"Married","2018","Couple + C. GT 16 ","indirect migration background","46","0.144990290221322","0.100629896611456","0.189350683831187","1"
"Married","2018","Couple + C. LE and GT 16","no migration background","898","0.590291962597277","0.565785895909655","0.614798029284898","1"
"Married","2018","Couple + C. LE and GT 16","direct migration background","883","0.858554114722054","0.838910837914032","0.878197391530075","1"
"Married","2018","Couple + C. LE and GT 16","indirect migration background","63","0.127708614175946","0.0924894186660494","0.162927809685842","1"
"Married","2018","Couple + C. GT 16 ","no migration background","1416","0.546665040243461","0.526769267704465","0.566560812782457","1"
"Married, but separated","2018","1-pers.-HH","no migration background","215","0.0497809629740279","0.0424853826591126","0.0570765432889432","2"
"Married, but separated","2018","1-pers.-HH","direct migration background","214","0.14796899179637","0.128479251316251","0.16745873227649","2"
"Married, but separated","2018","(Married) couple without C. ","indirect migration background","2","","","","2"
"Married, but separated","2018","1-pers.-HH","indirect migration background","10","","","","2"
"Married, but separated","2018","(Married) couple without C. ","no migration background","41","0.00609066095013287","0.00423853348524624","0.00794278841501951","2"
"Married, but separated","2018","(Married) couple without C. ","direct migration background","13","","","","2"
"Married, but separated","2018","Single parent ","no migration background","150","0.0823920197741836","0.0696221256386583","0.0951619139097089","2"
"Married, but separated","2018","Single parent ","direct migration background","163","0.152572924112536","0.125284712335222","0.17986113588985","2"
"Married, but separated","2018","Single parent ","indirect migration background","18","","","","2"
"Married, but separated","2018","Couple + C. LE 16 ","no migration background","31","0.00856452208982556","0.00554855399287733","0.0115804901867738","2"
"Married, but separated","2018","Couple + C. LE 16 ","direct migration background","36","0.0114114882219107","0.00775480365921313","0.0150681727846082","2"
"Married, but separated","2018","Couple + C. GT 16 ","no migration background","20","","","","2"
"Married, but separated","2018","Couple + C. GT 16 ","direct migration background","3","","","","2"
"Married, but separated","2018","Couple + C. GT 16 ","indirect migration background","1","","","","2"
"Married, but separated","2018","Couple + C. LE 16 ","indirect migration background","3","","","","2"
"Married, but separated","2018","Couple + C. LE and GT 16","direct migration background","13","","","","2"
"Married, but separated","2018","Couple + C. LE and GT 16","indirect migration background","3","","","","2"
"Married, but separated","2018","Couple + C. LE and GT 16","no migration background","16","","","","2"
"Single","2018","Couple + C. LE 16 ","indirect migration background","56","0.118659561097222","0.0886132400721114","0.148705882122332","3"
"Single","2018","(Married) couple without C. ","indirect migration background","81","0.37620796522158","0.313465113269263","0.438950817173897","3"
"Single","2018","Single parent ","no migration background","983","0.566429902060359","0.543414483443017","0.589445320677701","3"
"Single","2018","Single parent ","indirect migration background","182","0.736790851437967","0.681421739655957","0.792159963219978","3"
"Single","2018","Couple + C. LE 16 ","no migration background","487","0.155299497165203","0.143445103385867","0.167153890944539","3"
"Single","2018","Couple + C. LE 16 ","direct migration background","137","0.0990676030567836","0.0887822191813717","0.109352986932195","3"
"Single","2018","Couple + C. GT 16 ","no migration background","892","0.41199981709671","0.392328755746633","0.431670878446788","3"
"Single","2018","Couple + C. GT 16 ","direct migration background","132","0.149016331608699","0.120330675718003","0.177701987499394","3"
"Single","2018","Couple + C. GT 16 ","indirect migration background","192","0.847266161452124","0.801943232057091","0.892589090847157","3"
"Single","2018","Couple + C. LE and GT 16","no migration background","595","0.366891771501916","0.342875206111007","0.390908336892825","3"
"Single","2018","Couple + C. LE and GT 16","direct migration background","303","0.128558474167662","0.109691405906469","0.147425542428855","3"
"Single","2018","1-pers.-HH","direct migration background","793","0.41822303912495","0.391147617096919","0.445298461152982","3"
"Single","2018","1-pers.-HH","indirect migration background","169","0.832668375871406","0.78265729361584","0.882679458126973","3"
"Single","2018","1-pers.-HH","no migration background","1420","0.43260420918728","0.415985214160935","0.449223204213625","3"
"Single","2018","(Married) couple without C. ","no migration background","788","0.132190535883912","0.124127888868307","0.140253182899518","3"
"Single","2018","(Married) couple without C. ","direct migration background","143","0.123082426015011","0.104102791724275","0.142062060305748","3"
"Single","2018","Single parent ","direct migration background","227","0.334313085351209","0.298511944028409","0.370114226674008","3"
"Single","2018","Couple + C. LE and GT 16","indirect migration background","277","0.862182658046443","0.825808736993949","0.898556579098937","3"
"Widowed","2018","1-pers.-HH","no migration background","915","0.274930439241816","0.259953689176755","0.289907189306877","5"
"Widowed","2018","1-pers.-HH","direct migration background","99","0.169147011989228","0.148569765646103","0.189724258332352","5"
"Widowed","2018","1-pers.-HH","indirect migration background","6","","","","5"
"Widowed","2018","(Married) couple without C. ","no migration background","118","0.0152876288594394","0.0123669081068053","0.0182083496120734","5"
"Widowed","2018","(Married) couple without C. ","direct migration background","4","","","","5"
"Widowed","2018","(Married) couple without C. ","indirect migration background","2","","","","5"
"Widowed","2018","Single parent ","no migration background","119","0.0881571971753432","0.074989646283155","0.101324748067531","5"
"Widowed","2018","Single parent ","direct migration background","74","0.122955638098186","0.0980343676297289","0.147876908566643","5"
"Widowed","2018","Single parent ","indirect migration background","4","","","","5"
"Widowed","2018","Couple + C. LE 16 ","no migration background","4","","","","5"
"Widowed","2018","Couple + C. LE 16 ","direct migration background","3","","","","5"
"Widowed","2018","Couple + C. LE 16 ","indirect migration background","1","","","","5"
"Widowed","2018","Couple + C. GT 16 ","no migration background","7","","","","5"
"Widowed","2018","Couple + C. GT 16 ","direct migration background","3","","","","5"
"Widowed","2018","Couple + C. GT 16 ","indirect migration background","1","","","","5"
"Widowed","2018","Couple + C. LE and GT 16","no migration background","1","","","","5"
"Widowed","2018","Couple + C. LE and GT 16","direct migration background","1","","","","5"
"Widowed","2018","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"Divorced","2019","1-pers.-HH","indirect migration background","34","0.135512647705537","0.0908892013401542","0.180136094070919","4"
"Divorced","2019","(Married) couple without C. ","no migration background","379","0.0491835902469272","0.0442330277015151","0.0541341527923393","4"
"Divorced","2019","1-pers.-HH","no migration background","938","0.246644461994803","0.232520270412693","0.260768653576913","4"
"Divorced","2019","1-pers.-HH","direct migration background","170","0.287633025915404","0.26105169273078","0.314214359100027","4"
"Divorced","2019","Single parent ","no migration background","501","0.271774106827293","0.250282431426727","0.29326578222786","4"
"Divorced","2019","Single parent ","direct migration background","177","0.36508236021719","0.325488481857518","0.404676238576861","4"
"Divorced","2019","Couple + C. LE and GT 16","no migration background","35","0.0218572829541114","0.014710604067742","0.0290039618404808","4"
"Divorced","2019","Couple + C. LE 16 ","direct migration background","36","0.0231860099014949","0.0176196858821497","0.0287523339208402","4"
"Divorced","2019","Couple + C. LE 16 ","indirect migration background","12","","","","4"
