"pgfamstd","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Widowed","2017","66 and older","vocational + Abi","38","0.39646312277149","0.315434701453059","0.477491544089921","5"
"Widowed","2017","66 and older","higher vocational","49","0.172270429858533","0.132539113190034","0.212001746527032","5"
"Widowed","2017","66 and older","higher education","170","0.179076037597489","0.158013820076184","0.200138255118794","5"
"Widowed","2017","16-34 y.","higher vocational","","","","","5"
"Widowed","2017","16-34 y.","higher education","1","","","","5"
"Widowed","2017","35-65 y.","in school","","","","","5"
"Divorced","2018","66 and older","in school","","","","","4"
"Divorced","2018","66 and older","inadequately","7","","","","4"
"Divorced","2018","16-34 y.","general elemantary","27","","","","4"
"Divorced","2018","16-34 y.","middle vocational","39","0.0132722819698203","0.008959714325726","0.0175848496139146","4"
"Divorced","2018","16-34 y.","higher vocational","2","","","","4"
"Divorced","2018","16-34 y.","higher education","15","","","","4"
"Divorced","2018","35-65 y.","inadequately","64","0.215848711121429","0.190451122456971","0.241246299785886","4"
"Divorced","2018","35-65 y.","general elemantary","213","0.182311150421967","0.16235534312418","0.202266957719754","4"
"Divorced","2018","35-65 y.","middle vocational","999","0.160468708306853","0.151843874967468","0.169093541646238","4"
"Divorced","2018","35-65 y.","vocational + Abi","206","0.149665466586807","0.131671979864202","0.167658953309411","4"
"Divorced","2018","35-65 y.","higher vocational","108","0.129249788256945","0.108170624128692","0.150328952385199","4"
"Divorced","2018","35-65 y.","higher education","399","0.0973436367226905","0.0885114213427792","0.106175852102602","4"
"Divorced","2018","66 and older","general elemantary","47","0.0657138685811152","0.0459696990110302","0.0854580381512003","4"
"Divorced","2018","66 and older","middle vocational","225","0.105622121291874","0.0937021389569288","0.117542103626818","4"
"Divorced","2018","66 and older","vocational + Abi","15","","","","4"
"Divorced","2018","66 and older","higher vocational","28","","","","4"
"Divorced","2018","16-34 y.","vocational + Abi","10","","","","4"
"Divorced","2018","35-65 y.","in school","","","","","4"
"Divorced","2018","66 and older","higher education","116","0.132746922661362","0.11427420697492","0.151219638347805","4"
"Divorced","2018","16-34 y.","inadequately","23","","","","4"
"Divorced","2018","16-34 y.","in school","","","","","4"
"Married","2018","16-34 y.","vocational + Abi","158","0.232158370607668","0.196646285173798","0.267670456041538","1"
"Married","2018","16-34 y.","higher vocational","38","0.20786184463041","0.136727237156577","0.278996452104242","1"
"Married","2018","16-34 y.","higher education","549","0.330543713217469","0.305981462652968","0.355105963781969","1"
"Married","2018","16-34 y.","general elemantary","373","0.145778837834073","0.128616063841245","0.1629416118269","1"
"Married","2018","16-34 y.","middle vocational","616","0.177364282447237","0.162969625461865","0.191758939432609","1"
"Married","2018","35-65 y.","in school","2","","","","1"
"Married","2018","35-65 y.","inadequately","751","0.542144639378915","0.511387951842375","0.572901326915454","1"
"Married","2018","35-65 y.","general elemantary","972","0.568172318248507","0.542570906008986","0.593773730488027","1"
"Married","2018","35-65 y.","middle vocational","4604","0.610257872688706","0.598797929613049","0.621717815764363","1"
"Married","2018","35-65 y.","vocational + Abi","1019","0.588770888132405","0.563952435129973","0.613589341134837","1"
"Married","2018","35-65 y.","higher vocational","695","0.660867238443191","0.631120890368348","0.690613586518034","1"
"Married","2018","35-65 y.","higher education","3134","0.630341507118717","0.615958723705483","0.644724290531951","1"
"Married","2018","66 and older","in school","","","","","1"
"Married","2018","66 and older","inadequately","34","0.566021111604387","0.443636043801974","0.688406179406799","1"
"Married","2018","66 and older","general elemantary","325","0.480923824169147","0.441110898064196","0.520736750274098","1"
"Married","2018","66 and older","middle vocational","1676","0.558605676288405","0.539348008577091","0.577863343999718","1"
"Married","2018","66 and older","vocational + Abi","97","0.551639688300272","0.473346572772468","0.629932803828076","1"
"Married","2018","66 and older","higher vocational","247","0.588954494614171","0.537627414319729","0.640281574908612","1"
"Married","2018","66 and older","higher education","922","0.597578345258044","0.570880040437389","0.624276650078699","1"
"Married","2018","16-34 y.","in school","1","","","","1"
"Married","2018","16-34 y.","inadequately","441","0.262342376635493","0.236274775219378","0.288409978051609","1"
"Married, but separated","2018","16-34 y.","general elemantary","44","0.0265666135120255","0.01874536120371","0.034387865820341","2"
"Married, but separated","2018","35-65 y.","inadequately","87","0.0403477473127777","0.0282003170454062","0.0524951775801492","2"
"Married, but separated","2018","66 and older","in school","","","","","2"
"Married, but separated","2018","16-34 y.","vocational + Abi","8","","","","2"
"Married, but separated","2018","66 and older","vocational + Abi","2","","","","2"
"Married, but separated","2018","16-34 y.","middle vocational","47","0.0186405004291279","0.0135435864340976","0.0237374144241582","2"
"Married, but separated","2018","35-65 y.","in school","","","","","2"
"Married, but separated","2018","66 and older","higher education","29","","","","2"
"Married, but separated","2018","16-34 y.","in school","1","","","","2"
"Married, but separated","2018","16-34 y.","inadequately","58","0.0593584801450448","0.0453563893802073","0.0733605709098823","2"
"Married, but separated","2018","16-34 y.","higher vocational","","","","","2"
"Married, but separated","2018","16-34 y.","higher education","48","0.0100469327692073","0.00483958424935236","0.0152542812890622","2"
"Married, but separated","2018","35-65 y.","general elemantary","69","0.0383559812295153","0.0284295676922911","0.0482823947667394","2"
"Married, but separated","2018","35-65 y.","middle vocational","263","0.0302003416446784","0.0261788790756765","0.0342218042136804","2"
"Married, but separated","2018","35-65 y.","vocational + Abi","47","0.0243120639532711","0.0165437637622236","0.0320803641443186","2"
"Married, but separated","2018","35-65 y.","higher vocational","38","0.0448238341874729","0.0318225003195513","0.0578251680553946","2"
"Married, but separated","2018","35-65 y.","higher education","171","0.0415863093758836","0.0356378248262645","0.0475347939255027","2"
"Married, but separated","2018","66 and older","inadequately","2","","","","2"
"Married, but separated","2018","66 and older","general elemantary","10","","","","2"
"Married, but separated","2018","66 and older","middle vocational","43","0.0206758192374314","0.0151571769201084","0.0261944615547543","2"
"Married, but separated","2018","66 and older","higher vocational","12","","","","2"
"Single","2018","16-34 y.","middle vocational","2002","0.790707478414846","0.775377228504362","0.80603772832533","3"
"Single","2018","66 and older","in school","","","","","3"
"Single","2018","66 and older","inadequately","","","","","3"
"Single","2018","66 and older","general elemantary","14","","","","3"
"Single","2018","66 and older","middle vocational","83","0.0537404985250624","0.0449948178411634","0.0624861792089614","3"
"Single","2018","66 and older","vocational + Abi","5","","","","3"
"Single","2018","66 and older","higher vocational","13","","","","3"
"Single","2018","66 and older","higher education","59","0.0828056554799589","0.0678016824779759","0.0978096284819419","3"
"Single","2018","16-34 y.","inadequately","565","0.660594414232463","0.632535790105301","0.688653038359625","3"
"Single","2018","16-34 y.","higher vocational","85","0.786932911130972","0.715150155705397","0.858715666556547","3"
"Single","2018","16-34 y.","higher education","796","0.654314337985232","0.629481491923118","0.679147184047347","3"
"Single","2018","35-65 y.","in school","1","","","","3"
"Single","2018","35-65 y.","general elemantary","143","0.160615141373011","0.141637490377103","0.179592792368919","3"
"Single","2018","35-65 y.","vocational + Abi","214","0.216595774608421","0.19581902708914","0.237372522127701","3"
"Single","2018","16-34 y.","in school","698","0.999588158813611","0.998085105066734","1.00109121256049","3"
"Single","2018","16-34 y.","vocational + Abi","367","0.745857324200296","0.709237618078234","0.782477030322359","3"
"Single","2018","35-65 y.","inadequately","61","0.140112177135175","0.118684422481815","0.161539931788534","3"
"Single","2018","35-65 y.","middle vocational","895","0.16726845518701","0.158498515217839","0.17603839515618","3"
"Single","2018","35-65 y.","higher vocational","111","0.151045538482121","0.128545263835808","0.173545813128434","3"
"Single","2018","16-34 y.","general elemantary","1179","0.817036382643268","0.79823204045138","0.835840724835156","3"
"Single","2018","35-65 y.","higher education","566","0.218222511985797","0.20591568772628","0.230529336245315","3"
"Widowed","2018","16-34 y.","in school","","","","","5"
"Widowed","2018","16-34 y.","inadequately","7","","","","5"
"Widowed","2018","16-34 y.","general elemantary","1","","","","5"
"Widowed","2018","16-34 y.","middle vocational","1","","","","5"
"Widowed","2018","16-34 y.","vocational + Abi","","","","","5"
"Widowed","2018","16-34 y.","higher vocational","","","","","5"
"Widowed","2018","16-34 y.","higher education","1","","","","5"
"Widowed","2018","35-65 y.","in school","","","","","5"
"Widowed","2018","35-65 y.","inadequately","45","0.0615467250517046","0.0467103902074805","0.0763830598959287","5"
"Widowed","2018","35-65 y.","general elemantary","41","0.0505454087270005","0.0392227972861593","0.0618680201678416","5"
"Widowed","2018","35-65 y.","middle vocational","196","0.0318046221727534","0.0276811438844732","0.0359281004610336","5"
"Widowed","2018","35-65 y.","vocational + Abi","24","","","","5"
"Widowed","2018","35-65 y.","higher vocational","21","","","","5"
"Widowed","2018","35-65 y.","higher education","57","0.0125060347969118","0.00919486322397708","0.0158172063698466","5"
"Widowed","2018","66 and older","in school","","","","","5"
"Widowed","2018","66 and older","inadequately","20","","","","5"
"Widowed","2018","66 and older","general elemantary","209","0.389815445602992","0.350952963922831","0.428677927283153","5"
"Widowed","2018","66 and older","middle vocational","527","0.261355884657228","0.244315813374193","0.278395955940263","5"
"Widowed","2018","66 and older","vocational + Abi","36","0.318923727861003","0.245552880800531","0.392294574921476","5"
"Widowed","2018","66 and older","higher vocational","53","0.169927372022275","0.130748632880448","0.209106111164101","5"
"Widowed","2018","66 and older","higher education","170","0.167899065705147","0.147549378653317","0.188248752756978","5"
"Divorced","2019","66 and older","in school","","","","","4"
"Divorced","2019","35-65 y.","general elemantary","196","0.173330063319378","0.153115362736773","0.193544763901982","4"
"Divorced","2019","66 and older","inadequately","8","","","","4"
"Divorced","2019","16-34 y.","general elemantary","24","","","","4"
"Divorced","2019","16-34 y.","middle vocational","33","0.017777517037917","0.0124686713769659","0.0230863626988681","4"
"Divorced","2019","16-34 y.","higher vocational","1","","","","4"
"Divorced","2019","16-34 y.","higher education","12","","","","4"
"Divorced","2019","35-65 y.","inadequately","57","0.191929993848688","0.167472365573574","0.216387622123803","4"
