"pgfamstd","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"7","1994","Not Employed","Couple + C. GT 16 ","","","",""
"7","1994","Not Employed","Couple + C. LE and GT 16","","","",""
"7","1994","Employed","1-pers.-HH","","","",""
"7","1994","Employed","(Married) couple without C. ","","","",""
"7","1994","Employed","Single parent ","","","",""
"7","1994","Employed","Couple + C. LE 16 ","","","",""
"7","1994","Employed","Couple + C. GT 16 ","","","",""
"7","1994","Employed","Couple + C. LE and GT 16","","","",""
"8","1994","Not Employed","1-pers.-HH","","","",""
"8","1994","Not Employed","(Married) couple without C. ","","","",""
"8","1994","Not Employed","Single parent ","","","",""
"8","1994","Not Employed","Couple + C. LE 16 ","","","",""
"8","1994","Not Employed","Couple + C. GT 16 ","","","",""
"8","1994","Not Employed","Couple + C. LE and GT 16","","","",""
"8","1994","Employed","1-pers.-HH","","","",""
"8","1994","Employed","(Married) couple without C. ","","","",""
"8","1994","Employed","Single parent ","","","",""
"8","1994","Employed","Couple + C. LE 16 ","","","",""
"8","1994","Employed","Couple + C. GT 16 ","","","",""
"8","1994","Employed","Couple + C. LE and GT 16","","","",""
"1","1995","Not Employed","1-pers.-HH","1","","",""
"1","1995","Not Employed","(Married) couple without C. ","1422","0.929778158949192","0.917073928602045","0.942482389296338"
"1","1995","Not Employed","Single parent ","2","","",""
"1","1995","Not Employed","Couple + C. LE 16 ","677","0.927121147807629","0.908290660622286","0.945951634992972"
"1","1995","Not Employed","Couple + C. GT 16 ","480","0.612298011116341","0.579051080614327","0.645544941618355"
"1","1995","Not Employed","Couple + C. LE and GT 16","149","0.365820684755319","0.318618917307992","0.413022452202647"
"1","1995","Employed","1-pers.-HH","","","",""
"1","1995","Employed","(Married) couple without C. ","1438","0.753554623081824","0.73451522338899","0.772594022774658"
"1","1995","Employed","Single parent ","5","","",""
"1","1995","Employed","Couple + C. LE 16 ","2277","0.944651980491642","0.935549311599195","0.953754649384089"
"1","1995","Employed","Couple + C. GT 16 ","1018","0.629517239838182","0.606417315426012","0.652617164250353"
"1","1995","Employed","Couple + C. LE and GT 16","580","0.709682104550822","0.679113527968055","0.740250681133588"
"2","1995","Not Employed","1-pers.-HH","18","","",""
"2","1995","Not Employed","(Married) couple without C. ","7","","",""
"2","1995","Not Employed","Single parent ","16","","",""
"2","1995","Not Employed","Couple + C. LE 16 ","7","","",""
"2","1995","Not Employed","Couple + C. GT 16 ","5","","",""
"2","1995","Not Employed","Couple + C. LE and GT 16","","","",""
"2","1995","Employed","1-pers.-HH","50","0.0662772145033236","0.0479271817917239","0.0846272472149232"
"2","1995","Employed","(Married) couple without C. ","19","","",""
"2","1995","Employed","Single parent ","34","0.0918974912265267","0.0630038853630032","0.12079109709005"
"2","1995","Employed","Couple + C. LE 16 ","29","","",""
"2","1995","Employed","Couple + C. GT 16 ","8","","",""
"2","1995","Employed","Couple + C. LE and GT 16","7","","",""
"3","1995","Not Employed","1-pers.-HH","119","0.161153060777457","0.13424086369539","0.188065257859523"
"3","1995","Not Employed","(Married) couple without C. ","60","0.0273469543311735","0.0192381645419677","0.0354557441203794"
"3","1995","Not Employed","Single parent ","100","0.419819733318589","0.354898837379262","0.484740629257916"
"3","1995","Not Employed","Couple + C. LE 16 ","31","0.0421918259480924","0.0276289892191573","0.0567546626770275"
"3","1995","Not Employed","Couple + C. GT 16 ","332","0.371257363031773","0.338289172558097","0.404225553505449"
"3","1995","Not Employed","Couple + C. LE and GT 16","245","0.622494696604189","0.574988807364861","0.670000585843517"
"3","1995","Employed","1-pers.-HH","446","0.632848621098909","0.597292183590908","0.668405058606909"
"3","1995","Employed","(Married) couple without C. ","406","0.169942240620299","0.153348650023858","0.18653583121674"
"3","1995","Employed","Single parent ","179","0.460620269744563","0.410766120166639","0.510474419322486"
"3","1995","Employed","Couple + C. LE 16 ","67","0.0255368196463911","0.0192569893891057","0.0318166499036765"
"3","1995","Employed","Couple + C. GT 16 ","619","0.348639305692224","0.325845245491567","0.37143336589288"
"3","1995","Employed","Couple + C. LE and GT 16","239","0.264473034960484","0.234770303773665","0.294175766147302"
"4","1995","Not Employed","1-pers.-HH","101","0.125098695246666","0.100883139790189","0.149314250703143"
"4","1995","Not Employed","(Married) couple without C. ","19","","",""
"4","1995","Not Employed","Single parent ","39","0.183389714678776","0.13248400292815","0.234295426429402"
"4","1995","Not Employed","Couple + C. LE 16 ","16","","",""
"4","1995","Not Employed","Couple + C. GT 16 ","4","","",""
"4","1995","Not Employed","Couple + C. LE and GT 16","6","","",""
"4","1995","Employed","1-pers.-HH","146","0.226632433419965","0.195750836588088","0.257514030251842"
"4","1995","Employed","(Married) couple without C. ","87","0.0551121440904517","0.0450300828472012","0.0651942053337022"
"4","1995","Employed","Single parent ","113","0.306686307507939","0.260565748684111","0.352806866331767"
"4","1995","Employed","Couple + C. LE 16 ","45","0.0187032777111541","0.0133101485850488","0.0240964068372594"
"4","1995","Employed","Couple + C. GT 16 ","32","0.014498475695432","0.00878089154023926","0.0202160598506248"
"4","1995","Employed","Couple + C. LE and GT 16","17","","",""
"5","1995","Not Employed","1-pers.-HH","475","0.690595441976903","0.656760633644926","0.72443025030888"
"5","1995","Not Employed","(Married) couple without C. ","46","0.0280374969667744","0.0198298822981095","0.0362451116354394"
"5","1995","Not Employed","Single parent ","63","0.328819719430303","0.26702233056252","0.390617108298087"
"5","1995","Not Employed","Couple + C. LE 16 ","1","","",""
"5","1995","Not Employed","Couple + C. GT 16 ","4","","",""
"5","1995","Not Employed","Couple + C. LE and GT 16","","","",""
"5","1995","Employed","1-pers.-HH","53","0.0657667672708282","0.0474825386077124","0.0840509959339441"
"5","1995","Employed","(Married) couple without C. ","18","","",""
"5","1995","Employed","Single parent ","53","0.126188585838503","0.0929761007672238","0.159401070909782"
"5","1995","Employed","Couple + C. LE 16 ","6","","",""
"5","1995","Employed","Couple + C. GT 16 ","2","","",""
"5","1995","Employed","Couple + C. LE and GT 16","4","","",""
"6","1995","Not Employed","1-pers.-HH","3","","",""
"6","1995","Not Employed","(Married) couple without C. ","","","",""
"6","1995","Not Employed","Single parent ","2","","",""
"6","1995","Not Employed","Couple + C. LE 16 ","","","",""
"6","1995","Not Employed","Couple + C. GT 16 ","","","",""
"6","1995","Not Employed","Couple + C. LE and GT 16","","","",""
"6","1995","Employed","1-pers.-HH","11","","",""
"6","1995","Employed","(Married) couple without C. ","","","",""
"6","1995","Employed","Single parent ","","","",""
"6","1995","Employed","Couple + C. LE 16 ","","","",""
"6","1995","Employed","Couple + C. GT 16 ","","","",""
"6","1995","Employed","Couple + C. LE and GT 16","","","",""
"7","1995","Not Employed","1-pers.-HH","","","",""
"7","1995","Not Employed","(Married) couple without C. ","","","",""
"7","1995","Not Employed","Single parent ","","","",""
"7","1995","Not Employed","Couple + C. LE 16 ","","","",""
"7","1995","Not Employed","Couple + C. GT 16 ","","","",""
"7","1995","Not Employed","Couple + C. LE and GT 16","","","",""
"7","1995","Employed","1-pers.-HH","","","",""
"7","1995","Employed","(Married) couple without C. ","","","",""
"7","1995","Employed","Single parent ","","","",""
"7","1995","Employed","Couple + C. LE 16 ","","","",""
"7","1995","Employed","Couple + C. GT 16 ","","","",""
"7","1995","Employed","Couple + C. LE and GT 16","","","",""
"8","1995","Not Employed","1-pers.-HH","","","",""
"8","1995","Not Employed","(Married) couple without C. ","","","",""
"8","1995","Not Employed","Single parent ","","","",""
"8","1995","Not Employed","Couple + C. LE 16 ","","","",""
"8","1995","Not Employed","Couple + C. GT 16 ","","","",""
"8","1995","Not Employed","Couple + C. LE and GT 16","","","",""
"8","1995","Employed","1-pers.-HH","","","",""
"8","1995","Employed","(Married) couple without C. ","","","",""
"8","1995","Employed","Single parent ","","","",""
"8","1995","Employed","Couple + C. LE 16 ","","","",""
"8","1995","Employed","Couple + C. GT 16 ","","","",""
"8","1995","Employed","Couple + C. LE and GT 16","","","",""
"1","1996","Not Employed","1-pers.-HH","","","",""
"1","1996","Not Employed","(Married) couple without C. ","1441","0.928469052473062","0.915705166452123","0.941232938494"
"1","1996","Not Employed","Single parent ","3","","",""
"1","1996","Not Employed","Couple + C. LE 16 ","635","0.947825002974539","0.931011478847068","0.964638527102009"
"1","1996","Not Employed","Couple + C. GT 16 ","479","0.618563344788159","0.584882885556527","0.652243804019792"
"1","1996","Not Employed","Couple + C. LE and GT 16","128","0.352694619840373","0.30285040444627","0.402538835234475"
"1","1996","Employed","1-pers.-HH","","","",""
"1","1996","Employed","(Married) couple without C. ","1394","0.733021449946863","0.713648125884394","0.752394774009333"
"1","1996","Employed","Single parent ","3","","",""
"1","1996","Employed","Couple + C. LE 16 ","2189","0.943889286214771","0.934554850404367","0.953223722025175"
"1","1996","Employed","Couple + C. GT 16 ","941","0.625521868545889","0.601619425544507","0.649424311547271"
"1","1996","Employed","Couple + C. LE and GT 16","631","0.718877369496219","0.689491161030213","0.748263577962224"
"2","1996","Not Employed","1-pers.-HH","27","","",""
"2","1996","Not Employed","(Married) couple without C. ","12","","",""
"2","1996","Not Employed","Single parent ","27","","",""
"2","1996","Not Employed","Couple + C. LE 16 ","8","","",""
"2","1996","Not Employed","Couple + C. GT 16 ","5","","",""
"2","1996","Not Employed","Couple + C. LE and GT 16","","","",""
"2","1996","Employed","1-pers.-HH","64","0.0681929820291844","0.0500431831600274","0.0863427808983414"
"2","1996","Employed","(Married) couple without C. ","26","","",""
"2","1996","Employed","Single parent ","51","0.109432989302044","0.0797182040599999","0.139147774544089"
"2","1996","Employed","Couple + C. LE 16 ","23","","",""
"2","1996","Employed","Couple + C. GT 16 ","10","","",""
"2","1996","Employed","Couple + C. LE and GT 16","4","","",""
"3","1996","Not Employed","1-pers.-HH","118","0.16215087600272","0.135152717701989","0.189149034303452"
"3","1996","Not Employed","(Married) couple without C. ","48","0.0218290661892481","0.0145917563151618","0.0290663760633343"
"3","1996","Not Employed","Single parent ","100","0.417196781321865","0.353051220306361","0.48134234233737"
"3","1996","Not Employed","Couple + C. LE 16 ","23","","",""
"3","1996","Not Employed","Couple + C. GT 16 ","308","0.362411316456115","0.329080505791053","0.395742127121177"
"3","1996","Not Employed","Couple + C. LE and GT 16","220","0.636290948199582","0.586106902999037","0.686474993400127"
"3","1996","Employed","1-pers.-HH","477","0.642082614994744","0.607566187478286","0.676599042511202"
"3","1996","Employed","(Married) couple without C. ","461","0.182359815992269","0.165449438493618","0.199270193490921"
"3","1996","Employed","Single parent ","200","0.450598047808888","0.403238787049458","0.497957308568317"
"3","1996","Employed","Couple + C. LE 16 ","71","0.0279828855948913","0.0212934750129246","0.034672296176858"
"3","1996","Employed","Couple + C. GT 16 ","592","0.352755996787557","0.329157788377111","0.376354205198003"
"3","1996","Employed","Couple + C. LE and GT 16","245","0.256994084965862","0.228429629816792","0.285558540114933"
"4","1996","Not Employed","1-pers.-HH","95","0.111699464614931","0.0886268353637357","0.134772093866126"
"4","1996","Not Employed","(Married) couple without C. ","23","","",""
"4","1996","Not Employed","Single parent ","37","0.179047219334489","0.129172778246124","0.228921660422853"
"4","1996","Not Employed","Couple + C. LE 16 ","5","","",""
"4","1996","Not Employed","Couple + C. GT 16 ","3","","",""
"4","1996","Not Employed","Couple + C. LE and GT 16","4","","",""
"4","1996","Employed","1-pers.-HH","154","0.235097636540604","0.204564872601706","0.265630400479502"
"4","1996","Employed","(Married) couple without C. ","94","0.0548241398737237","0.0448551801728966","0.0647930995745507"
"4","1996","Employed","Single parent ","114","0.305867322156083","0.262008905575448","0.349725738736719"
"4","1996","Employed","Couple + C. LE 16 ","48","0.0212897318393965","0.0154348677713115","0.0271445959074815"
"4","1996","Employed","Couple + C. GT 16 ","30","0.0149402095292136","0.00894895939120642","0.0209314596672207"
"4","1996","Employed","Couple + C. LE and GT 16","17","","",""
"5","1996","Not Employed","1-pers.-HH","476","0.684743525478725","0.650711519064316","0.718775531893134"
"5","1996","Not Employed","(Married) couple without C. ","42","0.0274767280243811","0.0193804629082863","0.0355729931404759"
"5","1996","Not Employed","Single parent ","60","0.277677101491047","0.219417046869521","0.335937156112573"
"5","1996","Not Employed","Couple + C. LE 16 ","1","","",""
"5","1996","Not Employed","Couple + C. GT 16 ","4","","",""
"5","1996","Not Employed","Couple + C. LE and GT 16","1","","",""
"5","1996","Employed","1-pers.-HH","46","0.0546267664354678","0.0382645028394375","0.0709890300314982"
"5","1996","Employed","(Married) couple without C. ","28","","",""
"5","1996","Employed","Single parent ","56","0.131054458096687","0.0989335849744956","0.163175331218877"
"5","1996","Employed","Couple + C. LE 16 ","4","","",""
"5","1996","Employed","Couple + C. GT 16 ","2","","",""
"5","1996","Employed","Couple + C. LE and GT 16","2","","",""
"6","1996","Not Employed","1-pers.-HH","","","",""
"6","1996","Not Employed","(Married) couple without C. ","","","",""
"6","1996","Not Employed","Single parent ","","","",""
"6","1996","Not Employed","Couple + C. LE 16 ","","","",""
"6","1996","Not Employed","Couple + C. GT 16 ","","","",""
"6","1996","Not Employed","Couple + C. LE and GT 16","","","",""
"6","1996","Employed","1-pers.-HH","","","",""
"6","1996","Employed","(Married) couple without C. ","","","",""
"6","1996","Employed","Single parent ","","","",""
"6","1996","Employed","Couple + C. LE 16 ","","","",""
"6","1996","Employed","Couple + C. GT 16 ","","","",""
"6","1996","Employed","Couple + C. LE and GT 16","","","",""
"7","1996","Not Employed","1-pers.-HH","","","",""
"7","1996","Not Employed","(Married) couple without C. ","","","",""
