"pgfamstd","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Married","2007","higher vocational","Rural Area","436","0.695456779255698","0.658035419383003","0.732878139128393","1"
"Married","2007","higher education","Urban Area","2134","0.570592562927887","0.553254347628848","0.587930778226925","1"
"Married","2007","higher education","Rural Area","908","0.647812924525962","0.621418069451875","0.67420777960005","1"
"Married, but separated","2007","general elemantary","Rural Area","13","","","","2"
"Married, but separated","2007","middle vocational","Urban Area","144","0.027179064856241","0.023235473026648","0.0311226566858341","2"
"Married, but separated","2007","vocational + Abi","Urban Area","27","","","","2"
"Married, but separated","2007","vocational + Abi","Rural Area","4","","","","2"
"Married, but separated","2007","middle vocational","Rural Area","72","0.0241521506119304","0.0192709657972223","0.0290333354266386","2"
"Married, but separated","2007","in school","Urban Area","","","","","2"
"Married, but separated","2007","in school","Rural Area","","","","","2"
"Married, but separated","2007","inadequately","Urban Area","5","","","","2"
"Married, but separated","2007","inadequately","Rural Area","","","","","2"
"Married, but separated","2007","general elemantary","Urban Area","37","0.0318868771407968","0.022977612897404","0.0407961413841896","2"
"Married, but separated","2007","higher vocational","Urban Area","28","","","","2"
"Married, but separated","2007","higher vocational","Rural Area","15","","","","2"
"Married, but separated","2007","higher education","Urban Area","86","0.025750354332304","0.0202023947286417","0.0312983139359663","2"
"Married, but separated","2007","higher education","Rural Area","27","","","","2"
"Single","2007","general elemantary","Rural Area","279","0.330637425769408","0.29743058034209","0.363844271196726","3"
"Single","2007","middle vocational","Urban Area","1408","0.230448565925874","0.220235313167603","0.240661818684146","3"
"Single","2007","middle vocational","Rural Area","833","0.247403015202542","0.233683460240686","0.261122570164399","3"
"Single","2007","vocational + Abi","Urban Area","279","0.319900428421064","0.289135110968913","0.350665745873215","3"
"Single","2007","vocational + Abi","Rural Area","94","0.346810297305754","0.2919365237988","0.401684070812708","3"
"Single","2007","higher vocational","Urban Area","124","0.158586006807164","0.135418265123147","0.181753748491182","3"
"Single","2007","higher vocational","Rural Area","69","0.162849910783702","0.132826816421287","0.192873005146118","3"
"Single","2007","higher education","Urban Area","603","0.275735941116914","0.260082792324153","0.291389089909675","3"
"Single","2007","higher education","Rural Area","155","0.175820830074986","0.154785285940769","0.196856374209202","3"
"Single","2007","in school","Urban Area","419","1","1","1","3"
"Single","2007","in school","Rural Area","208","0.959450513977019","0.93270943573137","0.986191592222669","3"
"Single","2007","inadequately","Urban Area","27","","","","3"
"Single","2007","inadequately","Rural Area","27","","","","3"
"Single","2007","general elemantary","Urban Area","405","0.270029605240265","0.247516722646051","0.29254248783448","3"
"Widowed","2007","in school","Urban Area","","","","","5"
"Widowed","2007","in school","Rural Area","","","","","5"
"Widowed","2007","inadequately","Urban Area","13","","","","5"
"Widowed","2007","inadequately","Rural Area","6","","","","5"
"Widowed","2007","general elemantary","Urban Area","217","0.171626152462647","0.152506600314884","0.190745704610411","5"
"Widowed","2007","general elemantary","Rural Area","134","0.205796008730699","0.177259199730813","0.234332817730585","5"
"Widowed","2007","middle vocational","Urban Area","448","0.0906319458896202","0.0836693891378966","0.0975945026413439","5"
"Widowed","2007","middle vocational","Rural Area","285","0.0892872623359555","0.0802207187913418","0.0983538058805691","5"
"Widowed","2007","vocational + Abi","Urban Area","26","","","","5"
"Widowed","2007","vocational + Abi","Rural Area","10","","","","5"
"Widowed","2007","higher vocational","Urban Area","46","0.060923556752631","0.0457534197373905","0.0760936937678715","5"
"Widowed","2007","higher vocational","Rural Area","22","","","","5"
"Widowed","2007","higher education","Urban Area","101","0.0389058752208959","0.0321326251034237","0.0456791253383681","5"
"Widowed","2007","higher education","Rural Area","55","0.0480618917555206","0.036242025635793","0.0598817578752483","5"
"Divorced","2008","in school","Urban Area","","","","","4"
"Divorced","2008","in school","Rural Area","","","","","4"
"Divorced","2008","inadequately","Urban Area","10","","","","4"
"Divorced","2008","inadequately","Rural Area","3","","","","4"
"Divorced","2008","general elemantary","Urban Area","92","0.0788737084642933","0.0646267400456766","0.09312067688291","4"
"Divorced","2008","general elemantary","Rural Area","37","0.0577193708348651","0.0404922505023855","0.0749464911673448","4"
"Divorced","2008","middle vocational","Urban Area","517","0.10107636589988","0.0935495950288098","0.108603136770951","4"
"Divorced","2008","middle vocational","Rural Area","323","0.104453771866817","0.0944420314874885","0.114465512246146","4"
"Divorced","2008","vocational + Abi","Urban Area","48","0.0637147946080512","0.0470482587528951","0.0803813304632073","4"
"Divorced","2008","vocational + Abi","Rural Area","17","","","","4"
"Divorced","2008","higher vocational","Urban Area","76","0.119213804446422","0.0978769814901916","0.140550627402653","4"
"Divorced","2008","higher vocational","Rural Area","35","0.0760066177961316","0.0535085811127745","0.0985046544794888","4"
"Divorced","2008","higher education","Urban Area","204","0.0879377227734339","0.0777917291050501","0.0980837164418177","4"
"Divorced","2008","higher education","Rural Area","107","0.101295976228882","0.0842390686061418","0.118352883851623","4"
"Married","2008","in school","Urban Area","","","","","1"
"Married","2008","in school","Rural Area","","","","","1"
"Married","2008","inadequately","Urban Area","82","0.572152340519499","0.48899912335914","0.655305557679857","1"
"Married","2008","inadequately","Rural Area","25","","","","1"
"Married","2008","general elemantary","Urban Area","652","0.435559702891572","0.409351961521971","0.461767444261173","1"
"Married","2008","general elemantary","Rural Area","282","0.368411994629687","0.332779553282043","0.404044435977332","1"
"Married","2008","middle vocational","Urban Area","3746","0.545117615762335","0.532683435639363","0.557551795885307","1"
"Married","2008","middle vocational","Rural Area","2166","0.544228456527653","0.52792544869329","0.560531464362016","1"
"Married","2008","vocational + Abi","Urban Area","462","0.527417016046091","0.493349754442627","0.561484277649556","1"
"Married","2008","vocational + Abi","Rural Area","150","0.497635096970129","0.438432881929946","0.556837312010311","1"
"Married","2008","higher vocational","Urban Area","634","0.629071073476755","0.597263800275182","0.660878346678327","1"
"Married","2008","higher vocational","Rural Area","408","0.696446973005834","0.657412726712135","0.735481219299532","1"
"Married","2008","higher education","Urban Area","2013","0.553404963164198","0.5355945824255","0.571215343902895","1"
"Married","2008","higher education","Rural Area","869","0.660175748753118","0.633399309433049","0.686952188073186","1"
"Married, but separated","2008","general elemantary","Rural Area","11","","","","2"
"Married, but separated","2008","middle vocational","Urban Area","130","0.0219220847439199","0.0182657147256027","0.0255784547622371","2"
"Married, but separated","2008","middle vocational","Rural Area","69","0.0239298931283837","0.0189270786657587","0.0289327075910087","2"
"Married, but separated","2008","vocational + Abi","Urban Area","28","","","","2"
"Married, but separated","2008","vocational + Abi","Rural Area","8","","","","2"
"Married, but separated","2008","higher vocational","Urban Area","20","","","","2"
"Married, but separated","2008","higher vocational","Rural Area","15","","","","2"
"Married, but separated","2008","higher education","Urban Area","83","0.0314286368145741","0.0251780136508264","0.0376792599783218","2"
"Married, but separated","2008","higher education","Rural Area","22","","","","2"
"Married, but separated","2008","in school","Urban Area","","","","","2"
"Married, but separated","2008","in school","Rural Area","","","","","2"
"Married, but separated","2008","inadequately","Urban Area","7","","","","2"
"Married, but separated","2008","inadequately","Rural Area","","","","","2"
"Married, but separated","2008","general elemantary","Urban Area","33","0.0283527502836039","0.0195797397415306","0.0371257608256771","2"
"Single","2008","general elemantary","Rural Area","251","0.34963149215116","0.314406834156187","0.384856150146133","3"
"Single","2008","vocational + Abi","Urban Area","264","0.330404626911325","0.298308664776718","0.362500589045931","3"
"Single","2008","vocational + Abi","Rural Area","89","0.363889247933106","0.306922190176064","0.420856305690148","3"
"Single","2008","middle vocational","Urban Area","1329","0.238326279023128","0.227687471816168","0.248965086230087","3"
"Single","2008","middle vocational","Rural Area","757","0.240592381301264","0.226600312844483","0.254584449758044","3"
"Single","2008","in school","Urban Area","371","1","1","1","3"
"Single","2008","in school","Rural Area","182","1","1","1","3"
"Single","2008","inadequately","Urban Area","26","","","","3"
"Single","2008","inadequately","Rural Area","20","","","","3"
"Single","2008","general elemantary","Urban Area","383","0.272260635285466","0.248733063760265","0.295788206810668","3"
"Single","2008","higher vocational","Urban Area","114","0.174723505346268","0.149719669732523","0.199727340960014","3"
"Single","2008","higher vocational","Rural Area","51","0.159279248618819","0.12821291732834","0.190345579909298","3"
"Single","2008","higher education","Urban Area","587","0.286098692485271","0.269907763878146","0.302289621092396","3"
"Single","2008","higher education","Rural Area","149","0.16739917939675","0.146293908212026","0.188504450581473","3"
"Widowed","2008","in school","Urban Area","","","","","5"
"Widowed","2008","in school","Rural Area","","","","","5"
"Widowed","2008","inadequately","Urban Area","11","","","","5"
"Widowed","2008","inadequately","Rural Area","3","","","","5"
"Widowed","2008","general elemantary","Urban Area","215","0.184953203075065","0.164431238059321","0.205475168090809","5"
"Widowed","2008","general elemantary","Rural Area","123","0.201322322643603","0.171701746565033","0.230942898722172","5"
"Widowed","2008","middle vocational","Urban Area","439","0.0935576545707372","0.0862860167055842","0.10082929243589","5"
"Widowed","2008","middle vocational","Rural Area","270","0.086795497175882","0.0775796316148377","0.0960113627369263","5"
"Widowed","2008","vocational + Abi","Urban Area","23","","","","5"
"Widowed","2008","vocational + Abi","Rural Area","10","","","","5"
"Widowed","2008","higher vocational","Urban Area","42","0.0594448265583725","0.043875120968939","0.0750145321478059","5"
"Widowed","2008","higher vocational","Rural Area","24","","","","5"
"Widowed","2008","higher education","Urban Area","106","0.0411299847625235","0.0340153292616805","0.0482446402633665","5"
