"pgfamstd","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Widowed","2008","general elemantary","East Germany","45","0.160175596912272","0.119543583537737","0.200807610286807","5"
"Widowed","2008","middle vocational","West Germany","516","0.0919527222865439","0.0852962316003431","0.0986092129727448","5"
"Widowed","2008","middle vocational","East Germany","193","0.0882672450843524","0.077162604955414","0.0993718852132908","5"
"Widowed","2008","vocational + Abi","West Germany","29","","","","5"
"Widowed","2008","vocational + Abi","East Germany","4","","","","5"
"Widowed","2008","higher vocational","West Germany","34","0.044415662473445","0.0319068288816735","0.0569244960652166","5"
"Widowed","2008","higher vocational","East Germany","32","0.0826096467348499","0.0548208409872798","0.11039845248242","5"
"Widowed","2008","higher education","West Germany","99","0.0372495346742374","0.0304204870710447","0.04407858227743","5"
"Widowed","2008","higher education","East Germany","62","0.063980730271862","0.0503653683100642","0.0775960922336597","5"
"Divorced","2009","general elemantary","East Germany","20","","","","4"
"Divorced","2009","middle vocational","West Germany","569","0.0967857015905123","0.0896933390008039","0.103878064180221","4"
"Divorced","2009","middle vocational","East Germany","232","0.119621508013185","0.106641009865793","0.132602006160576","4"
"Divorced","2009","vocational + Abi","West Germany","53","0.0607387975796994","0.0446723251643377","0.0768052699950612","4"
"Divorced","2009","vocational + Abi","East Germany","9","","","","4"
"Divorced","2009","higher vocational","West Germany","74","0.107044061559924","0.0875071073118223","0.126581015808027","4"
"Divorced","2009","higher vocational","East Germany","27","","","","4"
"Divorced","2009","higher education","West Germany","185","0.0759961060178515","0.0662381832944372","0.0857540287412657","4"
"Divorced","2009","higher education","East Germany","123","0.12103053814955","0.102622444606858","0.139438631692242","4"
"Divorced","2009","in school","West Germany","","","","","4"
"Divorced","2009","in school","East Germany","","","","","4"
"Divorced","2009","inadequately","West Germany","12","","","","4"
"Divorced","2009","inadequately","East Germany","1","","","","4"
"Divorced","2009","general elemantary","West Germany","106","0.0772228380436862","0.0640435702558465","0.090402105831526","4"
"Married","2009","in school","West Germany","","","","","1"
"Married","2009","in school","East Germany","","","","","1"
"Married","2009","inadequately","West Germany","96","0.578426981101039","0.500180817945438","0.656673144256639","1"
"Married","2009","inadequately","East Germany","4","","","","1"
"Married","2009","general elemantary","West Germany","725","0.420746853515222","0.396373537263121","0.445120169767323","1"
"Married","2009","general elemantary","East Germany","77","0.269360779738948","0.216346773863307","0.322374785614589","1"
"Married","2009","middle vocational","West Germany","4109","0.547817476617211","0.535878564506516","0.559756388727906","1"
"Married","2009","middle vocational","East Germany","1334","0.494731049246737","0.474732527235537","0.514729571257938","1"
"Married","2009","vocational + Abi","West Germany","523","0.558258625456129","0.524854815363537","0.591662435548721","1"
"Married","2009","vocational + Abi","East Germany","53","0.265712980797854","0.195722063290745","0.335703898304964","1"
"Married","2009","higher vocational","West Germany","710","0.653129623908534","0.623051977337769","0.683207270479298","1"
"Married","2009","higher vocational","East Germany","263","0.652556704791394","0.604234719268984","0.700878690313805","1"
"Married","2009","higher education","West Germany","1901","0.569108122196441","0.550873097762411","0.587343146630472","1"
"Married","2009","higher education","East Germany","819","0.594785182742379","0.567077693943513","0.622492671541246","1"
"Married, but separated","2009","in school","West Germany","","","","","2"
"Married, but separated","2009","in school","East Germany","","","","","2"
"Married, but separated","2009","inadequately","West Germany","6","","","","2"
"Married, but separated","2009","inadequately","East Germany","","","","","2"
"Married, but separated","2009","general elemantary","West Germany","36","0.0186986922075703","0.0120109921054401","0.0253863923097005","2"
"Married, but separated","2009","general elemantary","East Germany","","","","","2"
"Married, but separated","2009","middle vocational","West Germany","166","0.0284086024678246","0.0244233421737107","0.0323938627619385","2"
"Married, but separated","2009","middle vocational","East Germany","36","0.0189420151644122","0.0134893046765441","0.0243947256522803","2"
"Married, but separated","2009","vocational + Abi","West Germany","26","","","","2"
"Married, but separated","2009","vocational + Abi","East Germany","2","","","","2"
"Married, but separated","2009","higher vocational","West Germany","29","","","","2"
"Married, but separated","2009","higher vocational","East Germany","4","","","","2"
"Married, but separated","2009","higher education","West Germany","84","0.0329400370759773","0.0263677950623319","0.0395122790896226","2"
"Married, but separated","2009","higher education","East Germany","17","","","","2"
"Single","2009","general elemantary","East Germany","130","0.473217519869527","0.413552743128068","0.532882296610985","3"
"Single","2009","middle vocational","West Germany","1337","0.233801444663971","0.223648683108902","0.243954206219041","3"
"Single","2009","middle vocational","East Germany","616","0.281199812001724","0.263216751102878","0.29918287290057","3"
"Single","2009","vocational + Abi","West Germany","224","0.31128014254641","0.28013493303417","0.34242535205865","3"
"Single","2009","vocational + Abi","East Germany","85","0.604492560172927","0.527015134093055","0.681969986252799","3"
"Single","2009","in school","West Germany","425","1","1","1","3"
"Single","2009","in school","East Germany","81","1","1","1","3"
"Single","2009","inadequately","West Germany","26","","","","3"
"Single","2009","inadequately","East Germany","10","","","","3"
"Single","2009","general elemantary","West Germany","426","0.279494189259665","0.257339017570526","0.301649360948804","3"
"Single","2009","higher vocational","West Germany","118","0.176545384741854","0.152451403196927","0.200639366286781","3"
"Single","2009","higher vocational","East Germany","47","0.182664624925596","0.143452439482304","0.221876810368889","3"
"Single","2009","higher education","West Germany","569","0.28527405422255","0.268646601759748","0.301901506685352","3"
"Single","2009","higher education","East Germany","182","0.204583780207366","0.181816704170893","0.227350856243839","3"
"Widowed","2009","in school","West Germany","","","","","5"
"Widowed","2009","in school","East Germany","","","","","5"
"Widowed","2009","inadequately","West Germany","13","","","","5"
"Widowed","2009","inadequately","East Germany","1","","","","5"
"Widowed","2009","general elemantary","West Germany","283","0.203837426973857","0.183948432472277","0.223726421475437","5"
"Widowed","2009","general elemantary","East Germany","42","0.178298871913741","0.132558131499712","0.22403961232777","5"
"Widowed","2009","middle vocational","West Germany","495","0.0931867746604808","0.0862136731105129","0.100159876210449","5"
"Widowed","2009","middle vocational","East Germany","183","0.085505615573942","0.0743205160840262","0.0966907150638579","5"
"Widowed","2009","vocational + Abi","West Germany","23","","","","5"
"Widowed","2009","vocational + Abi","East Germany","4","","","","5"
"Widowed","2009","higher vocational","West Germany","31","0.0404466272766948","0.0279975753166813","0.0528956792367083","5"
"Widowed","2009","higher vocational","East Germany","32","0.0754566971743811","0.0486522904329108","0.102261103915851","5"
"Widowed","2009","higher education","West Germany","94","0.0366816804871796","0.0297596369697975","0.0436037240045618","5"
"Widowed","2009","higher education","East Germany","65","0.0623107070826189","0.0486684805952665","0.0759529335699713","5"
"Divorced","2010","general elemantary","East Germany","22","","","","4"
"Divorced","2010","middle vocational","West Germany","853","0.101520743825846","0.0952188457572322","0.10782264189446","4"
"Divorced","2010","middle vocational","East Germany","294","0.12184560963216","0.110005479132856","0.133685740131463","4"
"Divorced","2010","vocational + Abi","West Germany","121","0.0726673529209636","0.0593243576324301","0.0860103482094971","4"
"Divorced","2010","vocational + Abi","East Germany","13","","","","4"
"Divorced","2010","higher vocational","West Germany","93","0.113137615194067","0.0952005531795452","0.131074677208589","4"
"Divorced","2010","higher vocational","East Germany","30","0.0730336671287908","0.0480003975032551","0.0980669367543266","4"
"Divorced","2010","higher education","West Germany","259","0.0782288022607994","0.0698872493368522","0.0865703551847466","4"
"Divorced","2010","higher education","East Germany","134","0.119568337091958","0.102529951054848","0.136606723129068","4"
"Divorced","2010","in school","West Germany","","","","","4"
"Divorced","2010","in school","East Germany","","","","","4"
"Divorced","2010","inadequately","West Germany","26","","","","4"
"Divorced","2010","inadequately","East Germany","2","","","","4"
"Divorced","2010","general elemantary","West Germany","184","0.0754030961711875","0.0643319348947091","0.086474257447666","4"
"Married","2010","in school","West Germany","1","","","","1"
"Married","2010","in school","East Germany","","","","","1"
