"erwst","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1998","66 and older","middle vocational","2","","","","1"
"Full-time","1998","66 and older","higher education","4","","","","1"
"Full-time","1998","16-34 y.","in school","2","","","","1"
"Full-time","1998","16-34 y.","inadequately","14","","","","1"
"Full-time","1998","35-65 y.","general elemantary","358","0.306218356356574","0.278690825865343","0.333745886847804","1"
"Full-time","1998","35-65 y.","middle vocational","1965","0.486359544493068","0.470590004151599","0.502129084834536","1"
"Full-time","1998","66 and older","vocational + Abi","2","","","","1"
"Full-time","1998","66 and older","higher vocational","1","","","","1"
"Non-working","1998","16-34 y.","vocational + Abi","83","0.266317123139101","0.21463400969447","0.318000236583732","5"
"Non-working","1998","16-34 y.","inadequately","49","0.578988021522285","0.476414538382485","0.681561504662086","5"
"Non-working","1998","16-34 y.","general elemantary","346","0.386901684297237","0.355309614957329","0.418493753637145","5"
"Non-working","1998","16-34 y.","in school","319","0.954679820513846","0.932305300309269","0.977054340718423","5"
"Non-working","1998","16-34 y.","middle vocational","715","0.324719985674185","0.30562828678683","0.34381168456154","5"
"Non-working","1998","16-34 y.","higher vocational","35","0.174851750854954","0.127191737269568","0.22251176444034","5"
"Non-working","1998","35-65 y.","vocational + Abi","42","0.205142455556122","0.149178871715123","0.261106039397121","5"
"Non-working","1998","35-65 y.","higher vocational","124","0.263481113176632","0.224945442550292","0.302016783802972","5"
"Non-working","1998","35-65 y.","higher education","254","0.193668808096109","0.172573313363544","0.214764302828674","5"
"Non-working","1998","16-34 y.","higher education","80","0.172228130618467","0.137107364452044","0.207348896784889","5"
"Non-working","1998","35-65 y.","middle vocational","1337","0.368390306354852","0.353171198597351","0.383609414112354","5"
"Non-working","1998","35-65 y.","in school","1","","","","5"
"Non-working","1998","35-65 y.","inadequately","163","0.462069984776389","0.406481399770379","0.517658569782399","5"
"Non-working","1998","35-65 y.","general elemantary","575","0.559416086604218","0.529766268537495","0.589065904670941","5"
"Non-working","1998","66 and older","higher education","177","0.939585048276105","0.905436869003266","0.973733227548945","5"
"Non-working","1998","66 and older","inadequately","50","1","1","1","5"
"Non-working","1998","66 and older","higher vocational","81","0.995774830613954","0.98173558411393","1.00981407711398","5"
"Non-working","1998","66 and older","in school","","","","","5"
"Non-working","1998","66 and older","general elemantary","564","0.989072193208676","0.980544912946523","0.997599473470828","5"
"Non-working","1998","66 and older","middle vocational","873","0.987651379930151","0.980387767552845","0.994914992307457","5"
"Non-working","1998","66 and older","vocational + Abi","25","","","","5"
"Other","1998","35-65 y.","vocational + Abi","10","","","","6"
"Other","1998","66 and older","higher education","4","","","","6"
"Other","1998","16-34 y.","inadequately","19","","","","6"
"Other","1998","16-34 y.","general elemantary","304","0.339223521984826","0.308513299052231","0.369933744917421","6"
"Other","1998","16-34 y.","in school","11","","","","6"
"Other","1998","16-34 y.","middle vocational","170","0.0767646150175733","0.0659107384823063","0.0876184915528403","6"
"Other","1998","35-65 y.","middle vocational","98","0.0233966130665723","0.0186274045461702","0.0281658215869744","6"
"Other","1998","35-65 y.","higher vocational","11","","","","6"
"Other","1998","66 and older","higher vocational","","","","","6"
"Other","1998","16-34 y.","vocational + Abi","17","","","","6"
"Other","1998","16-34 y.","higher vocational","6","","","","6"
"Other","1998","16-34 y.","higher education","7","","","","6"
"Other","1998","35-65 y.","in school","","","","","6"
"Other","1998","35-65 y.","inadequately","6","","","","6"
"Other","1998","35-65 y.","general elemantary","38","0.0311411156848541","0.0207673224805934","0.0415149088891148","6"
"Other","1998","35-65 y.","higher education","23","","","","6"
"Other","1998","66 and older","in school","","","","","6"
"Other","1998","66 and older","inadequately","","","","","6"
"Other","1998","66 and older","general elemantary","5","","","","6"
"Other","1998","66 and older","middle vocational","5","","","","6"
"Other","1998","66 and older","vocational + Abi","2","","","","6"
"Part-time","1998","16-34 y.","inadequately","7","","","","2"
"Part-time","1998","16-34 y.","general elemantary","31","0.0320744291420959","0.0206452996924531","0.0435035585917387","2"
"Part-time","1998","16-34 y.","middle vocational","137","0.0694113626241317","0.0590493939243714","0.0797733313238919","2"
"Part-time","1998","16-34 y.","vocational + Abi","22","","","","2"
"Part-time","1998","16-34 y.","higher education","39","0.105937290928495","0.0773110034812643","0.134563578375725","2"
"Part-time","1998","16-34 y.","higher vocational","20","","","","2"
"Part-time","1998","16-34 y.","in school","","","","","2"
"Part-time","1998","66 and older","higher education","2","","","","2"
"Part-time","1998","35-65 y.","in school","","","","","2"
"Part-time","1998","35-65 y.","inadequately","22","","","","2"
"Part-time","1998","35-65 y.","general elemantary","106","0.103224441354354","0.085053668831624","0.121395213877084","2"
"Part-time","1998","35-65 y.","middle vocational","459","0.121853536085508","0.111532738789372","0.132174333381644","2"
"Part-time","1998","35-65 y.","vocational + Abi","24","","","","2"
"Part-time","1998","35-65 y.","higher vocational","55","0.110902208834584","0.0834333197255792","0.138371097943589","2"
"Part-time","1998","35-65 y.","higher education","142","0.112761451833671","0.0958763503337632","0.129646553333579","2"
"Part-time","1998","66 and older","in school","","","","","2"
"Part-time","1998","66 and older","inadequately","","","","","2"
"Part-time","1998","66 and older","general elemantary","1","","","","2"
"Part-time","1998","66 and older","middle vocational","8","","","","2"
"Part-time","1998","66 and older","vocational + Abi","2","","","","2"
"Part-time","1998","66 and older","higher vocational","","","","","2"
"Full-time","1999","16-34 y.","general elemantary","232","0.235019323873249","0.207099784509826","0.262938863236671","1"
"Full-time","1999","16-34 y.","middle vocational","1264","0.553288862666294","0.532636256406569","0.573941468926019","1"
"Full-time","1999","16-34 y.","vocational + Abi","153","0.557292345964501","0.497375881035788","0.617208810893214","1"
"Full-time","1999","16-34 y.","higher vocational","168","0.726643255232964","0.668278643296202","0.785007867169727","1"
"Full-time","1999","16-34 y.","higher education","299","0.722640829502249","0.679671104301181","0.765610554703316","1"
"Full-time","1999","35-65 y.","in school","1","","","","1"
"Full-time","1999","16-34 y.","inadequately","17","","","","1"
"Full-time","1999","35-65 y.","inadequately","107","0.472651415234365","0.414891504100436","0.530411326368294","1"
"Full-time","1999","35-65 y.","vocational + Abi","130","0.598527445996824","0.53285076916672","0.664204122826928","1"
"Full-time","1999","35-65 y.","higher vocational","325","0.606088095217976","0.563847117541774","0.648329072894179","1"
"Full-time","1999","35-65 y.","higher education","962","0.691582542542686","0.666982817885039","0.716182267200333","1"
"Full-time","1999","66 and older","in school","","","","","1"
"Full-time","1999","66 and older","inadequately","1","","","","1"
"Full-time","1999","66 and older","general elemantary","3","","","","1"
"Full-time","1999","66 and older","middle vocational","4","","","","1"
"Full-time","1999","66 and older","higher education","6","","","","1"
"Full-time","1999","16-34 y.","in school","3","","","","1"
"Full-time","1999","35-65 y.","general elemantary","333","0.314682559294452","0.28604278222594","0.343322336362965","1"
"Full-time","1999","35-65 y.","middle vocational","1964","0.499062943283756","0.483283469607638","0.514842416959875","1"
"Full-time","1999","66 and older","vocational + Abi","1","","","","1"
"Full-time","1999","66 and older","higher vocational","","","","","1"
"Non-working","1999","16-34 y.","middle vocational","623","0.284982063613664","0.266229841317824","0.303734285909505","5"
"Non-working","1999","16-34 y.","inadequately","35","0.427209544793104","0.320788527852905","0.533630561733303","5"
"Non-working","1999","16-34 y.","general elemantary","307","0.35116855509504","0.319737787667538","0.382599322522541","5"
"Non-working","1999","16-34 y.","vocational + Abi","66","0.241991698570848","0.19032825591965","0.293655141222045","5"
"Non-working","1999","16-34 y.","in school","290","0.878886272612511","0.843083572964533","0.914688972260488","5"
"Non-working","1999","16-34 y.","higher vocational","27","","","","5"
"Non-working","1999","35-65 y.","vocational + Abi","50","0.23230384222451","0.175723693547824","0.288883990901195","5"
"Non-working","1999","35-65 y.","higher vocational","119","0.249689323474685","0.212270762552521","0.287107884396849","5"
"Non-working","1999","35-65 y.","higher education","222","0.171121748375793","0.151061480154469","0.191182016597118","5"
"Non-working","1999","16-34 y.","higher education","64","0.14159977224241","0.108137436448662","0.175062108036157","5"
"Non-working","1999","35-65 y.","middle vocational","1296","0.352125923227972","0.337052302890557","0.367199543565387","5"
"Non-working","1999","35-65 y.","in school","1","","","","5"
"Non-working","1999","35-65 y.","inadequately","153","0.429547947702591","0.372278559941044","0.486817335464138","5"
"Non-working","1999","35-65 y.","general elemantary","522","0.525009099351216","0.494211741142644","0.555806457559788","5"
"Non-working","1999","66 and older","higher education","189","0.926439016388822","0.890259290225883","0.96261874255176","5"
"Non-working","1999","66 and older","middle vocational","863","0.973366628475051","0.962758769055523","0.98397448789458","5"
"Non-working","1999","66 and older","general elemantary","557","0.987840598180984","0.978803616379845","0.996877579982123","5"
"Non-working","1999","66 and older","inadequately","57","0.985896017405289","0.955548684276636","1.01624335053394","5"
"Non-working","1999","66 and older","vocational + Abi","29","","","","5"
"Non-working","1999","66 and older","higher vocational","85","1","1","1","5"
"Non-working","1999","66 and older","in school","","","","","5"
"Other","1999","16-34 y.","inadequately","21","","","","6"
"Other","1999","16-34 y.","general elemantary","308","0.378269135866679","0.346336637592644","0.410201634140713","6"
"Other","1999","35-65 y.","middle vocational","141","0.0358518831212487","0.0299844096292003","0.041719356613297","6"
"Other","1999","35-65 y.","vocational + Abi","8","","","","6"
"Other","1999","66 and older","higher education","4","","","","6"
"Other","1999","16-34 y.","in school","23","","","","6"
"Other","1999","16-34 y.","middle vocational","193","0.0849359795494434","0.0733546851745952","0.0965172739242917","6"
"Other","1999","16-34 y.","vocational + Abi","22","","","","6"
"Other","1999","16-34 y.","higher vocational","6","","","","6"
"Other","1999","16-34 y.","higher education","15","","","","6"
"Other","1999","35-65 y.","in school","","","","","6"
"Other","1999","35-65 y.","inadequately","6","","","","6"
"Other","1999","35-65 y.","general elemantary","47","0.0551332105590012","0.0410572079691316","0.0692092131488707","6"
"Other","1999","35-65 y.","higher vocational","13","","","","6"
"Other","1999","66 and older","higher vocational","","","","","6"
"Other","1999","35-65 y.","higher education","31","0.0348079044944053","0.0250448755588853","0.0445709334299252","6"
"Other","1999","66 and older","in school","","","","","6"
"Other","1999","66 and older","inadequately","","","","","6"
"Other","1999","66 and older","general elemantary","3","","","","6"
