"erwst","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Full-time","2000","vocational + Abi","East Germany","76","0.559462353032853","0.472432142883379","0.646492563182327"
"Full-time","2000","higher vocational","West Germany","748","0.515847092081148","0.489537249986866","0.54215693417543"
"Full-time","2000","higher vocational","East Germany","275","0.4966100757709","0.453131405085573","0.540088746456227"
"Full-time","2000","higher education","West Germany","1553","0.594565978300282","0.575490988264159","0.613640968336406"
"Full-time","2000","higher education","East Germany","762","0.524274519436356","0.497074401381427","0.551474637491284"
"Part-time","2000","in school","West Germany","3","","",""
"Part-time","2000","in school","East Germany","1","","",""
"Part-time","2000","inadequately","West Germany","21","","",""
"Part-time","2000","inadequately","East Germany","1","","",""
"Part-time","2000","general elemantary","West Germany","224","0.0681177815657281","0.0591953062970303","0.0770402568344258"
"Part-time","2000","general elemantary","East Germany","7","","",""
"Part-time","2000","middle vocational","West Germany","1059","0.102474704647422","0.0964112786220321","0.108538130672813"
"Part-time","2000","middle vocational","East Germany","204","0.0582338935715609","0.0502048001801827","0.0662629869629391"
"Part-time","2000","vocational + Abi","West Germany","106","0.101065816048404","0.0824307407676644","0.119700891329144"
"Part-time","2000","vocational + Abi","East Germany","8","","",""
"Part-time","2000","higher vocational","West Germany","169","0.1194079516966","0.102336498964139","0.136479404429061"
"Part-time","2000","higher vocational","East Germany","30","0.0491387525793622","0.0303418248095086","0.0679356803492158"
"Part-time","2000","higher education","West Germany","288","0.110411518751954","0.0982354815873882","0.122587555916519"
"Part-time","2000","higher education","East Germany","118","0.0840735018789595","0.0689597221927808","0.0991872815651382"
"Non-working","2000","in school","West Germany","313","0.885107480764011","0.851888191083111","0.918326770444912"
"Non-working","2000","in school","East Germany","137","0.934671890775078","0.894312325441896","0.97503145610826"
"Non-working","2000","inadequately","West Germany","248","0.623561465330957","0.575228759372906","0.671894171289008"
"Non-working","2000","inadequately","East Germany","12","","",""
"Non-working","2000","general elemantary","West Germany","1813","0.628867897169056","0.611759135898219","0.645976658439892"
"Non-working","2000","general elemantary","East Germany","323","0.690453467383379","0.650564442527718","0.73034249223904"
"Non-working","2000","middle vocational","West Germany","3965","0.435305542658359","0.425392881565865","0.445218203750853"
"Non-working","2000","middle vocational","East Germany","1564","0.512506193707653","0.495368941930035","0.529643445485272"
"Non-working","2000","vocational + Abi","West Germany","329","0.328865919981117","0.299820400940235","0.357911439022"
"Non-working","2000","vocational + Abi","East Germany","32","0.27418088415164","0.195977441514593","0.352384326788687"
"Non-working","2000","higher vocational","West Germany","427","0.338581098998245","0.31366751939963","0.36349467859686"
"Non-working","2000","higher vocational","East Germany","197","0.438118928732202","0.394973534233597","0.481264323230806"
"Non-working","2000","higher education","West Germany","637","0.263053774374784","0.245947935934967","0.280159612814601"
"Non-working","2000","higher education","East Germany","396","0.372669334032278","0.34633494212987","0.399003725934685"
"Other","2000","in school","West Germany","37","0.106205715107258","0.0741105813148509","0.138300848899666"
"Other","2000","in school","East Germany","6","","",""
"Other","2000","inadequately","West Germany","28","","",""
"Other","2000","inadequately","East Germany","5","","",""
"Other","2000","general elemantary","West Germany","422","0.121632973206808","0.110057513003659","0.133208433409958"
"Other","2000","general elemantary","East Germany","158","0.237209172492698","0.200507005198184","0.273911339787213"
"Other","2000","middle vocational","West Germany","508","0.0504524759683917","0.0460763885188959","0.0548285634178875"
"Other","2000","middle vocational","East Germany","147","0.042472090530064","0.0355580072421247","0.0493861738180032"
"Other","2000","vocational + Abi","West Germany","62","0.066803751724712","0.0513671400595279","0.0822403633898962"
"Other","2000","vocational + Abi","East Germany","9","","",""
"Other","2000","higher vocational","West Germany","42","0.0261638572240073","0.0177603552666909","0.0345673591813237"
"Other","2000","higher vocational","East Germany","6","","",""
"Other","2000","higher education","West Germany","67","0.03196872857298","0.0251341526333254","0.0388033045126346"
"Other","2000","higher education","East Germany","19","","",""
"Full-time","2001","in school","West Germany","","","",""
"Full-time","2001","in school","East Germany","","","",""
"Full-time","2001","inadequately","West Germany","66","0.225530285183724","0.177999551216863","0.273061019150585"
"Full-time","2001","inadequately","East Germany","3","","",""
"Full-time","2001","general elemantary","West Germany","544","0.185868000543747","0.171090744733126","0.200645256354368"
"Full-time","2001","general elemantary","East Germany","36","0.0795887901538611","0.0548552617193692","0.104322318588353"
"Full-time","2001","middle vocational","West Germany","3615","0.40728439371358","0.396922510407826","0.417646277019334"
"Full-time","2001","middle vocational","East Germany","1234","0.386025829487953","0.368654075561772","0.403397583414134"
"Full-time","2001","vocational + Abi","West Germany","473","0.46624062883517","0.434651099816","0.497830157854339"
"Full-time","2001","vocational + Abi","East Germany","65","0.492900598825472","0.403820307718958","0.581980889931985"
"Full-time","2001","higher vocational","West Germany","671","0.519558703347124","0.491716684793453","0.547400721900795"
"Full-time","2001","higher vocational","East Germany","231","0.46075180808317","0.414439549823062","0.507064066343278"
"Full-time","2001","higher education","West Germany","1427","0.58796453446731","0.568021877127321","0.607907191807299"
"Full-time","2001","higher education","East Germany","703","0.502251169157601","0.474286189348152","0.53021614896705"
"Part-time","2001","in school","West Germany","5","","",""
"Part-time","2001","in school","East Germany","2","","",""
"Part-time","2001","inadequately","West Germany","18","","",""
"Part-time","2001","inadequately","East Germany","","","",""
"Part-time","2001","general elemantary","West Germany","176","0.0595161536741784","0.0505286896707274","0.0685036176776294"
"Part-time","2001","general elemantary","East Germany","9","","",""
"Part-time","2001","middle vocational","West Germany","983","0.104976717907764","0.0985122870782579","0.11144114873727"
"Part-time","2001","middle vocational","East Germany","194","0.058053517005627","0.0497092571941035","0.0663977768171505"
"Part-time","2001","vocational + Abi","West Germany","110","0.11397532165623","0.0938522784835234","0.134098364828937"
"Part-time","2001","vocational + Abi","East Germany","7","","",""
"Part-time","2001","higher vocational","West Germany","146","0.11355394248895","0.0958736068138403","0.131234278164059"
"Part-time","2001","higher vocational","East Germany","34","0.0706777284668985","0.0468659107257265","0.0944895462080705"
"Part-time","2001","higher education","West Germany","268","0.111518571277331","0.0987648201522716","0.12427232240239"
"Part-time","2001","higher education","East Germany","112","0.0923864260306058","0.0761905858621142","0.108582266199097"
"Non-working","2001","in school","West Germany","327","0.817925935393449","0.77977257022418","0.856079300562719"
"Non-working","2001","in school","East Germany","144","0.900305281184734","0.85359090832727","0.947019654042197"
"Non-working","2001","inadequately","West Germany","191","0.66899928596381","0.615481620706078","0.722516951221541"
"Non-working","2001","inadequately","East Germany","10","","",""
"Non-working","2001","general elemantary","West Germany","1552","0.620822644725001","0.602391638882679","0.639253650567324"
"Non-working","2001","general elemantary","East Germany","280","0.669781566661076","0.626804533945473","0.712758599376679"
"Non-working","2001","middle vocational","West Germany","3538","0.433971784715849","0.423519375155724","0.444424194275973"
"Non-working","2001","middle vocational","East Germany","1442","0.51395945721183","0.496124949932413","0.531793964491247"
"Non-working","2001","vocational + Abi","West Germany","320","0.355432154952044","0.325122707996234","0.385741601907854"
"Non-working","2001","vocational + Abi","East Germany","46","0.451402148076294","0.36273468802296","0.540069608129628"
"Non-working","2001","higher vocational","West Germany","384","0.34256793195688","0.31612180757206","0.369014056341701"
"Non-working","2001","higher vocational","East Germany","171","0.43561187458001","0.389543077289687","0.481680671870334"
"Non-working","2001","higher education","West Germany","588","0.269754440840167","0.251771574095938","0.287737307584397"
"Non-working","2001","higher education","East Germany","391","0.381727158026318","0.354555538654255","0.408898777398381"
"Other","2001","in school","West Germany","61","0.170513336344261","0.133331083840136","0.207695588848385"
"Other","2001","in school","East Germany","12","","",""
"Other","2001","inadequately","West Germany","22","","",""
"Other","2001","inadequately","East Germany","2","","",""
