"erwst","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Other","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Other","1990","66 and older","(3a) lower tertiary education","2","","",""
"Other","1990","66 and older","(3b) higher tertiary education","","","",""
"Full-time","1991","16-34 y.","(0) in school","","","",""
"Full-time","1991","16-34 y.","(1a) inadequately completed","71","0.375662316651444","0.309528578528603","0.441796054774285"
"Full-time","1991","16-34 y.","(1b) general elementary school","277","0.36663414596267","0.330036364929121","0.403231926996218"
"Full-time","1991","16-34 y.","(1c) basic vocational qualification","726","0.691790527911437","0.663767424253979","0.719813631568894"
"Full-time","1991","16-34 y.","(2b) intermediate general qualification","88","0.235525861952946","0.195419380482944","0.275632343422948"
"Full-time","1991","16-34 y.","(2a) intermediate vocational","984","0.694187223109113","0.67028985307054","0.718084593147686"
"Full-time","1991","16-34 y.","(2c_gen) general maturity certificate","51","0.155236125202673","0.116457737242796","0.194014513162549"
"Full-time","1991","16-34 y.","(2c_voc) vocational maturity certificate","171","0.641889588675852","0.585223872293778","0.698555305057927"
"Full-time","1991","16-34 y.","(3a) lower tertiary education","199","0.698907387753669","0.644491385461637","0.753323390045702"
"Full-time","1991","16-34 y.","(3b) higher tertiary education","138","0.651210500425811","0.585810853213778","0.716610147637845"
"Full-time","1991","35-65 y.","(0) in school","","","",""
"Full-time","1991","35-65 y.","(1a) inadequately completed","259","0.47276626810939","0.429048894491602","0.516483641727179"
"Full-time","1991","35-65 y.","(1b) general elementary school","537","0.342770145642213","0.316288153821059","0.369252137463368"
"Full-time","1991","35-65 y.","(1c) basic vocational qualification","1649","0.574058850510337","0.555627653936626","0.592490047084049"
"Full-time","1991","35-65 y.","(2b) intermediate general qualification","22","","",""
"Full-time","1991","35-65 y.","(2a) intermediate vocational","702","0.623450915149622","0.593975403951167","0.652926426348077"
"Full-time","1991","35-65 y.","(2c_gen) general maturity certificate","29","","",""
"Full-time","1991","35-65 y.","(2c_voc) vocational maturity certificate","129","0.610445147018402","0.541468018820571","0.679422275216234"
"Full-time","1991","35-65 y.","(3a) lower tertiary education","411","0.713860869125971","0.676226154807287","0.751495583444655"
"Full-time","1991","35-65 y.","(3b) higher tertiary education","429","0.759245863937213","0.723185566308377","0.795306161566049"
"Full-time","1991","66 and older","(0) in school","","","",""
"Full-time","1991","66 and older","(1a) inadequately completed","","","",""
"Full-time","1991","66 and older","(1b) general elementary school","","","",""
"Full-time","1991","66 and older","(1c) basic vocational qualification","4","","",""
"Full-time","1991","66 and older","(2b) intermediate general qualification","","","",""
"Full-time","1991","66 and older","(2a) intermediate vocational","2","","",""
"Full-time","1991","66 and older","(2c_gen) general maturity certificate","","","",""
"Full-time","1991","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"Full-time","1991","66 and older","(3a) lower tertiary education","3","","",""
"Full-time","1991","66 and older","(3b) higher tertiary education","2","","",""
"Part-time","1991","16-34 y.","(0) in school","1","","",""
"Part-time","1991","16-34 y.","(1a) inadequately completed","9","","",""
"Part-time","1991","16-34 y.","(1b) general elementary school","37","0.0700490506165558","0.0506651076052561","0.0894329936278556"
"Part-time","1991","16-34 y.","(1c) basic vocational qualification","77","0.0776203322461648","0.0613817336692058","0.0938589308231238"
"Part-time","1991","16-34 y.","(2b) intermediate general qualification","15","","",""
"Part-time","1991","16-34 y.","(2a) intermediate vocational","110","0.0746879282323653","0.0610529858302608","0.0883228706344699"
"Part-time","1991","16-34 y.","(2c_gen) general maturity certificate","24","","",""
"Part-time","1991","16-34 y.","(2c_voc) vocational maturity certificate","15","","",""
"Part-time","1991","16-34 y.","(3a) lower tertiary education","24","","",""
"Part-time","1991","16-34 y.","(3b) higher tertiary education","10","","",""
"Part-time","1991","35-65 y.","(0) in school","","","",""
"Part-time","1991","35-65 y.","(1a) inadequately completed","36","0.0826414778106251","0.0585314442234613","0.106751511397789"
"Part-time","1991","35-65 y.","(1b) general elementary school","132","0.124796441258418","0.106357068274233","0.143235814242603"
"Part-time","1991","35-65 y.","(1c) basic vocational qualification","254","0.0940234020485994","0.0831447022193158","0.104902101877883"
"Part-time","1991","35-65 y.","(2b) intermediate general qualification","11","","",""
"Part-time","1991","35-65 y.","(2a) intermediate vocational","119","0.120671673513042","0.100855143291634","0.140488203734449"
"Part-time","1991","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Part-time","1991","35-65 y.","(2c_voc) vocational maturity certificate","12","","",""
"Part-time","1991","35-65 y.","(3a) lower tertiary education","31","0.0736163709648787","0.0518705480697089","0.0953621938600485"
"Part-time","1991","35-65 y.","(3b) higher tertiary education","43","0.0963987048719493","0.0715058198562001","0.121291589887699"
"Part-time","1991","66 and older","(0) in school","","","",""
"Part-time","1991","66 and older","(1a) inadequately completed","","","",""
"Part-time","1991","66 and older","(1b) general elementary school","","","",""
"Part-time","1991","66 and older","(1c) basic vocational qualification","2","","",""
"Part-time","1991","66 and older","(2b) intermediate general qualification","","","",""
"Part-time","1991","66 and older","(2a) intermediate vocational","3","","",""
"Part-time","1991","66 and older","(2c_gen) general maturity certificate","","","",""
"Part-time","1991","66 and older","(2c_voc) vocational maturity certificate","3","","",""
"Part-time","1991","66 and older","(3a) lower tertiary education","3","","",""
"Part-time","1991","66 and older","(3b) higher tertiary education","1","","",""
"Non-working","1991","16-34 y.","(0) in school","142","0.917383975336665","0.873761520940969","0.961006429732361"
"Non-working","1991","16-34 y.","(1a) inadequately completed","105","0.505048321690332","0.436773221271077","0.573323422109587"
"Non-working","1991","16-34 y.","(1b) general elementary school","200","0.279800303346905","0.245707592585714","0.313893014108095"
"Non-working","1991","16-34 y.","(1c) basic vocational qualification","195","0.188471361335557","0.16473683626678","0.212205886404334"
"Non-working","1991","16-34 y.","(2b) intermediate general qualification","147","0.341868126586243","0.297034937595059","0.386701315577428"
"Non-working","1991","16-34 y.","(2a) intermediate vocational","282","0.190243438241621","0.169886330817216","0.210600545666026"
"Non-working","1991","16-34 y.","(2c_gen) general maturity certificate","190","0.550130830693182","0.496858488052388","0.603403173333976"
"Non-working","1991","16-34 y.","(2c_voc) vocational maturity certificate","70","0.239191739488989","0.188772946758757","0.289610532219221"
"Non-working","1991","16-34 y.","(3a) lower tertiary education","47","0.179788466061887","0.13423613385225","0.225340798271524"
"Non-working","1991","16-34 y.","(3b) higher tertiary education","40","0.176347673302585","0.124049100291144","0.228646246314026"
"Non-working","1991","35-65 y.","(0) in school","","","",""
"Non-working","1991","35-65 y.","(1a) inadequately completed","202","0.439739215964171","0.396275991845821","0.483202440082521"
"Non-working","1991","35-65 y.","(1b) general elementary school","533","0.501505211402179","0.473608144267381","0.529402278536976"
"Non-working","1991","35-65 y.","(1c) basic vocational qualification","803","0.307856343261085","0.290650629325469","0.325062057196701"
"Non-working","1991","35-65 y.","(2b) intermediate general qualification","38","0.489643704638436","0.374176495623581","0.60511091365329"
"Non-working","1991","35-65 y.","(2a) intermediate vocational","196","0.233364792728931","0.207633508499127","0.259096076958735"
"Non-working","1991","35-65 y.","(2c_gen) general maturity certificate","15","","",""
"Non-working","1991","35-65 y.","(2c_voc) vocational maturity certificate","43","0.255374527261482","0.193692987156237","0.317056067366727"
"Non-working","1991","35-65 y.","(3a) lower tertiary education","106","0.199490028399469","0.166213563908483","0.232766492890455"
"Non-working","1991","35-65 y.","(3b) higher tertiary education","64","0.134211636627597","0.105460688608096","0.162962584647098"
"Non-working","1991","66 and older","(0) in school","","","",""
"Non-working","1991","66 and older","(1a) inadequately completed","25","","",""
"Non-working","1991","66 and older","(1b) general elementary school","471","0.996154425603059","0.990582531377221","1.0017263198289"
"Non-working","1991","66 and older","(1c) basic vocational qualification","614","0.977495919359042","0.965895962250811","0.989095876467273"
"Non-working","1991","66 and older","(2b) intermediate general qualification","34","1","1","1"
"Non-working","1991","66 and older","(2a) intermediate vocational","151","0.962163008536597","0.932317368874028","0.992008648199166"
"Non-working","1991","66 and older","(2c_gen) general maturity certificate","6","","",""
"Non-working","1991","66 and older","(2c_voc) vocational maturity certificate","33","0.860920357249723","0.753686638479332","0.968154076020114"
"Non-working","1991","66 and older","(3a) lower tertiary education","57","0.920212490786639","0.853302752358289","0.98712222921499"
"Non-working","1991","66 and older","(3b) higher tertiary education","47","0.957286640857527","0.901237888241166","1.01333539347389"
"Other","1991","16-34 y.","(0) in school","10","","",""
"Other","1991","16-34 y.","(1a) inadequately completed","21","","",""
"Other","1991","16-34 y.","(1b) general elementary school","152","0.28351650007387","0.249286788269833","0.317746211877907"
"Other","1991","16-34 y.","(1c) basic vocational qualification","45","0.0421177785068416","0.0299280306793624","0.0543075263343209"
"Other","1991","16-34 y.","(2b) intermediate general qualification","180","0.378546281078393","0.332702782802959","0.424389779353827"
"Other","1991","16-34 y.","(2a) intermediate vocational","52","0.0408814104169009","0.030611111666186","0.0511517091676159"
"Other","1991","16-34 y.","(2c_gen) general maturity certificate","70","0.229690509641484","0.184647247313613","0.274733771969355"
"Other","1991","16-34 y.","(2c_voc) vocational maturity certificate","19","","",""
"Other","1991","16-34 y.","(3a) lower tertiary education","3","","",""
"Other","1991","16-34 y.","(3b) higher tertiary education","16","","",""
"Other","1991","35-65 y.","(0) in school","","","",""
"Other","1991","35-65 y.","(1a) inadequately completed","4","","",""
"Other","1991","35-65 y.","(1b) general elementary school","32","0.0309282016971902","0.0212688979498391","0.0405875054445413"
"Other","1991","35-65 y.","(1c) basic vocational qualification","59","0.0240614041799785","0.0183496138853527","0.0297731944746042"
"Other","1991","35-65 y.","(2b) intermediate general qualification","1","","",""
"Other","1991","35-65 y.","(2a) intermediate vocational","21","","",""
"Other","1991","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Other","1991","35-65 y.","(2c_voc) vocational maturity certificate","8","","",""
"Other","1991","35-65 y.","(3a) lower tertiary education","6","","",""
