"erwst","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Other","1999","in school","Male","12","","",""
"Other","1999","in school","Female","11","","",""
"Other","1999","inadequately","Male","14","","",""
"Other","1999","inadequately","Female","13","","",""
"Other","1999","general elemantary","Male","191","0.203987104727337","0.177408685472225","0.230565523982448"
"Other","1999","general elemantary","Female","167","0.084903410184915","0.0711506260232223","0.0986561943466076"
"Other","1999","middle vocational","Male","90","0.0249366032569629","0.0197565866268281","0.0301166198870977"
"Other","1999","middle vocational","Female","254","0.062188252196614","0.054172687436181","0.0702038169570471"
"Other","1999","vocational + Abi","Male","14","","",""
"Other","1999","vocational + Abi","Female","17","","",""
"Other","1999","higher vocational","Male","7","","",""
"Other","1999","higher vocational","Female","12","","",""
"Other","1999","higher education","Male","15","","",""
"Other","1999","higher education","Female","35","0.059750293758052","0.0441343555699174","0.0753662319461866"
"Full-time","2000","in school","Male","","","",""
"Full-time","2000","in school","Female","1","","",""
"Full-time","2000","inadequately","Male","65","0.424686505229473","0.350382856352846","0.4989901541061"
"Full-time","2000","inadequately","Female","26","","",""
"Full-time","2000","general elemantary","Male","391","0.350118666357644","0.322680401407848","0.377556931307441"
"Full-time","2000","general elemantary","Female","241","0.0883016471339412","0.0769924980242105","0.099610796243672"
"Full-time","2000","middle vocational","Male","3790","0.578614197555165","0.566425984479945","0.590802410630385"
"Full-time","2000","middle vocational","Female","1641","0.239570976207142","0.229252567682038","0.249889384732246"
"Full-time","2000","vocational + Abi","Male","346","0.652628240377464","0.611385900579481","0.693870580175447"
"Full-time","2000","vocational + Abi","Female","238","0.375019990865714","0.33685069696467","0.413189284766759"
"Full-time","2000","higher vocational","Male","742","0.649523127122236","0.621067824706979","0.677978429537493"
"Full-time","2000","higher vocational","Female","281","0.329606581386479","0.297314302313607","0.361898860459351"
"Full-time","2000","higher education","Male","1539","0.686959992692867","0.667462270732567","0.706457714653167"
"Full-time","2000","higher education","Female","776","0.420481706661923","0.396785031289058","0.444178382034788"
"Part-time","2000","in school","Male","3","","",""
"Part-time","2000","in school","Female","1","","",""
"Part-time","2000","inadequately","Male","3","","",""
"Part-time","2000","inadequately","Female","19","","",""
"Part-time","2000","general elemantary","Male","10","","",""
"Part-time","2000","general elemantary","Female","221","0.0838528223056541","0.0728053884730832","0.0949002561382249"
"Part-time","2000","middle vocational","Male","92","0.0186805333993735","0.0153385415296567","0.0220225252690903"
"Part-time","2000","middle vocational","Female","1171","0.166483362126022","0.157477841392956","0.175488882859088"
"Part-time","2000","vocational + Abi","Male","14","","",""
"Part-time","2000","vocational + Abi","Female","100","0.159932401727366","0.131033642269753","0.188831161184979"
"Part-time","2000","higher vocational","Male","20","","",""
"Part-time","2000","higher vocational","Female","179","0.208624856791721","0.180711625325145","0.236538088258296"
"Part-time","2000","higher education","Male","66","0.0356174212809671","0.0278249691584918","0.0434098734034425"
"Part-time","2000","higher education","Female","340","0.199939034175388","0.180739502862213","0.219138565488562"
"Non-working","2000","in school","Male","216","0.902294254037718","0.864651335417041","0.939937172658396"
"Non-working","2000","in school","Female","234","0.89143007631409","0.853542518099306","0.929317634528873"
"Non-working","2000","inadequately","Male","85","0.458069461874741","0.383173032704649","0.532965891044833"
"Non-working","2000","inadequately","Female","175","0.750447125129918","0.695235131740755","0.805659118519081"
"Non-working","2000","general elemantary","Male","450","0.397741906695188","0.369588952142004","0.425894861248372"
"Non-working","2000","general elemantary","Female","1686","0.737661369950069","0.720127427115247","0.755195312784891"
"Non-working","2000","middle vocational","Male","2233","0.37156064937471","0.359633076250292","0.383488222499127"
"Non-working","2000","middle vocational","Female","3296","0.527868320828388","0.515799616561438","0.539937025095337"
"Non-working","2000","vocational + Abi","Male","128","0.257111941985355","0.219255837346653","0.294968046624056"
"Non-working","2000","vocational + Abi","Female","233","0.386244780052042","0.347857904526022","0.424631655578062"
"Non-working","2000","higher vocational","Male","305","0.308702553254083","0.281151462302642","0.336253644205524"
"Non-working","2000","higher vocational","Female","319","0.428026971272579","0.394036339893267","0.462017602651891"
"Non-working","2000","higher education","Male","527","0.254973518803903","0.236648196512041","0.273298841095764"
"Non-working","2000","higher education","Female","506","0.342163966143263","0.319389077813611","0.364938854472916"
"Other","2000","in school","Male","20","","",""
"Other","2000","in school","Female","23","","",""
"Other","2000","inadequately","Male","17","","",""
"Other","2000","inadequately","Female","16","","",""
"Other","2000","general elemantary","Male","310","0.239655005638452","0.215100534818748","0.264209476458155"
"Other","2000","general elemantary","Female","270","0.0901841606103356","0.0787669023976491","0.101601418823022"
"Other","2000","middle vocational","Male","190","0.0311446196707521","0.0268568984647625","0.0354323408767416"
"Other","2000","middle vocational","Female","465","0.0660773408384483","0.0600718569001158","0.0720828247767808"
"Other","2000","vocational + Abi","Male","24","","",""
"Other","2000","vocational + Abi","Female","47","0.0788028273548778","0.0575605511485286","0.100045103561227"
"Other","2000","higher vocational","Male","13","","",""
"Other","2000","higher vocational","Female","35","0.0337415905492214","0.0213374891609624","0.0461456919374804"
"Other","2000","higher education","Male","41","0.0224490672222629","0.0162205154987643","0.0286776189457615"
"Other","2000","higher education","Female","45","0.0374152930194257","0.0283051678242536","0.0465254182145979"
"Full-time","2001","in school","Male","","","",""
"Full-time","2001","in school","Female","","","",""
"Full-time","2001","inadequately","Male","52","0.387044485078972","0.303953090961287","0.470135879196658"
"Full-time","2001","inadequately","Female","17","","",""
"Full-time","2001","general elemantary","Male","342","0.334894269359779","0.305831126862862","0.363957411856695"
"Full-time","2001","general elemantary","Female","238","0.104621322291078","0.0915589133038715","0.117683731278284"
"Full-time","2001","middle vocational","Male","3370","0.575058680873656","0.562196222329299","0.587921139418014"
"Full-time","2001","middle vocational","Female","1479","0.236638323758179","0.225866103727596","0.247410543788762"
"Full-time","2001","vocational + Abi","Male","318","0.621236852833226","0.578021518833787","0.664452186832666"
"Full-time","2001","vocational + Abi","Female","220","0.332816341095637","0.29495337527589","0.370679306915383"
"Full-time","2001","higher vocational","Male","659","0.642130740392017","0.611885407956461","0.672376072827572"
"Full-time","2001","higher vocational","Female","243","0.320423738415634","0.286267506417397","0.354579970413872"
"Full-time","2001","higher education","Male","1400","0.672452952127917","0.651905071716796","0.693000832539037"
"Full-time","2001","higher education","Female","730","0.418646407533308","0.394196704905963","0.443096110160654"
"Part-time","2001","in school","Male","2","","",""
"Part-time","2001","in school","Female","5","","",""
"Part-time","2001","inadequately","Male","","","",""
"Part-time","2001","inadequately","Female","18","","",""
"Part-time","2001","general elemantary","Male","4","","",""
"Part-time","2001","general elemantary","Female","181","0.0750361383373367","0.0637924856626667","0.0862797910120067"
"Part-time","2001","middle vocational","Male","90","0.0176529442537969","0.0142264936599566","0.0210793948476373"
"Part-time","2001","middle vocational","Female","1087","0.17121426602257","0.161666789333732","0.180761742711409"
"Part-time","2001","vocational + Abi","Male","15","","",""
"Part-time","2001","vocational + Abi","Female","102","0.169587166641729","0.139433986212553","0.199740347070905"
"Part-time","2001","higher vocational","Male","15","","",""
"Part-time","2001","higher vocational","Female","165","0.221392343706018","0.191002452377986","0.251782235034049"
"Part-time","2001","higher education","Male","68","0.0418681667024825","0.0330990905914753","0.0506372428134897"
"Part-time","2001","higher education","Female","312","0.196196068454222","0.176514942991747","0.215877193916697"
"Non-working","2001","in school","Male","229","0.855870140948432","0.813662780687514","0.89807750120935"
"Non-working","2001","in school","Female","242","0.812635612171047","0.76733363983834","0.857937584503753"
"Non-working","2001","inadequately","Male","70","0.545940510606592","0.461004831328221","0.630876189884962"
"Non-working","2001","inadequately","Female","131","0.773321750487709","0.712157610130105","0.834485890845312"
"Non-working","2001","general elemantary","Male","390","0.404759970456064","0.374533446178538","0.43498649473359"
"Non-working","2001","general elemantary","Female","1442","0.721508198121525","0.702377243402771","0.740639152840279"
"Non-working","2001","middle vocational","Male","2029","0.373990302760004","0.361400349250982","0.386580256269025"
"Non-working","2001","middle vocational","Female","2951","0.523168191584985","0.510509151534225","0.535827231635746"
"Non-working","2001","vocational + Abi","Male","134","0.291120375960344","0.250649001063909","0.33159175085678"
"Non-working","2001","vocational + Abi","Female","232","0.425584674013037","0.385856774151662","0.465312573874413"
"Non-working","2001","higher vocational","Male","281","0.327490279170228","0.297880653009505","0.357099905330951"
