"erwst","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Non-working","2006","(1a) inadequately completed","West Germany","157","0.716994258022779","0.65747024363194","0.776518272413618"
"Non-working","2006","(1a) inadequately completed","East Germany","","","",""
"Non-working","2006","(1b) general elementary school","West Germany","1195","0.693593180242938","0.672037395848513","0.715148964637362"
"Non-working","2006","(1b) general elementary school","East Germany","188","0.807419924556292","0.757322543842751","0.857517305269832"
"Non-working","2006","(1c) basic vocational qualification","West Germany","2504","0.504100220818926","0.490274789886593","0.51792565175126"
"Non-working","2006","(1c) basic vocational qualification","East Germany","965","0.842216575754376","0.821337454124399","0.863095697384353"
"Non-working","2006","(2b) intermediate general qualification","West Germany","190","0.400601193125991","0.355174786327814","0.446027599924169"
"Non-working","2006","(2b) intermediate general qualification","East Germany","68","0.430700643021755","0.354915465246027","0.506485820797482"
"Non-working","2006","(2a) intermediate vocational","West Germany","1107","0.34480538167145","0.328788820723362","0.360821942619538"
"Non-working","2006","(2a) intermediate vocational","East Germany","542","0.312986424595715","0.291606093587633","0.334366755603797"
"Non-working","2006","(2c_gen) general maturity certificate","West Germany","345","0.508619410138271","0.470216595122405","0.547022225154138"
"Non-working","2006","(2c_gen) general maturity certificate","East Germany","117","0.639268848667729","0.569693379901955","0.708844317433504"
"Non-working","2006","(2c_voc) vocational maturity certificate","West Germany","433","0.314575362144464","0.290338257220496","0.338812467068432"
"Non-working","2006","(2c_voc) vocational maturity certificate","East Germany","77","0.379219677248609","0.31624077725844","0.442198577238777"
"Non-working","2006","(3a) lower tertiary education","West Germany","333","0.328618628967529","0.301134473560306","0.356102784374752"
"Non-working","2006","(3a) lower tertiary education","East Germany","283","0.466520856221162","0.429188939537093","0.503852772905232"
"Non-working","2006","(3b) higher tertiary education","West Germany","576","0.286045227336139","0.266853635752127","0.305236818920151"
"Non-working","2006","(3b) higher tertiary education","East Germany","205","0.418992131193806","0.381120131794017","0.456864130593595"
"Other","2006","(0) in school","West Germany","93","0.186977303396164","0.152904342145526","0.221050264646801"
"Other","2006","(0) in school","East Germany","","","",""
"Other","2006","(1a) inadequately completed","West Germany","","","",""
"Other","2006","(1a) inadequately completed","East Germany","","","",""
"Other","2006","(1b) general elementary school","West Germany","163","0.0895373796245293","0.0761869432746811","0.102887815974378"
"Other","2006","(1b) general elementary school","East Germany","37","0.122048207941975","0.0804609150752048","0.163635500808745"
"Other","2006","(1c) basic vocational qualification","West Germany","240","0.0496261039471294","0.0436209296705871","0.0556312782236717"
"Other","2006","(1c) basic vocational qualification","East Germany","33","0.0271353601682329","0.0178293473163562","0.0364413730201096"
"Other","2006","(2b) intermediate general qualification","West Germany","138","0.313374063161361","0.270372330383164","0.356375795939557"
"Other","2006","(2b) intermediate general qualification","East Germany","70","0.366490534097515","0.292745275611047","0.440235792583982"
"Other","2006","(2a) intermediate vocational","West Germany","208","0.0551857530897994","0.0474911929998244","0.0628803131797745"
"Other","2006","(2a) intermediate vocational","East Germany","90","0.0612923792683622","0.0502328300250362","0.0723519285116881"
"Other","2006","(2c_gen) general maturity certificate","West Germany","165","0.234422125731175","0.201879575535716","0.266964675926634"
"Other","2006","(2c_gen) general maturity certificate","East Germany","47","0.265861895794033","0.201853126389621","0.329870665198444"
"Other","2006","(2c_voc) vocational maturity certificate","West Germany","76","0.0558660164677314","0.0438785004010244","0.0678535325344385"
"Other","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","2006","(3a) lower tertiary education","West Germany","40","0.0369485499553789","0.0259109383759493","0.0479861615348084"
"Other","2006","(3a) lower tertiary education","East Germany","","","",""
"Other","2006","(3b) higher tertiary education","West Germany","91","0.0492730005038372","0.0400814091510982","0.0584645918565761"
"Other","2006","(3b) higher tertiary education","East Germany","","","",""
"Full-time","2007","(0) in school","West Germany","","","",""
"Full-time","2007","(0) in school","East Germany","","","",""
"Full-time","2007","(1a) inadequately completed","West Germany","35","0.191310181169743","0.136384556205899","0.246235806133587"
"Full-time","2007","(1a) inadequately completed","East Germany","","","",""
"Full-time","2007","(1b) general elementary school","West Germany","252","0.166659690916744","0.148112904408931","0.185206477424556"
"Full-time","2007","(1b) general elementary school","East Germany","","","",""
"Full-time","2007","(1c) basic vocational qualification","West Germany","1662","0.362014593672473","0.348096371541242","0.375932815803705"
"Full-time","2007","(1c) basic vocational qualification","East Germany","137","0.132105523991143","0.111854830449694","0.152356217532592"
"Full-time","2007","(2b) intermediate general qualification","West Germany","79","0.237259651302467","0.196478427483918","0.278040875121016"
"Full-time","2007","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","2007","(2a) intermediate vocational","West Germany","1422","0.462516158554319","0.445214054852197","0.47981826225644"
"Full-time","2007","(2a) intermediate vocational","East Germany","940","0.544230771131698","0.520583700814788","0.567877841448609"
"Full-time","2007","(2c_gen) general maturity certificate","West Germany","112","0.181057672865507","0.151340782647495","0.210774563083519"
"Full-time","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","2007","(2c_voc) vocational maturity certificate","West Germany","629","0.460958751061672","0.434279370979899","0.487638131143445"
"Full-time","2007","(2c_voc) vocational maturity certificate","East Germany","119","0.551313845723434","0.485889048147352","0.616738643299515"
"Full-time","2007","(3a) lower tertiary education","West Germany","590","0.558940626306552","0.529064673419809","0.588816579193296"
"Full-time","2007","(3a) lower tertiary education","East Germany","278","0.40682538965938","0.369147479889869","0.444503299428891"
"Full-time","2007","(3b) higher tertiary education","West Germany","1126","0.549790083898288","0.528190171956217","0.571389995840359"
"Full-time","2007","(3b) higher tertiary education","East Germany","358","0.448079746396791","0.409849487826817","0.486310004966765"
"Part-time","2007","(0) in school","West Germany","","","",""
"Part-time","2007","(0) in school","East Germany","","","",""
"Part-time","2007","(1a) inadequately completed","West Germany","","","",""
"Part-time","2007","(1a) inadequately completed","East Germany","","","",""
"Part-time","2007","(1b) general elementary school","West Germany","108","0.0648992415584006","0.0526392207449639","0.0771592623718373"
"Part-time","2007","(1b) general elementary school","East Germany","","","",""
"Part-time","2007","(1c) basic vocational qualification","West Germany","446","0.0884141452355357","0.0801921917194827","0.0966360987515888"
"Part-time","2007","(1c) basic vocational qualification","East Germany","","","",""
"Part-time","2007","(2b) intermediate general qualification","West Germany","","","",""
"Part-time","2007","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","2007","(2a) intermediate vocational","West Germany","578","0.148860859171461","0.136508688281173","0.161213030061749"
"Part-time","2007","(2a) intermediate vocational","East Germany","214","0.122338215031629","0.106780064827121","0.137896365236136"
"Part-time","2007","(2c_gen) general maturity certificate","West Germany","39","0.0791507685262507","0.058315933464677","0.0999856035878245"
"Part-time","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","2007","(2c_voc) vocational maturity certificate","West Germany","224","0.162176817919527","0.142447854118878","0.181905781720176"
"Part-time","2007","(2c_voc) vocational maturity certificate","East Germany","32","0.114808982415737","0.0728738482530192","0.156744116578454"
"Part-time","2007","(3a) lower tertiary education","West Germany","126","0.101604753883898","0.083425287316171","0.119784220451626"
"Part-time","2007","(3a) lower tertiary education","East Germany","83","0.0992801847463802","0.0763441864736775","0.122216183019083"
"Part-time","2007","(3b) higher tertiary education","West Germany","279","0.122286559866396","0.108062887522474","0.136510232210317"
"Part-time","2007","(3b) higher tertiary education","East Germany","64","0.0889078809243304","0.0670281142035899","0.110787647645071"
"Non-working","2007","(0) in school","West Germany","388","0.806470481230165","0.770979953196015","0.841961009264314"
"Non-working","2007","(0) in school","East Germany","139","0.924357187353252","0.882320349190874","0.96639402551563"
"Non-working","2007","(1a) inadequately completed","West Germany","136","0.685750463267758","0.620926533430881","0.750574393104636"
"Non-working","2007","(1a) inadequately completed","East Germany","","","",""
"Non-working","2007","(1b) general elementary school","West Germany","1055","0.678523105204447","0.655279719182675","0.701766491226219"
"Non-working","2007","(1b) general elementary school","East Germany","172","0.762137791780054","0.70522520403152","0.819050379528588"
