"erwst","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Part-time","1996","35-65 y.","Couple + C. LE and GT 16","115","0.173848438934005","0.147303454710924","0.200393423157086","2"
"Part-time","1996","66 and older","1-pers.-HH","3","","","","2"
"Part-time","1996","66 and older","(Married) couple without C. ","6","","","","2"
"Part-time","1996","66 and older","Single parent ","","","","","2"
"Part-time","1996","66 and older","Couple + C. LE and GT 16","","","","","2"
"Part-time","1996","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","1996","66 and older","Couple + C. GT 16 ","2","","","","2"
"Full-time","1997","16-34 y.","Couple + C. LE 16 ","639","0.443138537320937","0.417117331670892","0.469159742970982","1"
"Full-time","1997","16-34 y.","1-pers.-HH","308","0.717399899934659","0.674940580460316","0.759859219409002","1"
"Full-time","1997","16-34 y.","(Married) couple without C. ","651","0.770344076600454","0.742150755794036","0.798537397406871","1"
"Full-time","1997","16-34 y.","Single parent ","89","0.255638871554022","0.205433015014922","0.305844728093122","1"
"Full-time","1997","16-34 y.","Couple + C. GT 16 ","325","0.312139416015678","0.282082998075246","0.342195833956109","1"
"Full-time","1997","16-34 y.","Couple + C. LE and GT 16","70","0.133981133770458","0.102332600596517","0.165629666944398","1"
"Full-time","1997","35-65 y.","1-pers.-HH","253","0.493977035288786","0.450197845379764","0.537756225197807","1"
"Full-time","1997","35-65 y.","(Married) couple without C. ","826","0.42054840418807","0.398479133796786","0.442617674579355","1"
"Full-time","1997","35-65 y.","Single parent ","156","0.487479366773457","0.431747620983005","0.543211112563909","1"
"Full-time","1997","35-65 y.","Couple + C. LE 16 ","912","0.609397661077401","0.584259608124644","0.634535714030158","1"
"Full-time","1997","66 and older","1-pers.-HH","1","","","","1"
"Full-time","1997","66 and older","(Married) couple without C. ","8","","","","1"
"Full-time","1997","66 and older","Couple + C. LE 16 ","","","","","1"
"Full-time","1997","66 and older","Couple + C. GT 16 ","4","","","","1"
"Full-time","1997","66 and older","Couple + C. LE and GT 16","","","","","1"
"Full-time","1997","35-65 y.","Couple + C. GT 16 ","726","0.503489036375327","0.476945450468522","0.530032622282132","1"
"Full-time","1997","35-65 y.","Couple + C. LE and GT 16","468","0.598088873071766","0.56341396188996","0.632763784253572","1"
"Full-time","1997","66 and older","Single parent ","","","","","1"
"Non-working","1997","16-34 y.","1-pers.-HH","76","0.165480828333334","0.130438075146519","0.20052358152015","5"
"Non-working","1997","16-34 y.","Couple + C. LE 16 ","540","0.394015330501364","0.368419368794804","0.419611292207925","5"
"Non-working","1997","16-34 y.","Couple + C. GT 16 ","380","0.449672715302118","0.417404756539104","0.481940674065132","5"
"Non-working","1997","66 and older","Single parent ","38","0.967991177094305","0.912747021626975","1.02323533256164","5"
"Non-working","1997","66 and older","Couple + C. LE and GT 16","","","","","5"
"Non-working","1997","16-34 y.","(Married) couple without C. ","125","0.120731783703572","0.0988925935629751","0.142570973844168","5"
"Non-working","1997","16-34 y.","Single parent ","129","0.470232687085592","0.412788236685372","0.527677137485812","5"
"Non-working","1997","16-34 y.","Couple + C. LE and GT 16","241","0.560004670603213","0.513884814529307","0.606124526677119","5"
"Non-working","1997","35-65 y.","1-pers.-HH","217","0.444529217777926","0.401017122804927","0.488041312750925","5"
"Non-working","1997","35-65 y.","(Married) couple without C. ","912","0.484185121306631","0.461843018193967","0.506527224419295","5"
"Non-working","1997","35-65 y.","Single parent ","96","0.289357269786324","0.23879672915264","0.339917810420009","5"
"Non-working","1997","35-65 y.","Couple + C. LE 16 ","304","0.208780524488742","0.187839047837295","0.22972200114019","5"
"Non-working","1997","35-65 y.","Couple + C. LE and GT 16","174","0.223071745820748","0.193628870366745","0.252514621274752","5"
"Non-working","1997","66 and older","1-pers.-HH","523","0.983006424910915","0.972002928355285","0.994009921466546","5"
"Non-working","1997","66 and older","(Married) couple without C. ","822","0.979893910812468","0.970401822289354","0.989385999335582","5"
"Non-working","1997","66 and older","Couple + C. LE 16 ","1","","","","5"
"Non-working","1997","66 and older","Couple + C. GT 16 ","95","0.910988429534898","0.856260239725097","0.9657166193447","5"
"Non-working","1997","35-65 y.","Couple + C. GT 16 ","453","0.344395690895386","0.319169602265932","0.369621779524839","5"
"Other","1997","16-34 y.","(Married) couple without C. ","47","0.0455373484007297","0.0315631027821679","0.0595115940192915","6"
"Other","1997","16-34 y.","1-pers.-HH","29","","","","6"
"Other","1997","16-34 y.","Single parent ","51","0.184890271219589","0.140210168777634","0.229570373661545","6"
"Other","1997","16-34 y.","Couple + C. LE 16 ","55","0.0333849394777521","0.0239750147689999","0.0427948641865042","6"
"Other","1997","16-34 y.","Couple + C. GT 16 ","193","0.218162845480443","0.191373552645811","0.244952138315076","6"
"Other","1997","16-34 y.","Couple + C. LE and GT 16","128","0.296941539162742","0.254489428983888","0.339393649341597","6"
"Other","1997","35-65 y.","Couple + C. LE 16 ","53","0.041411782640322","0.0311460055071727","0.0516775597734713","6"
"Other","1997","35-65 y.","Couple + C. LE and GT 16","14","","","","6"
"Other","1997","66 and older","1-pers.-HH","3","","","","6"
"Other","1997","66 and older","(Married) couple without C. ","5","","","","6"
"Other","1997","35-65 y.","1-pers.-HH","4","","","","6"
"Other","1997","35-65 y.","(Married) couple without C. ","25","","","","6"
"Other","1997","35-65 y.","Single parent ","5","","","","6"
"Other","1997","35-65 y.","Couple + C. GT 16 ","35","0.0286339386012978","0.0197800883852875","0.037487788817308","6"
"Other","1997","66 and older","Single parent ","","","","","6"
"Other","1997","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","1997","66 and older","Couple + C. GT 16 ","4","","","","6"
"Other","1997","66 and older","Couple + C. LE and GT 16","","","","","6"
"Part-time","1997","16-34 y.","(Married) couple without C. ","32","0.063386791295245","0.0470545962912579","0.0797189862992321","2"
"Part-time","1997","16-34 y.","1-pers.-HH","19","","","","2"
"Part-time","1997","16-34 y.","Single parent ","21","","","","2"
"Part-time","1997","16-34 y.","Couple + C. LE 16 ","166","0.129461192699947","0.111875967145667","0.147046418254227","2"
"Part-time","1997","16-34 y.","Couple + C. GT 16 ","15","","","","2"
"Part-time","1997","16-34 y.","Couple + C. LE and GT 16","6","","","","2"
"Part-time","1997","35-65 y.","1-pers.-HH","27","","","","2"
"Part-time","1997","35-65 y.","Couple + C. LE 16 ","178","0.140410031793535","0.122509803761216","0.158310259825853","2"
"Part-time","1997","35-65 y.","Couple + C. GT 16 ","149","0.123481334127989","0.106015818802487","0.140946849453491","2"
"Part-time","1997","35-65 y.","(Married) couple without C. ","159","0.081958049758397","0.069695000561342","0.0942210989554521","2"
"Part-time","1997","35-65 y.","Single parent ","52","0.204818913525662","0.159821567327245","0.249816259724079","2"
"Part-time","1997","35-65 y.","Couple + C. LE and GT 16","112","0.162495039486807","0.136404609963807","0.188585469009807","2"
"Part-time","1997","66 and older","1-pers.-HH","3","","","","2"
"Part-time","1997","66 and older","(Married) couple without C. ","5","","","","2"
"Part-time","1997","66 and older","Single parent ","1","","","","2"
"Part-time","1997","66 and older","Couple + C. LE and GT 16","","","","","2"
"Part-time","1997","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","1997","66 and older","Couple + C. GT 16 ","1","","","","2"
"Full-time","1998","16-34 y.","Couple + C. LE 16 ","649","0.43196605360236","0.406600681755815","0.457331425448905","1"
"Full-time","1998","16-34 y.","1-pers.-HH","343","0.664045811740364","0.62281025395241","0.705281369528318","1"
"Full-time","1998","16-34 y.","(Married) couple without C. ","726","0.791461799719494","0.765166918525554","0.817756680913434","1"
"Full-time","1998","16-34 y.","Single parent ","90","0.277157263046026","0.226924945652285","0.327389580439767","1"
"Full-time","1998","16-34 y.","Couple + C. GT 16 ","325","0.304580183074172","0.275677180242546","0.333483185905797","1"
"Full-time","1998","16-34 y.","Couple + C. LE and GT 16","54","0.10041411885364","0.0731552169427409","0.127673020764539","1"
"Full-time","1998","35-65 y.","1-pers.-HH","325","0.515545405595876","0.476826943033656","0.554263868158096","1"
"Full-time","1998","35-65 y.","(Married) couple without C. ","946","0.411315207045903","0.391103854965931","0.431526559125875","1"
"Full-time","1998","35-65 y.","Single parent ","172","0.460034046524124","0.408478067005165","0.511590026043082","1"
"Full-time","1998","35-65 y.","Couple + C. LE 16 ","1035","0.611836747881147","0.588308235179032","0.635365260583261","1"
"Full-time","1998","35-65 y.","Couple + C. GT 16 ","820","0.52841886423408","0.503003791444502","0.553833937023659","1"
"Full-time","1998","35-65 y.","Couple + C. LE and GT 16","460","0.574616230153699","0.540118621468385","0.609113838839012","1"
"Full-time","1998","66 and older","1-pers.-HH","1","","","","1"
"Full-time","1998","66 and older","(Married) couple without C. ","4","","","","1"
"Full-time","1998","66 and older","Single parent ","","","","","1"
"Full-time","1998","66 and older","Couple + C. LE 16 ","","","","","1"
"Full-time","1998","66 and older","Couple + C. GT 16 ","3","","","","1"
"Full-time","1998","66 and older","Couple + C. LE and GT 16","","","","","1"
"Non-working","1998","16-34 y.","1-pers.-HH","96","0.17914391129002","0.145665305717069","0.212622516862971","5"
"Non-working","1998","16-34 y.","(Married) couple without C. ","108","0.100761453164891","0.0812788003288107","0.120244106000972","5"
"Non-working","1998","16-34 y.","Couple + C. LE 16 ","615","0.430219659792957","0.404866731095051","0.455572588490863","5"
"Non-working","1998","16-34 y.","Couple + C. GT 16 ","416","0.457005246114817","0.425720904313626","0.488289587916009","5"
"Non-working","1998","16-34 y.","Single parent ","136","0.451173270407649","0.395327860918578","0.507018679896721","5"
"Non-working","1998","16-34 y.","Couple + C. LE and GT 16","266","0.610701032423099","0.566478296877148","0.654923767969049","5"
"Non-working","1998","35-65 y.","1-pers.-HH","277","0.426565753004834","0.388248628528471","0.464882877481196","5"
"Non-working","1998","35-65 y.","(Married) couple without C. ","1083","0.475748935981189","0.455236126385443","0.496261745576935","5"
"Non-working","1998","35-65 y.","Single parent ","119","0.298599761927723","0.251259729642823","0.345939794212623","5"
"Non-working","1998","35-65 y.","Couple + C. LE 16 ","330","0.199631588785619","0.180332842850448","0.218930334720789","5"
"Non-working","1998","66 and older","Single parent ","49","0.97002313133009","0.922757303704224","1.01728895895596","5"
"Non-working","1998","66 and older","Couple + C. LE and GT 16","1","","","","5"
"Non-working","1998","35-65 y.","Couple + C. GT 16 ","457","0.323809705133738","0.299986324679984","0.347633085587493","5"
"Non-working","1998","35-65 y.","Couple + C. LE and GT 16","186","0.224304678976433","0.195199227400403","0.253410130552462","5"
"Non-working","1998","66 and older","1-pers.-HH","613","0.987637514412473","0.978946830011102","0.996328198813844","5"
"Non-working","1998","66 and older","(Married) couple without C. ","975","0.981778676415496","0.973463879298858","0.990093473532134","5"
"Non-working","1998","66 and older","Couple + C. LE 16 ","","","","","5"
"Non-working","1998","66 and older","Couple + C. GT 16 ","105","0.917778543920908","0.867352232994465","0.968204854847351","5"
"Other","1998","16-34 y.","(Married) couple without C. ","48","0.0593137320035345","0.0440252822367603","0.0746021817703087","6"
"Other","1998","16-34 y.","1-pers.-HH","42","0.0809427662858821","0.0571309171159604","0.104754615455804","6"
"Other","1998","16-34 y.","Single parent ","58","0.187223512448679","0.143444704552803","0.231002320344555","6"
"Other","1998","16-34 y.","Couple + C. LE 16 ","56","0.0317672092819797","0.0227865399894591","0.0407478785745002","6"
"Other","1998","16-34 y.","Couple + C. GT 16 ","217","0.221681804685609","0.195595520065178","0.24776808930604","6"
"Other","1998","16-34 y.","Couple + C. LE and GT 16","140","0.261889041311613","0.22201326598979","0.301764816633436","6"
"Other","1998","35-65 y.","1-pers.-HH","5","","","","6"
"Other","1998","35-65 y.","(Married) couple without C. ","42","0.020410872152722","0.0146029694110249","0.0262187748944192","6"
"Other","1998","35-65 y.","Single parent ","8","","","","6"
"Other","1998","35-65 y.","Couple + C. LE 16 ","64","0.0383375238373122","0.0290672438327802","0.0476078038418441","6"
"Other","1998","35-65 y.","Couple + C. LE and GT 16","24","","","","6"
"Other","1998","66 and older","1-pers.-HH","3","","","","6"
"Other","1998","66 and older","(Married) couple without C. ","7","","","","6"
"Other","1998","35-65 y.","Couple + C. GT 16 ","43","0.0307635908843154","0.0219722046034224","0.0395549771652084","6"
"Other","1998","66 and older","Single parent ","1","","","","6"
"Other","1998","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","1998","66 and older","Couple + C. GT 16 ","4","","","","6"
"Other","1998","66 and older","Couple + C. LE and GT 16","","","","","6"
"Part-time","1998","16-34 y.","(Married) couple without C. ","35","0.0484630151120801","0.0345640816790224","0.0623619485451378","2"
"Part-time","1998","16-34 y.","Couple + C. GT 16 ","16","","","","2"
"Part-time","1998","16-34 y.","Single parent ","21","","","","2"
"Part-time","1998","16-34 y.","Couple + C. LE 16 ","145","0.106047077322703","0.0902805533724212","0.121813601272986","2"
"Part-time","1998","16-34 y.","1-pers.-HH","23","","","","2"
"Part-time","1998","16-34 y.","Couple + C. LE and GT 16","7","","","","2"
"Part-time","1998","35-65 y.","1-pers.-HH","33","0.051120732389679","0.0340574681419403","0.0681839966374178","2"
"Part-time","1998","35-65 y.","(Married) couple without C. ","206","0.0925249848201856","0.0806231635175135","0.104426806122858","2"
"Part-time","1998","35-65 y.","Single parent ","60","0.218456591934311","0.175714084493882","0.26119909937474","2"
"Part-time","1998","35-65 y.","Couple + C. LE 16 ","219","0.150194139495922","0.132945460426111","0.167442818565734","2"
"Part-time","1998","66 and older","1-pers.-HH","4","","","","2"
"Part-time","1998","35-65 y.","Couple + C. GT 16 ","162","0.117007839747866","0.100643070207269","0.133372609288463","2"
"Part-time","1998","35-65 y.","Couple + C. LE and GT 16","119","0.174202721485924","0.147737606771195","0.200667836200652","2"
