"erwst","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Non-working","1995","(1c) basic vocational qualification","vocational + Abi","","","",""
"Non-working","1995","(1c) basic vocational qualification","higher vocational","107","0.404455756521634","0.347174034826538","0.461737478216731"
"Non-working","1995","(1c) basic vocational qualification","higher education","","","",""
"Non-working","1995","(2b) intermediate general qualification","in school","","","",""
"Non-working","1995","(2b) intermediate general qualification","inadequately","","","",""
"Non-working","1995","(2b) intermediate general qualification","general elemantary","181","0.432245389841663","0.387788976557811","0.476701803125516"
"Non-working","1995","(2b) intermediate general qualification","middle vocational","","","",""
"Non-working","1995","(2b) intermediate general qualification","vocational + Abi","","","",""
"Non-working","1995","(2b) intermediate general qualification","higher vocational","","","",""
"Non-working","1995","(2b) intermediate general qualification","higher education","","","",""
"Non-working","1995","(2a) intermediate vocational","in school","","","",""
"Non-working","1995","(2a) intermediate vocational","inadequately","","","",""
"Non-working","1995","(2a) intermediate vocational","general elemantary","","","",""
"Non-working","1995","(2a) intermediate vocational","middle vocational","630","0.330026044340711","0.310821491952849","0.349230596728573"
"Non-working","1995","(2a) intermediate vocational","vocational + Abi","","","",""
"Non-working","1995","(2a) intermediate vocational","higher vocational","77","0.347592280154212","0.297415285179656","0.397769275128768"
"Non-working","1995","(2a) intermediate vocational","higher education","","","",""
"Non-working","1995","(2c_gen) general maturity certificate","in school","","","",""
"Non-working","1995","(2c_gen) general maturity certificate","inadequately","","","",""
"Non-working","1995","(2c_gen) general maturity certificate","general elemantary","","","",""
"Non-working","1995","(2c_gen) general maturity certificate","middle vocational","244","0.501308086348182","0.45615305422677","0.546463118469593"
"Non-working","1995","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Non-working","1995","(2c_gen) general maturity certificate","higher vocational","","","",""
"Non-working","1995","(2c_gen) general maturity certificate","higher education","","","",""
"Non-working","1995","(2c_voc) vocational maturity certificate","in school","","","",""
"Non-working","1995","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Non-working","1995","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Non-working","1995","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Non-working","1995","(2c_voc) vocational maturity certificate","vocational + Abi","167","0.350858269212873","0.308120095770534","0.393596442655212"
"Non-working","1995","(2c_voc) vocational maturity certificate","higher vocational","35","0.341631861434082","0.259149741071974","0.42411398179619"
"Non-working","1995","(2c_voc) vocational maturity certificate","higher education","","","",""
"Non-working","1995","(3a) lower tertiary education","in school","","","",""
"Non-working","1995","(3a) lower tertiary education","inadequately","","","",""
"Non-working","1995","(3a) lower tertiary education","general elemantary","","","",""
"Non-working","1995","(3a) lower tertiary education","middle vocational","","","",""
"Non-working","1995","(3a) lower tertiary education","vocational + Abi","","","",""
"Non-working","1995","(3a) lower tertiary education","higher vocational","","","",""
"Non-working","1995","(3a) lower tertiary education","higher education","216","0.284756323259116","0.25469882387411","0.314813822644123"
"Non-working","1995","(3b) higher tertiary education","in school","","","",""
"Non-working","1995","(3b) higher tertiary education","inadequately","","","",""
"Non-working","1995","(3b) higher tertiary education","general elemantary","","","",""
"Non-working","1995","(3b) higher tertiary education","middle vocational","","","",""
"Non-working","1995","(3b) higher tertiary education","vocational + Abi","","","",""
"Non-working","1995","(3b) higher tertiary education","higher vocational","","","",""
"Non-working","1995","(3b) higher tertiary education","higher education","199","0.260050991607847","0.231344374093215","0.288757609122479"
"Other","1995","(0) in school","in school","","","",""
"Other","1995","(0) in school","inadequately","","","",""
"Other","1995","(0) in school","general elemantary","","","",""
"Other","1995","(0) in school","middle vocational","","","",""
"Other","1995","(0) in school","vocational + Abi","","","",""
"Other","1995","(0) in school","higher vocational","","","",""
"Other","1995","(0) in school","higher education","","","",""
"Other","1995","(1a) inadequately completed","in school","","","",""
"Other","1995","(1a) inadequately completed","inadequately","","","",""
"Other","1995","(1a) inadequately completed","general elemantary","","","",""
"Other","1995","(1a) inadequately completed","middle vocational","","","",""
"Other","1995","(1a) inadequately completed","vocational + Abi","","","",""
"Other","1995","(1a) inadequately completed","higher vocational","","","",""
"Other","1995","(1a) inadequately completed","higher education","","","",""
"Other","1995","(1b) general elementary school","in school","","","",""
"Other","1995","(1b) general elementary school","inadequately","","","",""
"Other","1995","(1b) general elementary school","general elemantary","149","0.0600334836510319","0.0497226817586475","0.0703442855434163"
"Other","1995","(1b) general elementary school","middle vocational","","","",""
"Other","1995","(1b) general elementary school","vocational + Abi","","","",""
"Other","1995","(1b) general elementary school","higher vocational","","","",""
"Other","1995","(1b) general elementary school","higher education","","","",""
"Other","1995","(1c) basic vocational qualification","in school","","","",""
"Other","1995","(1c) basic vocational qualification","inadequately","","","",""
"Other","1995","(1c) basic vocational qualification","general elemantary","","","",""
"Other","1995","(1c) basic vocational qualification","middle vocational","92","0.0229743140155877","0.0182263585321001","0.0277222694990753"
"Other","1995","(1c) basic vocational qualification","vocational + Abi","","","",""
"Other","1995","(1c) basic vocational qualification","higher vocational","","","",""
"Other","1995","(1c) basic vocational qualification","higher education","","","",""
"Other","1995","(2b) intermediate general qualification","in school","","","",""
"Other","1995","(2b) intermediate general qualification","inadequately","","","",""
"Other","1995","(2b) intermediate general qualification","general elemantary","177","0.295509327293044","0.25456326697179","0.336455387614298"
"Other","1995","(2b) intermediate general qualification","middle vocational","","","",""
"Other","1995","(2b) intermediate general qualification","vocational + Abi","","","",""
"Other","1995","(2b) intermediate general qualification","higher vocational","","","",""
"Other","1995","(2b) intermediate general qualification","higher education","","","",""
"Other","1995","(2a) intermediate vocational","in school","","","",""
"Other","1995","(2a) intermediate vocational","inadequately","","","",""
"Other","1995","(2a) intermediate vocational","general elemantary","","","",""
"Other","1995","(2a) intermediate vocational","middle vocational","77","0.0299148192609333","0.0229573828002622","0.0368722557216044"
"Other","1995","(2a) intermediate vocational","vocational + Abi","","","",""
"Other","1995","(2a) intermediate vocational","higher vocational","","","",""
"Other","1995","(2a) intermediate vocational","higher education","","","",""
"Other","1995","(2c_gen) general maturity certificate","in school","","","",""
"Other","1995","(2c_gen) general maturity certificate","inadequately","","","",""
"Other","1995","(2c_gen) general maturity certificate","general elemantary","","","",""
"Other","1995","(2c_gen) general maturity certificate","middle vocational","104","0.217754749649363","0.18048187204603","0.255027627252697"
"Other","1995","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Other","1995","(2c_gen) general maturity certificate","higher vocational","","","",""
"Other","1995","(2c_gen) general maturity certificate","higher education","","","",""
