"erwst","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1999","higher education","Rural Area","427","0.542767970545235","0.505968871164656","0.579567069925814","1"
"Full-time","1999","in school","Urban Area","2","","","","1"
"Full-time","1999","in school","Rural Area","2","","","","1"
"Full-time","1999","vocational + Abi","Rural Area","74","0.561499812896099","0.471970183487761","0.651029442304436","1"
"Full-time","1999","higher vocational","Urban Area","309","0.548400053244018","0.505502896809433","0.591297209678603","1"
"Full-time","1999","inadequately","Urban Area","104","0.329787601278245","0.281087488318107","0.378487714238383","1"
"Full-time","1999","inadequately","Rural Area","21","","","","1"
"Full-time","1999","higher vocational","Rural Area","184","0.508781969284637","0.452768769381284","0.564795169187991","1"
"Full-time","1999","higher education","Urban Area","840","0.627047555167247","0.600419665287537","0.653675445046958","1"
"Non-working","1999","general elemantary","Urban Area","961","0.643707466579249","0.621048657337684","0.666366275820814","5"
"Non-working","1999","general elemantary","Rural Area","425","0.646972252351872","0.612654629030959","0.681289875672786","5"
"Non-working","1999","middle vocational","Urban Area","1724","0.445428181924382","0.430682207930928","0.460174155917835","5"
"Non-working","1999","middle vocational","Rural Area","1058","0.462868114249253","0.443716883000378","0.482019345498128","5"
"Non-working","1999","inadequately","Rural Area","37","0.460158221956039","0.343400420189005","0.576916023723074","5"
"Non-working","1999","vocational + Abi","Urban Area","120","0.31257108666603","0.266683696697516","0.358458476634544","5"
"Non-working","1999","higher education","Rural Area","194","0.326105750683596","0.291476996673974","0.360734504693218","5"
"Non-working","1999","in school","Urban Area","196","0.886255936850455","0.843617405532283","0.928894468168627","5"
"Non-working","1999","in school","Rural Area","95","0.840852363378924","0.771860768494047","0.9098439582638","5"
"Non-working","1999","inadequately","Urban Area","208","0.524619382950102","0.472888549100509","0.576350216799695","5"
"Non-working","1999","vocational + Abi","Rural Area","25","","","","5"
"Non-working","1999","higher vocational","Urban Area","147","0.336328222238958","0.295603216865037","0.377053227612878","5"
"Non-working","1999","higher vocational","Rural Area","84","0.364547795516561","0.310620820294881","0.418474770738241","5"
"Non-working","1999","higher education","Urban Area","281","0.254000089077115","0.230031299328087","0.277968878826142","5"
"Other","1999","in school","Rural Area","9","","","","6"
"Other","1999","inadequately","Urban Area","19","","","","6"
"Other","1999","inadequately","Rural Area","8","","","","6"
"Other","1999","general elemantary","Urban Area","218","0.108798478228931","0.0940655586092967","0.123531397848565","6"
"Other","1999","higher vocational","Urban Area","11","","","","6"
"Other","1999","higher vocational","Rural Area","8","","","","6"
"Other","1999","higher education","Urban Area","30","0.0343625896773651","0.02433238563119","0.0443927937235402","6"
"Other","1999","higher education","Rural Area","20","","","","6"
"Other","1999","in school","Urban Area","14","","","","6"
"Other","1999","general elemantary","Rural Area","140","0.153434700401422","0.127554836927219","0.179314563875624","6"
"Other","1999","middle vocational","Urban Area","228","0.0457247362951315","0.0395272131407745","0.0519222594494884","6"
"Other","1999","middle vocational","Rural Area","116","0.0382386885129186","0.0308730102136941","0.0456043668121432","6"
"Other","1999","vocational + Abi","Urban Area","25","","","","6"
"Other","1999","vocational + Abi","Rural Area","6","","","","6"
"Part-time","1999","in school","Rural Area","2","","","","2"
"Part-time","1999","inadequately","Urban Area","27","","","","2"
"Part-time","1999","inadequately","Rural Area","4","","","","2"
"Part-time","1999","higher vocational","Urban Area","50","0.0849562221492166","0.0609224825412439","0.108989961757189","2"
"Part-time","1999","higher vocational","Rural Area","30","0.10599333728506","0.0715030319780522","0.140483642592068","2"
"Part-time","1999","higher education","Urban Area","116","0.0845897660782727","0.0692673737840533","0.099912158372492","2"
"Part-time","1999","higher education","Rural Area","63","0.105346567578411","0.0826688484215561","0.128024286735266","2"
"Part-time","1999","general elemantary","Urban Area","111","0.0553327207005938","0.0445153951992702","0.0661500462019175","2"
"Part-time","1999","in school","Urban Area","1","","","","2"
"Part-time","1999","middle vocational","Urban Area","389","0.0881120312592323","0.0797020685605357","0.096521993957929","2"
"Part-time","1999","middle vocational","Rural Area","221","0.079651680446344","0.0692524504303531","0.090050910462335","2"
"Part-time","1999","vocational + Abi","Urban Area","37","0.0954144228550714","0.0663315770406062","0.124497268669537","2"
"Part-time","1999","vocational + Abi","Rural Area","13","","","","2"
"Part-time","1999","general elemantary","Rural Area","38","0.0395817235091856","0.0255810956196487","0.0535823513987226","2"
"Full-time","2000","general elemantary","Urban Area","487","0.184375663436776","0.168944467751274","0.199806859122279","1"
"Full-time","2000","general elemantary","Rural Area","145","0.126784832641345","0.107579239537137","0.145990425745553","1"
"Full-time","2000","middle vocational","Urban Area","3347","0.398608777499373","0.38795026097654","0.409267294022206","1"
"Full-time","2000","middle vocational","Rural Area","2084","0.422858604011097","0.40884220112972","0.436875006892474","1"
"Full-time","2000","vocational + Abi","Urban Area","445","0.506527936885459","0.473457965416084","0.539597908354834","1"
"Full-time","2000","higher education","Rural Area","710","0.552685562026598","0.524411683453091","0.580959440600105","1"
"Full-time","2000","in school","Urban Area","1","","","","1"
"Full-time","2000","in school","Rural Area","","","","","1"
"Full-time","2000","vocational + Abi","Rural Area","139","0.512582716408459","0.450869204370286","0.574296228446632","1"
"Full-time","2000","higher vocational","Urban Area","652","0.513145037397024","0.484982273577722","0.541307801216327","1"
"Full-time","2000","inadequately","Urban Area","79","0.266331723962071","0.218420690919565","0.314242757004577","1"
"Full-time","2000","inadequately","Rural Area","12","","","","1"
"Full-time","2000","higher vocational","Rural Area","371","0.508567070861308","0.471102023555124","0.546032118167492","1"
"Full-time","2000","higher education","Urban Area","1605","0.585243627227482","0.56649255046691","0.603994703988055","1"
"Non-working","2000","middle vocational","Urban Area","3481","0.450835168403412","0.440003258391294","0.461667078415531","5"
"Non-working","2000","middle vocational","Rural Area","2048","0.450705042487912","0.436587897075865","0.464822187899959","5"
"Non-working","2000","vocational + Abi","Urban Area","282","0.320252795519739","0.289391012546784","0.351114578492695","5"
"Non-working","2000","higher education","Rural Area","334","0.326120132923137","0.29946260229916","0.352777663547113","5"
"Non-working","2000","general elemantary","Urban Area","1442","0.631852570688929","0.612660516674161","0.651044624703696","5"
"Non-working","2000","general elemantary","Rural Area","694","0.645143024387844","0.61752528585409","0.672760762921597","5"
"Non-working","2000","in school","Urban Area","296","0.900920255198914","0.868388222424423","0.933452287973404","5"
"Non-working","2000","in school","Rural Area","154","0.888696923838927","0.841966051411493","0.935427796266361","5"
"Non-working","2000","inadequately","Urban Area","210","0.630371395310337","0.578052899411517","0.682689891209158","5"
"Non-working","2000","inadequately","Rural Area","50","0.584956229518004","0.476302864650815","0.693609594385193","5"
"Non-working","2000","vocational + Abi","Rural Area","79","0.341416329503382","0.282870570019033","0.399962088987732","5"
"Non-working","2000","higher vocational","Urban Area","394","0.354721263678839","0.327764193180498","0.381678334177179","5"
"Non-working","2000","higher vocational","Rural Area","230","0.371636917510987","0.335422225546472","0.407851609475501","5"
"Non-working","2000","higher education","Urban Area","699","0.278403700946761","0.261344998974213","0.295462402919308","5"
"Other","2000","in school","Rural Area","17","","","","6"
"Other","2000","inadequately","Urban Area","22","","","","6"
"Other","2000","higher vocational","Rural Area","20","","","","6"
"Other","2000","higher education","Urban Area","55","0.02823240938988","0.0219284049833656","0.0345364137963945","6"
"Other","2000","in school","Urban Area","26","","","","6"
"Other","2000","inadequately","Rural Area","11","","","","6"
"Other","2000","general elemantary","Urban Area","335","0.12008332878564","0.107148376681107","0.133018280890173","6"
"Other","2000","general elemantary","Rural Area","245","0.168255868705767","0.14666284703689","0.189848890374644","6"
"Other","2000","higher education","Rural Area","31","0.0297951757801392","0.0201269994723874","0.039463352087891","6"
"Other","2000","higher vocational","Urban Area","28","","","","6"
"Other","2000","middle vocational","Urban Area","426","0.0515927004119649","0.0467772560957987","0.056408144728131","6"
"Other","2000","middle vocational","Rural Area","229","0.0434347188190712","0.0376514458989646","0.0492179917391778","6"
"Other","2000","vocational + Abi","Urban Area","58","0.0707991146104938","0.0538335017011562","0.0877647275198314","6"
"Other","2000","vocational + Abi","Rural Area","13","","","","6"
"Part-time","2000","in school","Rural Area","3","","","","2"
"Part-time","2000","inadequately","Urban Area","16","","","","2"
"Part-time","2000","inadequately","Rural Area","6","","","","2"
"Part-time","2000","general elemantary","Urban Area","162","0.0636884370886553","0.0539711914366936","0.0734056827406169","2"
"Part-time","2000","higher vocational","Urban Area","136","0.111368530222874","0.0936430710400964","0.129093989405652","2"
"Part-time","2000","higher vocational","Rural Area","63","0.088903761723413","0.067575167316071","0.110232356130755","2"
"Part-time","2000","higher education","Urban Area","293","0.108120262435877","0.0963016082481749","0.119938916623579","2"
"Part-time","2000","higher education","Rural Area","113","0.0913991292701262","0.0750122039610665","0.107786054579186","2"
"Part-time","2000","in school","Urban Area","1","","","","2"
"Part-time","2000","general elemantary","Rural Area","69","0.0598162742650441","0.0461279753149257","0.0735045732151624","2"
"Part-time","2000","middle vocational","Urban Area","852","0.09896335368525","0.0924627570189199","0.10546395035158","2"
"Part-time","2000","middle vocational","Rural Area","411","0.0830016346819197","0.0751740914105876","0.0908291779532518","2"
"Part-time","2000","vocational + Abi","Urban Area","93","0.102420152984308","0.082364810183599","0.122475495785016","2"
"Part-time","2000","vocational + Abi","Rural Area","21","","","","2"
"Full-time","2001","general elemantary","Urban Area","456","0.197973383313772","0.181035300411112","0.214911466216433","1"
"Full-time","2001","general elemantary","Rural Area","124","0.119691066081543","0.0995321654500426","0.139849966713043","1"
"Full-time","2001","middle vocational","Urban Area","2997","0.396062336619049","0.384873681406831","0.407250991831268","1"
"Full-time","2001","middle vocational","Rural Area","1852","0.416967279539133","0.402254135963464","0.431680423114801","1"
