"erwst","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1999","Couple + C. LE and GT 16","Urban Area","285","0.383691194110421","0.347459791556845","0.419922596663996","1"
"Full-time","1999","Couple + C. LE and GT 16","Rural Area","201","0.398368012105101","0.354202346447984","0.442533677762219","1"
"Full-time","1999","1-pers.-HH","Urban Area","509","0.359010717758144","0.332003747132877","0.386017688383412","1"
"Full-time","1999","1-pers.-HH","Rural Area","165","0.299331747622666","0.258657809746073","0.340005685499259","1"
"Full-time","1999","(Married) couple without C. ","Urban Area","1179","0.384454565722515","0.366318977753852","0.402590153691178","1"
"Full-time","1999","(Married) couple without C. ","Rural Area","519","0.309409169894912","0.285047110652084","0.333771229137739","1"
"Non-working","1999","1-pers.-HH","Urban Area","611","0.578808921393832","0.551011534540006","0.606606308247657","5"
"Non-working","1999","1-pers.-HH","Rural Area","293","0.638830716286626","0.596169630054849","0.681491802518403","5"
"Non-working","1999","(Married) couple without C. ","Rural Area","755","0.61350935529974","0.587845784189042","0.639172926410437","5"
"Non-working","1999","(Married) couple without C. ","Urban Area","1319","0.522398909617467","0.503777486967957","0.541020332266978","5"
"Non-working","1999","Single parent ","Urban Area","177","0.397411563183486","0.352740295734024","0.442082830632948","5"
"Non-working","1999","Single parent ","Rural Area","105","0.361937756835629","0.303298736449597","0.420576777221661","5"
"Non-working","1999","Couple + C. LE 16 ","Urban Area","558","0.253468751759343","0.234404520315986","0.2725329832027","5"
"Non-working","1999","Couple + C. LE 16 ","Rural Area","264","0.261771483803166","0.234977061525546","0.288565906080786","5"
"Non-working","1999","Couple + C. GT 16 ","Urban Area","635","0.392033186005493","0.368074163235141","0.415992208775844","5"
"Non-working","1999","Couple + C. GT 16 ","Rural Area","307","0.369955003830587","0.338655660256192","0.401254347404983","5"
"Non-working","1999","Couple + C. LE and GT 16","Urban Area","255","0.397157492397234","0.360700708190362","0.433614276604106","5"
"Non-working","1999","Couple + C. LE and GT 16","Rural Area","131","0.267214628148162","0.227294162187199","0.307135094109124","5"
"Other","1999","1-pers.-HH","Urban Area","54","0.0379762939514585","0.0272154592977486","0.0487371286051685","6"
"Other","1999","(Married) couple without C. ","Rural Area","40","0.0252487141902054","0.0169806556582715","0.0335167727221393","6"
"Other","1999","1-pers.-HH","Rural Area","16","","","","6"
"Other","1999","(Married) couple without C. ","Urban Area","83","0.0287788487298134","0.0225461684997042","0.0350115289599226","6"
"Other","1999","Single parent ","Urban Area","57","0.128486206336635","0.0979395967605945","0.159032815912675","6"
"Other","1999","Single parent ","Rural Area","39","0.156639198136869","0.112289040322219","0.200989355951519","6"
"Other","1999","Couple + C. LE 16 ","Urban Area","103","0.0585410229503794","0.0482522413831013","0.0688298045176574","6"
"Other","1999","Couple + C. LE 16 ","Rural Area","54","0.0542114258669398","0.0404097994316915","0.0680130523021881","6"
"Other","1999","Couple + C. GT 16 ","Urban Area","176","0.120569180323326","0.10458881357069","0.136549547075963","6"
"Other","1999","Couple + C. GT 16 ","Rural Area","88","0.0946887727064995","0.0757075934733973","0.113669951939602","6"
"Other","1999","Couple + C. LE and GT 16","Urban Area","88","0.125512743255477","0.100828734187204","0.150196752323749","6"
"Other","1999","Couple + C. LE and GT 16","Rural Area","82","0.187813781815442","0.152579239993901","0.223048323636984","6"
"Part-time","1999","1-pers.-HH","Urban Area","38","0.0242040668965656","0.0155519883139685","0.0328561454791627","2"
"Part-time","1999","(Married) couple without C. ","Rural Area","69","0.0518327606151433","0.0401490270763803","0.0635164941539062","2"
"Part-time","1999","Couple + C. LE 16 ","Rural Area","121","0.112867517757276","0.0935804347680404","0.132154600746512","2"
"Part-time","1999","(Married) couple without C. ","Urban Area","183","0.0643676759302042","0.0552188451527094","0.073516506707699","2"
"Part-time","1999","Single parent ","Rural Area","28","","","","2"
"Part-time","1999","1-pers.-HH","Rural Area","13","","","","2"
"Part-time","1999","Couple + C. LE 16 ","Urban Area","276","0.144360610010352","0.128957698082603","0.159763521938101","2"
"Part-time","1999","Single parent ","Urban Area","51","0.128139903938526","0.0976284273329802","0.158651380544072","2"
"Part-time","1999","Couple + C. GT 16 ","Urban Area","124","0.0908588224124337","0.0767540214020301","0.104963623422837","2"
"Part-time","1999","Couple + C. GT 16 ","Rural Area","71","0.0814755178480221","0.0637404062308325","0.0992106294652118","2"
"Part-time","1999","Couple + C. LE and GT 16","Urban Area","64","0.0936385702368685","0.0719329031024796","0.115344237371257","2"
"Part-time","1999","Couple + C. LE and GT 16","Rural Area","58","0.146603577931295","0.114693726265687","0.178513429596902","2"
"Full-time","2000","1-pers.-HH","Urban Area","970","0.387803052469179","0.368272726384794","0.407333378553565","1"
"Full-time","2000","1-pers.-HH","Rural Area","327","0.329887553199683","0.300450667578606","0.35932443882076","1"
"Full-time","2000","(Married) couple without C. ","Urban Area","1891","0.34962898329141","0.336528916709179","0.362729049873641","1"
"Full-time","2000","(Married) couple without C. ","Rural Area","850","0.317298962649929","0.29906193544973","0.335535989850128","1"
"Full-time","2000","Single parent ","Urban Area","320","0.38397563062705","0.35060581637607","0.417345444878031","1"
"Full-time","2000","Single parent ","Rural Area","133","0.356627559311699","0.30908807514893","0.404167043474467","1"
"Full-time","2000","Couple + C. LE 16 ","Urban Area","1809","0.535057602846625","0.518486236669789","0.551628969023462","1"
"Full-time","2000","Couple + C. LE 16 ","Rural Area","986","0.560302416026861","0.537244164245835","0.583360667807887","1"
"Full-time","2000","Couple + C. GT 16 ","Urban Area","1009","0.408069139975951","0.388584164759479","0.427554115192423","1"
"Full-time","2000","Couple + C. GT 16 ","Rural Area","715","0.457787321546009","0.43277394493528","0.482800698156738","1"
"Full-time","2000","Couple + C. LE and GT 16","Urban Area","430","0.352980959754299","0.325597436161745","0.380364483346854","1"
"Full-time","2000","Couple + C. LE and GT 16","Rural Area","345","0.422985847192808","0.388271065100403","0.457700629285212","1"
"Non-working","2000","1-pers.-HH","Rural Area","581","0.598083323525544","0.567387173206084","0.628779473845004","5"
"Non-working","2000","(Married) couple without C. ","Rural Area","1455","0.603637409856871","0.584471085185251","0.62280373452849","5"
"Non-working","2000","1-pers.-HH","Urban Area","1201","0.52430486410228","0.504287144495174","0.544322583709386","5"
"Non-working","2000","(Married) couple without C. ","Urban Area","2683","0.547485214483754","0.533811333852145","0.561159095115364","5"
"Non-working","2000","Couple + C. LE 16 ","Rural Area","480","0.26670049710344","0.246156227875965","0.287244766330916","5"
"Non-working","2000","Couple + C. GT 16 ","Rural Area","477","0.314545390166863","0.29123300979081","0.337857770542915","5"
"Non-working","2000","Couple + C. LE and GT 16","Urban Area","421","0.368098648913276","0.340463493339246","0.395733804487307","5"
"Non-working","2000","Single parent ","Urban Area","306","0.363077417493926","0.330082583003677","0.396072251984174","5"
"Non-working","2000","Single parent ","Rural Area","172","0.413297260826378","0.364425711314446","0.46216881033831","5"
"Non-working","2000","Couple + C. LE 16 ","Urban Area","966","0.25609745232883","0.24159574549719","0.27059915916047","5"
"Non-working","2000","Couple + C. GT 16 ","Urban Area","949","0.384849612086925","0.36555954811465","0.4041396760592","5"
"Non-working","2000","Couple + C. LE and GT 16","Rural Area","240","0.316435640076711","0.283754989451445","0.349116290701977","5"
"Other","2000","(Married) couple without C. ","Rural Area","62","0.0241643782138063","0.0181473702767465","0.0301813861508661","6"
"Other","2000","1-pers.-HH","Urban Area","109","0.0424954618190348","0.0344100899315291","0.0505808337065405","6"
"Other","2000","1-pers.-HH","Rural Area","38","0.0372941931911811","0.0254309766703213","0.0491574097120409","6"
"Other","2000","(Married) couple without C. ","Urban Area","138","0.0273497123319538","0.0228690322049854","0.0318303924589221","6"
"Other","2000","Single parent ","Urban Area","83","0.111622750830714","0.0900165660391218","0.133228935622306","6"
"Other","2000","Single parent ","Rural Area","39","0.0977298780933411","0.0682586825416795","0.127201073645003","6"
"Other","2000","Couple + C. LE 16 ","Urban Area","171","0.0514875578671285","0.0441452746682045","0.0588298410660524","6"
"Other","2000","Couple + C. LE 16 ","Rural Area","89","0.0463814578878444","0.0366113888839843","0.0561515268917045","6"
"Other","2000","Couple + C. GT 16 ","Urban Area","266","0.113134140826341","0.100576059244767","0.125692222407916","6"
"Other","2000","Couple + C. GT 16 ","Rural Area","176","0.118144551012259","0.10193909870725","0.134350003317269","6"
"Other","2000","Couple + C. LE and GT 16","Urban Area","153","0.140899870734904","0.120964131254203","0.160835610215605","6"
"Other","2000","Couple + C. LE and GT 16","Rural Area","127","0.173812165172188","0.147184212566666","0.20044011777771","6"
"Part-time","2000","1-pers.-HH","Rural Area","34","0.0347349300835919","0.0232707879192285","0.0461990722479552","2"
"Part-time","2000","(Married) couple without C. ","Urban Area","378","0.0755360898928822","0.0682765109781178","0.0827956688076466","2"
"Part-time","2000","(Married) couple without C. ","Rural Area","135","0.0548992492793944","0.0459738696922168","0.0638246288665721","2"
"Part-time","2000","Single parent ","Urban Area","107","0.14132420104831","0.117422660571781","0.165225741524839","2"
"Part-time","2000","Couple + C. LE 16 ","Rural Area","225","0.126615628981854","0.111167195177541","0.142064062786167","2"
"Part-time","2000","1-pers.-HH","Urban Area","111","0.045396621609506","0.0370524821598956","0.0537407610591165","2"
"Part-time","2000","Single parent ","Rural Area","46","0.132345301768582","0.0987140127569325","0.165976590780232","2"
"Part-time","2000","Couple + C. LE 16 ","Urban Area","534","0.157357386957417","0.145259103779131","0.169455670135702","2"
"Part-time","2000","Couple + C. GT 16 ","Urban Area","220","0.0939471071107829","0.0823802339922071","0.105513980229359","2"
"Part-time","2000","Couple + C. GT 16 ","Rural Area","156","0.109522737274869","0.0938437080494218","0.125201766500316","2"
"Part-time","2000","Couple + C. LE and GT 16","Urban Area","166","0.138020520597521","0.11825649288258","0.157784548312462","2"
"Part-time","2000","Couple + C. LE and GT 16","Rural Area","66","0.0867663475582935","0.0669864105599126","0.106546284556674","2"
"Full-time","2001","1-pers.-HH","Urban Area","888","0.385450413547102","0.364892037798266","0.406008789295938","1"
"Full-time","2001","1-pers.-HH","Rural Area","288","0.336887491946316","0.305444469789687","0.368330514102945","1"
"Full-time","2001","(Married) couple without C. ","Urban Area","1671","0.341221573912356","0.327535289731616","0.354907858093096","1"
"Full-time","2001","(Married) couple without C. ","Rural Area","758","0.302778820213208","0.284034132016149","0.321523508410267","1"
"Full-time","2001","Single parent ","Urban Area","269","0.358496997466199","0.323874654421945","0.393119340510453","1"
"Full-time","2001","Single parent ","Rural Area","139","0.353502205467614","0.306238104270925","0.400766306664302","1"
"Full-time","2001","Couple + C. LE 16 ","Urban Area","1665","0.535317938408287","0.518013060440761","0.552622816375812","1"
"Full-time","2001","Couple + C. LE 16 ","Rural Area","879","0.557211919948006","0.532711970643733","0.58171186925228","1"
"Full-time","2001","Couple + C. GT 16 ","Urban Area","923","0.409604472462875","0.389134412307317","0.430074532618434","1"
"Full-time","2001","Couple + C. GT 16 ","Rural Area","636","0.437262646210167","0.411570484705027","0.462954807715306","1"
"Full-time","2001","Couple + C. LE and GT 16","Urban Area","418","0.388596920269179","0.359431937899779","0.417761902638579","1"
"Full-time","2001","Couple + C. LE and GT 16","Rural Area","284","0.40932249180727","0.37233786629752","0.446307117317021","1"
"Non-working","2001","1-pers.-HH","Urban Area","1060","0.517223382882971","0.496115811583615","0.538330954182328","5"
"Non-working","2001","1-pers.-HH","Rural Area","526","0.611096256640526","0.578664975739287","0.643527537541765","5"
"Non-working","2001","(Married) couple without C. ","Rural Area","1359","0.61445297477454","0.594595995037557","0.634309954511523","5"
"Non-working","2001","(Married) couple without C. ","Urban Area","2464","0.553295309406202","0.538944170139555","0.56764644867285","5"
"Non-working","2001","Couple + C. LE 16 ","Rural Area","409","0.26411322368802","0.242368314489558","0.285858132886482","5"
"Non-working","2001","Couple + C. GT 16 ","Rural Area","491","0.336930246359485","0.312449413395402","0.361411079323568","5"
"Non-working","2001","Couple + C. LE and GT 16","Urban Area","343","0.331580113280848","0.303411390934313","0.359748835627383","5"
"Non-working","2001","Single parent ","Urban Area","289","0.381550296508712","0.346479757751897","0.416620835265527","5"
"Non-working","2001","Single parent ","Rural Area","163","0.380394080792654","0.332395712912983","0.428392448672326","5"
"Non-working","2001","Couple + C. LE 16 ","Urban Area","854","0.251192177672956","0.236144380433857","0.266239974912055","5"
"Non-working","2001","Couple + C. GT 16 ","Urban Area","828","0.366585013382125","0.346526591340441","0.386643435423809","5"
"Non-working","2001","Couple + C. LE and GT 16","Rural Area","215","0.318057243531143","0.28302726996286","0.353087217099425","5"
"Other","2001","(Married) couple without C. ","Rural Area","69","0.0272962249025646","0.0206485192211808","0.0339439305839485","6"
"Other","2001","1-pers.-HH","Urban Area","99","0.0468557231788515","0.0379291098915549","0.0557823364661481","6"
