"erwst","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Other","1999","Baden-Württemberg","no degree/no degree yet","","","",""
"Other","1999","Bavaria","lower secondary degree","47","0.050578768086977","0.0356885855638684","0.0654689506100857"
"Other","1999","Bavaria","secondary school degree","43","0.10167946004121","0.072496337176812","0.130862582905607"
"Other","1999","Bavaria","college entrance qualification","","","",""
"Other","1999","Bavaria","Other degree","","","",""
"Other","1999","Bavaria","no degree/no degree yet","","","",""
"Other","1999","Berlin","lower secondary degree","","","",""
"Other","1999","Berlin","secondary school degree","","","",""
"Other","1999","Berlin","college entrance qualification","","","",""
"Other","1999","Berlin","Other degree","","","",""
"Other","1999","Berlin","no degree/no degree yet","","","",""
"Other","1999","Brandenburg","lower secondary degree","","","",""
"Other","1999","Brandenburg","secondary school degree","","","",""
"Other","1999","Brandenburg","college entrance qualification","","","",""
"Other","1999","Brandenburg","Other degree","","","",""
"Other","1999","Brandenburg","no degree/no degree yet","","","",""
"Other","1999","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Other","1999","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Other","1999","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Other","1999","Mecklenburg-Western Pomerania","Other degree","","","",""
"Other","1999","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Other","1999","Saxony","lower secondary degree","","","",""
"Other","1999","Saxony","secondary school degree","35","0.0545455088858876","0.0351754498978721","0.0739155678739032"
"Other","1999","Saxony","college entrance qualification","","","",""
"Other","1999","Saxony","Other degree","","","",""
"Other","1999","Saxony","no degree/no degree yet","","","",""
"Other","1999","Saxony-Anhalt","lower secondary degree","","","",""
"Other","1999","Saxony-Anhalt","secondary school degree","","","",""
"Other","1999","Saxony-Anhalt","college entrance qualification","","","",""
"Other","1999","Saxony-Anhalt","Other degree","","","",""
"Other","1999","Saxony-Anhalt","no degree/no degree yet","","","",""
"Other","1999","Thuringia","lower secondary degree","","","",""
"Other","1999","Thuringia","secondary school degree","","","",""
"Other","1999","Thuringia","college entrance qualification","","","",""
"Other","1999","Thuringia","Other degree","","","",""
"Other","1999","Thuringia","no degree/no degree yet","","","",""
"Full-time","2000","Schleswig-Holstein","lower secondary degree","113","0.35770290149174","0.305987448564106","0.409418354419374"
"Full-time","2000","Schleswig-Holstein","secondary school degree","95","0.530769243421781","0.45786413698228","0.603674349861283"
"Full-time","2000","Schleswig-Holstein","college entrance qualification","73","0.51344295797787","0.430943419910485","0.595942496045254"
"Full-time","2000","Schleswig-Holstein","Other degree","","","",""
"Full-time","2000","Schleswig-Holstein","no degree/no degree yet","","","",""
"Full-time","2000","Hamburg","lower secondary degree","32","0.300823740697615","0.212682164672479","0.388965316722751"
"Full-time","2000","Hamburg","secondary school degree","41","0.494025673746138","0.387739290709298","0.600312056782978"
"Full-time","2000","Hamburg","college entrance qualification","56","0.573280187983878","0.472213264112525","0.674347111855231"
"Full-time","2000","Hamburg","Other degree","","","",""
"Full-time","2000","Hamburg","no degree/no degree yet","","","",""
"Full-time","2000","Lower Saxony","lower secondary degree","310","0.337863118787699","0.306962219464562","0.368764018110836"
"Full-time","2000","Lower Saxony","secondary school degree","265","0.44597136721953","0.405622308575535","0.486320425863524"
"Full-time","2000","Lower Saxony","college entrance qualification","182","0.478761900291897","0.427792118374676","0.529731682209117"
"Full-time","2000","Lower Saxony","Other degree","53","0.454077233056854","0.363079696030714","0.545074770082995"
"Full-time","2000","Lower Saxony","no degree/no degree yet","","","",""
"Full-time","2000","Bremen","lower secondary degree","","","",""
"Full-time","2000","Bremen","secondary school degree","","","",""
"Full-time","2000","Bremen","college entrance qualification","","","",""
"Full-time","2000","Bremen","Other degree","","","",""
"Full-time","2000","Bremen","no degree/no degree yet","","","",""
"Full-time","2000","North Rhine-Westphalia","lower secondary degree","758","0.33210885925928","0.312605152722522","0.351612565796038"
"Full-time","2000","North Rhine-Westphalia","secondary school degree","515","0.468097388992629","0.438690119739658","0.4975046582456"
"Full-time","2000","North Rhine-Westphalia","college entrance qualification","613","0.543098811856096","0.514144154581157","0.572053469131035"
"Full-time","2000","North Rhine-Westphalia","Other degree","163","0.396300418273061","0.348954901033144","0.443645935512978"
"Full-time","2000","North Rhine-Westphalia","no degree/no degree yet","35","0.135338860917682","0.0942294265288323","0.176448295306532"
"Full-time","2000","Hesse","lower secondary degree","222","0.316948179180101","0.28101247871606","0.352883879644141"
"Full-time","2000","Hesse","secondary school degree","189","0.41598893499449","0.369238508120806","0.462739361868174"
"Full-time","2000","Hesse","college entrance qualification","199","0.546112109296317","0.494467001957188","0.597757216635445"
"Full-time","2000","Hesse","Other degree","73","0.409500266900623","0.337260716019655","0.481739817781591"
"Full-time","2000","Hesse","no degree/no degree yet","","","",""
"Full-time","2000","Rhineland-Palatinate,Saarland","lower secondary degree","264","0.32446255558091","0.291458648965812","0.357466462196007"
"Full-time","2000","Rhineland-Palatinate,Saarland","secondary school degree","143","0.451545430726778","0.396058601647312","0.507032259806243"
"Full-time","2000","Rhineland-Palatinate,Saarland","college entrance qualification","116","0.543403064338453","0.476351687768214","0.610454440908691"
"Full-time","2000","Rhineland-Palatinate,Saarland","Other degree","48","0.410098614098317","0.321354216360201","0.498843011836434"
"Full-time","2000","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Full-time","2000","Baden-Württemberg","lower secondary degree","498","0.357725026318152","0.331163403927149","0.384286648709156"
"Full-time","2000","Baden-Württemberg","secondary school degree","290","0.457636666301078","0.418671742027359","0.496601590574797"
"Full-time","2000","Baden-Württemberg","college entrance qualification","287","0.497785501069743","0.457094362776704","0.538476639362783"
"Full-time","2000","Baden-Württemberg","Other degree","160","0.461611845598615","0.40953280444011","0.513690886757119"
"Full-time","2000","Baden-Württemberg","no degree/no degree yet","","","",""
"Full-time","2000","Bavaria","lower secondary degree","658","0.370863207303039","0.347640545460553","0.394085869145525"
"Full-time","2000","Bavaria","secondary school degree","383","0.458240642853541","0.424199966010108","0.492281319696974"
"Full-time","2000","Bavaria","college entrance qualification","326","0.494771852017764","0.455574715295019","0.53396898874051"
"Full-time","2000","Bavaria","Other degree","79","0.439774587855889","0.368822425785772","0.510726749926007"
"Full-time","2000","Bavaria","no degree/no degree yet","","","",""
"Full-time","2000","Berlin","lower secondary degree","63","0.306309020489558","0.241444062240311","0.371173978738804"
"Full-time","2000","Berlin","secondary school degree","150","0.474372578982988","0.417390816494914","0.531354341471061"
"Full-time","2000","Berlin","college entrance qualification","118","0.428151114585565","0.367889968386065","0.488412260785065"
"Full-time","2000","Berlin","Other degree","","","",""
"Full-time","2000","Berlin","no degree/no degree yet","","","",""
"Full-time","2000","Brandenburg","lower secondary degree","55","0.152809115785291","0.113201041455905","0.192417190114676"
"Full-time","2000","Brandenburg","secondary school degree","271","0.575971449026406","0.531387850469423","0.620555047583389"
"Full-time","2000","Brandenburg","college entrance qualification","98","0.495101373004426","0.424009419080077","0.566193326928776"
"Full-time","2000","Brandenburg","Other degree","","","",""
"Full-time","2000","Brandenburg","no degree/no degree yet","","","",""
"Full-time","2000","Mecklenburg-Western Pomerania","lower secondary degree","33","0.16012733386007","0.104340269693251","0.21591439802689"
"Full-time","2000","Mecklenburg-Western Pomerania","secondary school degree","164","0.627729430281965","0.570280858506729","0.685178002057201"
"Full-time","2000","Mecklenburg-Western Pomerania","college entrance qualification","55","0.518235448935245","0.420302446390969","0.616168451479522"
"Full-time","2000","Mecklenburg-Western Pomerania","Other degree","","","",""
"Full-time","2000","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Full-time","2000","Saxony","lower secondary degree","88","0.137642679109916","0.109031175655685","0.166254182564148"
"Full-time","2000","Saxony","secondary school degree","482","0.567767995269136","0.534267412456228","0.601268578082045"
"Full-time","2000","Saxony","college entrance qualification","185","0.558776845847353","0.504288816914293","0.613264874780413"
"Full-time","2000","Saxony","Other degree","","","",""
"Full-time","2000","Saxony","no degree/no degree yet","","","",""
"Full-time","2000","Saxony-Anhalt","lower secondary degree","72","0.153830397491434","0.11765059425657","0.190010200726298"
"Full-time","2000","Saxony-Anhalt","secondary school degree","242","0.545019264847879","0.498648030254798","0.59139049944096"
"Full-time","2000","Saxony-Anhalt","college entrance qualification","108","0.522301586701219","0.45127697590887","0.593326197493568"
"Full-time","2000","Saxony-Anhalt","Other degree","","","",""
"Full-time","2000","Saxony-Anhalt","no degree/no degree yet","","","",""
"Full-time","2000","Thuringia","lower secondary degree","72","0.164704116842137","0.127986248919136","0.201421984765137"
"Full-time","2000","Thuringia","secondary school degree","310","0.603329476772919","0.560146073304423","0.646512880241415"
"Full-time","2000","Thuringia","college entrance qualification","75","0.487639043934452","0.404543460752963","0.57073462711594"
"Full-time","2000","Thuringia","Other degree","","","",""
"Full-time","2000","Thuringia","no degree/no degree yet","","","",""
"Part-time","2000","Schleswig-Holstein","lower secondary degree","","","",""
"Part-time","2000","Schleswig-Holstein","secondary school degree","","","",""
"Part-time","2000","Schleswig-Holstein","college entrance qualification","","","",""
"Part-time","2000","Schleswig-Holstein","Other degree","","","",""
"Part-time","2000","Schleswig-Holstein","no degree/no degree yet","","","",""
"Part-time","2000","Hamburg","lower secondary degree","","","",""
"Part-time","2000","Hamburg","secondary school degree","","","",""
"Part-time","2000","Hamburg","college entrance qualification","","","",""
"Part-time","2000","Hamburg","Other degree","","","",""
"Part-time","2000","Hamburg","no degree/no degree yet","","","",""
"Part-time","2000","Lower Saxony","lower secondary degree","90","0.0926995229308158","0.0737524923766536","0.111646553484978"
