"transab_cat2","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1987","Hesse","East Germany","","","","","2"
"High transfer dependency","1987","Rhineland-Palatinate,Saarland","West Germany","7","","","","2"
"High transfer dependency","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"High transfer dependency","1987","Baden-Württemberg","West Germany","15","","","","2"
"High transfer dependency","1987","Baden-Württemberg","East Germany","","","","","2"
"High transfer dependency","1987","Thuringia","West Germany","","","","","2"
"High transfer dependency","1987","Bavaria","West Germany","7","","","","2"
"High transfer dependency","1987","Thuringia","East Germany","","","","","2"
"High transfer dependency","1987","Saxony-Anhalt","East Germany","","","","","2"
"High transfer dependency","1987","Bavaria","East Germany","","","","","2"
"High transfer dependency","1987","Berlin","West Germany","7","","","","2"
"High transfer dependency","1987","Berlin","East Germany","","","","","2"
"High transfer dependency","1987","Brandenburg","West Germany","","","","","2"
"High transfer dependency","1987","Brandenburg","East Germany","","","","","2"
"High transfer dependency","1987","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"High transfer dependency","1987","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"High transfer dependency","1987","Saxony","West Germany","","","","","2"
"High transfer dependency","1987","Saxony","East Germany","","","","","2"
"High transfer dependency","1987","Saxony-Anhalt","West Germany","","","","","2"
"Low transfer dependency","1987","Schleswig-Holstein","West Germany","14","","","","1"
"Low transfer dependency","1987","Schleswig-Holstein","East Germany","","","","","1"
"Low transfer dependency","1987","Hamburg","West Germany","9","","","","1"
"Low transfer dependency","1987","Hamburg","East Germany","","","","","1"
"Low transfer dependency","1987","Lower Saxony","West Germany","41","0.0359230950263214","0.0249355667199219","0.0469106233327209","1"
"Low transfer dependency","1987","Lower Saxony","East Germany","","","","","1"
"Low transfer dependency","1987","Bremen","East Germany","","","","","1"
"Low transfer dependency","1987","North Rhine-Westphalia","East Germany","","","","","1"
"Low transfer dependency","1987","Bremen","West Germany","6","","","","1"
"Low transfer dependency","1987","North Rhine-Westphalia","West Germany","106","0.0335882339695546","0.0269444798030376","0.0402319881360717","1"
"Low transfer dependency","1987","Hesse","West Germany","38","0.0337766314708837","0.0228961767217597","0.0446570862200078","1"
"Low transfer dependency","1987","Hesse","East Germany","","","","","1"
"Low transfer dependency","1987","Rhineland-Palatinate,Saarland","West Germany","16","","","","1"
"Low transfer dependency","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Low transfer dependency","1987","Baden-Württemberg","West Germany","47","0.0165993477652776","0.0109631623119685","0.0222355332185868","1"
"Low transfer dependency","1987","Baden-Württemberg","East Germany","","","","","1"
"Low transfer dependency","1987","Bavaria","West Germany","52","0.0305304722819779","0.0224305164190195","0.0386304281449362","1"
"Low transfer dependency","1987","Bavaria","East Germany","","","","","1"
"Low transfer dependency","1987","Berlin","West Germany","13","","","","1"
"Low transfer dependency","1987","Berlin","East Germany","","","","","1"
"Low transfer dependency","1987","Brandenburg","West Germany","","","","","1"
"Low transfer dependency","1987","Brandenburg","East Germany","","","","","1"
"Low transfer dependency","1987","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Low transfer dependency","1987","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Low transfer dependency","1987","Saxony-Anhalt","East Germany","","","","","1"
"Low transfer dependency","1987","Thuringia","West Germany","","","","","1"
"Low transfer dependency","1987","Thuringia","East Germany","","","","","1"
"Low transfer dependency","1987","Saxony","West Germany","","","","","1"
"Low transfer dependency","1987","Saxony","East Germany","","","","","1"
"Low transfer dependency","1987","Saxony-Anhalt","West Germany","","","","","1"
"Very high transfer dependency","1987","Hamburg","West Germany","4","","","","3"
"Very high transfer dependency","1987","Schleswig-Holstein","East Germany","","","","","3"
"Very high transfer dependency","1987","Schleswig-Holstein","West Germany","4","","","","3"
"Very high transfer dependency","1987","Hamburg","East Germany","","","","","3"
"Very high transfer dependency","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Very high transfer dependency","1987","Baden-Württemberg","East Germany","","","","","3"
"Very high transfer dependency","1987","Bavaria","West Germany","18","","","","3"
"Very high transfer dependency","1987","Baden-Württemberg","West Germany","8","","","","3"
"Very high transfer dependency","1987","Lower Saxony","West Germany","21","","","","3"
"Very high transfer dependency","1987","Lower Saxony","East Germany","","","","","3"
"Very high transfer dependency","1987","Bremen","West Germany","1","","","","3"
"Very high transfer dependency","1987","Bremen","East Germany","","","","","3"
"Very high transfer dependency","1987","North Rhine-Westphalia","West Germany","62","0.0260330320862928","0.0201612036776733","0.0319048604949123","3"
"Very high transfer dependency","1987","North Rhine-Westphalia","East Germany","","","","","3"
"Very high transfer dependency","1987","Hesse","West Germany","21","","","","3"
"Very high transfer dependency","1987","Hesse","East Germany","","","","","3"
"Very high transfer dependency","1987","Rhineland-Palatinate,Saarland","West Germany","6","","","","3"
"Very high transfer dependency","1987","Bavaria","East Germany","","","","","3"
"Very high transfer dependency","1987","Berlin","West Germany","","","","","3"
"Very high transfer dependency","1987","Berlin","East Germany","","","","","3"
"Very high transfer dependency","1987","Brandenburg","West Germany","","","","","3"
"Very high transfer dependency","1987","Brandenburg","East Germany","","","","","3"
"Very high transfer dependency","1987","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Very high transfer dependency","1987","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Very high transfer dependency","1987","Saxony","West Germany","","","","","3"
"Very high transfer dependency","1987","Saxony","East Germany","","","","","3"
"Very high transfer dependency","1987","Saxony-Anhalt","West Germany","","","","","3"
"Very high transfer dependency","1987","Saxony-Anhalt","East Germany","","","","","3"
"Very high transfer dependency","1987","Thuringia","West Germany","","","","","3"
"Very high transfer dependency","1987","Thuringia","East Germany","","","","","3"
"Very low transfer dependency","1987","Schleswig-Holstein","West Germany","295","0.932911753197227","0.905754690520148","0.960068815874307","0"
"Very low transfer dependency","1987","Schleswig-Holstein","East Germany","","","","","0"
"Very low transfer dependency","1987","Hamburg","West Germany","208","0.955740426154091","0.928926064435859","0.982554787872323","0"
"Very low transfer dependency","1987","Hamburg","East Germany","","","","","0"
"Very low transfer dependency","1987","Lower Saxony","West Germany","1031","0.937709462594105","0.923440168732188","0.951978756456022","0"
"Very low transfer dependency","1987","Lower Saxony","East Germany","","","","","0"
"Very low transfer dependency","1987","Bremen","West Germany","82","0.852533522429127","0.78338390369555","0.921683141162704","0"
"Very low transfer dependency","1987","Bremen","East Germany","","","","","0"
"Very low transfer dependency","1987","North Rhine-Westphalia","West Germany","2626","0.930685642844539","0.92131968988911","0.940051595799968","0"
"Very low transfer dependency","1987","North Rhine-Westphalia","East Germany","","","","","0"
"Very low transfer dependency","1987","Hesse","West Germany","993","0.947412207652185","0.933968716401508","0.960855698902862","0"
"Very low transfer dependency","1987","Hesse","East Germany","","","","","0"
"Very low transfer dependency","1987","Rhineland-Palatinate,Saarland","West Germany","742","0.966391152031164","0.953670066062245","0.979112238000082","0"
"Very low transfer dependency","1987","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"Very low transfer dependency","1987","Baden-Württemberg","West Germany","1904","0.975875173707212","0.969106497345761","0.982643850068663","0"
"Very low transfer dependency","1987","Baden-Württemberg","East Germany","","","","","0"
"Very low transfer dependency","1987","Bavaria","West Germany","1656","0.949819828793925","0.939541192595326","0.960098464992524","0"
"Very low transfer dependency","1987","Bavaria","East Germany","","","","","0"
"Very low transfer dependency","1987","Berlin","West Germany","343","0.966563411393054","0.948069833748904","0.985056989037205","0"
"Very low transfer dependency","1987","Berlin","East Germany","","","","","0"
"Very low transfer dependency","1987","Brandenburg","West Germany","","","","","0"
"Very low transfer dependency","1987","Brandenburg","East Germany","","","","","0"
"Very low transfer dependency","1987","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"Very low transfer dependency","1987","Mecklenburg-Western Pomerania","East Germany","","","","","0"
"Very low transfer dependency","1987","Saxony","West Germany","","","","","0"
"Very low transfer dependency","1987","Saxony","East Germany","","","","","0"
"Very low transfer dependency","1987","Saxony-Anhalt","West Germany","","","","","0"
"Very low transfer dependency","1987","Saxony-Anhalt","East Germany","","","","","0"
"Very low transfer dependency","1987","Thuringia","West Germany","","","","","0"
"Very low transfer dependency","1987","Thuringia","East Germany","","","","","0"
"High transfer dependency","1988","Hamburg","West Germany","6","","","","2"
"High transfer dependency","1988","Hamburg","East Germany","","","","","2"
"High transfer dependency","1988","Schleswig-Holstein","West Germany","","","","","2"
"High transfer dependency","1988","Schleswig-Holstein","East Germany","","","","","2"
"High transfer dependency","1988","Lower Saxony","West Germany","15","","","","2"
"High transfer dependency","1988","Lower Saxony","East Germany","","","","","2"
"High transfer dependency","1988","Bremen","East Germany","","","","","2"
"High transfer dependency","1988","Bremen","West Germany","5","","","","2"
"High transfer dependency","1988","North Rhine-Westphalia","West Germany","29","","","","2"
"High transfer dependency","1988","Hesse","West Germany","5","","","","2"
"High transfer dependency","1988","North Rhine-Westphalia","East Germany","","","","","2"
"High transfer dependency","1988","Hesse","East Germany","","","","","2"
"High transfer dependency","1988","Rhineland-Palatinate,Saarland","West Germany","1","","","","2"
