"transab_cat2","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2000","Single parent ","Female","567","0.705841860823893","0.674654020274579","0.737029701373207"
"Very low transfer dependency","2000","Couple + C. LE 16 ","Male","2177","0.859042990662758","0.845586964384875","0.872499016940642"
"Very low transfer dependency","2000","Couple + C. LE 16 ","Female","2208","0.855933037036128","0.842463683556875","0.86940239051538"
"Very low transfer dependency","2000","Couple + C. GT 16 ","Male","1946","0.93648015368294","0.926048757215403","0.946911550150477"
"Very low transfer dependency","2000","Couple + C. GT 16 ","Female","1699","0.93581015129732","0.92462970101625","0.946990601578389"
"Very low transfer dependency","2000","Couple + C. LE and GT 16","Male","826","0.844904299780812","0.822297784896428","0.867510814665195"
"Very low transfer dependency","2000","Couple + C. LE and GT 16","Female","802","0.84564346446593","0.822729377088017","0.868557551843843"
"Low transfer dependency","2000","1-pers.-HH","Male","49","0.0287975354208427","0.0200184504473928","0.0375766203942925"
"Low transfer dependency","2000","1-pers.-HH","Female","40","0.019121573190934","0.0130569995420922","0.0251861468397757"
"Low transfer dependency","2000","(Married) couple without C. ","Male","152","0.0319825498509413","0.0263681566582578","0.0375969430436249"
"Low transfer dependency","2000","(Married) couple without C. ","Female","154","0.0322639690762312","0.0266443359649256","0.0378836021875369"
"Low transfer dependency","2000","Single parent ","Male","40","0.0905783508609888","0.0612943941037481","0.119862307618229"
"Low transfer dependency","2000","Single parent ","Female","88","0.103901536598309","0.0830167512339398","0.124786321962678"
"Low transfer dependency","2000","Couple + C. LE 16 ","Male","273","0.0967150096018747","0.0852855584618807","0.108144460741869"
"Low transfer dependency","2000","Couple + C. LE 16 ","Female","279","0.0977611652453716","0.0863694637061858","0.109152866784557"
"Low transfer dependency","2000","Couple + C. GT 16 ","Male","107","0.0444539082006777","0.0356389706864135","0.053268845714942"
"Low transfer dependency","2000","Couple + C. GT 16 ","Female","97","0.0416205153703705","0.0325097529089187","0.0507312778318222"
"Low transfer dependency","2000","Couple + C. LE and GT 16","Male","103","0.0959057113334385","0.0775166706314286","0.114294752035448"
"Low transfer dependency","2000","Couple + C. LE and GT 16","Female","102","0.0998021495259389","0.0807920085031293","0.118812290548748"
"High transfer dependency","2000","1-pers.-HH","Male","34","0.0222273359187949","0.0144884337543626","0.0299662380832271"
"High transfer dependency","2000","1-pers.-HH","Female","30","0.0130867891757458","0.00805425297824236","0.0181193253732493"
"High transfer dependency","2000","(Married) couple without C. ","Male","45","0.0087834019454566","0.00580611735275725","0.0117606865381559"
"High transfer dependency","2000","(Married) couple without C. ","Female","44","0.008907044171884","0.00591894774249762","0.0118951406012704"
"High transfer dependency","2000","Single parent ","Male","13","","",""
"High transfer dependency","2000","Single parent ","Female","59","0.0681620346985449","0.0509122913340605","0.0854117780630292"
"High transfer dependency","2000","Couple + C. LE 16 ","Male","43","0.0183403597950294","0.0131517569142702","0.0235289626757886"
"High transfer dependency","2000","Couple + C. LE 16 ","Female","44","0.0195360026445241","0.0142274230507344","0.0248445822383138"
"High transfer dependency","2000","Couple + C. GT 16 ","Male","32","0.0117211744520154","0.00711793301679783","0.0163244158872329"
"High transfer dependency","2000","Couple + C. GT 16 ","Female","35","0.0144487755857725","0.00900516103238298","0.0198923901391619"
"High transfer dependency","2000","Couple + C. LE and GT 16","Male","34","0.0326382028167216","0.0215416633953685","0.0437347422380747"
"High transfer dependency","2000","Couple + C. LE and GT 16","Female","29","","",""
"Very high transfer dependency","2000","1-pers.-HH","Male","92","0.0599467300332545","0.0474850761291246","0.0724083839373844"
"Very high transfer dependency","2000","1-pers.-HH","Female","50","0.0198737660252501","0.0136934317394693","0.026054100311031"
"Very high transfer dependency","2000","(Married) couple without C. ","Male","57","0.0150113661791492","0.0111313779554836","0.0188913544028148"
"Very high transfer dependency","2000","(Married) couple without C. ","Female","55","0.0146429981117334","0.0108228305062048","0.0184631657172619"
"Very high transfer dependency","2000","Single parent ","Male","10","","",""
"Very high transfer dependency","2000","Single parent ","Female","106","0.122094567879253","0.0996860463263003","0.144503089432206"
"Very high transfer dependency","2000","Couple + C. LE 16 ","Male","76","0.0259016399403377","0.0197593392095299","0.0320439406711454"
"Very high transfer dependency","2000","Couple + C. LE 16 ","Female","80","0.0267697950739766","0.0205785931590117","0.0329609969889415"
"Very high transfer dependency","2000","Couple + C. GT 16 ","Male","15","","",""
"Very high transfer dependency","2000","Couple + C. GT 16 ","Female","15","","",""
"Very high transfer dependency","2000","Couple + C. LE and GT 16","Male","22","","",""
"Very high transfer dependency","2000","Couple + C. LE and GT 16","Female","22","","",""
"Very low transfer dependency","2001","1-pers.-HH","Male","1088","0.893211697705008","0.87606311975113","0.910360275658885"
"Very low transfer dependency","2001","1-pers.-HH","Female","1623","0.93234828442062","0.920618314235948","0.944078254605293"
"Very low transfer dependency","2001","(Married) couple without C. ","Male","3207","0.942668780517281","0.934899028550268","0.950438532484294"
"Very low transfer dependency","2001","(Married) couple without C. ","Female","3214","0.938920323703414","0.93093163624108","0.946909011165748"
"Very low transfer dependency","2001","Single parent ","Male","283","0.814880651525403","0.774248722390625","0.855512580660182"
"Very low transfer dependency","2001","Single parent ","Female","521","0.719654105065821","0.68780403325614","0.751504176875502"
"Very low transfer dependency","2001","Couple + C. LE 16 ","Male","1973","0.854813501331526","0.84053361863011","0.869093384032942"
"Very low transfer dependency","2001","Couple + C. LE 16 ","Female","2006","0.851639738748658","0.837353137623475","0.865926339873841"
"Very low transfer dependency","2001","Couple + C. GT 16 ","Male","1761","0.936785888809808","0.925861080361382","0.947710697258233"
"Very low transfer dependency","2001","Couple + C. GT 16 ","Female","1579","0.928848447071366","0.916706281831906","0.940990612310825"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","Male","740","0.846986242373899","0.823268143566761","0.870704341181037"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","Female","707","0.868782863194473","0.845868068677234","0.891697657711711"
"Low transfer dependency","2001","1-pers.-HH","Male","46","0.0291145470126746","0.0197792511715609","0.0384498428537884"
"Low transfer dependency","2001","1-pers.-HH","Female","54","0.0282659915266699","0.0205253986419081","0.0360065844114316"
"Low transfer dependency","2001","(Married) couple without C. ","Male","134","0.0311430627461331","0.0253375245047553","0.036948600987511"
"Low transfer dependency","2001","(Married) couple without C. ","Female","139","0.0345730581240727","0.0284785129168257","0.0406676033313196"
"Low transfer dependency","2001","Single parent ","Male","35","0.100277171807496","0.0688540057105052","0.131700337904487"
"Low transfer dependency","2001","Single parent ","Female","84","0.0867682279614769","0.0668076881546816","0.106728767768272"
"Low transfer dependency","2001","Couple + C. LE 16 ","Male","244","0.0926304502206667","0.0808789090768734","0.10438199136446"
"Low transfer dependency","2001","Couple + C. LE 16 ","Female","245","0.0946667174446326","0.0829002778860452","0.10643315700322"
"Low transfer dependency","2001","Couple + C. GT 16 ","Male","108","0.0463253859392819","0.0368892046271893","0.0557615672513744"
"Low transfer dependency","2001","Couple + C. GT 16 ","Female","106","0.0532704901559798","0.0426636061121136","0.063877374199846"
"Low transfer dependency","2001","Couple + C. LE and GT 16","Male","110","0.104138128398748","0.0840147049335934","0.124261551863903"
"Low transfer dependency","2001","Couple + C. LE and GT 16","Female","97","0.0919823071382119","0.0723683884561161","0.111596225820308"
"High transfer dependency","2001","1-pers.-HH","Male","25","","",""
"High transfer dependency","2001","1-pers.-HH","Female","28","","",""
"High transfer dependency","2001","(Married) couple without C. ","Male","48","0.0116198950713185","0.00803814643885167","0.0152016437037853"
"High transfer dependency","2001","(Married) couple without C. ","Female","52","0.0127503952963685","0.00900766953564016","0.0164931210570968"
"High transfer dependency","2001","Single parent ","Male","19","","",""
"High transfer dependency","2001","Single parent ","Female","51","0.0587959399765291","0.0421151360840436","0.0754767438690146"
"High transfer dependency","2001","Couple + C. LE 16 ","Male","57","0.0244189300979011","0.0181625829898866","0.0306752772059155"
"High transfer dependency","2001","Couple + C. LE 16 ","Female","62","0.025244958890777","0.0189400727989162","0.0315498449826378"
"High transfer dependency","2001","Couple + C. GT 16 ","Male","23","","",""
"High transfer dependency","2001","Couple + C. GT 16 ","Female","23","","",""
"High transfer dependency","2001","Couple + C. LE and GT 16","Male","20","","",""
"High transfer dependency","2001","Couple + C. LE and GT 16","Female","15","","",""
"Very high transfer dependency","2001","1-pers.-HH","Male","87","0.0613918107113055","0.0480631515985656","0.0747204698240455"
"Very high transfer dependency","2001","1-pers.-HH","Female","56","0.0247158045312785","0.0174644125459921","0.031967196516565"
"Very high transfer dependency","2001","(Married) couple without C. ","Male","50","0.0145682616652676","0.0105637538769797","0.0185727694535554"
"Very high transfer dependency","2001","(Married) couple without C. ","Female","47","0.0137562228761447","0.00987065556084827","0.0176417901914411"
"Very high transfer dependency","2001","Single parent ","Male","14","","",""
"Very high transfer dependency","2001","Single parent ","Female","108","0.134781726996173","0.110566989709156","0.15899646428319"
"Very high transfer dependency","2001","Couple + C. LE 16 ","Male","64","0.0281371183499061","0.0214341349480873","0.034840101751725"
"Very high transfer dependency","2001","Couple + C. LE 16 ","Female","65","0.0284485849159322","0.0217666014826716","0.0351305683491928"
"Very high transfer dependency","2001","Couple + C. GT 16 ","Male","14","","",""
"Very high transfer dependency","2001","Couple + C. GT 16 ","Female","14","","",""
"Very high transfer dependency","2001","Couple + C. LE and GT 16","Male","15","","",""
"Very high transfer dependency","2001","Couple + C. LE and GT 16","Female","15","","",""
"Very low transfer dependency","2002","1-pers.-HH","Male","1120","0.882222919755952","0.8645640596433","0.899881779868605"
"Very low transfer dependency","2002","1-pers.-HH","Female","1583","0.921540758187143","0.90886994852743","0.934211567846855"
"Very low transfer dependency","2002","(Married) couple without C. ","Male","3504","0.93904472911608","0.931349272593432","0.946740185638728"
"Very low transfer dependency","2002","(Married) couple without C. ","Female","3532","0.939766266468435","0.932141226799368","0.947391306137503"
"Very low transfer dependency","2002","Single parent ","Male","296","0.814538540114687","0.774164171106073","0.8549129091233"
"Very low transfer dependency","2002","Single parent ","Female","530","0.684472142319433","0.651690086619876","0.71725419801899"
