"transab_cat2","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1997","Full Time","Single parent ","3","","","","2"
"High transfer dependency","1997","Full Time","Couple + C. LE and GT 16","6","","","","2"
"High transfer dependency","1997","Part Time","1-pers.-HH","10","","","","2"
"High transfer dependency","1997","Part Time","(Married) couple without C. ","21","","","","2"
"High transfer dependency","1997","Part Time","Single parent ","17","","","","2"
"High transfer dependency","1997","Part Time","Couple + C. LE 16 ","20","","","","2"
"High transfer dependency","1997","Part Time","Couple + C. LE and GT 16","8","","","","2"
"High transfer dependency","1997","Not Working","1-pers.-HH","19","","","","2"
"High transfer dependency","1997","Not Working","(Married) couple without C. ","56","0.0270164081006769","0.0191648164493174","0.0348679997520364","2"
"High transfer dependency","1997","Not Working","Couple + C. LE 16 ","35","0.0490540333995654","0.0324630213659248","0.065645045433206","2"
"High transfer dependency","1997","Not Working","Couple + C. GT 16 ","23","","","","2"
"High transfer dependency","1997","Part Time","Couple + C. GT 16 ","9","","","","2"
"Low transfer dependency","1997","Full Time","(Married) couple without C. ","45","0.0238045712531472","0.0159119082027335","0.0316972343035609","1"
"Low transfer dependency","1997","Full Time","1-pers.-HH","5","","","","1"
"Low transfer dependency","1997","Full Time","Single parent ","11","","","","1"
"Low transfer dependency","1997","Full Time","Couple + C. LE 16 ","100","0.0635182627329827","0.0509474630353034","0.076089062430662","1"
"Low transfer dependency","1997","Full Time","Couple + C. GT 16 ","50","0.0421354389343919","0.0300127859020435","0.0542580919667404","1"
"Low transfer dependency","1997","Full Time","Couple + C. LE and GT 16","35","0.056253907732938","0.037255036531316","0.07525277893456","1"
"Low transfer dependency","1997","Part Time","1-pers.-HH","21","","","","1"
"Low transfer dependency","1997","Part Time","Couple + C. LE 16 ","94","0.119030970924895","0.0953612054808715","0.142700736368919","1"
"Low transfer dependency","1997","Part Time","Couple + C. GT 16 ","40","0.0489919764700105","0.0302401415714471","0.067743811368574","1"
"Low transfer dependency","1997","Part Time","(Married) couple without C. ","47","0.0967519137297849","0.0714405377721968","0.122063289687373","1"
"Low transfer dependency","1997","Part Time","Single parent ","28","","","","1"
"Low transfer dependency","1997","Part Time","Couple + C. LE and GT 16","31","0.0679435257680797","0.0384150422929229","0.0974720092432366","1"
"Low transfer dependency","1997","Not Working","1-pers.-HH","17","","","","1"
"Low transfer dependency","1997","Not Working","(Married) couple without C. ","130","0.0591874303170637","0.04775976690193","0.0706150937321975","1"
"Low transfer dependency","1997","Not Working","Single parent ","18","","","","1"
"Low transfer dependency","1997","Not Working","Couple + C. LE and GT 16","41","0.108367238633807","0.0760320106969789","0.140702466570635","1"
"Low transfer dependency","1997","Not Working","Couple + C. LE 16 ","102","0.13605205797044","0.109715807634017","0.162388308306863","1"
"Low transfer dependency","1997","Not Working","Couple + C. GT 16 ","85","0.0796532874222257","0.0607967005955651","0.0985098742488862","1"
"Very high transfer dependency","1997","Full Time","(Married) couple without C. ","","","","","3"
"Very high transfer dependency","1997","Full Time","1-pers.-HH","1","","","","3"
"Very high transfer dependency","1997","Full Time","Single parent ","","","","","3"
"Very high transfer dependency","1997","Full Time","Couple + C. LE 16 ","","","","","3"
"Very high transfer dependency","1997","Full Time","Couple + C. GT 16 ","","","","","3"
"Very high transfer dependency","1997","Full Time","Couple + C. LE and GT 16","1","","","","3"
"Very high transfer dependency","1997","Part Time","Couple + C. LE 16 ","16","","","","3"
"Very high transfer dependency","1997","Part Time","Couple + C. LE and GT 16","4","","","","3"
"Very high transfer dependency","1997","Not Working","1-pers.-HH","65","0.0762963310819744","0.0571302858604709","0.095462376303478","3"
"Very high transfer dependency","1997","Not Working","(Married) couple without C. ","67","0.0343531734311923","0.0255328658097478","0.0431734810526368","3"
"Very high transfer dependency","1997","Part Time","1-pers.-HH","7","","","","3"
"Very high transfer dependency","1997","Part Time","(Married) couple without C. ","6","","","","3"
"Very high transfer dependency","1997","Part Time","Single parent ","6","","","","3"
"Very high transfer dependency","1997","Part Time","Couple + C. GT 16 ","5","","","","3"
"Very high transfer dependency","1997","Not Working","Single parent ","44","0.246283957622698","0.188287415337887","0.30428049990751","3"
"Very high transfer dependency","1997","Not Working","Couple + C. LE 16 ","63","0.0890857672657368","0.0672030875921713","0.110968446939302","3"
"Very high transfer dependency","1997","Not Working","Couple + C. GT 16 ","31","0.0381873228899663","0.0248401171359633","0.0515345286439693","3"
"Very high transfer dependency","1997","Not Working","Couple + C. LE and GT 16","17","","","","3"
"Very low transfer dependency","1997","Full Time","Couple + C. LE 16 ","1331","0.927353888292047","0.913975836274922","0.940731940309173","0"
"Very low transfer dependency","1997","Full Time","1-pers.-HH","533","0.990103924903884","0.981770561330073","0.998437288477694","0"
"Very low transfer dependency","1997","Full Time","(Married) couple without C. ","1379","0.971964921655982","0.963418168154151","0.980511675157814","0"
"Very low transfer dependency","1997","Full Time","Single parent ","220","0.959377806174709","0.934083854582659","0.984671757766759","0"
"Very low transfer dependency","1997","Full Time","Couple + C. GT 16 ","1001","0.955897303509443","0.943507624603572","0.968286982415315","0"
"Very low transfer dependency","1997","Full Time","Couple + C. LE and GT 16","523","0.936505833279356","0.916398891308779","0.956612775249932","0"
"Very low transfer dependency","1997","Part Time","1-pers.-HH","140","0.799452633889951","0.740630206815382","0.85827506096452","0"
"Very low transfer dependency","1997","Part Time","(Married) couple without C. ","450","0.873344281275347","0.844867717019393","0.901820845531301","0"
"Very low transfer dependency","1997","Part Time","Single parent ","127","0.718809572780707","0.652763761117964","0.784855384443451","0"
"Very low transfer dependency","1997","Part Time","Couple + C. LE 16 ","589","0.835643930120063","0.808555293264318","0.862732566975809","0"
"Very low transfer dependency","1997","Not Working","1-pers.-HH","636","0.882318391096211","0.859054555951962","0.90558222624046","0"
"Very low transfer dependency","1997","Not Working","(Married) couple without C. ","1385","0.879442988151067","0.863674457556543","0.89521151874559","0"
"Very low transfer dependency","1997","Not Working","Couple + C. LE 16 ","451","0.725808141364258","0.691539586347972","0.760076696380544","0"
"Very low transfer dependency","1997","Not Working","Couple + C. GT 16 ","653","0.857950476031927","0.833637590726529","0.882263361337326","0"
"Very low transfer dependency","1997","Not Working","Couple + C. LE and GT 16","279","0.797814771440509","0.75603561541372","0.839593927467297","0"
"Very low transfer dependency","1997","Part Time","Couple + C. GT 16 ","455","0.91388322032808","0.889511934560386","0.938254506095773","0"
"Very low transfer dependency","1997","Part Time","Couple + C. LE and GT 16","236","0.892359768324664","0.85599311870176","0.928726417947568","0"
"Very low transfer dependency","1997","Not Working","Single parent ","134","0.59873194440339","0.532751738083808","0.664712150722972","0"
"High transfer dependency","1998","Full Time","1-pers.-HH","","","","","2"
"High transfer dependency","1998","Full Time","(Married) couple without C. ","2","","","","2"
"High transfer dependency","1998","Full Time","Couple + C. LE 16 ","7","","","","2"
"High transfer dependency","1998","Full Time","Couple + C. GT 16 ","10","","","","2"
"High transfer dependency","1998","Full Time","Single parent ","4","","","","2"
"High transfer dependency","1998","Full Time","Couple + C. LE and GT 16","4","","","","2"
"High transfer dependency","1998","Part Time","1-pers.-HH","14","","","","2"
"High transfer dependency","1998","Part Time","(Married) couple without C. ","23","","","","2"
"High transfer dependency","1998","Part Time","Single parent ","18","","","","2"
"High transfer dependency","1998","Part Time","Couple + C. LE 16 ","41","0.0442794151699793","0.030233472438545","0.0583253579014135","2"
"High transfer dependency","1998","Not Working","Single parent ","13","","","","2"
"High transfer dependency","1998","Not Working","Couple + C. LE and GT 16","20","","","","2"
"High transfer dependency","1998","Part Time","Couple + C. GT 16 ","12","","","","2"
"High transfer dependency","1998","Part Time","Couple + C. LE and GT 16","7","","","","2"
"High transfer dependency","1998","Not Working","1-pers.-HH","18","","","","2"
"High transfer dependency","1998","Not Working","(Married) couple without C. ","43","0.0187067573690088","0.0127283815974578","0.0246851331405598","2"
"High transfer dependency","1998","Not Working","Couple + C. LE 16 ","42","0.0490621292325195","0.0332629277836676","0.0648613306813715","2"
"High transfer dependency","1998","Not Working","Couple + C. GT 16 ","25","","","","2"
"Low transfer dependency","1998","Full Time","(Married) couple without C. ","46","0.0299024302750942","0.0215016818827969","0.0383031786673915","1"
"Low transfer dependency","1998","Full Time","Couple + C. GT 16 ","48","0.0364088520054468","0.0255880282665996","0.047229675744294","1"
"Low transfer dependency","1998","Full Time","Single parent ","13","","","","1"
"Low transfer dependency","1998","Full Time","Couple + C. LE 16 ","119","0.0562832139112798","0.0447501235266981","0.0678163042958614","1"
"Low transfer dependency","1998","Full Time","1-pers.-HH","8","","","","1"
"Low transfer dependency","1998","Full Time","Couple + C. LE and GT 16","35","0.0452616644005107","0.0278570160759659","0.0626663127250555","1"
"Low transfer dependency","1998","Part Time","1-pers.-HH","19","","","","1"
"Low transfer dependency","1998","Part Time","(Married) couple without C. ","48","0.0641792497435214","0.0446670859833331","0.0836914135037097","1"
"Low transfer dependency","1998","Part Time","Single parent ","24","","","","1"
"Low transfer dependency","1998","Part Time","Couple + C. LE 16 ","97","0.101077676789151","0.0804963582838546","0.121658995294448","1"
"Low transfer dependency","1998","Not Working","1-pers.-HH","22","","","","1"
"Low transfer dependency","1998","Part Time","Couple + C. GT 16 ","33","0.0714187350942932","0.0500897538127982","0.0927477163757882","1"
"Low transfer dependency","1998","Part Time","Couple + C. LE and GT 16","24","","","","1"
"Low transfer dependency","1998","Not Working","(Married) couple without C. ","149","0.0569912525582028","0.0467619385555767","0.0672205665608289","1"
"Low transfer dependency","1998","Not Working","Couple + C. GT 16 ","80","0.079175703280216","0.0609809044018494","0.0973705021585827","1"
"Low transfer dependency","1998","Not Working","Couple + C. LE and GT 16","49","0.0903219458643809","0.0617266272363652","0.118917264492397","1"
"Low transfer dependency","1998","Not Working","Single parent ","34","0.122181351006344","0.0822969501921971","0.162065751820491","1"
"Low transfer dependency","1998","Not Working","Couple + C. LE 16 ","130","0.132295416247842","0.107512967695273","0.157077864800411","1"
"Very high transfer dependency","1998","Full Time","(Married) couple without C. ","","","","","3"
"Very high transfer dependency","1998","Full Time","1-pers.-HH","","","","","3"
"Very high transfer dependency","1998","Full Time","Single parent ","","","","","3"
"Very high transfer dependency","1998","Full Time","Couple + C. LE 16 ","1","","","","3"
"Very high transfer dependency","1998","Full Time","Couple + C. GT 16 ","","","","","3"
