"transab_cat2","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2015","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very low transfer dependency","2015","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very low transfer dependency","2015","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","2015","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"Very low transfer dependency","2015","no degree/no degree yet","(3b) higher tertiary education","5","","",""
"Low transfer dependency","2015","lower secondary degree","(0) in school","","","",""
"Low transfer dependency","2015","lower secondary degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2015","lower secondary degree","(1b) general elementary school","192","0.0861901671804877","0.0721139698173553","0.10026636454362"
"Low transfer dependency","2015","lower secondary degree","(1c) basic vocational qualification","256","0.0416476562436419","0.0359548093382905","0.0473405031489934"
"Low transfer dependency","2015","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Low transfer dependency","2015","lower secondary degree","(2a) intermediate vocational","1","","",""
"Low transfer dependency","2015","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","2015","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Low transfer dependency","2015","lower secondary degree","(3a) lower tertiary education","","","",""
"Low transfer dependency","2015","lower secondary degree","(3b) higher tertiary education","","","",""
"Low transfer dependency","2015","secondary school degree","(0) in school","","","",""
"Low transfer dependency","2015","secondary school degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2015","secondary school degree","(1b) general elementary school","","","",""
"Low transfer dependency","2015","secondary school degree","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2015","secondary school degree","(2b) intermediate general qualification","79","0.0490917489906863","0.0344106019554373","0.0637728960259354"
"Low transfer dependency","2015","secondary school degree","(2a) intermediate vocational","355","0.0393059381261888","0.0342928358388994","0.0443190404134782"
"Low transfer dependency","2015","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","2015","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Low transfer dependency","2015","secondary school degree","(3a) lower tertiary education","16","","",""
"Low transfer dependency","2015","secondary school degree","(3b) higher tertiary education","6","","",""
"Low transfer dependency","2015","college entrance qualification","(0) in school","","","",""
"Low transfer dependency","2015","college entrance qualification","(1a) inadequately completed","","","",""
"Low transfer dependency","2015","college entrance qualification","(1b) general elementary school","","","",""
"Low transfer dependency","2015","college entrance qualification","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2015","college entrance qualification","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2015","college entrance qualification","(2a) intermediate vocational","","","",""
"Low transfer dependency","2015","college entrance qualification","(2c_gen) general maturity certificate","108","0.100531814699185","0.0824121598179896","0.11865146958038"
"Low transfer dependency","2015","college entrance qualification","(2c_voc) vocational maturity certificate","98","0.0369935663765004","0.0283973904519321","0.0455897423010686"
"Low transfer dependency","2015","college entrance qualification","(3a) lower tertiary education","45","0.0461886808527886","0.0347920915311284","0.0575852701744487"
"Low transfer dependency","2015","college entrance qualification","(3b) higher tertiary education","112","0.0343514036167104","0.0278340803344184","0.0408687268990025"
"Low transfer dependency","2015","Other degree","(0) in school","","","",""
"Low transfer dependency","2015","Other degree","(1a) inadequately completed","","","",""
"Low transfer dependency","2015","Other degree","(1b) general elementary school","99","0.086337618478552","0.0665638181590388","0.106111418798065"
"Low transfer dependency","2015","Other degree","(1c) basic vocational qualification","87","0.101586430975426","0.0809215687073281","0.122251293243523"
"Low transfer dependency","2015","Other degree","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2015","Other degree","(2a) intermediate vocational","","","",""
"Low transfer dependency","2015","Other degree","(2c_gen) general maturity certificate","49","0.0504752614546032","0.0315676396352065","0.0693828832739999"
"Low transfer dependency","2015","Other degree","(2c_voc) vocational maturity certificate","83","0.0943970717891981","0.0730257287100786","0.115768414868318"
"Low transfer dependency","2015","Other degree","(3a) lower tertiary education","4","","",""
"Low transfer dependency","2015","Other degree","(3b) higher tertiary education","66","0.0492123175054832","0.0370593738624822","0.0613652611484842"
"Low transfer dependency","2015","no degree/no degree yet","(0) in school","71","0.0647950917096413","0.0474305276780315","0.0821596557412512"
"Low transfer dependency","2015","no degree/no degree yet","(1a) inadequately completed","94","0.175776619137503","0.144638300146722","0.206914938128285"
"Low transfer dependency","2015","no degree/no degree yet","(1b) general elementary school","","","",""
"Low transfer dependency","2015","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Low transfer dependency","2015","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Low transfer dependency","2015","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Low transfer dependency","2015","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","2015","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","2015","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Low transfer dependency","2015","no degree/no degree yet","(3b) higher tertiary education","","","",""
"High transfer dependency","2015","lower secondary degree","(0) in school","","","",""
"High transfer dependency","2015","lower secondary degree","(1a) inadequately completed","","","",""
"High transfer dependency","2015","lower secondary degree","(1b) general elementary school","103","0.0531830301576309","0.0419279620306337","0.0644380982846282"
