"transab_cat2","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2016","Hamburg","indirect migration background","32","0.807774172731331","0.68248684574893","0.933061499713733"
"Very low transfer dependency","2016","Lower Saxony","no migration background","1597","0.902347217644729","0.888690732738866","0.916003702550592"
"Very low transfer dependency","2016","Lower Saxony","direct migration background","307","0.670191224687252","0.628563706145161","0.711818743229344"
"Very low transfer dependency","2016","Lower Saxony","indirect migration background","86","0.689263764463536","0.609090091525702","0.769437437401369"
"Very low transfer dependency","2016","Bremen","no migration background","87","0.672805176571725","0.586677339778419","0.758933013365032"
"Very low transfer dependency","2016","Bremen","direct migration background","26","","",""
"Very low transfer dependency","2016","Bremen","indirect migration background","2","","",""
"Very low transfer dependency","2016","North Rhine-Westphalia","no migration background","3030","0.910740703825193","0.901152783419154","0.920328624231232"
"Very low transfer dependency","2016","North Rhine-Westphalia","direct migration background","828","0.726895406044655","0.70258155785533","0.75120925423398"
"Very low transfer dependency","2016","North Rhine-Westphalia","indirect migration background","347","0.755247775288618","0.717062874920523","0.793432675656712"
"Very low transfer dependency","2016","Hesse","no migration background","1015","0.895960701794635","0.878023954213048","0.913897449376223"
"Very low transfer dependency","2016","Hesse","direct migration background","299","0.761324080891786","0.719808639024794","0.802839522758777"
"Very low transfer dependency","2016","Hesse","indirect migration background","94","0.693961648728623","0.615640701291929","0.772282596165317"
"Very low transfer dependency","2016","Rhineland-Palatinate,Saarland","no migration background","906","0.919684960972254","0.90286536325775","0.936504558686757"
"Very low transfer dependency","2016","Rhineland-Palatinate,Saarland","direct migration background","285","0.814425446670532","0.775692772022627","0.853158121318437"
"Very low transfer dependency","2016","Rhineland-Palatinate,Saarland","indirect migration background","83","0.754881841305762","0.676602650340844","0.833161032270679"
"Very low transfer dependency","2016","Baden-Württemberg","no migration background","1843","0.958657737429031","0.94981257964538","0.967502895212682"
"Very low transfer dependency","2016","Baden-Württemberg","direct migration background","559","0.851969147638774","0.825257464290859","0.878680830986688"
"Very low transfer dependency","2016","Baden-Württemberg","indirect migration background","234","0.811695980389552","0.766306819497277","0.857085141281828"
"Very low transfer dependency","2016","Bavaria","no migration background","2682","0.953802783729847","0.946120404994385","0.961485162465309"
"Very low transfer dependency","2016","Bavaria","direct migration background","675","0.847467289048687","0.823182462170437","0.871752115926938"
"Very low transfer dependency","2016","Bavaria","indirect migration background","217","0.83318937022436","0.788555513468211","0.87782322698051"
"Very low transfer dependency","2016","Berlin","no migration background","589","0.810711676539967","0.78179498123047","0.839628371849464"
"Very low transfer dependency","2016","Berlin","direct migration background","107","0.716248402318589","0.645046971425932","0.787449833211247"
"Very low transfer dependency","2016","Berlin","indirect migration background","29","","",""
"Very low transfer dependency","2016","Brandenburg","no migration background","722","0.886339556323242","0.864785434670333","0.907893677976151"
"Very low transfer dependency","2016","Brandenburg","direct migration background","54","0.601775724872909","0.506774500459338","0.696776949286479"
"Very low transfer dependency","2016","Brandenburg","indirect migration background","15","","",""
"Very low transfer dependency","2016","Mecklenburg-Western Pomerania","no migration background","397","0.824664265191903","0.791532342493022","0.857796187890785"
"Very low transfer dependency","2016","Mecklenburg-Western Pomerania","direct migration background","10","","",""
"Very low transfer dependency","2016","Mecklenburg-Western Pomerania","indirect migration background","9","","",""
"Very low transfer dependency","2016","Saxony","no migration background","1177","0.866798762631526","0.848903565978849","0.884693959284203"
"Very low transfer dependency","2016","Saxony","direct migration background","38","0.775776726609948","0.671961522110806","0.87959193110909"
"Very low transfer dependency","2016","Saxony","indirect migration background","21","","",""
"Very low transfer dependency","2016","Saxony-Anhalt","no migration background","617","0.797513386982137","0.769184762144813","0.825842011819461"
"Very low transfer dependency","2016","Saxony-Anhalt","direct migration background","24","","",""
"Very low transfer dependency","2016","Saxony-Anhalt","indirect migration background","9","","",""
"Very low transfer dependency","2016","Thuringia","no migration background","703","0.834919636671631","0.80964756343251","0.860191709910753"
"Very low transfer dependency","2016","Thuringia","direct migration background","47","0.792754948813234","0.696415268693038","0.88909462893343"
"Very low transfer dependency","2016","Thuringia","indirect migration background","9","","",""
"Low transfer dependency","2016","Schleswig-Holstein","no migration background","49","0.0362822399741907","0.0217838546132073","0.0507806253351741"
"Low transfer dependency","2016","Schleswig-Holstein","direct migration background","17","","",""
"Low transfer dependency","2016","Schleswig-Holstein","indirect migration background","9","","",""
"Low transfer dependency","2016","Hamburg","no migration background","10","","",""
"Low transfer dependency","2016","Hamburg","direct migration background","14","","",""
"Low transfer dependency","2016","Hamburg","indirect migration background","3","","",""
"Low transfer dependency","2016","Lower Saxony","no migration background","108","0.056465671944508","0.0458467389750422","0.0670846049139737"
"Low transfer dependency","2016","Lower Saxony","direct migration background","78","0.159528228830578","0.127106931545675","0.191949526115481"
"Low transfer dependency","2016","Lower Saxony","indirect migration background","18","","",""
"Low transfer dependency","2016","Bremen","no migration background","7","","",""
"Low transfer dependency","2016","Bremen","direct migration background","8","","",""
"Low transfer dependency","2016","Bremen","indirect migration background","","","",""
"Low transfer dependency","2016","North Rhine-Westphalia","no migration background","172","0.0403898777007135","0.0337694812547855","0.0470102741466415"
"Low transfer dependency","2016","North Rhine-Westphalia","direct migration background","159","0.106523124457205","0.0896879801870654","0.123358268727344"
"Low transfer dependency","2016","North Rhine-Westphalia","indirect migration background","66","0.112084183477125","0.084065890470663","0.140102476483587"
"Low transfer dependency","2016","Hesse","no migration background","48","0.0474506070529395","0.0349605291375848","0.0599406849682941"
"Low transfer dependency","2016","Hesse","direct migration background","45","0.0747103725240067","0.0491038928160186","0.100316852231995"
