"pli0092_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2003","Saxony","Male","206","0.259132310926806","0.228693851453163","0.289570770400449","2"
"Min 1x per week","2003","Saxony","Female","207","0.235487276549405","0.206481248369754","0.264493304729057","2"
"Min 1x per week","2003","Saxony-Anhalt","Male","80","0.160035935037015","0.125581703201215","0.194490166872815","2"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","Male","60","0.231762691017247","0.178489460987789","0.285035921046704","2"
"Min 1x per week","2003","Saxony-Anhalt","Female","101","0.200978696994408","0.165712271334451","0.236245122654365","2"
"Min 1x per week","2003","Thuringia","Male","100","0.207685407986743","0.170854964202876","0.24451585177061","2"
"Min 1x per week","2003","Thuringia","Female","110","0.192211470497725","0.157251048067067","0.227171892928383","2"
"Min 1x per week","2003","Bavaria","Male","476","0.287529096899789","0.264438807360182","0.310619386439396","2"
"Min 1x per week","2003","Bavaria","Female","504","0.264158590769405","0.242911238421694","0.285405943117116","2"
"Min 1x per week","2003","Berlin","Male","145","0.369894727510936","0.323220965505599","0.416568489516273","2"
"Min 1x per week","2003","Berlin","Female","117","0.255379582512127","0.2134749552272","0.297284209797055","2"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","Female","170","0.211309063079469","0.181259548502335","0.241358577656603","2"
"Min 1x per week","2003","Baden-Württemberg","Male","392","0.277383207802252","0.253148328950863","0.301618086653641","2"
"Min 1x per week","2003","Baden-Württemberg","Female","440","0.303658408753877","0.279449773914852","0.327867043592902","2"
"Min 1x per week","2003","Brandenburg","Male","116","0.243277050121105","0.203852983871113","0.282701116371098","2"
"Min 1x per week","2003","Brandenburg","Female","105","0.185637790261722","0.151211355252665","0.220064225270779","2"
"Never","2003","Schleswig-Holstein","Male","101","0.31396395443294","0.263351174414415","0.364576734451465","5"
"Never","2003","Schleswig-Holstein","Female","120","0.361135870079751","0.310742321250091","0.41152941890941","5"
"Never","2003","Hamburg","Male","51","0.438259265945097","0.354561335610031","0.521957196280162","5"
"Never","2003","Hamburg","Female","64","0.443404200410815","0.366904374386323","0.519904026435307","5"
"Never","2003","Lower Saxony","Male","329","0.407452442695788","0.375736129381219","0.439168756010356","5"
"Never","2003","Lower Saxony","Female","339","0.34674707992078","0.317070304868151","0.37642385497341","5"
"Never","2003","Bremen","Male","27","","","","5"
"Never","2003","Bremen","Female","28","","","","5"
"Never","2003","North Rhine-Westphalia","Male","785","0.366616757852534","0.34671445463618","0.386519061068888","5"
"Never","2003","North Rhine-Westphalia","Female","995","0.456523407009987","0.436536995811202","0.476509818208771","5"
"Never","2003","Hesse","Male","269","0.405123677762854","0.369536253376363","0.440711102149345","5"
"Never","2003","Hesse","Female","291","0.451390451247258","0.416172971452369","0.486607931042146","5"
"Never","2003","Rhineland-Palatinate,Saarland","Male","247","0.391578557682285","0.353524474889326","0.429632640475243","5"
"Never","2003","Rhineland-Palatinate,Saarland","Female","346","0.520610263090217","0.483837547554432","0.557382978626003","5"
"Never","2003","Baden-Württemberg","Male","446","0.345073947162906","0.319340440879305","0.370807453446508","5"
"Never","2003","Baden-Württemberg","Female","560","0.428286088056659","0.402235181576875","0.454336994536443","5"
"Never","2003","Bavaria","Male","426","0.347864867466598","0.323566393686514","0.372163341246681","5"
"Never","2003","Bavaria","Female","557","0.398560235538206","0.374965050311819","0.422155420764594","5"
"Never","2003","Berlin","Male","98","0.239680637652567","0.198409952295769","0.280951323009365","5"
"Never","2003","Berlin","Female","140","0.397221783784369","0.350200256746072","0.444243310822666","5"
"Never","2003","Brandenburg","Male","165","0.382552513742245","0.337895679109347","0.427209348375144","5"
"Never","2003","Brandenburg","Female","199","0.459268737042688","0.415144802412905","0.503392671672471","5"
"Never","2003","Mecklenburg-Western Pomerania","Male","103","0.461227042212461","0.398290939537297","0.524163144887625","5"
"Never","2003","Mecklenburg-Western Pomerania","Female","107","0.434776262713305","0.377223156275756","0.492329369150854","5"
"Never","2003","Saxony","Male","298","0.381973885414321","0.348220929934914","0.415726840893729","5"
"Never","2003","Saxony","Female","349","0.460588112847841","0.426513667026673","0.494662558669009","5"
"Never","2003","Saxony-Anhalt","Male","198","0.49635466806578","0.449369376697474","0.543339959434087","5"
"Never","2003","Saxony-Anhalt","Female","221","0.52209279424629","0.478133279295071","0.566052309197509","5"
"Never","2003","Thuringia","Male","193","0.425926954585744","0.381031096856162","0.470822812315325","5"
"Never","2003","Thuringia","Female","222","0.510445078575282","0.466093058935794","0.55479709821477","5"
"Rarely","2003","North Rhine-Westphalia","Male","431","0.196077577470066","0.17967980201009","0.212475352930042","4"
"Rarely","2003","North Rhine-Westphalia","Female","388","0.150039525361799","0.135710551932568","0.16436849879103","4"
"Rarely","2003","Hesse","Male","123","0.16710241919918","0.140058067720782","0.194146770677578","4"
"Rarely","2003","Hesse","Female","118","0.156802194592419","0.131069147713012","0.182535241471826","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","Male","131","0.213755820403015","0.181794313415366","0.245717327390664","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","Female","117","0.171867655397304","0.144097908382633","0.199637402411975","4"
"Rarely","2003","Baden-Württemberg","Male","268","0.217552116982997","0.195218651797417","0.239885582168577","4"
"Rarely","2003","Baden-Württemberg","Female","203","0.134239372169776","0.11629181490058","0.152186929438973","4"
"Rarely","2003","Bavaria","Male","337","0.20965858863898","0.188891835022234","0.230425342255726","4"
"Rarely","2003","Hamburg","Male","22","","","","4"
"Rarely","2003","Hamburg","Female","18","","","","4"
"Rarely","2003","Lower Saxony","Male","171","0.182851212997957","0.157900548093377","0.207801877902538","4"
"Rarely","2003","Lower Saxony","Female","159","0.171328522883641","0.147833512063106","0.194823533704175","4"
"Rarely","2003","Bremen","Male","15","","","","4"
"Rarely","2003","Bremen","Female","14","","","","4"
"Rarely","2003","Thuringia","Female","111","0.224694076098541","0.187662641024985","0.261725511172098","4"
"Rarely","2003","Schleswig-Holstein","Male","69","0.249260314689245","0.202084643657209","0.29643598572128","4"
"Rarely","2003","Schleswig-Holstein","Female","62","0.19112091858094","0.149870221524581","0.232371615637299","4"
"Rarely","2003","Brandenburg","Female","115","0.196676814705794","0.161482559021575","0.231871070390013","4"
"Rarely","2003","Mecklenburg-Western Pomerania","Male","47","0.194654176346337","0.14466653580357","0.244641816889104","4"
"Rarely","2003","Mecklenburg-Western Pomerania","Female","58","0.181218600890771","0.136497649770115","0.225939552011427","4"
"Rarely","2003","Saxony","Male","172","0.201519487781081","0.173652999472729","0.229385976089433","4"
"Rarely","2003","Saxony","Female","166","0.191459989297111","0.164563106202591","0.218356872391631","4"
"Rarely","2003","Saxony-Anhalt","Male","105","0.234536557930617","0.194719335329765","0.274353780531468","4"
"Rarely","2003","Saxony-Anhalt","Female","117","0.180789805972046","0.146921623102082","0.21465798884201","4"
"Rarely","2003","Thuringia","Male","111","0.22946773824298","0.191289897345846","0.267645579140115","4"
"Rarely","2003","Brandenburg","Male","116","0.24278783702083","0.203390701499346","0.282184972542314","4"
"Rarely","2003","Berlin","Male","89","0.205022212558137","0.165991620859895","0.244052804256379","4"
"Rarely","2003","Bavaria","Female","336","0.201795960618423","0.182454310031572","0.221137611205273","4"
"Rarely","2003","Berlin","Female","91","0.202585814417112","0.163962644016005","0.24120898481822","4"
"Daily","2004","Schleswig-Holstein","Male","","","","","1"
"Daily","2004","Schleswig-Holstein","Female","","","","","1"
"Daily","2004","Hamburg","Male","","","","","1"
"Daily","2004","Hamburg","Female","","","","","1"
"Daily","2004","Lower Saxony","Male","","","","","1"
"Daily","2004","Lower Saxony","Female","","","","","1"
"Daily","2004","Bremen","Male","","","","","1"
"Daily","2004","Bremen","Female","","","","","1"
"Daily","2004","North Rhine-Westphalia","Male","","","","","1"
"Daily","2004","North Rhine-Westphalia","Female","","","","","1"
"Daily","2004","Hesse","Male","","","","","1"
"Daily","2004","Hesse","Female","","","","","1"
"Daily","2004","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2004","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2004","Baden-Württemberg","Male","","","","","1"
"Daily","2004","Baden-Württemberg","Female","","","","","1"
"Daily","2004","Bavaria","Male","","","","","1"
"Daily","2004","Bavaria","Female","","","","","1"
"Daily","2004","Berlin","Male","","","","","1"
"Daily","2004","Berlin","Female","","","","","1"
"Daily","2004","Brandenburg","Male","","","","","1"
"Daily","2004","Brandenburg","Female","","","","","1"
"Daily","2004","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2004","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2004","Saxony","Male","","","","","1"
"Daily","2004","Saxony","Female","","","","","1"
"Daily","2004","Saxony-Anhalt","Male","","","","","1"
"Daily","2004","Saxony-Anhalt","Female","","","","","1"
"Daily","2004","Thuringia","Male","","","","","1"
"Daily","2004","Thuringia","Female","","","","","1"
"Min 1x per month","2004","Hamburg","Female","","","","","3"
"Min 1x per month","2004","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","2004","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","2004","Hamburg","Male","","","","","3"
"Min 1x per month","2004","Lower Saxony","Male","","","","","3"
"Min 1x per month","2004","Lower Saxony","Female","","","","","3"
"Min 1x per month","2004","Bremen","Male","","","","","3"
"Min 1x per month","2004","Bremen","Female","","","","","3"
"Min 1x per month","2004","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","2004","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","2004","Hesse","Male","","","","","3"
"Min 1x per month","2004","Hesse","Female","","","","","3"
"Min 1x per month","2004","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","2004","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","2004","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","2004","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","2004","Bavaria","Male","","","","","3"
"Min 1x per month","2004","Bavaria","Female","","","","","3"
"Min 1x per month","2004","Berlin","Male","","","","","3"
"Min 1x per month","2004","Berlin","Female","","","","","3"
"Min 1x per month","2004","Brandenburg","Male","","","","","3"
"Min 1x per month","2004","Brandenburg","Female","","","","","3"
"Min 1x per month","2004","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","2004","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","2004","Saxony","Male","","","","","3"
"Min 1x per month","2004","Saxony","Female","","","","","3"
"Min 1x per month","2004","Thuringia","Female","","","","","3"
"Min 1x per month","2004","Thuringia","Male","","","","","3"
"Min 1x per month","2004","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","2004","Saxony-Anhalt","Male","","","","","3"
"Min 1x per week","2004","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","2004","Lower Saxony","Male","","","","","2"
"Min 1x per week","2004","Lower Saxony","Female","","","","","2"
"Min 1x per week","2004","Bremen","Male","","","","","2"
"Min 1x per week","2004","Bremen","Female","","","","","2"
"Min 1x per week","2004","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","2004","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","2004","Hesse","Male","","","","","2"
"Min 1x per week","2004","Hesse","Female","","","","","2"
"Min 1x per week","2004","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","2004","Hamburg","Male","","","","","2"
"Min 1x per week","2004","Hamburg","Female","","","","","2"
"Min 1x per week","2004","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","2004","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","2004","Saxony","Male","","","","","2"
"Min 1x per week","2004","Saxony","Female","","","","","2"
"Min 1x per week","2004","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","2004","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","2004","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","2004","Thuringia","Male","","","","","2"
"Min 1x per week","2004","Thuringia","Female","","","","","2"
"Min 1x per week","2004","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","2004","Bavaria","Male","","","","","2"
"Min 1x per week","2004","Bavaria","Female","","","","","2"
"Min 1x per week","2004","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","2004","Berlin","Male","","","","","2"
"Min 1x per week","2004","Berlin","Female","","","","","2"
"Min 1x per week","2004","Brandenburg","Female","","","","","2"
"Min 1x per week","2004","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","2004","Brandenburg","Male","","","","","2"
"Never","2004","Schleswig-Holstein","Male","","","","","5"
"Never","2004","Schleswig-Holstein","Female","","","","","5"
"Never","2004","Hamburg","Male","","","","","5"
"Never","2004","Hamburg","Female","","","","","5"
"Never","2004","Lower Saxony","Male","","","","","5"
"Never","2004","Lower Saxony","Female","","","","","5"
"Never","2004","Bremen","Male","","","","","5"
"Never","2004","Bremen","Female","","","","","5"
"Never","2004","North Rhine-Westphalia","Male","","","","","5"
"Never","2004","North Rhine-Westphalia","Female","","","","","5"
"Never","2004","Hesse","Male","","","","","5"
"Never","2004","Hesse","Female","","","","","5"
"Never","2004","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","2004","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","2004","Baden-Württemberg","Male","","","","","5"
"Never","2004","Baden-Württemberg","Female","","","","","5"
"Never","2004","Bavaria","Male","","","","","5"
