"plb0037_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Limited","1996","Couple + C. LE 16 ","inadequately","6","","",""
"Limited","1996","Couple + C. LE 16 ","general elemantary","23","","",""
"Limited","1996","Couple + C. LE 16 ","middle vocational","61","0.0565716717853349","0.0425040016532253","0.0706393419174444"
"Limited","1996","Couple + C. LE 16 ","vocational + Abi","8","","",""
"Limited","1996","Couple + C. LE 16 ","higher vocational","6","","",""
"Limited","1996","Couple + C. LE 16 ","higher education","25","","",""
"Limited","1996","Couple + C. GT 16 ","in school","3","","",""
"Limited","1996","Couple + C. GT 16 ","inadequately","6","","",""
"Limited","1996","Couple + C. GT 16 ","general elemantary","87","0.325551020839677","0.268038542542046","0.383063499137309"
"Limited","1996","Couple + C. GT 16 ","middle vocational","88","0.113852648020172","0.0899085058176415","0.137796790222702"
"Limited","1996","Couple + C. GT 16 ","vocational + Abi","6","","",""
"Limited","1996","Couple + C. GT 16 ","higher vocational","3","","",""
"Limited","1996","Couple + C. GT 16 ","higher education","22","","",""
"Limited","1996","Couple + C. LE and GT 16","in school","2","","",""
"Limited","1996","Couple + C. LE and GT 16","inadequately","3","","",""
"Limited","1996","Couple + C. LE and GT 16","general elemantary","96","0.555804210182319","0.483814457559651","0.627793962804988"
"Limited","1996","Couple + C. LE and GT 16","middle vocational","52","0.11787079304646","0.0838450398887154","0.151896546204205"
"Limited","1996","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Limited","1996","Couple + C. LE and GT 16","higher vocational","5","","",""
"Limited","1996","Couple + C. LE and GT 16","higher education","10","","",""
"Permanent","1997","1-pers.-HH","in school","","","",""
"Permanent","1997","1-pers.-HH","inadequately","8","","",""
"Permanent","1997","1-pers.-HH","general elemantary","63","0.79337789592945","0.702944015461691","0.883811776397208"
"Permanent","1997","1-pers.-HH","middle vocational","272","0.895238149082","0.860925183902849","0.929551114261152"
"Permanent","1997","1-pers.-HH","vocational + Abi","27","","",""
"Permanent","1997","1-pers.-HH","higher vocational","32","0.977063555538801","0.926744429724253","1.02738268135335"
"Permanent","1997","1-pers.-HH","higher education","95","0.839531171056606","0.773306342620718","0.905755999492495"
"Permanent","1997","(Married) couple without C. ","in school","","","",""
"Permanent","1997","(Married) couple without C. ","inadequately","26","","",""
"Permanent","1997","(Married) couple without C. ","general elemantary","128","0.837256530648981","0.779880488655976","0.894632572641987"
"Permanent","1997","(Married) couple without C. ","middle vocational","832","0.926994798259387","0.91012040160515","0.943869194913624"
"Permanent","1997","(Married) couple without C. ","vocational + Abi","76","0.919039469941933","0.861389030967232","0.976689908916634"
"Permanent","1997","(Married) couple without C. ","higher vocational","110","0.97394513882448","0.944956306295915","1.00293397135304"
"Permanent","1997","(Married) couple without C. ","higher education","261","0.861933169954532","0.822831620184899","0.901034719724164"
"Permanent","1997","Single parent ","in school","1","","",""
"Permanent","1997","Single parent ","inadequately","7","","",""
"Permanent","1997","Single parent ","general elemantary","32","0.598084903080748","0.472981055964262","0.723188750197234"
"Permanent","1997","Single parent ","middle vocational","161","0.830697576910563","0.777789436762411","0.883605717058716"
"Permanent","1997","Single parent ","vocational + Abi","6","","",""
"Permanent","1997","Single parent ","higher vocational","9","","",""
"Permanent","1997","Single parent ","higher education","50","0.742623295189701","0.633800181331576","0.851446409047826"
"Permanent","1997","Couple + C. LE 16 ","in school","","","",""
"Permanent","1997","Couple + C. LE 16 ","inadequately","33","0.915587750814151","0.823486232029152","1.00768926959915"
"Permanent","1997","Couple + C. LE 16 ","general elemantary","166","0.923250215539538","0.884891812511931","0.961608618567146"
"Permanent","1997","Couple + C. LE 16 ","middle vocational","903","0.944584660796227","0.930142072995822","0.959027248596633"
"Permanent","1997","Couple + C. LE 16 ","vocational + Abi","71","0.79674371575435","0.709642848523146","0.883844582985554"
"Permanent","1997","Couple + C. LE 16 ","higher vocational","149","0.940543737205103","0.903435177911292","0.977652296498914"
"Permanent","1997","Couple + C. LE 16 ","higher education","295","0.899799609933523","0.867304442762131","0.932294777104915"
"Permanent","1997","Couple + C. GT 16 ","in school","2","","",""
"Permanent","1997","Couple + C. GT 16 ","inadequately","44","0.824500976925826","0.719063251665303","0.929938702186348"
"Permanent","1997","Couple + C. GT 16 ","general elemantary","135","0.524067958566747","0.463009223169057","0.585126693964437"
"Permanent","1997","Couple + C. GT 16 ","middle vocational","585","0.855570200441352","0.829110222781199","0.882030178101505"
"Permanent","1997","Couple + C. GT 16 ","vocational + Abi","33","0.822000565299998","0.700381499716202","0.943619630883795"
"Permanent","1997","Couple + C. GT 16 ","higher vocational","68","0.974775857275999","0.938302183758203","1.01124953079379"
"Permanent","1997","Couple + C. GT 16 ","higher education","170","0.870920220477627","0.823617324393759","0.918223116561496"
"Permanent","1997","Couple + C. LE and GT 16","in school","2","","",""
"Permanent","1997","Couple + C. LE and GT 16","inadequately","33","0.883121951986493","0.779602004259178","0.986641899713808"
"Permanent","1997","Couple + C. LE and GT 16","general elemantary","77","0.394628351567642","0.321370324846096","0.467886378289187"
"Permanent","1997","Couple + C. LE and GT 16","middle vocational","285","0.873764198944096","0.837545301708827","0.909983096179366"
"Permanent","1997","Couple + C. LE and GT 16","vocational + Abi","27","","",""
"Permanent","1997","Couple + C. LE and GT 16","higher vocational","36","0.839797906265242","0.726129549163794","0.95346626336669"
"Permanent","1997","Couple + C. LE and GT 16","higher education","108","0.881732886664112","0.823219440312247","0.940246333015977"
"Limited","1997","1-pers.-HH","in school","","","",""
"Limited","1997","1-pers.-HH","inadequately","1","","",""
"Limited","1997","1-pers.-HH","general elemantary","14","","",""
"Limited","1997","1-pers.-HH","middle vocational","34","0.104761850918","0.0704488857388481","0.139074816097151"
"Limited","1997","1-pers.-HH","vocational + Abi","3","","",""
"Limited","1997","1-pers.-HH","higher vocational","2","","",""
"Limited","1997","1-pers.-HH","higher education","23","","",""
"Limited","1997","(Married) couple without C. ","in school","","","",""
"Limited","1997","(Married) couple without C. ","inadequately","1","","",""
"Limited","1997","(Married) couple without C. ","general elemantary","31","0.162743469351019","0.105367427358013","0.220119511344024"
"Limited","1997","(Married) couple without C. ","middle vocational","81","0.0730052017406131","0.0561308050863763","0.0898795983948499"
"Limited","1997","(Married) couple without C. ","vocational + Abi","10","","",""
"Limited","1997","(Married) couple without C. ","higher vocational","6","","",""
"Limited","1997","(Married) couple without C. ","higher education","38","0.138066830045468","0.0989652802758356","0.177168379815101"
"Limited","1997","Single parent ","in school","","","",""
"Limited","1997","Single parent ","inadequately","3","","",""
"Limited","1997","Single parent ","general elemantary","27","","",""
"Limited","1997","Single parent ","middle vocational","32","0.169302423089437","0.116394282941284","0.222210563237589"
"Limited","1997","Single parent ","vocational + Abi","1","","",""
"Limited","1997","Single parent ","higher vocational","","","",""
"Limited","1997","Single parent ","higher education","12","","",""
"Limited","1997","Couple + C. LE 16 ","in school","1","","",""
"Limited","1997","Couple + C. LE 16 ","inadequately","2","","",""
"Limited","1997","Couple + C. LE 16 ","general elemantary","19","","",""
"Limited","1997","Couple + C. LE 16 ","middle vocational","61","0.0554153392037727","0.0409727514033674","0.0698579270041781"
"Limited","1997","Couple + C. LE 16 ","vocational + Abi","11","","",""
"Limited","1997","Couple + C. LE 16 ","higher vocational","7","","",""
"Limited","1997","Couple + C. LE 16 ","higher education","33","0.100200390066477","0.0677052228950847","0.132695557237869"
"Limited","1997","Couple + C. GT 16 ","in school","3","","",""
"Limited","1997","Couple + C. GT 16 ","inadequately","6","","",""
"Limited","1997","Couple + C. GT 16 ","general elemantary","122","0.475932041433253","0.414873306035563","0.536990776830943"
"Limited","1997","Couple + C. GT 16 ","middle vocational","93","0.144429799558648","0.117969821898495","0.170889777218801"
"Limited","1997","Couple + C. GT 16 ","vocational + Abi","5","","",""
"Limited","1997","Couple + C. GT 16 ","higher vocational","3","","",""
"Limited","1997","Couple + C. GT 16 ","higher education","23","","",""
"Limited","1997","Couple + C. LE and GT 16","in school","3","","",""
"Limited","1997","Couple + C. LE and GT 16","inadequately","4","","",""
"Limited","1997","Couple + C. LE and GT 16","general elemantary","94","0.605371648432359","0.532113621710813","0.678629675153904"
"Limited","1997","Couple + C. LE and GT 16","middle vocational","38","0.126235801055904","0.0900169038206343","0.162454698291173"
"Limited","1997","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Limited","1997","Couple + C. LE and GT 16","higher vocational","4","","",""
"Limited","1997","Couple + C. LE and GT 16","higher education","9","","",""
"Permanent","1998","1-pers.-HH","in school","1","","",""
"Permanent","1998","1-pers.-HH","inadequately","8","","",""
"Permanent","1998","1-pers.-HH","general elemantary","66","0.888967368784133","0.820122540154622","0.957812197413644"
"Permanent","1998","1-pers.-HH","middle vocational","309","0.875975149248112","0.841394302202779","0.910555996293444"
"Permanent","1998","1-pers.-HH","vocational + Abi","35","0.840082515284412","0.726495930075152","0.953669100493671"
"Permanent","1998","1-pers.-HH","higher vocational","40","0.918965707614208","0.84094978715597","0.996981628072446"
"Permanent","1998","1-pers.-HH","higher education","108","0.818357266424291","0.752334619879316","0.884379912969265"
"Permanent","1998","(Married) couple without C. ","in school","1","","",""
"Permanent","1998","(Married) couple without C. ","inadequately","22","","",""
"Permanent","1998","(Married) couple without C. ","general elemantary","145","0.866592246435106","0.815925504947698","0.917258987922513"
"Permanent","1998","(Married) couple without C. ","middle vocational","919","0.924670108784468","0.908336780013756","0.94100343755518"
"Permanent","1998","(Married) couple without C. ","vocational + Abi","94","0.943593657287091","0.898376363322251","0.988810951251931"
"Permanent","1998","(Married) couple without C. ","higher vocational","127","0.944801602743446","0.90613560365546","0.983467601831432"
"Permanent","1998","(Married) couple without C. ","higher education","303","0.905392800578818","0.874052273274175","0.936733327883461"
"Permanent","1998","Single parent ","in school","2","","",""
"Permanent","1998","Single parent ","inadequately","9","","",""
"Permanent","1998","Single parent ","general elemantary","41","0.539576551439133","0.426773016324892","0.652380086553374"
"Permanent","1998","Single parent ","middle vocational","167","0.83179924956879","0.779699129695263","0.883899369442317"
"Permanent","1998","Single parent ","vocational + Abi","8","","",""
"Permanent","1998","Single parent ","higher vocational","6","","",""
"Permanent","1998","Single parent ","higher education","41","0.693143478789094","0.570136299257086","0.816150658321102"
"Permanent","1998","Couple + C. LE 16 ","in school","1","","",""
"Permanent","1998","Couple + C. LE 16 ","inadequately","28","","",""
"Permanent","1998","Couple + C. LE 16 ","general elemantary","167","0.852656939477993","0.802389887462152","0.902923991493834"
"Permanent","1998","Couple + C. LE 16 ","middle vocational","973","0.933778304838193","0.918737347547211","0.948819262129176"
"Permanent","1998","Couple + C. LE 16 ","vocational + Abi","81","0.907932143036684","0.847525115219216","0.968339170854152"
"Permanent","1998","Couple + C. LE 16 ","higher vocational","168","0.942817493906171","0.908416223950995","0.977218763861347"
"Permanent","1998","Couple + C. LE 16 ","higher education","322","0.898353418046016","0.867051094244118","0.929655741847913"
