"hlf0001_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Tenant","1997","inadequately","East Germany","","","","","5"
"Tenant","1997","general elemantary","West Germany","","","","","5"
"Tenant","1997","general elemantary","East Germany","","","","","5"
"Tenant","1997","middle vocational","West Germany","","","","","5"
"Tenant","1997","middle vocational","East Germany","","","","","5"
"Tenant","1997","vocational + Abi","West Germany","","","","","5"
"Tenant","1997","vocational + Abi","East Germany","","","","","5"
"Tenant","1997","higher vocational","West Germany","","","","","5"
"Tenant","1997","higher vocational","East Germany","","","","","5"
"Tenant","1997","higher education","West Germany","","","","","5"
"Tenant","1997","higher education","East Germany","","","","","5"
"Main Tenant","1998","in school","West Germany","108","0.423741284833546","0.359173486954392","0.488309082712699","1"
"Main Tenant","1998","in school","East Germany","58","0.579490450437639","0.486819009635004","0.672161891240275","1"
"Main Tenant","1998","inadequately","West Germany","350","0.751541835975148","0.710840622329433","0.792243049620863","1"
"Main Tenant","1998","inadequately","East Germany","10","","","","1"
"Main Tenant","1998","general elemantary","West Germany","1279","0.542323399132512","0.521409819693519","0.563236978571506","1"
"Main Tenant","1998","general elemantary","East Germany","223","0.623787285301384","0.575144257840074","0.672430312762694","1"
"Main Tenant","1998","middle vocational","West Germany","2417","0.458682556064994","0.444806941961538","0.472558170168449","1"
"Main Tenant","1998","middle vocational","East Germany","1211","0.615070977200054","0.594279843591932","0.635862110808177","1"
"Main Tenant","1998","vocational + Abi","West Germany","252","0.521609677636844","0.475145247092671","0.568074108181017","1"
"Main Tenant","1998","vocational + Abi","East Germany","41","0.632960548660471","0.518399144203363","0.74752195311758","1"
"Main Tenant","1998","higher vocational","West Germany","238","0.400583795788678","0.361010577382974","0.440157014194382","1"
"Main Tenant","1998","higher vocational","East Germany","124","0.539897404421798","0.476709769252169","0.603085039591426","1"
"Main Tenant","1998","higher education","West Germany","530","0.439284629531414","0.41006178784611","0.468507471216717","1"
"Main Tenant","1998","higher education","East Germany","475","0.562290628859488","0.52934389568531","0.595237362033666","1"
"Nursing Home/Retirement Community","1998","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","higher vocational","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","higher vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","higher education","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","higher education","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","inadequately","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","general elemantary","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","general elemantary","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","middle vocational","West Germany","","","","","4"
"Nursing Home/Retirement Community","1998","middle vocational","East Germany","","","","","4"
"Nursing Home/Retirement Community","1998","vocational + Abi","West Germany","","","","","4"
"Owner","1998","vocational + Abi","East Germany","25","","","","3"
"Owner","1998","higher vocational","West Germany","333","0.563816334129682","0.523767122678429","0.603865545580936","3"
"Owner","1998","higher vocational","East Germany","113","0.455243149812058","0.39210785680073","0.518378442823386","3"
"Owner","1998","higher education","West Germany","555","0.53187778337356","0.502496973535158","0.561258593211962","3"
"Owner","1998","higher education","East Germany","376","0.408525409937707","0.37588041566748","0.441170404207934","3"
"Owner","1998","inadequately","East Germany","5","","","","3"
"Owner","1998","general elemantary","West Germany","825","0.412854187074638","0.392186533422594","0.433521840726682","3"
"Owner","1998","general elemantary","East Germany","142","0.318807242745411","0.272013831802593","0.365600653688228","3"
"Owner","1998","in school","West Germany","113","0.567186129614705","0.502446498880732","0.631925760348678","3"
"Owner","1998","in school","East Germany","47","0.385734249741661","0.294352999934135","0.477115499549186","3"
"Owner","1998","inadequately","West Germany","71","0.225406455899305","0.186049250379363","0.264763661419246","3"
"Owner","1998","middle vocational","West Germany","2398","0.50940837304901","0.495487605061222","0.523329141036797","3"
"Owner","1998","middle vocational","East Germany","809","0.340687015444581","0.320435905636878","0.360938125252283","3"
"Owner","1998","vocational + Abi","West Germany","174","0.427120321743159","0.381109135326374","0.473131508159943","3"
"Sub-Tenant","1998","general elemantary","West Germany","72","0.0389950944990758","0.0308688921004697","0.0471212968976819","2"
"Sub-Tenant","1998","general elemantary","East Germany","12","","","","2"
"Sub-Tenant","1998","middle vocational","West Germany","133","0.0298209497683661","0.0250844581657759","0.0345574413709562","2"
"Sub-Tenant","1998","middle vocational","East Germany","81","0.0411874355823266","0.0326961302454573","0.049678740919196","2"
"Sub-Tenant","1998","vocational + Abi","West Germany","18","","","","2"
"Sub-Tenant","1998","vocational + Abi","East Germany","2","","","","2"
"Sub-Tenant","1998","higher vocational","West Germany","17","","","","2"
"Sub-Tenant","1998","higher vocational","East Germany","2","","","","2"
"Sub-Tenant","1998","higher education","West Germany","22","","","","2"
"Sub-Tenant","1998","higher education","East Germany","20","","","","2"
"Sub-Tenant","1998","in school","East Germany","4","","","","2"
"Sub-Tenant","1998","inadequately","West Germany","12","","","","2"
"Sub-Tenant","1998","in school","West Germany","4","","","","2"
"Sub-Tenant","1998","inadequately","East Germany","","","","","2"
"Tenant","1998","in school","West Germany","","","","","5"
"Tenant","1998","in school","East Germany","","","","","5"
"Tenant","1998","inadequately","West Germany","","","","","5"
"Tenant","1998","inadequately","East Germany","","","","","5"
"Tenant","1998","general elemantary","West Germany","4","","","","5"
"Tenant","1998","general elemantary","East Germany","4","","","","5"
"Tenant","1998","middle vocational","West Germany","6","","","","5"
"Tenant","1998","middle vocational","East Germany","3","","","","5"
"Tenant","1998","vocational + Abi","West Germany","","","","","5"
"Tenant","1998","vocational + Abi","East Germany","","","","","5"
"Tenant","1998","higher vocational","West Germany","1","","","","5"
"Tenant","1998","higher vocational","East Germany","","","","","5"
"Tenant","1998","higher education","West Germany","1","","","","5"
"Tenant","1998","higher education","East Germany","","","","","5"
"Main Tenant","1999","in school","West Germany","96","0.399136421480887","0.333827902530229","0.464444940431545","1"
"Main Tenant","1999","in school","East Germany","44","0.478191600642159","0.3826461647678","0.573737036516519","1"
"Main Tenant","1999","inadequately","West Germany","324","0.729329099195093","0.686426654714227","0.772231543675958","1"
"Main Tenant","1999","inadequately","East Germany","11","","","","1"
"Main Tenant","1999","general elemantary","West Germany","1207","0.535955588520804","0.514569909395077","0.557341267646531","1"
"Main Tenant","1999","general elemantary","East Germany","232","0.669121265502485","0.621306341993281","0.716936189011688","1"
"Main Tenant","1999","middle vocational","West Germany","2394","0.466892509265395","0.452897762348052","0.480887256182739","1"
"Main Tenant","1999","middle vocational","East Germany","1206","0.62544085775368","0.604670486262966","0.646211229244394","1"
"Main Tenant","1999","vocational + Abi","West Germany","243","0.526639817109688","0.479773853167604","0.573505781051772","1"
"Main Tenant","1999","vocational + Abi","East Germany","46","0.712663183382083","0.609560485200295","0.815765881563871","1"
"Main Tenant","1999","higher vocational","West Germany","232","0.410294474282668","0.370193991203428","0.450394957361909","1"
"Main Tenant","1999","higher vocational","East Germany","124","0.553873751673169","0.491629488676435","0.616118014669904","1"
"Main Tenant","1999","higher education","West Germany","505","0.41984515488101","0.390811404659595","0.448878905102426","1"
"Main Tenant","1999","higher education","East Germany","466","0.570248053813281","0.5371816209073","0.603314486719261","1"
"Nursing Home/Retirement Community","1999","in school","West Germany","","","","","4"
"Nursing Home/Retirement Community","1999","in school","East Germany","","","","","4"
"Nursing Home/Retirement Community","1999","inadequately","West Germany","","","","","4"
"Nursing Home/Retirement Community","1999","inadequately","East Germany","","","","","4"
"Nursing Home/Retirement Community","1999","general elemantary","West Germany","6","","","","4"
"Nursing Home/Retirement Community","1999","general elemantary","East Germany","2","","","","4"
"Nursing Home/Retirement Community","1999","middle vocational","West Germany","10","","","","4"
"Nursing Home/Retirement Community","1999","middle vocational","East Germany","4","","","","4"
"Nursing Home/Retirement Community","1999","vocational + Abi","West Germany","","","","","4"
"Nursing Home/Retirement Community","1999","vocational + Abi","East Germany","","","","","4"
"Nursing Home/Retirement Community","1999","higher vocational","West Germany","2","","","","4"
"Nursing Home/Retirement Community","1999","higher vocational","East Germany","1","","","","4"
"Nursing Home/Retirement Community","1999","higher education","West Germany","1","","","","4"
"Nursing Home/Retirement Community","1999","higher education","East Germany","","","","","4"
"Owner","1999","general elemantary","West Germany","811","0.419063472032277","0.397905057725946","0.440221886338608","3"
"Owner","1999","general elemantary","East Germany","126","0.29056010632063","0.244422780660441","0.336697431980818","3"
"Owner","1999","middle vocational","West Germany","2370","0.505405175297959","0.491380467237619","0.5194298833583","3"
"Owner","1999","middle vocational","East Germany","819","0.344521965877605","0.32412909034317","0.364914841412041","3"
"Owner","1999","vocational + Abi","West Germany","179","0.447860584642195","0.401183831008404","0.494537338275987","3"
"Owner","1999","vocational + Abi","East Germany","27","","","","3"
"Owner","1999","higher vocational","West Germany","331","0.555736434053026","0.515228606176016","0.596244261930035","3"
