"hlf0001_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","2007","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2007","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2007","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","2007","Full Time","Single parent ","140","0.335102343505636","0.284705971365011","0.385498715646261","3"
"Owner","2007","Full Time","Couple + C. LE and GT 16","412","0.681424649602919","0.642972241446807","0.719877057759031","3"
"Owner","2007","Part Time","1-pers.-HH","90","0.163266490902803","0.130270081608761","0.196262900196846","3"
"Owner","2007","Part Time","(Married) couple without C. ","657","0.49780415890443","0.469655183128288","0.525953134680572","3"
"Owner","2007","Full Time","1-pers.-HH","259","0.22044706025557","0.195803225863148","0.245090894647991","3"
"Owner","2007","Full Time","(Married) couple without C. ","1220","0.453371247181431","0.433417175601964","0.473325318760898","3"
"Owner","2007","Full Time","Couple + C. LE 16 ","1046","0.543913459701539","0.520577933542795","0.567248985860283","3"
"Owner","2007","Full Time","Couple + C. GT 16 ","1169","0.644647561711683","0.621268559338156","0.668026564085209","3"
"Owner","2007","Part Time","Single parent ","118","0.253541152551031","0.209858121203585","0.297224183898476","3"
"Owner","2007","Part Time","Couple + C. LE 16 ","670","0.489328464312401","0.461068804950244","0.517588123674558","3"
"Owner","2007","Part Time","Couple + C. GT 16 ","655","0.631802561992014","0.600686952455919","0.662918171528109","3"
"Owner","2007","Part Time","Couple + C. LE and GT 16","293","0.616953387517664","0.570681506741102","0.663225268294227","3"
"Owner","2007","Not Working","1-pers.-HH","543","0.310455482742797","0.287876117479189","0.333034848006404","3"
"Owner","2007","Not Working","(Married) couple without C. ","2275","0.57479800179817","0.559048369375132","0.590547634221208","3"
"Owner","2007","Not Working","Single parent ","137","0.24893919754411","0.208490920957533","0.289387474130687","3"
"Owner","2007","Not Working","Couple + C. LE 16 ","285","0.413474248096998","0.375351267173269","0.451597229020726","3"
"Owner","2007","Not Working","Couple + C. GT 16 ","786","0.598789615108452","0.57046119309479","0.627118037122113","3"
"Owner","2007","Not Working","Couple + C. LE and GT 16","323","0.567768394311489","0.523995082444882","0.611541706178096","3"
"Sub-Tenant","2007","Full Time","1-pers.-HH","46","0.0477461149054517","0.0350702175138344","0.060422012297069","2"
"Sub-Tenant","2007","Full Time","(Married) couple without C. ","54","0.0350320724100414","0.0276624089260985","0.0424017358939844","2"
"Sub-Tenant","2007","Full Time","Couple + C. LE and GT 16","1","","","","2"
"Sub-Tenant","2007","Full Time","Single parent ","6","","","","2"
"Sub-Tenant","2007","Full Time","Couple + C. LE 16 ","23","","","","2"
"Sub-Tenant","2007","Full Time","Couple + C. GT 16 ","6","","","","2"
"Sub-Tenant","2007","Part Time","1-pers.-HH","37","0.085376797247838","0.0604299533939494","0.110323641101727","2"
"Sub-Tenant","2007","Part Time","(Married) couple without C. ","18","","","","2"
"Sub-Tenant","2007","Part Time","Single parent ","7","","","","2"
"Sub-Tenant","2007","Part Time","Couple + C. LE 16 ","16","","","","2"
"Sub-Tenant","2007","Part Time","Couple + C. GT 16 ","6","","","","2"
"Sub-Tenant","2007","Part Time","Couple + C. LE and GT 16","","","","","2"
"Sub-Tenant","2007","Not Working","1-pers.-HH","62","0.0376969354824559","0.028402139429474","0.0469917315354379","2"
"Sub-Tenant","2007","Not Working","(Married) couple without C. ","40","0.0155360668217988","0.011596163235237","0.0194759704083605","2"
"Sub-Tenant","2007","Not Working","Single parent ","4","","","","2"
"Sub-Tenant","2007","Not Working","Couple + C. LE 16 ","6","","","","2"
"Sub-Tenant","2007","Not Working","Couple + C. LE and GT 16","1","","","","2"
"Sub-Tenant","2007","Not Working","Couple + C. GT 16 ","6","","","","2"
"Tenant","2007","Full Time","1-pers.-HH","","","","","5"
"Tenant","2007","Full Time","Single parent ","","","","","5"
"Tenant","2007","Part Time","1-pers.-HH","","","","","5"
"Tenant","2007","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","2007","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","2007","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2007","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2007","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2007","Part Time","Single parent ","","","","","5"
"Tenant","2007","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2007","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2007","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2007","Not Working","1-pers.-HH","","","","","5"
"Tenant","2007","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","2007","Not Working","Single parent ","","","","","5"
"Tenant","2007","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","2007","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","2007","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","2008","Full Time","1-pers.-HH","746","0.718950711385005","0.691826153680653","0.746075269089357","1"
"Main Tenant","2008","Full Time","(Married) couple without C. ","1092","0.511167601167786","0.490922670368517","0.531412531967056","1"
"Main Tenant","2008","Full Time","Single parent ","194","0.63941776937685","0.588676260113132","0.690159278640569","1"
"Main Tenant","2008","Full Time","Couple + C. LE 16 ","615","0.463950062119883","0.439321103130846","0.48857902110892","1"
"Main Tenant","2008","Part Time","1-pers.-HH","354","0.810382573022307","0.774403510690438","0.846361635354175","1"
"Main Tenant","2008","Part Time","(Married) couple without C. ","443","0.45553882656712","0.425864517381268","0.485213135752973","1"
"Main Tenant","2008","Part Time","Single parent ","252","0.751062765402874","0.706764104859256","0.795361425946493","1"
"Main Tenant","2008","Part Time","Couple + C. LE 16 ","518","0.489593415566715","0.460600562308961","0.518586268824468","1"
"Main Tenant","2008","Part Time","Couple + C. GT 16 ","255","0.361723282617694","0.330452613040155","0.392993952195233","1"
"Main Tenant","2008","Part Time","Couple + C. LE and GT 16","89","0.258064627035857","0.214184923155946","0.301944330915768","1"
"Main Tenant","2008","Full Time","Couple + C. GT 16 ","403","0.306071538424809","0.283001631781351","0.329141445068266","1"
"Main Tenant","2008","Full Time","Couple + C. LE and GT 16","111","0.232365279335368","0.196409138011046","0.26832142065969","1"
"Main Tenant","2008","Not Working","1-pers.-HH","899","0.595293905807143","0.570834915521677","0.619752896092609","1"
"Main Tenant","2008","Not Working","(Married) couple without C. ","1381","0.404192269834498","0.388295997479121","0.420088542189874","1"
"Main Tenant","2008","Not Working","Single parent ","286","0.747962824356051","0.706439152115175","0.789486496596926","1"
"Main Tenant","2008","Not Working","Couple + C. LE 16 ","256","0.564568949803734","0.521022614561191","0.608115285046277","1"
"Main Tenant","2008","Not Working","Couple + C. LE and GT 16","126","0.373787206953219","0.327517512634437","0.420056901272","1"
"Main Tenant","2008","Not Working","Couple + C. GT 16 ","323","0.391966611270364","0.362065566452681","0.421867656088046","1"
"Nursing Home/Retirement Community","2008","Full Time","(Married) couple without C. ","1","","","","4"
"Nursing Home/Retirement Community","2008","Full Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2008","Full Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2008","Part Time","1-pers.-HH","","","","","4"
"Nursing Home/Retirement Community","2008","Part Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2008","Part Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2008","Not Working","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2008","Not Working","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2008","Full Time","1-pers.-HH","1","","","","4"
"Nursing Home/Retirement Community","2008","Full Time","Couple + C. LE 16 ","","","","","4"
"Nursing Home/Retirement Community","2008","Full Time","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2008","Part Time","(Married) couple without C. ","1","","","","4"
"Nursing Home/Retirement Community","2008","Part Time","Single parent ","","","","","4"
"Nursing Home/Retirement Community","2008","Part Time","Couple + C. LE and GT 16","","","","","4"
"Nursing Home/Retirement Community","2008","Not Working","1-pers.-HH","37","0.0285051575387764","0.0202126684908217","0.0367976465867311","4"
"Nursing Home/Retirement Community","2008","Not Working","(Married) couple without C. ","9","","","","4"
"Nursing Home/Retirement Community","2008","Not Working","Couple + C. GT 16 ","","","","","4"
"Nursing Home/Retirement Community","2008","Not Working","Couple + C. LE and GT 16","","","","","4"
"Owner","2008","Full Time","Single parent ","146","0.352525632205179","0.302039103626259","0.403012160784099","3"
"Owner","2008","Full Time","Couple + C. LE and GT 16","415","0.754889367495043","0.718268140962707","0.791510594027378","3"
"Owner","2008","Part Time","1-pers.-HH","78","0.146797082458889","0.114314500140695","0.179279664777084","3"
"Owner","2008","Part Time","(Married) couple without C. ","625","0.529065982964831","0.499324034889809","0.558807931039854","3"
"Owner","2008","Full Time","1-pers.-HH","262","0.229963414400332","0.20457082938565","0.255355999415013","3"
"Owner","2008","Full Time","(Married) couple without C. ","1192","0.459515716105039","0.439332221381363","0.479699210828715","3"
"Owner","2008","Full Time","Couple + C. LE 16 ","942","0.521454829261101","0.496784347645924","0.546125310876277","3"
"Owner","2008","Full Time","Couple + C. GT 16 ","1126","0.68918578843724","0.666017411819085","0.712354165055396","3"
"Owner","2008","Part Time","Single parent ","112","0.245818739172893","0.201707129043776","0.289930349302009","3"
"Owner","2008","Part Time","Couple + C. LE 16 ","614","0.502218518086559","0.47321966856842","0.531217367604699","3"
"Owner","2008","Part Time","Couple + C. GT 16 ","647","0.633818736085174","0.602466029097466","0.665171443072881","3"
"Owner","2008","Part Time","Couple + C. LE and GT 16","287","0.723683677470198","0.678840738480076","0.768526616460319","3"
"Owner","2008","Not Working","1-pers.-HH","552","0.327188188501361","0.303807971035703","0.350568405967019","3"
"Owner","2008","Not Working","(Married) couple without C. ","2221","0.573552539715413","0.557532352157581","0.589572727273245","3"
"Owner","2008","Not Working","Single parent ","131","0.247812480266775","0.206522174905124","0.289102785628425","3"
"Owner","2008","Not Working","Couple + C. LE and GT 16","290","0.595001608440627","0.548054465788523","0.64194875109273","3"
"Owner","2008","Not Working","Couple + C. LE 16 ","235","0.418343347084611","0.375018882632084","0.461667811537137","3"
"Owner","2008","Not Working","Couple + C. GT 16 ","696","0.59280984597995","0.562717610553766","0.622902081406134","3"
"Sub-Tenant","2008","Full Time","1-pers.-HH","46","0.0480597306091499","0.0351529663815019","0.0609664948367978","2"
"Sub-Tenant","2008","Full Time","(Married) couple without C. ","57","0.029224275982816","0.0224026802287198","0.0360458717369121","2"
"Sub-Tenant","2008","Full Time","Couple + C. LE and GT 16","4","","","","2"
"Sub-Tenant","2008","Full Time","Single parent ","4","","","","2"
"Sub-Tenant","2008","Full Time","Couple + C. LE 16 ","18","","","","2"
"Sub-Tenant","2008","Full Time","Couple + C. GT 16 ","4","","","","2"
"Sub-Tenant","2008","Part Time","1-pers.-HH","24","","","","2"
"Sub-Tenant","2008","Part Time","(Married) couple without C. ","13","","","","2"
"Sub-Tenant","2008","Part Time","Single parent ","2","","","","2"
"Sub-Tenant","2008","Part Time","Couple + C. LE 16 ","10","","","","2"
"Sub-Tenant","2008","Part Time","Couple + C. GT 16 ","5","","","","2"
"Sub-Tenant","2008","Part Time","Couple + C. LE and GT 16","6","","","","2"
"Sub-Tenant","2008","Not Working","Single parent ","3","","","","2"
"Sub-Tenant","2008","Not Working","Couple + C. LE 16 ","7","","","","2"
"Sub-Tenant","2008","Not Working","1-pers.-HH","59","0.0490127481527195","0.0382544194611283","0.0597710768443107","2"
"Sub-Tenant","2008","Not Working","(Married) couple without C. ","50","0.0193385365645326","0.0148776663883356","0.0237994067407295","2"
"Sub-Tenant","2008","Not Working","Couple + C. GT 16 ","5","","","","2"
"Sub-Tenant","2008","Not Working","Couple + C. LE and GT 16","4","","","","2"
"Tenant","2008","Full Time","Single parent ","","","","","5"
"Tenant","2008","Full Time","(Married) couple without C. ","","","","","5"
"Tenant","2008","Full Time","1-pers.-HH","","","","","5"
"Tenant","2008","Full Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2008","Full Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2008","Full Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2008","Part Time","1-pers.-HH","","","","","5"
"Tenant","2008","Part Time","(Married) couple without C. ","","","","","5"
"Tenant","2008","Part Time","Single parent ","","","","","5"
"Tenant","2008","Part Time","Couple + C. LE 16 ","","","","","5"
"Tenant","2008","Part Time","Couple + C. GT 16 ","","","","","5"
"Tenant","2008","Part Time","Couple + C. LE and GT 16","","","","","5"
"Tenant","2008","Not Working","1-pers.-HH","","","","","5"
"Tenant","2008","Not Working","(Married) couple without C. ","","","","","5"
"Tenant","2008","Not Working","Single parent ","","","","","5"
"Tenant","2008","Not Working","Couple + C. LE 16 ","","","","","5"
"Tenant","2008","Not Working","Couple + C. GT 16 ","","","","","5"
"Tenant","2008","Not Working","Couple + C. LE and GT 16","","","","","5"
"Main Tenant","2009","Full Time","1-pers.-HH","711","0.726722386631544","0.699074043041791","0.754370730221297","1"
"Main Tenant","2009","Full Time","(Married) couple without C. ","1032","0.508222888976355","0.487318170247827","0.529127607704882","1"
"Main Tenant","2009","Full Time","Single parent ","198","0.637148831927127","0.587341728459612","0.686955935394643","1"
"Main Tenant","2009","Full Time","Couple + C. LE 16 ","532","0.432913001165985","0.407050906661755","0.458775095670215","1"
"Main Tenant","2009","Full Time","Couple + C. GT 16 ","343","0.288703568686808","0.265386938973273","0.312020198400342","1"
