"m11104","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"At lease once a week","1995","Couple + C. LE and GT 16","general elemantary","101","0.385003144197279","0.32831092480722","0.441695363587338"
"At lease once a week","1995","Couple + C. LE and GT 16","middle vocational","142","0.32780159235905","0.286025146371732","0.369578038346368"
"At lease once a week","1995","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"At lease once a week","1995","Couple + C. LE and GT 16","higher vocational","16","","",""
"At lease once a week","1995","Couple + C. LE and GT 16","higher education","45","0.390746661465109","0.310211574575853","0.471281748354365"
"Almost never or never","1996","1-pers.-HH","in school","1","","",""
"Almost never or never","1996","1-pers.-HH","inadequately","26","","",""
"Almost never or never","1996","1-pers.-HH","general elemantary","267","0.791901973871438","0.749673672956051","0.834130274786825"
"Almost never or never","1996","1-pers.-HH","middle vocational","396","0.542764067163266","0.507229556784342","0.57829857754219"
"Almost never or never","1996","1-pers.-HH","vocational + Abi","23","","",""
"Almost never or never","1996","1-pers.-HH","higher vocational","25","","",""
"Almost never or never","1996","1-pers.-HH","higher education","53","0.306950639365164","0.238615289630019","0.375285989100309"
"Almost never or never","1996","(Married) couple without C. ","in school","1","","",""
"Almost never or never","1996","(Married) couple without C. ","inadequately","68","0.904388080438773","0.838276927887419","0.970499232990128"
"Almost never or never","1996","(Married) couple without C. ","general elemantary","438","0.746655498875473","0.711649971940286","0.781661025810661"
"Almost never or never","1996","(Married) couple without C. ","middle vocational","1086","0.554283217530609","0.532165384047142","0.576401051014077"
"Almost never or never","1996","(Married) couple without C. ","vocational + Abi","48","0.449986678524703","0.359061198284243","0.540912158765163"
"Almost never or never","1996","(Married) couple without C. ","higher vocational","117","0.487559108712262","0.424712697838729","0.550405519585796"
"Almost never or never","1996","(Married) couple without C. ","higher education","210","0.40562210328647","0.363007825286728","0.448236381286213"
"Almost never or never","1996","Single parent ","in school","2","","",""
"Almost never or never","1996","Single parent ","inadequately","22","","",""
"Almost never or never","1996","Single parent ","general elemantary","74","0.488549509777112","0.406905761411586","0.570193258142637"
"Almost never or never","1996","Single parent ","middle vocational","152","0.456529286317312","0.402458624497077","0.510599948137548"
"Almost never or never","1996","Single parent ","vocational + Abi","2","","",""
"Almost never or never","1996","Single parent ","higher vocational","7","","",""
"Almost never or never","1996","Single parent ","higher education","25","","",""
"Almost never or never","1996","Couple + C. LE 16 ","in school","1","","",""
"Almost never or never","1996","Couple + C. LE 16 ","inadequately","54","0.703749549161146","0.602419240754461","0.805079857567831"
"Almost never or never","1996","Couple + C. LE 16 ","general elemantary","212","0.527711189109623","0.476354530679794","0.579067847539452"
"Almost never or never","1996","Couple + C. LE 16 ","middle vocational","749","0.42207284666414","0.397827176702288","0.446318516625991"
"Almost never or never","1996","Couple + C. LE 16 ","vocational + Abi","72","0.368523118704705","0.293775184212322","0.443271053197089"
"Almost never or never","1996","Couple + C. LE 16 ","higher vocational","81","0.297247354283803","0.238812171959443","0.355682536608164"
"Almost never or never","1996","Couple + C. LE 16 ","higher education","168","0.281159998967525","0.241475809360977","0.320844188574072"
"Almost never or never","1996","Couple + C. GT 16 ","in school","10","","",""
"Almost never or never","1996","Couple + C. GT 16 ","inadequately","125","0.852399305336763","0.793852354862422","0.910946255811103"
"Almost never or never","1996","Couple + C. GT 16 ","general elemantary","239","0.530591347149668","0.485616142546421","0.575566551752915"
"Almost never or never","1996","Couple + C. GT 16 ","middle vocational","516","0.447388041540304","0.418281030552852","0.476495052527757"
"Almost never or never","1996","Couple + C. GT 16 ","vocational + Abi","23","","",""
"Almost never or never","1996","Couple + C. GT 16 ","higher vocational","46","0.406137219919773","0.312645186047642","0.499629253791904"
"Almost never or never","1996","Couple + C. GT 16 ","higher education","108","0.376363506593762","0.319310607179086","0.433416406008437"
"Almost never or never","1996","Couple + C. LE and GT 16","in school","17","","",""
"Almost never or never","1996","Couple + C. LE and GT 16","inadequately","67","0.771618160740762","0.68184625363461","0.861390067846913"
"Almost never or never","1996","Couple + C. LE and GT 16","general elemantary","129","0.428224913746821","0.370877524176995","0.485572303316647"
"Almost never or never","1996","Couple + C. LE and GT 16","middle vocational","213","0.367093991695061","0.324928761085882","0.40925922230424"
"Almost never or never","1996","Couple + C. LE and GT 16","vocational + Abi","16","","",""
"Almost never or never","1996","Couple + C. LE and GT 16","higher vocational","23","","",""
"Almost never or never","1996","Couple + C. LE and GT 16","higher education","54","0.36459253319177","0.287048698234966","0.442136368148574"
"Several times a year","1996","1-pers.-HH","in school","","","",""
"Several times a year","1996","1-pers.-HH","inadequately","1","","",""
"Several times a year","1996","1-pers.-HH","general elemantary","36","0.0731511894215001","0.0460649284197634","0.100237450423237"
"Several times a year","1996","1-pers.-HH","middle vocational","116","0.153381132906063","0.127676905361122","0.179085360451003"
"Several times a year","1996","1-pers.-HH","vocational + Abi","14","","",""
"Several times a year","1996","1-pers.-HH","higher vocational","14","","",""
"Several times a year","1996","1-pers.-HH","higher education","40","0.182812711213766","0.125547210455869","0.240078211971663"
"Several times a year","1996","(Married) couple without C. ","in school","","","",""
"Several times a year","1996","(Married) couple without C. ","inadequately","5","","",""
"Several times a year","1996","(Married) couple without C. ","general elemantary","65","0.0929056948811644","0.0695405686047304","0.116270821157598"
"Several times a year","1996","(Married) couple without C. ","middle vocational","350","0.171697576546601","0.15491634712914","0.188478805964061"
"Several times a year","1996","(Married) couple without C. ","vocational + Abi","19","","",""
"Several times a year","1996","(Married) couple without C. ","higher vocational","44","0.178707946822518","0.13053916124012","0.226876732404916"
"Several times a year","1996","(Married) couple without C. ","higher education","101","0.192941272733655","0.158693830518279","0.227188714949031"
"Several times a year","1996","Single parent ","in school","4","","",""
"Several times a year","1996","Single parent ","inadequately","2","","",""
"Several times a year","1996","Single parent ","general elemantary","19","","",""
"Several times a year","1996","Single parent ","middle vocational","65","0.184245244047928","0.142161221821755","0.226329266274101"
"Several times a year","1996","Single parent ","vocational + Abi","2","","",""
"Several times a year","1996","Single parent ","higher vocational","6","","",""
"Several times a year","1996","Single parent ","higher education","15","","",""
"Several times a year","1996","Couple + C. LE 16 ","in school","","","",""
"Several times a year","1996","Couple + C. LE 16 ","inadequately","18","","",""
"Several times a year","1996","Couple + C. LE 16 ","general elemantary","90","0.259424353315459","0.214333872834099","0.304514833796819"
"Several times a year","1996","Couple + C. LE 16 ","middle vocational","416","0.272910277673898","0.251042337301105","0.29477821804669"
"Several times a year","1996","Couple + C. LE 16 ","vocational + Abi","44","0.32864904015619","0.255866184560292","0.401431895752088"
"Several times a year","1996","Couple + C. LE 16 ","higher vocational","68","0.349314454915557","0.288359639827584","0.410269270003529"
"Several times a year","1996","Couple + C. LE 16 ","higher education","132","0.29252172261526","0.252364816305291","0.33267862892523"
"Several times a year","1996","Couple + C. GT 16 ","in school","23","","",""
"Several times a year","1996","Couple + C. GT 16 ","inadequately","8","","",""
"Several times a year","1996","Couple + C. GT 16 ","general elemantary","102","0.196973328473599","0.1611318251273","0.232814831819899"
"Several times a year","1996","Couple + C. GT 16 ","middle vocational","263","0.240725317970768","0.215698500363424","0.265752135578111"
"Several times a year","1996","Couple + C. GT 16 ","vocational + Abi","11","","",""
"Several times a year","1996","Couple + C. GT 16 ","higher vocational","32","0.274815071673426","0.189830553468708","0.359799589878143"
"Several times a year","1996","Couple + C. GT 16 ","higher education","71","0.222212533535984","0.173254614224312","0.271170452847656"
"Several times a year","1996","Couple + C. LE and GT 16","in school","26","","",""
"Several times a year","1996","Couple + C. LE and GT 16","inadequately","9","","",""
"Several times a year","1996","Couple + C. LE and GT 16","general elemantary","61","0.21410080518387","0.166560972745416","0.261640637622325"
"Several times a year","1996","Couple + C. LE and GT 16","middle vocational","119","0.262599631684918","0.224105461337521","0.301093802032315"
"Several times a year","1996","Couple + C. LE and GT 16","vocational + Abi","8","","",""
"Several times a year","1996","Couple + C. LE and GT 16","higher vocational","8","","",""
"Several times a year","1996","Couple + C. LE and GT 16","higher education","47","0.284588564097127","0.211893672279995","0.357283455914259"
