"m11104","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"At least once a month","1992","Schleswig-Holstein","in school","","","",""
"At least once a month","1992","Schleswig-Holstein","inadequately","","","",""
"At least once a month","1992","Schleswig-Holstein","general elemantary","2","","",""
"At least once a month","1992","Schleswig-Holstein","middle vocational","5","","",""
"At least once a month","1992","Schleswig-Holstein","vocational + Abi","1","","",""
"At least once a month","1992","Schleswig-Holstein","higher vocational","1","","",""
"At least once a month","1992","Schleswig-Holstein","higher education","1","","",""
"At least once a month","1992","Hamburg","in school","","","",""
"At least once a month","1992","Hamburg","inadequately","","","",""
"At least once a month","1992","Hamburg","general elemantary","","","",""
"At least once a month","1992","Hamburg","middle vocational","2","","",""
"At least once a month","1992","Hamburg","vocational + Abi","1","","",""
"At least once a month","1992","Hamburg","higher vocational","2","","",""
"At least once a month","1992","Hamburg","higher education","3","","",""
"At least once a month","1992","Lower Saxony","in school","","","",""
"At least once a month","1992","Lower Saxony","inadequately","1","","",""
"At least once a month","1992","Lower Saxony","general elemantary","13","","",""
"At least once a month","1992","Lower Saxony","middle vocational","32","0.0628795638710941","0.0412311047218084","0.0845280230203799"
"At least once a month","1992","Lower Saxony","vocational + Abi","5","","",""
"At least once a month","1992","Lower Saxony","higher vocational","5","","",""
"At least once a month","1992","Lower Saxony","higher education","6","","",""
"At least once a month","1992","Bremen","in school","","","",""
"At least once a month","1992","Bremen","inadequately","","","",""
"At least once a month","1992","Bremen","general elemantary","1","","",""
"At least once a month","1992","Bremen","middle vocational","1","","",""
"At least once a month","1992","Bremen","vocational + Abi","","","",""
"At least once a month","1992","Bremen","higher vocational","","","",""
"At least once a month","1992","Bremen","higher education","","","",""
"At least once a month","1992","North Rhine-Westphalia","in school","3","","",""
"At least once a month","1992","North Rhine-Westphalia","inadequately","7","","",""
"At least once a month","1992","North Rhine-Westphalia","general elemantary","30","0.0459880100593548","0.028867630294811","0.0631083898238986"
"At least once a month","1992","North Rhine-Westphalia","middle vocational","93","0.0778844269767844","0.0627469728391404","0.0930218811144285"
"At least once a month","1992","North Rhine-Westphalia","vocational + Abi","9","","",""
"At least once a month","1992","North Rhine-Westphalia","higher vocational","14","","",""
"At least once a month","1992","North Rhine-Westphalia","higher education","24","","",""
"At least once a month","1992","Hesse","in school","1","","",""
"At least once a month","1992","Hesse","inadequately","2","","",""
"At least once a month","1992","Hesse","general elemantary","8","","",""
"At least once a month","1992","Hesse","middle vocational","23","","",""
"At least once a month","1992","Hesse","vocational + Abi","2","","",""
"At least once a month","1992","Hesse","higher vocational","1","","",""
"At least once a month","1992","Hesse","higher education","3","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","in school","","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","general elemantary","7","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","middle vocational","26","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","higher vocational","2","","",""
"At least once a month","1992","Rhineland-Palatinate,Saarland","higher education","4","","",""
"At least once a month","1992","Baden-Württemberg","in school","2","","",""
"At least once a month","1992","Baden-Württemberg","inadequately","3","","",""
"At least once a month","1992","Baden-Württemberg","general elemantary","36","0.0587461176298364","0.0376215616018397","0.0798706736578331"
"At least once a month","1992","Baden-Württemberg","middle vocational","56","0.0674263205781978","0.0497376274210537","0.0851150137353418"
"At least once a month","1992","Baden-Württemberg","vocational + Abi","7","","",""
"At least once a month","1992","Baden-Württemberg","higher vocational","7","","",""
"At least once a month","1992","Baden-Württemberg","higher education","5","","",""
"At least once a month","1992","Bavaria","in school","3","","",""
"At least once a month","1992","Bavaria","inadequately","4","","",""
"At least once a month","1992","Bavaria","general elemantary","20","","",""
"At least once a month","1992","Bavaria","middle vocational","54","0.0613599376047726","0.0448123606842728","0.0779075145252725"
"At least once a month","1992","Bavaria","vocational + Abi","6","","",""
"At least once a month","1992","Bavaria","higher vocational","15","","",""
"At least once a month","1992","Bavaria","higher education","21","","",""
"At least once a month","1992","Berlin","in school","","","",""
"At least once a month","1992","Berlin","inadequately","","","",""
"At least once a month","1992","Berlin","general elemantary","4","","",""
"At least once a month","1992","Berlin","middle vocational","15","","",""
"At least once a month","1992","Berlin","vocational + Abi","3","","",""
"At least once a month","1992","Berlin","higher vocational","2","","",""
"At least once a month","1992","Berlin","higher education","8","","",""
"At least once a month","1992","Brandenburg","in school","","","",""
"At least once a month","1992","Brandenburg","inadequately","","","",""
"At least once a month","1992","Brandenburg","general elemantary","3","","",""
"At least once a month","1992","Brandenburg","middle vocational","9","","",""
"At least once a month","1992","Brandenburg","vocational + Abi","1","","",""
"At least once a month","1992","Brandenburg","higher vocational","1","","",""
"At least once a month","1992","Brandenburg","higher education","5","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","in school","2","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","inadequately","","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","general elemantary","5","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","middle vocational","4","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","higher vocational","","","",""
"At least once a month","1992","Mecklenburg-Western Pomerania","higher education","2","","",""
"At least once a month","1992","Saxony","in school","1","","",""
"At least once a month","1992","Saxony","inadequately","","","",""
"At least once a month","1992","Saxony","general elemantary","6","","",""
"At least once a month","1992","Saxony","middle vocational","22","","",""
"At least once a month","1992","Saxony","vocational + Abi","1","","",""
"At least once a month","1992","Saxony","higher vocational","2","","",""
"At least once a month","1992","Saxony","higher education","10","","",""
"At least once a month","1992","Saxony-Anhalt","in school","","","",""
"At least once a month","1992","Saxony-Anhalt","inadequately","","","",""
"At least once a month","1992","Saxony-Anhalt","general elemantary","5","","",""
"At least once a month","1992","Saxony-Anhalt","middle vocational","19","","",""
"At least once a month","1992","Saxony-Anhalt","vocational + Abi","","","",""
"At least once a month","1992","Saxony-Anhalt","higher vocational","2","","",""
"At least once a month","1992","Saxony-Anhalt","higher education","7","","",""
"At least once a month","1992","Thuringia","in school","","","",""
"At least once a month","1992","Thuringia","inadequately","","","",""
"At least once a month","1992","Thuringia","general elemantary","1","","",""
"At least once a month","1992","Thuringia","middle vocational","16","","",""
"At least once a month","1992","Thuringia","vocational + Abi","1","","",""
"At least once a month","1992","Thuringia","higher vocational","","","",""
"At least once a month","1992","Thuringia","higher education","5","","",""
"At lease once a week","1992","Schleswig-Holstein","in school","4","","",""
"At lease once a week","1992","Schleswig-Holstein","inadequately","2","","",""
"At lease once a week","1992","Schleswig-Holstein","general elemantary","9","","",""
"At lease once a week","1992","Schleswig-Holstein","middle vocational","38","0.260048102669747","0.190081915721061","0.330014289618434"
"At lease once a week","1992","Schleswig-Holstein","vocational + Abi","3","","",""
"At lease once a week","1992","Schleswig-Holstein","higher vocational","9","","",""
"At lease once a week","1992","Schleswig-Holstein","higher education","10","","",""
"At lease once a week","1992","Hamburg","in school","1","","",""
"At lease once a week","1992","Hamburg","inadequately","","","",""
