"pli0081","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1998","Baden-Württemberg","Not Employed","131","0.237576781927839","0.205446229160722","0.269707334694957"
"Min 1x per month","1998","Baden-Württemberg","Employed","284","0.290670019555173","0.264311564992349","0.317028474117997"
"Min 1x per month","1998","Bavaria","Not Employed","159","0.231024203139494","0.199597838652502","0.262450567626486"
"Min 1x per month","1998","Bavaria","Employed","346","0.309386807039683","0.282968026899694","0.335805587179672"
"Min 1x per month","1998","Berlin","Not Employed","62","0.32451167248081","0.258286734169941","0.390736610791679"
"Min 1x per month","1998","Berlin","Employed","134","0.391317718792215","0.339288197843685","0.443347239740744"
"Min 1x per month","1998","Brandenburg","Not Employed","79","0.30795707453586","0.248424630767067","0.367489518304652"
"Min 1x per month","1998","Brandenburg","Employed","149","0.366946181872497","0.319234298483021","0.414658065261973"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Not Employed","47","0.362085766132551","0.282475157182064","0.441696375083039"
"Min 1x per month","1998","Mecklenburg-Western Pomerania","Employed","96","0.340908841103378","0.284263548279314","0.397554133927442"
"Min 1x per month","1998","Saxony","Not Employed","147","0.335185846975668","0.290253601052314","0.380118092899023"
"Min 1x per month","1998","Saxony","Employed","330","0.409230949364059","0.374319835253437","0.444142063474681"
"Min 1x per month","1998","Saxony-Anhalt","Not Employed","86","0.306171474239265","0.250990529415423","0.361352419063107"
"Min 1x per month","1998","Saxony-Anhalt","Employed","143","0.319847043367159","0.27529357601031","0.364400510724008"
"Min 1x per month","1998","Thuringia","Not Employed","72","0.236615714380796","0.186745711963287","0.286485716798304"
"Min 1x per month","1998","Thuringia","Employed","153","0.351089415432796","0.30728004954715","0.394898781318441"
"Rarely","1998","Schleswig-Holstein","Not Employed","22","","",""
"Rarely","1998","Schleswig-Holstein","Employed","44","0.213502782506264","0.158600352202866","0.268405212809662"
"Rarely","1998","Hamburg","Not Employed","18","","",""
"Rarely","1998","Hamburg","Employed","31","0.348461483483421","0.251621645390414","0.445301321576428"
"Rarely","1998","Lower Saxony","Not Employed","97","0.23247584868132","0.193832327327159","0.27111937003548"
"Rarely","1998","Lower Saxony","Employed","177","0.253719306424241","0.222367678803826","0.285070934044656"
"Rarely","1998","Bremen","Not Employed","11","","",""
"Rarely","1998","Bremen","Employed","11","","",""
"Rarely","1998","North Rhine-Westphalia","Not Employed","154","0.159176329685623","0.137497734392133","0.180854924979113"
"Rarely","1998","North Rhine-Westphalia","Employed","300","0.186891393613526","0.168585415201075","0.205197372025976"
"Rarely","1998","Hesse","Not Employed","64","0.182722497628269","0.14291410984623","0.222530885410307"
"Rarely","1998","Hesse","Employed","139","0.263689081745824","0.22801309637786","0.299365067113788"
"Rarely","1998","Rhineland-Palatinate,Saarland","Not Employed","53","0.173884574053238","0.133358984072543","0.214410164033932"
"Rarely","1998","Rhineland-Palatinate,Saarland","Employed","94","0.25234366580777","0.212949050569108","0.291738281046432"
"Rarely","1998","Baden-Württemberg","Not Employed","84","0.165976332336687","0.137887711734051","0.194064952939324"
"Rarely","1998","Baden-Württemberg","Employed","199","0.203973298916116","0.180582441422229","0.227364156410002"
"Rarely","1998","Bavaria","Not Employed","146","0.238483874573957","0.206709418208816","0.270258330939099"
"Rarely","1998","Bavaria","Employed","294","0.2699609653128","0.244588190945079","0.295333739680521"
"Rarely","1998","Berlin","Not Employed","36","0.189256375228698","0.133849391715861","0.244663358741536"
"Rarely","1998","Berlin","Employed","83","0.245231983538455","0.199366598833353","0.291097368243557"
"Rarely","1998","Brandenburg","Not Employed","33","0.140712738135727","0.0958714587618348","0.185554017509619"
"Rarely","1998","Brandenburg","Employed","62","0.152786719698849","0.1171707938624","0.188402645535299"
"Rarely","1998","Mecklenburg-Western Pomerania","Not Employed","24","","",""
"Rarely","1998","Mecklenburg-Western Pomerania","Employed","42","0.166784927393983","0.122236855699368","0.211332999088597"
"Rarely","1998","Saxony","Not Employed","84","0.200884835886953","0.162748108180261","0.239021563593644"
"Rarely","1998","Saxony","Employed","122","0.169528912975824","0.142887653493992","0.196170172457656"
"Rarely","1998","Saxony-Anhalt","Not Employed","38","0.120662711666673","0.0816644742004541","0.159660949132892"
"Rarely","1998","Saxony-Anhalt","Employed","66","0.168056892431446","0.132339312814564","0.203774472048327"
"Rarely","1998","Thuringia","Not Employed","41","0.130295566587697","0.0907956070523077","0.169795526123086"
"Rarely","1998","Thuringia","Employed","89","0.202896930704239","0.165985519540304","0.239808341868173"
"Never","1998","Schleswig-Holstein","Not Employed","3","","",""
"Never","1998","Schleswig-Holstein","Employed","1","","",""
"Never","1998","Hamburg","Not Employed","2","","",""
"Never","1998","Hamburg","Employed","","","",""
"Never","1998","Lower Saxony","Not Employed","13","","",""
"Never","1998","Lower Saxony","Employed","15","","",""
"Never","1998","Bremen","Not Employed","6","","",""
"Never","1998","Bremen","Employed","1","","",""
"Never","1998","North Rhine-Westphalia","Not Employed","26","","",""
"Never","1998","North Rhine-Westphalia","Employed","38","0.0250796889027246","0.0177367545185016","0.0324226232869477"
"Never","1998","Hesse","Not Employed","14","","",""
"Never","1998","Hesse","Employed","19","","",""
"Never","1998","Rhineland-Palatinate,Saarland","Not Employed","8","","",""
"Never","1998","Rhineland-Palatinate,Saarland","Employed","4","","",""
"Never","1998","Baden-Württemberg","Not Employed","12","","",""
"Never","1998","Baden-Württemberg","Employed","17","","",""
"Never","1998","Bavaria","Not Employed","12","","",""
"Never","1998","Bavaria","Employed","7","","",""
"Never","1998","Berlin","Not Employed","10","","",""
"Never","1998","Berlin","Employed","11","","",""
"Never","1998","Brandenburg","Not Employed","6","","",""
"Never","1998","Brandenburg","Employed","3","","",""
"Never","1998","Mecklenburg-Western Pomerania","Not Employed","4","","",""
"Never","1998","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","1998","Saxony","Not Employed","8","","",""
"Never","1998","Saxony","Employed","5","","",""
"Never","1998","Saxony-Anhalt","Not Employed","3","","",""
"Never","1998","Saxony-Anhalt","Employed","1","","",""
"Never","1998","Thuringia","Not Employed","","","",""
"Never","1998","Thuringia","Employed","1","","",""
"Daily","1999","Schleswig-Holstein","Not Employed","","","",""
"Daily","1999","Schleswig-Holstein","Employed","","","",""
"Daily","1999","Hamburg","Not Employed","","","",""
"Daily","1999","Hamburg","Employed","","","",""
"Daily","1999","Lower Saxony","Not Employed","","","",""
"Daily","1999","Lower Saxony","Employed","","","",""
"Daily","1999","Bremen","Not Employed","","","",""
"Daily","1999","Bremen","Employed","","","",""
"Daily","1999","North Rhine-Westphalia","Not Employed","","","",""
"Daily","1999","North Rhine-Westphalia","Employed","","","",""
"Daily","1999","Hesse","Not Employed","","","",""
"Daily","1999","Hesse","Employed","","","",""
"Daily","1999","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Daily","1999","Rhineland-Palatinate,Saarland","Employed","","","",""
"Daily","1999","Baden-Württemberg","Not Employed","","","",""
"Daily","1999","Baden-Württemberg","Employed","","","",""
"Daily","1999","Bavaria","Not Employed","","","",""
"Daily","1999","Bavaria","Employed","","","",""
"Daily","1999","Berlin","Not Employed","","","",""
"Daily","1999","Berlin","Employed","","","",""
"Daily","1999","Brandenburg","Not Employed","","","",""
"Daily","1999","Brandenburg","Employed","","","",""
"Daily","1999","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Daily","1999","Mecklenburg-Western Pomerania","Employed","","","",""
"Daily","1999","Saxony","Not Employed","","","",""
"Daily","1999","Saxony","Employed","","","",""
"Daily","1999","Saxony-Anhalt","Not Employed","","","",""
"Daily","1999","Saxony-Anhalt","Employed","","","",""
"Daily","1999","Thuringia","Not Employed","","","",""
"Daily","1999","Thuringia","Employed","","","",""
"Min 1x per week","1999","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per week","1999","Schleswig-Holstein","Employed","","","",""
"Min 1x per week","1999","Hamburg","Not Employed","","","",""
"Min 1x per week","1999","Hamburg","Employed","","","",""
"Min 1x per week","1999","Lower Saxony","Not Employed","","","",""
"Min 1x per week","1999","Lower Saxony","Employed","","","",""
"Min 1x per week","1999","Bremen","Not Employed","","","",""
"Min 1x per week","1999","Bremen","Employed","","","",""
"Min 1x per week","1999","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per week","1999","North Rhine-Westphalia","Employed","","","",""
"Min 1x per week","1999","Hesse","Not Employed","","","",""
"Min 1x per week","1999","Hesse","Employed","","","",""
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per week","1999","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per week","1999","Baden-Württemberg","Not Employed","","","",""
"Min 1x per week","1999","Baden-Württemberg","Employed","","","",""
"Min 1x per week","1999","Bavaria","Not Employed","","","",""
"Min 1x per week","1999","Bavaria","Employed","","","",""
"Min 1x per week","1999","Berlin","Not Employed","","","",""
"Min 1x per week","1999","Berlin","Employed","","","",""
"Min 1x per week","1999","Brandenburg","Not Employed","","","",""
"Min 1x per week","1999","Brandenburg","Employed","","","",""
"Min 1x per week","1999","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per week","1999","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per week","1999","Saxony","Not Employed","","","",""
"Min 1x per week","1999","Saxony","Employed","","","",""
"Min 1x per week","1999","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per week","1999","Saxony-Anhalt","Employed","","","",""
"Min 1x per week","1999","Thuringia","Not Employed","","","",""
"Min 1x per week","1999","Thuringia","Employed","","","",""
"Min 1x per month","1999","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per month","1999","Schleswig-Holstein","Employed","","","",""
"Min 1x per month","1999","Hamburg","Not Employed","","","",""
"Min 1x per month","1999","Hamburg","Employed","","","",""
"Min 1x per month","1999","Lower Saxony","Not Employed","","","",""
"Min 1x per month","1999","Lower Saxony","Employed","","","",""
"Min 1x per month","1999","Bremen","Not Employed","","","",""
"Min 1x per month","1999","Bremen","Employed","","","",""
"Min 1x per month","1999","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per month","1999","North Rhine-Westphalia","Employed","","","",""
"Min 1x per month","1999","Hesse","Not Employed","","","",""
"Min 1x per month","1999","Hesse","Employed","","","",""
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per month","1999","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per month","1999","Baden-Württemberg","Not Employed","","","",""
"Min 1x per month","1999","Baden-Württemberg","Employed","","","",""
"Min 1x per month","1999","Bavaria","Not Employed","","","",""
"Min 1x per month","1999","Bavaria","Employed","","","",""
"Min 1x per month","1999","Berlin","Not Employed","","","",""
"Min 1x per month","1999","Berlin","Employed","","","",""
"Min 1x per month","1999","Brandenburg","Not Employed","","","",""
"Min 1x per month","1999","Brandenburg","Employed","","","",""
"Min 1x per month","1999","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per month","1999","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per month","1999","Saxony","Not Employed","","","",""
"Min 1x per month","1999","Saxony","Employed","","","",""
"Min 1x per month","1999","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per month","1999","Saxony-Anhalt","Employed","","","",""
"Min 1x per month","1999","Thuringia","Not Employed","","","",""
"Min 1x per month","1999","Thuringia","Employed","","","",""
"Rarely","1999","Schleswig-Holstein","Not Employed","","","",""
"Rarely","1999","Schleswig-Holstein","Employed","","","",""
"Rarely","1999","Hamburg","Not Employed","","","",""
"Rarely","1999","Hamburg","Employed","","","",""
"Rarely","1999","Lower Saxony","Not Employed","","","",""
"Rarely","1999","Lower Saxony","Employed","","","",""
"Rarely","1999","Bremen","Not Employed","","","",""
"Rarely","1999","Bremen","Employed","","","",""
"Rarely","1999","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","1999","North Rhine-Westphalia","Employed","","","",""
"Rarely","1999","Hesse","Not Employed","","","",""
"Rarely","1999","Hesse","Employed","","","",""
"Rarely","1999","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","1999","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","1999","Baden-Württemberg","Not Employed","","","",""
"Rarely","1999","Baden-Württemberg","Employed","","","",""
"Rarely","1999","Bavaria","Not Employed","","","",""
"Rarely","1999","Bavaria","Employed","","","",""
"Rarely","1999","Berlin","Not Employed","","","",""
"Rarely","1999","Berlin","Employed","","","",""
"Rarely","1999","Brandenburg","Not Employed","","","",""
"Rarely","1999","Brandenburg","Employed","","","",""
"Rarely","1999","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","1999","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","1999","Saxony","Not Employed","","","",""
"Rarely","1999","Saxony","Employed","","","",""
"Rarely","1999","Saxony-Anhalt","Not Employed","","","",""
"Rarely","1999","Saxony-Anhalt","Employed","","","",""
"Rarely","1999","Thuringia","Not Employed","","","",""
"Rarely","1999","Thuringia","Employed","","","",""
"Never","1999","Schleswig-Holstein","Not Employed","","","",""
"Never","1999","Schleswig-Holstein","Employed","","","",""
"Never","1999","Hamburg","Not Employed","","","",""
"Never","1999","Hamburg","Employed","","","",""
"Never","1999","Lower Saxony","Not Employed","","","",""
"Never","1999","Lower Saxony","Employed","","","",""
"Never","1999","Bremen","Not Employed","","","",""
"Never","1999","Bremen","Employed","","","",""
"Never","1999","North Rhine-Westphalia","Not Employed","","","",""
"Never","1999","North Rhine-Westphalia","Employed","","","",""
