"plh0204_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"6","2006","no degree/no degree yet","(1b) general elementary school","","","",""
"6","2006","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"6","2006","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"6","2006","no degree/no degree yet","(2a) intermediate vocational","","","",""
"6","2006","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"6","2006","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"6","2006","no degree/no degree yet","(3a) lower tertiary education","","","",""
"6","2006","no degree/no degree yet","(3b) higher tertiary education","","","",""
"7","2006","lower secondary degree","(0) in school","","","",""
"7","2006","lower secondary degree","(1a) inadequately completed","","","",""
"7","2006","lower secondary degree","(1b) general elementary school","113","0.0659540151985595","0.053684523556842","0.0782235068402769"
"7","2006","lower secondary degree","(1c) basic vocational qualification","568","0.0921200123904074","0.0846529001493112","0.0995871246315036"
"7","2006","lower secondary degree","(2b) intermediate general qualification","","","",""
"7","2006","lower secondary degree","(2a) intermediate vocational","3","","",""
"7","2006","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"7","2006","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"7","2006","lower secondary degree","(3a) lower tertiary education","24","","",""
"7","2006","lower secondary degree","(3b) higher tertiary education","7","","",""
"7","2006","secondary school degree","(0) in school","","","",""
"7","2006","secondary school degree","(1a) inadequately completed","","","",""
"7","2006","secondary school degree","(1b) general elementary school","","","",""
"7","2006","secondary school degree","(1c) basic vocational qualification","","","",""
"7","2006","secondary school degree","(2b) intermediate general qualification","100","0.170365186756792","0.139742540339209","0.200987833174376"
"7","2006","secondary school degree","(2a) intermediate vocational","617","0.11279974615708","0.104152273868823","0.121447218445337"
"7","2006","secondary school degree","(2c_gen) general maturity certificate","2","","",""
"7","2006","secondary school degree","(2c_voc) vocational maturity certificate","5","","",""
"7","2006","secondary school degree","(3a) lower tertiary education","75","0.121821413693723","0.0947315190183168","0.14891130836913"
"7","2006","secondary school degree","(3b) higher tertiary education","21","","",""
"7","2006","college entrance qualification","(0) in school","","","",""
"7","2006","college entrance qualification","(1a) inadequately completed","","","",""
"7","2006","college entrance qualification","(1b) general elementary school","","","",""
"7","2006","college entrance qualification","(1c) basic vocational qualification","","","",""
"7","2006","college entrance qualification","(2b) intermediate general qualification","","","",""
"7","2006","college entrance qualification","(2a) intermediate vocational","","","",""
"7","2006","college entrance qualification","(2c_gen) general maturity certificate","155","0.192830508191829","0.164744906626094","0.220916109757564"
"7","2006","college entrance qualification","(2c_voc) vocational maturity certificate","215","0.157169831622131","0.138091115965054","0.176248547279208"
"7","2006","college entrance qualification","(3a) lower tertiary education","178","0.1695788930261","0.146945418984713","0.192212367067486"
"7","2006","college entrance qualification","(3b) higher tertiary education","387","0.171086572087727","0.15599515391494","0.186177990260514"
"7","2006","Other degree","(0) in school","","","",""
"7","2006","Other degree","(1a) inadequately completed","","","",""
"7","2006","Other degree","(1b) general elementary school","24","","",""
"7","2006","Other degree","(1c) basic vocational qualification","29","","",""
"7","2006","Other degree","(2b) intermediate general qualification","","","",""
"7","2006","Other degree","(2a) intermediate vocational","","","",""
"7","2006","Other degree","(2c_gen) general maturity certificate","7","","",""
"7","2006","Other degree","(2c_voc) vocational maturity certificate","19","","",""
"7","2006","Other degree","(3a) lower tertiary education","4","","",""
"7","2006","Other degree","(3b) higher tertiary education","25","","",""
"7","2006","no degree/no degree yet","(0) in school","77","0.182403277292993","0.144746487155942","0.220060067430043"
"7","2006","no degree/no degree yet","(1a) inadequately completed","21","","",""
"7","2006","no degree/no degree yet","(1b) general elementary school","","","",""
"7","2006","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"7","2006","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"7","2006","no degree/no degree yet","(2a) intermediate vocational","","","",""
"7","2006","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"7","2006","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"7","2006","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"7","2006","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"8","2006","lower secondary degree","(0) in school","","","",""
"8","2006","lower secondary degree","(1a) inadequately completed","","","",""
"8","2006","lower secondary degree","(1b) general elementary school","94","0.0593249695914287","0.0476471868719761","0.0710027523108814"
"8","2006","lower secondary degree","(1c) basic vocational qualification","400","0.0662014170945095","0.0597816139332375","0.0726212202557814"
"8","2006","lower secondary degree","(2b) intermediate general qualification","","","",""
"8","2006","lower secondary degree","(2a) intermediate vocational","","","",""
"8","2006","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"8","2006","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"8","2006","lower secondary degree","(3a) lower tertiary education","13","","",""
"8","2006","lower secondary degree","(3b) higher tertiary education","3","","",""
"8","2006","secondary school degree","(0) in school","","","",""
"8","2006","secondary school degree","(1a) inadequately completed","","","",""
"8","2006","secondary school degree","(1b) general elementary school","","","",""
"8","2006","secondary school degree","(1c) basic vocational qualification","","","",""
"8","2006","secondary school degree","(2b) intermediate general qualification","64","0.113864719456594","0.0879913247818891","0.139738114131298"
"8","2006","secondary school degree","(2a) intermediate vocational","459","0.0888976986625964","0.0811181729588642","0.0966772243663286"
"8","2006","secondary school degree","(2c_gen) general maturity certificate","","","",""
"8","2006","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"8","2006","secondary school degree","(3a) lower tertiary education","50","0.107103647698458","0.0814908668841566","0.13271642851276"
"8","2006","secondary school degree","(3b) higher tertiary education","17","","",""
"8","2006","college entrance qualification","(0) in school","","","",""
"8","2006","college entrance qualification","(1a) inadequately completed","","","",""
"8","2006","college entrance qualification","(1b) general elementary school","","","",""
"8","2006","college entrance qualification","(1c) basic vocational qualification","","","",""
"8","2006","college entrance qualification","(2b) intermediate general qualification","","","",""
"8","2006","college entrance qualification","(2a) intermediate vocational","","","",""
"8","2006","college entrance qualification","(2c_gen) general maturity certificate","82","0.120702276071974","0.0975102231957149","0.143894328948233"
"8","2006","college entrance qualification","(2c_voc) vocational maturity certificate","116","0.0919956046497402","0.0768452771894162","0.107145932110064"
"8","2006","college entrance qualification","(3a) lower tertiary education","116","0.108200825908116","0.0894653403604607","0.126936311455772"
"8","2006","college entrance qualification","(3b) higher tertiary education","248","0.103157276975831","0.0909680663247167","0.115346487626944"
