"plh0204_h","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"9","2017","35-65 y.","(2c_gen) general maturity certificate","23","","",""
"9","2017","35-65 y.","(2c_voc) vocational maturity certificate","60","0.0355383949621789","0.0272979519009006","0.0437788380234572"
"9","2017","35-65 y.","(3a) lower tertiary education","25","","",""
"9","2017","35-65 y.","(3b) higher tertiary education","58","0.01557388796733","0.0113467679842648","0.0198010079503951"
"9","2017","66 and older","(0) in school","","","",""
"9","2017","66 and older","(1a) inadequately completed","2","","",""
"9","2017","66 and older","(1b) general elementary school","5","","",""
"9","2017","66 and older","(1c) basic vocational qualification","17","","",""
"9","2017","66 and older","(2b) intermediate general qualification","","","",""
"9","2017","66 and older","(2a) intermediate vocational","12","","",""
"9","2017","66 and older","(2c_gen) general maturity certificate","1","","",""
"9","2017","66 and older","(2c_voc) vocational maturity certificate","4","","",""
"9","2017","66 and older","(3a) lower tertiary education","9","","",""
"9","2017","66 and older","(3b) higher tertiary education","17","","",""
"10 Very willing to take risks","2017","16-34 y.","(0) in school","25","","",""
"10 Very willing to take risks","2017","16-34 y.","(1a) inadequately completed","146","0.108373584723194","0.0916737471943714","0.125073422252017"
"10 Very willing to take risks","2017","16-34 y.","(1b) general elementary school","101","0.0736125716040452","0.0587755430801571","0.0884496001279333"
"10 Very willing to take risks","2017","16-34 y.","(1c) basic vocational qualification","20","","",""
"10 Very willing to take risks","2017","16-34 y.","(2b) intermediate general qualification","20","","",""
"10 Very willing to take risks","2017","16-34 y.","(2a) intermediate vocational","28","","",""
"10 Very willing to take risks","2017","16-34 y.","(2c_gen) general maturity certificate","64","0.0164630517371925","0.00997579052553562","0.0229503129488494"
"10 Very willing to take risks","2017","16-34 y.","(2c_voc) vocational maturity certificate","13","","",""
"10 Very willing to take risks","2017","16-34 y.","(3a) lower tertiary education","5","","",""
"10 Very willing to take risks","2017","16-34 y.","(3b) higher tertiary education","61","0.0213487398568101","0.0135511349231498","0.0291463447904705"
"10 Very willing to take risks","2017","35-65 y.","(0) in school","","","",""
"10 Very willing to take risks","2017","35-65 y.","(1a) inadequately completed","89","0.0312719534711007","0.0213072879029124","0.041236619039289"
"10 Very willing to take risks","2017","35-65 y.","(1b) general elementary school","81","0.0415408349617185","0.0307272763868642","0.0523543935365727"
"10 Very willing to take risks","2017","35-65 y.","(1c) basic vocational qualification","65","0.0195321281260285","0.0145144886777695","0.0245497675742875"
"10 Very willing to take risks","2017","35-65 y.","(2b) intermediate general qualification","6","","",""
"10 Very willing to take risks","2017","35-65 y.","(2a) intermediate vocational","58","0.0148499470490218","0.0112589245750434","0.0184409695230001"
"10 Very willing to take risks","2017","35-65 y.","(2c_gen) general maturity certificate","35","0.0150492842942517","0.00611276290053255","0.0239858056879708"
"10 Very willing to take risks","2017","35-65 y.","(2c_voc) vocational maturity certificate","31","0.0189260313940694","0.012860905209037","0.0249911575791018"
"10 Very willing to take risks","2017","35-65 y.","(3a) lower tertiary education","8","","",""
"10 Very willing to take risks","2017","35-65 y.","(3b) higher tertiary education","58","0.00965299131626202","0.00631504656307502","0.012990936069449"
"10 Very willing to take risks","2017","66 and older","(0) in school","","","",""
"10 Very willing to take risks","2017","66 and older","(1a) inadequately completed","1","","",""
"10 Very willing to take risks","2017","66 and older","(1b) general elementary school","1","","",""
"10 Very willing to take risks","2017","66 and older","(1c) basic vocational qualification","12","","",""
"10 Very willing to take risks","2017","66 and older","(2b) intermediate general qualification","","","",""
"10 Very willing to take risks","2017","66 and older","(2a) intermediate vocational","4","","",""
"10 Very willing to take risks","2017","66 and older","(2c_gen) general maturity certificate","","","",""
"10 Very willing to take risks","2017","66 and older","(2c_voc) vocational maturity certificate","3","","",""
"10 Very willing to take risks","2017","66 and older","(3a) lower tertiary education","1","","",""
"10 Very willing to take risks","2017","66 and older","(3b) higher tertiary education","10","","",""
"0 Not at all Willing to take risks","2018","16-34 y.","(0) in school","8","","",""
"0 Not at all Willing to take risks","2018","16-34 y.","(1a) inadequately completed","336","0.203500562470889","0.178358232636412","0.228642892305366"
"0 Not at all Willing to take risks","2018","16-34 y.","(1b) general elementary school","164","0.0781004946600659","0.0615929016419517","0.0946080876781802"
"0 Not at all Willing to take risks","2018","16-34 y.","(1c) basic vocational qualification","25","","",""
"0 Not at all Willing to take risks","2018","16-34 y.","(2b) intermediate general qualification","14","","",""
"0 Not at all Willing to take risks","2018","16-34 y.","(2a) intermediate vocational","19","","",""
"0 Not at all Willing to take risks","2018","16-34 y.","(2c_gen) general maturity certificate","131","0.0214859591139749","0.0136786557419558","0.029293262485994"
"0 Not at all Willing to take risks","2018","16-34 y.","(2c_voc) vocational maturity certificate","20","","",""
"0 Not at all Willing to take risks","2018","16-34 y.","(3a) lower tertiary education","5","","",""
"0 Not at all Willing to take risks","2018","16-34 y.","(3b) higher tertiary education","136","0.0211680927400597","0.0128522675203614","0.029483917959758"
"0 Not at all Willing to take risks","2018","35-65 y.","(0) in school","","","",""
"0 Not at all Willing to take risks","2018","35-65 y.","(1a) inadequately completed","381","0.235180091061992","0.209684720529275","0.260675461594708"
"0 Not at all Willing to take risks","2018","35-65 y.","(1b) general elementary school","218","0.0721087658217398","0.0574796137485473","0.0867379178949323"
"0 Not at all Willing to take risks","2018","35-65 y.","(1c) basic vocational qualification","207","0.0683264141349441","0.0587472924490669","0.0779055358208214"
"0 Not at all Willing to take risks","2018","35-65 y.","(2b) intermediate general qualification","10","","",""
"0 Not at all Willing to take risks","2018","35-65 y.","(2a) intermediate vocational","202","0.0467318601811588","0.0402971430253898","0.0531665773369278"
"0 Not at all Willing to take risks","2018","35-65 y.","(2c_gen) general maturity certificate","131","0.0664938536252952","0.0477541574133434","0.0852335498372469"
"0 Not at all Willing to take risks","2018","35-65 y.","(2c_voc) vocational maturity certificate","92","0.0373640942582553","0.0286197494886031","0.0461084390279075"
"0 Not at all Willing to take risks","2018","35-65 y.","(3a) lower tertiary education","26","","",""
"0 Not at all Willing to take risks","2018","35-65 y.","(3b) higher tertiary education","205","0.0207529321810399","0.0157224874692263","0.0257833768928535"
"0 Not at all Willing to take risks","2018","66 and older","(0) in school","","","",""
"0 Not at all Willing to take risks","2018","66 and older","(1a) inadequately completed","24","","",""
"0 Not at all Willing to take risks","2018","66 and older","(1b) general elementary school","76","0.157159560658492","0.125817590224801","0.188501531092183"
"0 Not at all Willing to take risks","2018","66 and older","(1c) basic vocational qualification","166","0.0948444360352046","0.0814054888759549","0.108283383194454"
"0 Not at all Willing to take risks","2018","66 and older","(2b) intermediate general qualification","7","","",""
"0 Not at all Willing to take risks","2018","66 and older","(2a) intermediate vocational","70","0.0953923303606617","0.0761792594928864","0.114605401228437"
"0 Not at all Willing to take risks","2018","66 and older","(2c_gen) general maturity certificate","7","","",""
"0 Not at all Willing to take risks","2018","66 and older","(2c_voc) vocational maturity certificate","17","","",""
"0 Not at all Willing to take risks","2018","66 and older","(3a) lower tertiary education","17","","",""
"0 Not at all Willing to take risks","2018","66 and older","(3b) higher tertiary education","38","0.0390126014720157","0.0257437680726649","0.0522814348713665"
"1","2018","16-34 y.","(0) in school","9","","",""
"1","2018","16-34 y.","(1a) inadequately completed","75","0.0465504755569216","0.033393959804812","0.0597069913090311"
"1","2018","16-34 y.","(1b) general elementary school","47","0.0270165641396923","0.0170422543785132","0.0369908739008714"
"1","2018","16-34 y.","(1c) basic vocational qualification","21","","",""
"1","2018","16-34 y.","(2b) intermediate general qualification","11","","",""
"1","2018","16-34 y.","(2a) intermediate vocational","29","","",""
"1","2018","16-34 y.","(2c_gen) general maturity certificate","50","0.022763884744072","0.0147330055089624","0.0307947639791816"
"1","2018","16-34 y.","(2c_voc) vocational maturity certificate","30","0.0438470671810298","0.0274908148813709","0.0602033194806886"
"1","2018","16-34 y.","(3a) lower tertiary education","14","","",""
"1","2018","16-34 y.","(3b) higher tertiary education","57","0.0365893290053717","0.0257427351635137","0.0474359228472296"
"1","2018","35-65 y.","(0) in school","","","",""
"1","2018","35-65 y.","(1a) inadequately completed","91","0.101014711912016","0.082899222737405","0.119130201086628"
"1","2018","35-65 y.","(1b) general elementary school","96","0.0909009004831914","0.0746429313815321","0.107158869584851"
"1","2018","35-65 y.","(1c) basic vocational qualification","190","0.0760545019244141","0.065990165991784","0.0861188378570443"
"1","2018","35-65 y.","(2b) intermediate general qualification","19","","",""
"1","2018","35-65 y.","(2a) intermediate vocational","282","0.0703652043172669","0.0625677910932227","0.0781626175413112"
"1","2018","35-65 y.","(2c_gen) general maturity certificate","37","0.048231769170017","0.0321162091392642","0.0643473292007699"
"1","2018","35-65 y.","(2c_voc) vocational maturity certificate","120","0.0625866146426794","0.0514186168242753","0.0737546124610834"
"1","2018","35-65 y.","(3a) lower tertiary education","65","0.0555718717529474","0.0428616605434976","0.0682820829623972"
"1","2018","35-65 y.","(3b) higher tertiary education","172","0.0413359863016554","0.034311446595098","0.0483605260082128"
"1","2018","66 and older","(0) in school","","","",""
"1","2018","66 and older","(1a) inadequately completed","12","","",""
"1","2018","66 and older","(1b) general elementary school","75","0.1401498023846","0.110255332693427","0.170044272075774"
"1","2018","66 and older","(1c) basic vocational qualification","155","0.0812192452830699","0.0686897630673798","0.0937487274987599"
"1","2018","66 and older","(2b) intermediate general qualification","13","","",""
"1","2018","66 and older","(2a) intermediate vocational","65","0.0924549857185629","0.0735093501879584","0.111400621249167"
"1","2018","66 and older","(2c_gen) general maturity certificate","6","","",""
"1","2018","66 and older","(2c_voc) vocational maturity certificate","20","","",""
"1","2018","66 and older","(3a) lower tertiary education","23","","",""
"1","2018","66 and older","(3b) higher tertiary education","38","0.0405013484798575","0.0269921878669876","0.0540105090927273"
"2","2018","16-34 y.","(0) in school","25","","",""
"2","2018","16-34 y.","(1a) inadequately completed","72","0.0893726048232968","0.0715569192437696","0.107188290402824"
"2","2018","16-34 y.","(1b) general elementary school","71","0.0829523525192738","0.0659845588685495","0.0999201461699981"
"2","2018","16-34 y.","(1c) basic vocational qualification","36","0.0918923943298738","0.0646519204784524","0.119132868181295"
"2","2018","16-34 y.","(2b) intermediate general qualification","41","0.12361180670608","0.0942891276929203","0.152934485719239"
