"plh0204_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"8","2009","66 and older","Couple + C. GT 16 ","","","","","8"
"8","2009","66 and older","Couple + C. LE and GT 16","","","","","8"
"9","2009","16-34 y.","1-pers.-HH","4","","","","9"
"9","2009","16-34 y.","(Married) couple without C. ","3","","","","9"
"9","2009","16-34 y.","Single parent ","5","","","","9"
"9","2009","16-34 y.","Couple + C. LE 16 ","3","","","","9"
"9","2009","16-34 y.","Couple + C. LE and GT 16","5","","","","9"
"9","2009","35-65 y.","1-pers.-HH","4","","","","9"
"9","2009","35-65 y.","(Married) couple without C. ","14","","","","9"
"9","2009","35-65 y.","Single parent ","3","","","","9"
"9","2009","35-65 y.","Couple + C. LE 16 ","10","","","","9"
"9","2009","16-34 y.","Couple + C. GT 16 ","19","","","","9"
"9","2009","35-65 y.","Couple + C. GT 16 ","8","","","","9"
"9","2009","66 and older","(Married) couple without C. ","12","","","","9"
"9","2009","66 and older","Couple + C. GT 16 ","1","","","","9"
"9","2009","35-65 y.","Couple + C. LE and GT 16","4","","","","9"
"9","2009","66 and older","1-pers.-HH","2","","","","9"
"9","2009","66 and older","Single parent ","","","","","9"
"9","2009","66 and older","Couple + C. LE 16 ","1","","","","9"
"9","2009","66 and older","Couple + C. LE and GT 16","","","","","9"
"0 Not at all Willing to take risks","2010","16-34 y.","1-pers.-HH","5","","","","0"
"0 Not at all Willing to take risks","2010","16-34 y.","(Married) couple without C. ","17","","","","0"
"0 Not at all Willing to take risks","2010","16-34 y.","Single parent ","36","0.0250938903282906","0.0141313776577343","0.0360564029988469","0"
"0 Not at all Willing to take risks","2010","16-34 y.","Couple + C. LE 16 ","171","0.0558921966677078","0.0476501500899201","0.0641342432454954","0"
"0 Not at all Willing to take risks","2010","16-34 y.","Couple + C. GT 16 ","14","","","","0"
"0 Not at all Willing to take risks","2010","16-34 y.","Couple + C. LE and GT 16","8","","","","0"
"0 Not at all Willing to take risks","2010","35-65 y.","1-pers.-HH","50","0.0341511723963468","0.0234524561853115","0.0448498886073821","0"
"0 Not at all Willing to take risks","2010","35-65 y.","(Married) couple without C. ","183","0.0672469023167849","0.0583145856463692","0.0761792189872006","0"
"0 Not at all Willing to take risks","2010","35-65 y.","Single parent ","96","0.0741209197753109","0.0605289111900324","0.0877129283605894","0"
"0 Not at all Willing to take risks","2010","35-65 y.","Couple + C. LE 16 ","217","0.0429916157319306","0.0372359821523491","0.0487472493115121","0"
"0 Not at all Willing to take risks","2010","35-65 y.","Couple + C. GT 16 ","83","0.0632656778908332","0.0518403900492206","0.0746909657324458","0"
"0 Not at all Willing to take risks","2010","35-65 y.","Couple + C. LE and GT 16","55","0.051328072779091","0.0383699825621064","0.0642861629960757","0"
"0 Not at all Willing to take risks","2010","66 and older","1-pers.-HH","143","0.142929873294578","0.122477603495983","0.163382143093173","0"
"0 Not at all Willing to take risks","2010","66 and older","(Married) couple without C. ","248","0.11829158202913","0.105904070584487","0.130679093473774","0"
"0 Not at all Willing to take risks","2010","66 and older","Single parent ","11","","","","0"
"0 Not at all Willing to take risks","2010","66 and older","Couple + C. LE 16 ","1","","","","0"
"0 Not at all Willing to take risks","2010","66 and older","Couple + C. GT 16 ","14","","","","0"
"0 Not at all Willing to take risks","2010","66 and older","Couple + C. LE and GT 16","1","","","","0"
"1","2010","66 and older","(Married) couple without C. ","187","0.0709279389967176","0.0610815265076407","0.0807743514857945","1"
"1","2010","16-34 y.","1-pers.-HH","20","","","","1"
"1","2010","16-34 y.","(Married) couple without C. ","24","","","","1"
"1","2010","35-65 y.","Single parent ","76","0.056896328668645","0.044877616236806","0.0689150411004839","1"
"1","2010","35-65 y.","Couple + C. LE 16 ","187","0.0509957958060641","0.0447534957916482","0.0572380958204801","1"
"1","2010","35-65 y.","Couple + C. GT 16 ","106","0.0623207403386431","0.0509753796427961","0.0736661010344901","1"
"1","2010","35-65 y.","Couple + C. LE and GT 16","47","0.0435372249037508","0.0315541050422887","0.0555203447652129","1"
"1","2010","66 and older","1-pers.-HH","106","0.0984037371120311","0.0809983503828241","0.115809123841238","1"
"1","2010","16-34 y.","Single parent ","18","","","","1"
"1","2010","16-34 y.","Couple + C. LE 16 ","129","0.037150543816552","0.0303645968057983","0.0439364908273056","1"
"1","2010","16-34 y.","Couple + C. GT 16 ","27","","","","1"
"1","2010","16-34 y.","Couple + C. LE and GT 16","11","","","","1"
"1","2010","35-65 y.","1-pers.-HH","64","0.0571879351957402","0.043509416937687","0.0708664534537934","1"
"1","2010","35-65 y.","(Married) couple without C. ","202","0.0669906640248345","0.0580741570099602","0.0759071710397088","1"
"1","2010","66 and older","Single parent ","7","","","","1"
"1","2010","66 and older","Couple + C. LE 16 ","1","","","","1"
"1","2010","66 and older","Couple + C. GT 16 ","8","","","","1"
"1","2010","66 and older","Couple + C. LE and GT 16","","","","","1"
"10 Very willing to take risks","2010","16-34 y.","1-pers.-HH","8","","","","10"
"10 Very willing to take risks","2010","16-34 y.","(Married) couple without C. ","8","","","","10"
"10 Very willing to take risks","2010","16-34 y.","Couple + C. LE and GT 16","24","","","","10"
"10 Very willing to take risks","2010","35-65 y.","(Married) couple without C. ","23","","","","10"
"10 Very willing to take risks","2010","35-65 y.","Single parent ","31","0.0204066084200558","0.0130708597549578","0.0277423570851537","10"
"10 Very willing to take risks","2010","35-65 y.","Couple + C. LE 16 ","69","0.0112106045591022","0.0082230915879674","0.0141981175302369","10"
"10 Very willing to take risks","2010","66 and older","1-pers.-HH","7","","","","10"
"10 Very willing to take risks","2010","66 and older","(Married) couple without C. ","9","","","","10"
"10 Very willing to take risks","2010","66 and older","Single parent ","","","","","10"
"10 Very willing to take risks","2010","66 and older","Couple + C. LE 16 ","1","","","","10"
"10 Very willing to take risks","2010","66 and older","Couple + C. GT 16 ","1","","","","10"
"10 Very willing to take risks","2010","66 and older","Couple + C. LE and GT 16","","","","","10"
"10 Very willing to take risks","2010","16-34 y.","Single parent ","25","","","","10"
"10 Very willing to take risks","2010","16-34 y.","Couple + C. LE 16 ","71","0.0213543987774149","0.0161675321594152","0.0265412653954146","10"
"10 Very willing to take risks","2010","16-34 y.","Couple + C. GT 16 ","17","","","","10"
"10 Very willing to take risks","2010","35-65 y.","Couple + C. GT 16 ","9","","","","10"
"10 Very willing to take risks","2010","35-65 y.","Couple + C. LE and GT 16","18","","","","10"
"10 Very willing to take risks","2010","35-65 y.","1-pers.-HH","11","","","","10"
"2","2010","35-65 y.","(Married) couple without C. ","386","0.134588951287704","0.122416990576213","0.146760911999195","2"
"2","2010","66 and older","(Married) couple without C. ","377","0.151081522381959","0.137344793569663","0.164818251194255","2"
"2","2010","35-65 y.","Single parent ","184","0.124484472621771","0.107355724515498","0.141613220728043","2"
"2","2010","66 and older","Single parent ","10","","","","2"
"2","2010","66 and older","Couple + C. LE 16 ","","","","","2"
"2","2010","16-34 y.","1-pers.-HH","38","0.0685153664566192","0.046654304839336","0.0903764280739025","2"
"2","2010","16-34 y.","(Married) couple without C. ","70","0.0841963141415017","0.0634471022675971","0.104945526015406","2"
"2","2010","16-34 y.","Single parent ","57","0.0609859913132647","0.0442135688083564","0.077758413818173","2"
"2","2010","16-34 y.","Couple + C. LE 16 ","317","0.115549111615931","0.104078968195354","0.127019255036508","2"
"2","2010","16-34 y.","Couple + C. GT 16 ","83","0.0734982072216725","0.0571016308649945","0.0898947835783506","2"
"2","2010","16-34 y.","Couple + C. LE and GT 16","35","0.0487015126986211","0.0298160579532072","0.067586967444035","2"
"2","2010","35-65 y.","1-pers.-HH","128","0.121140390417967","0.101919278036291","0.140361502799643","2"
"2","2010","35-65 y.","Couple + C. LE 16 ","578","0.121712100849159","0.112434648941985","0.130989552756333","2"
"2","2010","35-65 y.","Couple + C. GT 16 ","226","0.136879363263789","0.120747683610404","0.153011042917174","2"
"2","2010","35-65 y.","Couple + C. LE and GT 16","137","0.131683828308922","0.111826964265925","0.151540692351919","2"
"2","2010","66 and older","1-pers.-HH","192","0.186878513728021","0.164099798033676","0.209657229422365","2"
"2","2010","66 and older","Couple + C. GT 16 ","21","","","","2"
"2","2010","66 and older","Couple + C. LE and GT 16","","","","","2"
"3","2010","16-34 y.","(Married) couple without C. ","114","0.174206442487003","0.145865014849854","0.202547870124152","3"
"3","2010","16-34 y.","1-pers.-HH","77","0.13393596081423","0.104463729962274","0.163408191666185","3"
"3","2010","16-34 y.","Couple + C. GT 16 ","104","0.102067695904849","0.0830456325222833","0.121089759287415","3"
"3","2010","35-65 y.","Single parent ","173","0.140392466750663","0.122368178951321","0.158416754550006","3"
"3","2010","35-65 y.","Couple + C. LE 16 ","716","0.159650589415893","0.149257166587015","0.170044012244771","3"
"3","2010","16-34 y.","Single parent ","78","0.101559786731643","0.0803883565952694","0.122731216868018","3"
"3","2010","16-34 y.","Couple + C. LE 16 ","410","0.126472293123932","0.114546570049055","0.13839801619881","3"
"3","2010","16-34 y.","Couple + C. LE and GT 16","52","0.121743229944066","0.0930532013424361","0.150433258545696","3"
"3","2010","35-65 y.","1-pers.-HH","195","0.189073965283755","0.166007514846991","0.212140415720519","3"
"3","2010","35-65 y.","(Married) couple without C. ","509","0.17607740690871","0.162493032517813","0.189661781299607","3"
"3","2010","35-65 y.","Couple + C. GT 16 ","293","0.153308478633363","0.136399376665347","0.170217580601378","3"
"3","2010","35-65 y.","Couple + C. LE and GT 16","143","0.121011177871862","0.101859363846241","0.140162991897482","3"
"3","2010","66 and older","1-pers.-HH","189","0.152637586393641","0.131622209995464","0.173652962791819","3"
"3","2010","66 and older","(Married) couple without C. ","430","0.158725633375546","0.144709216117513","0.172742050633579","3"
"3","2010","66 and older","Single parent ","9","","","","3"
"3","2010","66 and older","Couple + C. LE 16 ","","","","","3"
"3","2010","66 and older","Couple + C. GT 16 ","36","0.190635794220291","0.130148409881546","0.251123178559036","3"
"3","2010","66 and older","Couple + C. LE and GT 16","","","","","3"
"4","2010","66 and older","Single parent ","4","","","","4"
"4","2010","16-34 y.","Couple + C. LE and GT 16","35","0.0481860398998589","0.0293957071337205","0.0669763726659973","4"
"4","2010","66 and older","Couple + C. LE 16 ","","","","","4"
"4","2010","35-65 y.","Couple + C. LE 16 ","504","0.111981247116688","0.103033223920736","0.120929270312641","4"
"4","2010","35-65 y.","Couple + C. GT 16 ","173","0.102245131268371","0.088025934841739","0.116464327695002","4"
"4","2010","66 and older","(Married) couple without C. ","260","0.099685085161146","0.0881941077838984","0.111176062538393","4"
"4","2010","66 and older","Couple + C. GT 16 ","17","","","","4"
"4","2010","35-65 y.","Single parent ","142","0.0847717648392472","0.0703198157919376","0.0992237138865567","4"
"4","2010","16-34 y.","1-pers.-HH","42","0.0644842576229871","0.0432302021064214","0.0857383131395528","4"
"4","2010","16-34 y.","(Married) couple without C. ","91","0.13740677630884","0.111681445489722","0.163132107127959","4"
"4","2010","16-34 y.","Couple + C. GT 16 ","85","0.08867360642105","0.0708117813823559","0.106535431459744","4"
"4","2010","35-65 y.","Couple + C. LE and GT 16","115","0.0926605501839483","0.0756335621911034","0.109687538176793","4"
"4","2010","66 and older","1-pers.-HH","90","0.0749780409213935","0.0595888816151655","0.0903672002276215","4"
"4","2010","66 and older","Couple + C. LE and GT 16","","","","","4"
"4","2010","16-34 y.","Single parent ","74","0.124499104523045","0.101359489691647","0.147638719354443","4"
"4","2010","16-34 y.","Couple + C. LE 16 ","273","0.0875878460865536","0.0774448528533653","0.0977308393197419","4"
"4","2010","35-65 y.","1-pers.-HH","111","0.102535167888633","0.0846653789228891","0.120404956854377","4"
"4","2010","35-65 y.","(Married) couple without C. ","304","0.0986145919931327","0.0879812330997842","0.109247950886481","4"
"5","2010","16-34 y.","1-pers.-HH","101","0.204597535336506","0.169688883763675","0.239506186909338","5"
"5","2010","16-34 y.","(Married) couple without C. ","128","0.197121985223463","0.167395320360233","0.226848650086694","5"
"5","2010","16-34 y.","Single parent ","178","0.224517564093243","0.195272279076136","0.253762849110351","5"
"5","2010","16-34 y.","Couple + C. LE 16 ","690","0.227930565258484","0.212879122018051","0.242982008498917","5"
"5","2010","16-34 y.","Couple + C. GT 16 ","200","0.194594617957034","0.169719545935575","0.219469689978492","5"
"5","2010","16-34 y.","Couple + C. LE and GT 16","84","0.15409919571738","0.122421198000673","0.185777193434087","5"
"5","2010","35-65 y.","(Married) couple without C. ","599","0.187106948170493","0.173197615865825","0.20101628047516","5"
"5","2010","35-65 y.","Single parent ","335","0.236705874295485","0.21465191430067","0.2587598342903","5"
"5","2010","35-65 y.","Couple + C. LE 16 ","949","0.181897444642991","0.170951315785685","0.192843573500297","5"
"5","2010","35-65 y.","Couple + C. GT 16 ","336","0.193142090488314","0.174614802812361","0.211669378164268","5"
"5","2010","35-65 y.","Couple + C. LE and GT 16","259","0.21215873992633","0.188150776543414","0.236166703309247","5"
"5","2010","35-65 y.","1-pers.-HH","240","0.235382897000384","0.210391891132904","0.260373902867864","5"
"5","2010","66 and older","Single parent ","13","","","","5"
"5","2010","66 and older","Couple + C. LE 16 ","","","","","5"
"5","2010","66 and older","Couple + C. LE and GT 16","1","","","","5"
"5","2010","66 and older","(Married) couple without C. ","520","0.185422346722073","0.170515288846761","0.200329404597384","5"
"5","2010","66 and older","Couple + C. GT 16 ","33","0.284772554133999","0.215276245893258","0.354268862374741","5"
"5","2010","66 and older","1-pers.-HH","226","0.204469867171555","0.180902297241251","0.228037437101858","5"
"6","2010","16-34 y.","1-pers.-HH","65","0.132953464433627","0.103572879264649","0.162334049602605","6"
"6","2010","35-65 y.","(Married) couple without C. ","330","0.0998700472829214","0.0891766708812628","0.11056342368458","6"
"6","2010","35-65 y.","Single parent ","130","0.0721664645472269","0.0587407053940616","0.0855922237003921","6"
"6","2010","35-65 y.","Couple + C. LE 16 ","543","0.113956021683463","0.104939486918529","0.122972556448398","6"
"6","2010","35-65 y.","Couple + C. GT 16 ","211","0.111500521243847","0.096728433173742","0.126272609313953","6"
"6","2010","35-65 y.","Couple + C. LE and GT 16","117","0.111702197291971","0.0932045860570403","0.130199808526902","6"
