"plh0204_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"10 Very willing to take risks","2007","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"10 Very willing to take risks","2007","Single parent ","(0) in school","","","",""
"10 Very willing to take risks","2007","Single parent ","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2007","Single parent ","(1b) general elementary school","","","",""
"10 Very willing to take risks","2007","Single parent ","(1c) basic vocational qualification","","","",""
"10 Very willing to take risks","2007","Single parent ","(2b) intermediate general qualification","","","",""
"10 Very willing to take risks","2007","Single parent ","(2a) intermediate vocational","","","",""
"10 Very willing to take risks","2007","Single parent ","(2c_gen) general maturity certificate","","","",""
"10 Very willing to take risks","2007","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"10 Very willing to take risks","2007","Single parent ","(3a) lower tertiary education","","","",""
"10 Very willing to take risks","2007","Single parent ","(3b) higher tertiary education","","","",""
"10 Very willing to take risks","2007","Couple + C. LE 16 ","(0) in school","","","",""
"10 Very willing to take risks","2007","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2007","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"10 Very willing to take risks","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"10 Very willing to take risks","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"10 Very willing to take risks","2007","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"10 Very willing to take risks","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"10 Very willing to take risks","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"10 Very willing to take risks","2007","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"10 Very willing to take risks","2007","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"10 Very willing to take risks","2007","Couple + C. GT 16 ","(0) in school","","","",""
"10 Very willing to take risks","2007","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2007","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"10 Very willing to take risks","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"10 Very willing to take risks","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"10 Very willing to take risks","2007","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"10 Very willing to take risks","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"10 Very willing to take risks","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"10 Very willing to take risks","2007","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"10 Very willing to take risks","2007","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"10 Very willing to take risks","2007","Couple + C. LE and GT 16","(0) in school","","","",""
"10 Very willing to take risks","2007","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2007","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"10 Very willing to take risks","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"10 Very willing to take risks","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"10 Very willing to take risks","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"10 Very willing to take risks","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"10 Very willing to take risks","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"10 Very willing to take risks","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"10 Very willing to take risks","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"0 Not at all Willing to take risks","2008","1-pers.-HH","(0) in school","","","",""
"0 Not at all Willing to take risks","2008","1-pers.-HH","(1a) inadequately completed","2","","",""
"0 Not at all Willing to take risks","2008","1-pers.-HH","(1b) general elementary school","54","0.134842576081609","0.0998505863576714","0.169834565805546"
"0 Not at all Willing to take risks","2008","1-pers.-HH","(1c) basic vocational qualification","84","0.092541139262038","0.0736922370888878","0.111390041435188"
"0 Not at all Willing to take risks","2008","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"0 Not at all Willing to take risks","2008","1-pers.-HH","(2a) intermediate vocational","30","0.059120109248791","0.0410167570610301","0.0772234614365519"
"0 Not at all Willing to take risks","2008","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"0 Not at all Willing to take risks","2008","1-pers.-HH","(2c_voc) vocational maturity certificate","13","","",""
"0 Not at all Willing to take risks","2008","1-pers.-HH","(3a) lower tertiary education","3","","",""
"0 Not at all Willing to take risks","2008","1-pers.-HH","(3b) higher tertiary education","10","","",""
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","(0) in school","","","",""
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","(1a) inadequately completed","13","","",""
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","(1b) general elementary school","57","0.121322606580755","0.0938857575307605","0.14875945563075"
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","(1c) basic vocational qualification","171","0.0758938903341719","0.0653382576001803","0.0864495230681636"
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","(2b) intermediate general qualification","1","","",""
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","(2a) intermediate vocational","64","0.0406317223411251","0.0308090982146003","0.0504543464676499"
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","(2c_gen) general maturity certificate","8","","",""
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","(2c_voc) vocational maturity certificate","15","","",""
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","(3a) lower tertiary education","18","","",""
"0 Not at all Willing to take risks","2008","(Married) couple without C. ","(3b) higher tertiary education","15","","",""
"0 Not at all Willing to take risks","2008","Single parent ","(0) in school","","","",""
"0 Not at all Willing to take risks","2008","Single parent ","(1a) inadequately completed","3","","",""
"0 Not at all Willing to take risks","2008","Single parent ","(1b) general elementary school","14","","",""
"0 Not at all Willing to take risks","2008","Single parent ","(1c) basic vocational qualification","12","","",""
"0 Not at all Willing to take risks","2008","Single parent ","(2b) intermediate general qualification","2","","",""
"0 Not at all Willing to take risks","2008","Single parent ","(2a) intermediate vocational","9","","",""
"0 Not at all Willing to take risks","2008","Single parent ","(2c_gen) general maturity certificate","1","","",""
"0 Not at all Willing to take risks","2008","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"0 Not at all Willing to take risks","2008","Single parent ","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2008","Single parent ","(3b) higher tertiary education","3","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","(0) in school","","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","(1b) general elementary school","11","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","(1c) basic vocational qualification","22","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","(2a) intermediate vocational","30","0.0256697262054932","0.0160442454618126","0.0352952069491738"
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","9","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","(3a) lower tertiary education","1","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE 16 ","(3b) higher tertiary education","10","","",""
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","(0) in school","3","","",""
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","(1b) general elementary school","22","","",""
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","(1c) basic vocational qualification","38","0.0516941163929235","0.0360249753516773","0.0673632574341697"
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","(2b) intermediate general qualification","2","","",""
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","(2a) intermediate vocational","22","","",""
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","3","","",""
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","(3a) lower tertiary education","7","","",""
"0 Not at all Willing to take risks","2008","Couple + C. GT 16 ","(3b) higher tertiary education","7","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","(0) in school","2","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","(1b) general elementary school","6","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","(1c) basic vocational qualification","5","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","(2a) intermediate vocational","10","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2008","Couple + C. LE and GT 16","(3b) higher tertiary education","1","","",""
"1","2008","1-pers.-HH","(0) in school","","","",""
"1","2008","1-pers.-HH","(1a) inadequately completed","5","","",""
"1","2008","1-pers.-HH","(1b) general elementary school","51","0.138623963506198","0.103222346686563","0.174025580325833"
"1","2008","1-pers.-HH","(1c) basic vocational qualification","91","0.0978546294544774","0.0785289791151421","0.117180279793813"
"1","2008","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"1","2008","1-pers.-HH","(2a) intermediate vocational","36","0.0502481849959236","0.033479865165272","0.0670165048265752"
"1","2008","1-pers.-HH","(2c_gen) general maturity certificate","6","","",""
"1","2008","1-pers.-HH","(2c_voc) vocational maturity certificate","9","","",""
"1","2008","1-pers.-HH","(3a) lower tertiary education","9","","",""
"1","2008","1-pers.-HH","(3b) higher tertiary education","22","","",""
"1","2008","(Married) couple without C. ","(0) in school","","","",""
"1","2008","(Married) couple without C. ","(1a) inadequately completed","11","","",""
"1","2008","(Married) couple without C. ","(1b) general elementary school","56","0.098708988117312","0.0736444612420073","0.123773514992617"
"1","2008","(Married) couple without C. ","(1c) basic vocational qualification","187","0.0719177038559519","0.0616202206244835","0.0822151870874203"
"1","2008","(Married) couple without C. ","(2b) intermediate general qualification","8","","",""
