"plh0204_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"5","2014","Couple + C. LE 16 ","direct migration background","296","0.156504225680255","0.139667896420473","0.173340554940038","5"
"5","2014","Couple + C. GT 16 ","no migration background","428","0.192689388144045","0.176297464250153","0.209081312037937","5"
"5","2014","Couple + C. GT 16 ","direct migration background","96","0.16675550228659","0.136778984468202","0.196732020104977","5"
"5","2014","Couple + C. GT 16 ","indirect migration background","52","0.21628546245878","0.164413458755175","0.268157466162384","5"
"5","2014","Couple + C. LE and GT 16","no migration background","275","0.198201744049849","0.177319827173847","0.219083660925851","5"
"5","2014","Couple + C. LE and GT 16","direct migration background","115","0.206282948278405","0.174039986837816","0.238525909718994","5"
"5","2014","Couple + C. LE and GT 16","indirect migration background","43","0.162860912148749","0.113958162896916","0.211763661400582","5"
"6","2014","(Married) couple without C. ","indirect migration background","26","","","","6"
"6","2014","Couple + C. LE 16 ","direct migration background","178","0.106893793561205","0.092576177262767","0.121211409859643","6"
"6","2014","Couple + C. LE 16 ","indirect migration background","57","0.128451666319418","0.10098371475818","0.155919617880655","6"
"6","2014","(Married) couple without C. ","no migration background","891","0.127570483744283","0.119611887347474","0.135529080141092","6"
"6","2014","1-pers.-HH","no migration background","341","0.114315130068319","0.103075947734679","0.125554312401959","6"
"6","2014","1-pers.-HH","direct migration background","38","0.121052638683084","0.0890065434772397","0.153098733888928","6"
"6","2014","1-pers.-HH","indirect migration background","16","","","","6"
"6","2014","Couple + C. LE and GT 16","direct migration background","55","0.121713956053192","0.0956609054002415","0.147767006706143","6"
"6","2014","(Married) couple without C. ","direct migration background","99","0.0846271059066913","0.0674195642862487","0.101834647527134","6"
"6","2014","Single parent ","no migration background","217","0.121682762318662","0.106873432617463","0.136492092019861","6"
"6","2014","Single parent ","direct migration background","27","","","","6"
"6","2014","Single parent ","indirect migration background","35","0.111970855192338","0.0716545924185268","0.15228711796615","6"
"6","2014","Couple + C. LE 16 ","no migration background","592","0.127538397160976","0.117763915416515","0.137312878905437","6"
"6","2014","Couple + C. GT 16 ","no migration background","267","0.121445621700791","0.107870117936845","0.135021125464738","6"
"6","2014","Couple + C. GT 16 ","direct migration background","69","0.0865464973241606","0.0639353375268845","0.109157657121437","6"
"6","2014","Couple + C. GT 16 ","indirect migration background","28","","","","6"
"6","2014","Couple + C. LE and GT 16","no migration background","183","0.148519339554441","0.12989147926582","0.167147199843062","6"
"6","2014","Couple + C. LE and GT 16","indirect migration background","30","0.105427318329628","0.0647539228662311","0.146100713793025","6"
"7","2014","1-pers.-HH","no migration background","388","0.125133223576336","0.113446291363868","0.136820155788804","7"
"7","2014","1-pers.-HH","direct migration background","50","0.116159537460462","0.0846805371461921","0.147638537774731","7"
"7","2014","1-pers.-HH","indirect migration background","25","","","","7"
"7","2014","(Married) couple without C. ","no migration background","814","0.123381944665061","0.115536325633004","0.131227563697119","7"
"7","2014","(Married) couple without C. ","direct migration background","131","0.15132292897034","0.129167066330607","0.173478791610073","7"
"7","2014","(Married) couple without C. ","indirect migration background","25","","","","7"
"7","2014","Single parent ","no migration background","247","0.138890530710449","0.123224438804544","0.154556622616354","7"
"7","2014","Single parent ","direct migration background","42","0.0981941096116286","0.0663757559732816","0.130012463249976","7"
"7","2014","Couple + C. LE 16 ","direct migration background","255","0.137730044361725","0.121761001319605","0.153699087403845","7"
"7","2014","Couple + C. LE 16 ","indirect migration background","60","0.0961108692499892","0.071914260744712","0.120307477755266","7"
"7","2014","Couple + C. GT 16 ","no migration background","321","0.142812438568812","0.128271191711588","0.157353685426036","7"
"7","2014","Couple + C. GT 16 ","direct migration background","61","0.103959387462155","0.0794150919249774","0.128503682999332","7"
"7","2014","Couple + C. GT 16 ","indirect migration background","39","0.199615225898277","0.149255118282377","0.249975333514178","7"
"7","2014","Couple + C. LE and GT 16","no migration background","208","0.156204220993187","0.137186909059588","0.175221532926785","7"
"7","2014","Single parent ","indirect migration background","25","","","","7"
"7","2014","Couple + C. LE 16 ","no migration background","658","0.137380456317145","0.127293219307666","0.147467693326625","7"
"7","2014","Couple + C. LE and GT 16","direct migration background","81","0.133468100689373","0.106369215730196","0.16056698564855","7"
"7","2014","Couple + C. LE and GT 16","indirect migration background","31","0.157797169938533","0.10951531056238","0.206079029314685","7"
"8","2014","Couple + C. GT 16 ","direct migration background","59","0.0962546691147331","0.0725360825781188","0.119973255651347","8"
"8","2014","Couple + C. GT 16 ","indirect migration background","37","0.134161845268848","0.0912207339871118","0.177102956550585","8"
"8","2014","1-pers.-HH","no migration background","238","0.0719706716672926","0.0628421200601704","0.0810992232744149","8"
"8","2014","1-pers.-HH","direct migration background","42","0.125204261763063","0.0926903337231635","0.157718189802962","8"
"8","2014","1-pers.-HH","indirect migration background","29","","","","8"
"8","2014","(Married) couple without C. ","indirect migration background","21","","","","8"
"8","2014","Single parent ","no migration background","172","0.0986237368363873","0.0851173571484434","0.112130116524331","8"
"8","2014","Single parent ","direct migration background","35","0.101755271312802","0.0694291015558329","0.134081441069772","8"
"8","2014","Single parent ","indirect migration background","34","0.174479048869711","0.125955802118111","0.22300229562131","8"
"8","2014","Couple + C. LE 16 ","indirect migration background","65","0.113706155544953","0.0876451290509257","0.139767182038981","8"
"8","2014","Couple + C. GT 16 ","no migration background","234","0.124247520703458","0.110538221561524","0.137956819845391","8"
"8","2014","Couple + C. LE and GT 16","no migration background","143","0.107261454139225","0.0910520124392729","0.123470895839178","8"
"8","2014","Couple + C. LE and GT 16","direct migration background","61","0.102317610323836","0.0781681766475989","0.126467044000073","8"
"8","2014","Couple + C. LE and GT 16","indirect migration background","35","0.174579266987304","0.124303343907957","0.224855190066651","8"
"8","2014","(Married) couple without C. ","no migration background","546","0.0831987626439621","0.0766101764227952","0.0897873488651291","8"
"8","2014","Couple + C. LE 16 ","direct migration background","197","0.107269389247152","0.092929657141006","0.121609121353299","8"
"8","2014","Couple + C. LE 16 ","no migration background","413","0.0976124568715217","0.0889158614028121","0.106309052340231","8"
"8","2014","(Married) couple without C. ","direct migration background","76","0.0677656533185075","0.0522263184808705","0.0833049881561445","8"
"9","2014","1-pers.-HH","no migration background","50","0.0159208298453258","0.0114996201205443","0.0203420395701073","9"
"9","2014","1-pers.-HH","direct migration background","10","","","","9"
"9","2014","1-pers.-HH","indirect migration background","5","","","","9"
"9","2014","(Married) couple without C. ","no migration background","110","0.017249492522316","0.0141434599602485","0.0203555250843836","9"
"9","2014","Couple + C. LE 16 ","indirect migration background","12","","","","9"
"9","2014","Couple + C. GT 16 ","no migration background","49","0.0241773846586601","0.0177937092087498","0.0305610601085703","9"
"9","2014","Couple + C. GT 16 ","direct migration background","15","","","","9"
"9","2014","Couple + C. GT 16 ","indirect migration background","6","","","","9"
"9","2014","Couple + C. LE and GT 16","no migration background","45","0.0213218491719287","0.0137549760322862","0.0288887223115712","9"
"9","2014","Couple + C. LE and GT 16","direct migration background","24","","","","9"
"9","2014","Couple + C. LE and GT 16","indirect migration background","15","","","","9"
"9","2014","Single parent ","indirect migration background","9","","","","9"
"9","2014","Single parent ","no migration background","61","0.0255205044274993","0.0183767560579836","0.032664252797015","9"
"9","2014","Single parent ","direct migration background","10","","","","9"
"9","2014","Couple + C. LE 16 ","no migration background","90","0.0180944982808542","0.014188714292898","0.0220002822688105","9"
"9","2014","Couple + C. LE 16 ","direct migration background","67","0.0290856560945102","0.0212986088116663","0.036872703377354","9"
"9","2014","(Married) couple without C. ","direct migration background","26","","","","9"
"9","2014","(Married) couple without C. ","indirect migration background","13","","","","9"
"0 Not at all Willing to take risks","2015","Couple + C. LE 16 ","indirect migration background","21","","","","0"
"0 Not at all Willing to take risks","2015","Couple + C. GT 16 ","indirect migration background","7","","","","0"
"0 Not at all Willing to take risks","2015","Couple + C. LE and GT 16","no migration background","27","","","","0"
