"plh0204_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"7","2007","no degree/no degree yet","Female","","","",""
"8","2007","lower secondary degree","Male","","","",""
"8","2007","lower secondary degree","Female","","","",""
"8","2007","secondary school degree","Male","","","",""
"8","2007","secondary school degree","Female","","","",""
"8","2007","college entrance qualification","Male","","","",""
"8","2007","college entrance qualification","Female","","","",""
"8","2007","Other degree","Male","","","",""
"8","2007","Other degree","Female","","","",""
"8","2007","no degree/no degree yet","Male","","","",""
"8","2007","no degree/no degree yet","Female","","","",""
"9","2007","lower secondary degree","Male","","","",""
"9","2007","lower secondary degree","Female","","","",""
"9","2007","secondary school degree","Male","","","",""
"9","2007","secondary school degree","Female","","","",""
"9","2007","college entrance qualification","Male","","","",""
"9","2007","college entrance qualification","Female","","","",""
"9","2007","Other degree","Male","","","",""
"9","2007","Other degree","Female","","","",""
"9","2007","no degree/no degree yet","Male","","","",""
"9","2007","no degree/no degree yet","Female","","","",""
"10 Very willing to take risks","2007","lower secondary degree","Male","","","",""
"10 Very willing to take risks","2007","lower secondary degree","Female","","","",""
"10 Very willing to take risks","2007","secondary school degree","Male","","","",""
"10 Very willing to take risks","2007","secondary school degree","Female","","","",""
"10 Very willing to take risks","2007","college entrance qualification","Male","","","",""
"10 Very willing to take risks","2007","college entrance qualification","Female","","","",""
"10 Very willing to take risks","2007","Other degree","Male","","","",""
"10 Very willing to take risks","2007","Other degree","Female","","","",""
"10 Very willing to take risks","2007","no degree/no degree yet","Male","","","",""
"10 Very willing to take risks","2007","no degree/no degree yet","Female","","","",""
"0 Not at all Willing to take risks","2008","lower secondary degree","Male","146","0.0507630355531199","0.0431323432752988","0.0583937278309411"
"0 Not at all Willing to take risks","2008","lower secondary degree","Female","315","0.103166568583005","0.0928073185739412","0.113525818592069"
"0 Not at all Willing to take risks","2008","secondary school degree","Male","45","0.0155358160640375","0.0106417896094908","0.0204298425185843"
"0 Not at all Willing to take risks","2008","secondary school degree","Female","145","0.0511501500423283","0.0436405143496515","0.0586597857350052"
"0 Not at all Willing to take risks","2008","college entrance qualification","Male","37","0.014477078255595","0.00993700617271713","0.0190171503384729"
"0 Not at all Willing to take risks","2008","college entrance qualification","Female","59","0.0221379270122259","0.0163460796991695","0.0279297743252824"
"0 Not at all Willing to take risks","2008","Other degree","Male","30","0.0697915812032148","0.0459841024963321","0.0935990599100976"
"0 Not at all Willing to take risks","2008","Other degree","Female","46","0.0736592042977767","0.0509440787388387","0.0963743298567147"
"0 Not at all Willing to take risks","2008","no degree/no degree yet","Male","12","","",""
"0 Not at all Willing to take risks","2008","no degree/no degree yet","Female","21","","",""
"1","2008","lower secondary degree","Male","154","0.0523199775913034","0.0445795052256407","0.0600604499569661"
"1","2008","lower secondary degree","Female","316","0.0956316878791974","0.0856160986164491","0.105647277141946"
"1","2008","secondary school degree","Male","76","0.0252392443721452","0.019032176286837","0.0314463124574535"
"1","2008","secondary school degree","Female","187","0.0560201089531298","0.0481813012192094","0.0638589166870502"
"1","2008","college entrance qualification","Male","59","0.0256527825766147","0.0196436326857662","0.0316619324674632"
"1","2008","college entrance qualification","Female","124","0.0558574222900601","0.0468174090969035","0.0648974354832168"
"1","2008","Other degree","Male","40","0.0786832832107587","0.0535257841521973","0.10384078226932"
"1","2008","Other degree","Female","46","0.0804275195910154","0.0567785863457996","0.104076452836231"
"1","2008","no degree/no degree yet","Male","8","","",""
"1","2008","no degree/no degree yet","Female","19","","",""
"2","2008","lower secondary degree","Male","364","0.114025778091218","0.102976983687908","0.125074572494528"
"2","2008","lower secondary degree","Female","547","0.155063946227501","0.142736580975136","0.167391311479867"
"2","2008","secondary school degree","Male","229","0.0886892390687825","0.0774388373378387","0.0999396407997262"
"2","2008","secondary school degree","Female","462","0.138733639280394","0.126950627868311","0.150516650692477"
"2","2008","college entrance qualification","Male","214","0.0725021868242825","0.062645727760198","0.0823586458883671"
"2","2008","college entrance qualification","Female","338","0.156878687526159","0.14256218826915","0.171195186783168"
"2","2008","Other degree","Male","56","0.124148895047718","0.0933377156137572","0.154960074481678"
"2","2008","Other degree","Female","81","0.173547198282238","0.140613988054307","0.206480408510169"
"2","2008","no degree/no degree yet","Male","9","","",""
"2","2008","no degree/no degree yet","Female","28","","",""
"3","2008","lower secondary degree","Male","430","0.137793445345203","0.12581162601452","0.149775264675886"
"3","2008","lower secondary degree","Female","523","0.146076639092085","0.134048380441431","0.158104897742738"
"3","2008","secondary school degree","Male","329","0.139325969965163","0.125622369000499","0.153029570929827"
"3","2008","secondary school degree","Female","572","0.171304580511787","0.158461221475515","0.18414793954806"
"3","2008","college entrance qualification","Male","379","0.14025640508429","0.127057595954323","0.153455214214258"
"3","2008","college entrance qualification","Female","433","0.17038095597066","0.155581024332849","0.18518088760847"
"3","2008","Other degree","Male","46","0.0936889001689113","0.0664616066876369","0.120916193650186"
"3","2008","Other degree","Female","70","0.123711119559169","0.0950796094966001","0.152342629621739"
"3","2008","no degree/no degree yet","Male","27","","",""
"3","2008","no degree/no degree yet","Female","51","0.189783707740312","0.14511203808908","0.234455377391544"
"4","2008","lower secondary degree","Male","319","0.0997101171955375","0.0892950128522649","0.11012522153881"
"4","2008","lower secondary degree","Female","345","0.105244343939652","0.0947934236397808","0.115695264239523"
"4","2008","secondary school degree","Male","279","0.122017603441725","0.109065107451869","0.134970099431581"
"4","2008","secondary school degree","Female","387","0.110462745921352","0.0997774475323743","0.121148044310329"
"4","2008","college entrance qualification","Male","305","0.111243680114591","0.0992923030891701","0.123195057140012"
"4","2008","college entrance qualification","Female","352","0.142352384975257","0.128597826828251","0.156106943122264"
"4","2008","Other degree","Male","41","0.09423744639927","0.0669388266972422","0.121536066101298"
"4","2008","Other degree","Female","59","0.105245818382156","0.0785606143331315","0.131931022431181"
"4","2008","no degree/no degree yet","Male","26","","",""
"4","2008","no degree/no degree yet","Female","37","0.0912752023163871","0.0584660637804993","0.124084340852275"
"5","2008","lower secondary degree","Male","669","0.213529181885815","0.199283844105558","0.227774519666071"
"5","2008","lower secondary degree","Female","621","0.19029362279455","0.176925241502526","0.203662004086573"
"5","2008","secondary school degree","Male","506","0.206745035207744","0.19071910448751","0.222770965927979"
"5","2008","secondary school degree","Female","714","0.21643782441908","0.202399994442155","0.230475654396005"
"5","2008","college entrance qualification","Male","492","0.188978590096455","0.174098300472964","0.203858879719947"
"5","2008","college entrance qualification","Female","467","0.182344754565911","0.167144824892764","0.197544684239058"
"5","2008","Other degree","Male","84","0.222793726053056","0.183912372078933","0.261675080027179"
"5","2008","Other degree","Female","83","0.184800713319464","0.151048679154094","0.218552747484834"
"5","2008","no degree/no degree yet","Male","49","0.184140582631535","0.136474039781644","0.231807125481426"
"5","2008","no degree/no degree yet","Female","56","0.198288333659585","0.15286699613518","0.243709671183989"
"6","2008","lower secondary degree","Male","357","0.109502261647932","0.0986472377970575","0.120357285498807"
"6","2008","lower secondary degree","Female","228","0.0682347378537704","0.0596473921214288","0.076822083586112"
"6","2008","secondary school degree","Male","307","0.135425791727566","0.12188477899796","0.148966804457172"
"6","2008","secondary school degree","Female","315","0.100405905501593","0.0901611973024037","0.110650613700782"
"6","2008","college entrance qualification","Male","356","0.127077079152044","0.114417756092714","0.139736402211374"
"6","2008","college entrance qualification","Female","281","0.105455210625046","0.093364692998838","0.117545728251253"
"6","2008","Other degree","Male","33","0.0749679799883785","0.0503621487908938","0.0995738111858633"
"6","2008","Other degree","Female","40","0.0897282875203883","0.0648759955063763","0.1145805795344"
"6","2008","no degree/no degree yet","Male","25","","",""
"6","2008","no degree/no degree yet","Female","29","","",""
"7","2008","lower secondary degree","Male","321","0.09834585762104","0.0879944155953014","0.108697299646779"
"7","2008","lower secondary degree","Female","212","0.0632234346346683","0.0549352392879706","0.071511629981366"
