"plh0204_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"1","2006","(2c_gen) general maturity certificate","higher education","","","",""
"1","2006","(2c_voc) vocational maturity certificate","in school","","","",""
"1","2006","(2c_voc) vocational maturity certificate","inadequately","","","",""
"1","2006","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"1","2006","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"1","2006","(2c_voc) vocational maturity certificate","vocational + Abi","31","0.022949769600707","0.0145263902780264","0.0313731489233876"
"1","2006","(2c_voc) vocational maturity certificate","higher vocational","11","","",""
"1","2006","(2c_voc) vocational maturity certificate","higher education","","","",""
"1","2006","(3a) lower tertiary education","in school","","","",""
"1","2006","(3a) lower tertiary education","inadequately","","","",""
"1","2006","(3a) lower tertiary education","general elemantary","","","",""
"1","2006","(3a) lower tertiary education","middle vocational","","","",""
"1","2006","(3a) lower tertiary education","vocational + Abi","","","",""
"1","2006","(3a) lower tertiary education","higher vocational","","","",""
"1","2006","(3a) lower tertiary education","higher education","34","0.0216076929810131","0.0149019032277604","0.0283134827342658"
"1","2006","(3b) higher tertiary education","in school","","","",""
"1","2006","(3b) higher tertiary education","inadequately","","","",""
"1","2006","(3b) higher tertiary education","general elemantary","","","",""
"1","2006","(3b) higher tertiary education","middle vocational","","","",""
"1","2006","(3b) higher tertiary education","vocational + Abi","","","",""
"1","2006","(3b) higher tertiary education","higher vocational","","","",""
"1","2006","(3b) higher tertiary education","higher education","52","0.0199251905776971","0.0147183489675184","0.0251320321878759"
"2","2006","(0) in school","in school","17","","",""
"2","2006","(0) in school","inadequately","","","",""
"2","2006","(0) in school","general elemantary","","","",""
"2","2006","(0) in school","middle vocational","2","","",""
"2","2006","(0) in school","vocational + Abi","","","",""
"2","2006","(0) in school","higher vocational","","","",""
"2","2006","(0) in school","higher education","","","",""
"2","2006","(1a) inadequately completed","in school","","","",""
"2","2006","(1a) inadequately completed","inadequately","32","0.130348978397305","0.082348727156208","0.178349229638402"
"2","2006","(1a) inadequately completed","general elemantary","","","",""
"2","2006","(1a) inadequately completed","middle vocational","3","","",""
"2","2006","(1a) inadequately completed","vocational + Abi","","","",""
"2","2006","(1a) inadequately completed","higher vocational","1","","",""
"2","2006","(1a) inadequately completed","higher education","","","",""
"2","2006","(1b) general elementary school","in school","","","",""
"2","2006","(1b) general elementary school","inadequately","5","","",""
"2","2006","(1b) general elementary school","general elemantary","245","0.121189593924539","0.106492266676048","0.13588692117303"
"2","2006","(1b) general elementary school","middle vocational","","","",""
"2","2006","(1b) general elementary school","vocational + Abi","","","",""
"2","2006","(1b) general elementary school","higher vocational","","","",""
"2","2006","(1b) general elementary school","higher education","","","",""
"2","2006","(1c) basic vocational qualification","in school","","","",""
"2","2006","(1c) basic vocational qualification","inadequately","","","",""
"2","2006","(1c) basic vocational qualification","general elemantary","","","",""
"2","2006","(1c) basic vocational qualification","middle vocational","559","0.0985493397976382","0.0907802877829651","0.106318391812311"
"2","2006","(1c) basic vocational qualification","vocational + Abi","","","",""
"2","2006","(1c) basic vocational qualification","higher vocational","45","0.102872479400952","0.0762177356623459","0.129527223139558"
"2","2006","(1c) basic vocational qualification","higher education","","","",""
"2","2006","(2b) intermediate general qualification","in school","","","",""
"2","2006","(2b) intermediate general qualification","inadequately","","","",""
"2","2006","(2b) intermediate general qualification","general elemantary","42","0.0726871734858442","0.0515765019326347","0.0937978450390537"
"2","2006","(2b) intermediate general qualification","middle vocational","","","",""
"2","2006","(2b) intermediate general qualification","vocational + Abi","","","",""
"2","2006","(2b) intermediate general qualification","higher vocational","","","",""
"2","2006","(2b) intermediate general qualification","higher education","","","",""
"2","2006","(2a) intermediate vocational","in school","","","",""
"2","2006","(2a) intermediate vocational","inadequately","","","",""
"2","2006","(2a) intermediate vocational","general elemantary","","","",""
"2","2006","(2a) intermediate vocational","middle vocational","359","0.080933725950835","0.0729069810471898","0.0889604708544801"
"2","2006","(2a) intermediate vocational","vocational + Abi","","","",""
"2","2006","(2a) intermediate vocational","higher vocational","67","0.0996706089124188","0.0778501903223454","0.121491027502492"
"2","2006","(2a) intermediate vocational","higher education","","","",""
"2","2006","(2c_gen) general maturity certificate","in school","","","",""
"2","2006","(2c_gen) general maturity certificate","inadequately","","","",""
"2","2006","(2c_gen) general maturity certificate","general elemantary","","","",""
"2","2006","(2c_gen) general maturity certificate","middle vocational","55","0.0721575303580449","0.0545439039800297","0.0897711567360601"
"2","2006","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"2","2006","(2c_gen) general maturity certificate","higher vocational","","","",""
"2","2006","(2c_gen) general maturity certificate","higher education","","","",""
"2","2006","(2c_voc) vocational maturity certificate","in school","","","",""
"2","2006","(2c_voc) vocational maturity certificate","inadequately","","","",""
"2","2006","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"2","2006","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"2","2006","(2c_voc) vocational maturity certificate","vocational + Abi","105","0.0771231431638485","0.0621158285996873","0.0921304577280097"
"2","2006","(2c_voc) vocational maturity certificate","higher vocational","37","0.0849616177951474","0.0581679315105261","0.111755304079769"
"2","2006","(2c_voc) vocational maturity certificate","higher education","","","",""
"2","2006","(3a) lower tertiary education","in school","","","",""
"2","2006","(3a) lower tertiary education","inadequately","","","",""
"2","2006","(3a) lower tertiary education","general elemantary","","","",""
"2","2006","(3a) lower tertiary education","middle vocational","","","",""
"2","2006","(3a) lower tertiary education","vocational + Abi","","","",""
"2","2006","(3a) lower tertiary education","higher vocational","","","",""
"2","2006","(3a) lower tertiary education","higher education","116","0.0618145394886597","0.0507079969016644","0.072921082075655"
"2","2006","(3b) higher tertiary education","in school","","","",""
"2","2006","(3b) higher tertiary education","inadequately","","","",""
"2","2006","(3b) higher tertiary education","general elemantary","","","",""
"2","2006","(3b) higher tertiary education","middle vocational","","","",""
"2","2006","(3b) higher tertiary education","vocational + Abi","","","",""
"2","2006","(3b) higher tertiary education","higher vocational","","","",""
"2","2006","(3b) higher tertiary education","higher education","212","0.0775870571632834","0.0676192220500892","0.0875548922764776"
"3","2006","(0) in school","in school","31","0.0788579844862958","0.0522116209766556","0.105504347995936"
"3","2006","(0) in school","inadequately","","","",""
"3","2006","(0) in school","general elemantary","","","",""
"3","2006","(0) in school","middle vocational","1","","",""
"3","2006","(0) in school","vocational + Abi","","","",""
