"plh0204_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"9","2006","(Married) couple without C. ","inadequately","","","",""
"9","2006","(Married) couple without C. ","general elemantary","7","","",""
"9","2006","(Married) couple without C. ","middle vocational","69","0.0166964098358508","0.012797132927485","0.0205956867442165"
"9","2006","(Married) couple without C. ","vocational + Abi","7","","",""
"9","2006","(Married) couple without C. ","higher vocational","12","","",""
"9","2006","(Married) couple without C. ","higher education","39","0.0171817733286012","0.0112777848935688","0.0230857617636335"
"9","2006","Single parent ","in school","3","","",""
"9","2006","Single parent ","inadequately","2","","",""
"9","2006","Single parent ","general elemantary","7","","",""
"9","2006","Single parent ","middle vocational","21","","",""
"9","2006","Single parent ","vocational + Abi","1","","",""
"9","2006","Single parent ","higher vocational","1","","",""
"9","2006","Single parent ","higher education","3","","",""
"9","2006","Couple + C. LE 16 ","in school","","","",""
"9","2006","Couple + C. LE 16 ","inadequately","1","","",""
"9","2006","Couple + C. LE 16 ","general elemantary","7","","",""
"9","2006","Couple + C. LE 16 ","middle vocational","46","0.0288566205422683","0.0213372925310237","0.0363759485535129"
"9","2006","Couple + C. LE 16 ","vocational + Abi","3","","",""
"9","2006","Couple + C. LE 16 ","higher vocational","4","","",""
"9","2006","Couple + C. LE 16 ","higher education","17","","",""
"9","2006","Couple + C. GT 16 ","in school","10","","",""
"9","2006","Couple + C. GT 16 ","inadequately","2","","",""
"9","2006","Couple + C. GT 16 ","general elemantary","14","","",""
"9","2006","Couple + C. GT 16 ","middle vocational","30","0.0143003377578304","0.0088666600298957","0.0197340154857652"
"9","2006","Couple + C. GT 16 ","vocational + Abi","5","","",""
"9","2006","Couple + C. GT 16 ","higher vocational","4","","",""
"9","2006","Couple + C. GT 16 ","higher education","21","","",""
"9","2006","Couple + C. LE and GT 16","in school","5","","",""
"9","2006","Couple + C. LE and GT 16","inadequately","1","","",""
"9","2006","Couple + C. LE and GT 16","general elemantary","11","","",""
"9","2006","Couple + C. LE and GT 16","middle vocational","14","","",""
"9","2006","Couple + C. LE and GT 16","vocational + Abi","5","","",""
"9","2006","Couple + C. LE and GT 16","higher vocational","2","","",""
"9","2006","Couple + C. LE and GT 16","higher education","4","","",""
"10 Very willing to take risks","2006","1-pers.-HH","in school","","","",""
"10 Very willing to take risks","2006","1-pers.-HH","inadequately","1","","",""
"10 Very willing to take risks","2006","1-pers.-HH","general elemantary","7","","",""
"10 Very willing to take risks","2006","1-pers.-HH","middle vocational","29","","",""
"10 Very willing to take risks","2006","1-pers.-HH","vocational + Abi","5","","",""
"10 Very willing to take risks","2006","1-pers.-HH","higher vocational","7","","",""
"10 Very willing to take risks","2006","1-pers.-HH","higher education","6","","",""
"10 Very willing to take risks","2006","(Married) couple without C. ","in school","","","",""
"10 Very willing to take risks","2006","(Married) couple without C. ","inadequately","","","",""
"10 Very willing to take risks","2006","(Married) couple without C. ","general elemantary","7","","",""
"10 Very willing to take risks","2006","(Married) couple without C. ","middle vocational","44","0.011045041485845","0.00786450304429668","0.0142255799273934"
"10 Very willing to take risks","2006","(Married) couple without C. ","vocational + Abi","4","","",""
"10 Very willing to take risks","2006","(Married) couple without C. ","higher vocational","7","","",""
"10 Very willing to take risks","2006","(Married) couple without C. ","higher education","18","","",""
"10 Very willing to take risks","2006","Single parent ","in school","1","","",""
"10 Very willing to take risks","2006","Single parent ","inadequately","2","","",""
"10 Very willing to take risks","2006","Single parent ","general elemantary","3","","",""
"10 Very willing to take risks","2006","Single parent ","middle vocational","3","","",""
"10 Very willing to take risks","2006","Single parent ","vocational + Abi","","","",""
"10 Very willing to take risks","2006","Single parent ","higher vocational","","","",""
"10 Very willing to take risks","2006","Single parent ","higher education","5","","",""
"10 Very willing to take risks","2006","Couple + C. LE 16 ","in school","","","",""
"10 Very willing to take risks","2006","Couple + C. LE 16 ","inadequately","2","","",""
"10 Very willing to take risks","2006","Couple + C. LE 16 ","general elemantary","7","","",""
"10 Very willing to take risks","2006","Couple + C. LE 16 ","middle vocational","27","","",""
"10 Very willing to take risks","2006","Couple + C. LE 16 ","vocational + Abi","7","","",""
"10 Very willing to take risks","2006","Couple + C. LE 16 ","higher vocational","8","","",""
"10 Very willing to take risks","2006","Couple + C. LE 16 ","higher education","7","","",""
"10 Very willing to take risks","2006","Couple + C. GT 16 ","in school","5","","",""
"10 Very willing to take risks","2006","Couple + C. GT 16 ","inadequately","3","","",""
"10 Very willing to take risks","2006","Couple + C. GT 16 ","general elemantary","5","","",""
"10 Very willing to take risks","2006","Couple + C. GT 16 ","middle vocational","19","","",""
"10 Very willing to take risks","2006","Couple + C. GT 16 ","vocational + Abi","2","","",""
"10 Very willing to take risks","2006","Couple + C. GT 16 ","higher vocational","4","","",""
"10 Very willing to take risks","2006","Couple + C. GT 16 ","higher education","7","","",""
"10 Very willing to take risks","2006","Couple + C. LE and GT 16","in school","5","","",""
"10 Very willing to take risks","2006","Couple + C. LE and GT 16","inadequately","","","",""
"10 Very willing to take risks","2006","Couple + C. LE and GT 16","general elemantary","3","","",""
"10 Very willing to take risks","2006","Couple + C. LE and GT 16","middle vocational","8","","",""
"10 Very willing to take risks","2006","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"10 Very willing to take risks","2006","Couple + C. LE and GT 16","higher vocational","2","","",""
"10 Very willing to take risks","2006","Couple + C. LE and GT 16","higher education","1","","",""
"0 Not at all Willing to take risks","2007","1-pers.-HH","in school","","","",""
"0 Not at all Willing to take risks","2007","1-pers.-HH","inadequately","","","",""
"0 Not at all Willing to take risks","2007","1-pers.-HH","general elemantary","","","",""
"0 Not at all Willing to take risks","2007","1-pers.-HH","middle vocational","","","",""
"0 Not at all Willing to take risks","2007","1-pers.-HH","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2007","1-pers.-HH","higher vocational","","","",""
"0 Not at all Willing to take risks","2007","1-pers.-HH","higher education","","","",""
"0 Not at all Willing to take risks","2007","(Married) couple without C. ","in school","","","",""
"0 Not at all Willing to take risks","2007","(Married) couple without C. ","inadequately","","","",""
"0 Not at all Willing to take risks","2007","(Married) couple without C. ","general elemantary","","","",""
"0 Not at all Willing to take risks","2007","(Married) couple without C. ","middle vocational","","","",""
"0 Not at all Willing to take risks","2007","(Married) couple without C. ","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2007","(Married) couple without C. ","higher vocational","","","",""
"0 Not at all Willing to take risks","2007","(Married) couple without C. ","higher education","","","",""
"0 Not at all Willing to take risks","2007","Single parent ","in school","","","",""
"0 Not at all Willing to take risks","2007","Single parent ","inadequately","","","",""
"0 Not at all Willing to take risks","2007","Single parent ","general elemantary","","","",""
"0 Not at all Willing to take risks","2007","Single parent ","middle vocational","","","",""
"0 Not at all Willing to take risks","2007","Single parent ","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2007","Single parent ","higher vocational","","","",""
"0 Not at all Willing to take risks","2007","Single parent ","higher education","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE 16 ","in school","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE 16 ","inadequately","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE 16 ","general elemantary","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE 16 ","middle vocational","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE 16 ","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE 16 ","higher vocational","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE 16 ","higher education","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. GT 16 ","in school","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. GT 16 ","inadequately","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. GT 16 ","general elemantary","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. GT 16 ","middle vocational","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. GT 16 ","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. GT 16 ","higher vocational","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. GT 16 ","higher education","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE and GT 16","in school","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE and GT 16","inadequately","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE and GT 16","general elemantary","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE and GT 16","middle vocational","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE and GT 16","vocational + Abi","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE and GT 16","higher vocational","","","",""
"0 Not at all Willing to take risks","2007","Couple + C. LE and GT 16","higher education","","","",""
"1","2007","1-pers.-HH","in school","","","",""
"1","2007","1-pers.-HH","inadequately","","","",""
"1","2007","1-pers.-HH","general elemantary","","","",""
"1","2007","1-pers.-HH","middle vocational","","","",""
"1","2007","1-pers.-HH","vocational + Abi","","","",""
"1","2007","1-pers.-HH","higher vocational","","","",""
"1","2007","1-pers.-HH","higher education","","","",""
"1","2007","(Married) couple without C. ","in school","","","",""
"1","2007","(Married) couple without C. ","inadequately","","","",""
"1","2007","(Married) couple without C. ","general elemantary","","","",""
"1","2007","(Married) couple without C. ","middle vocational","","","",""
"1","2007","(Married) couple without C. ","vocational + Abi","","","",""
"1","2007","(Married) couple without C. ","higher vocational","","","",""
"1","2007","(Married) couple without C. ","higher education","","","",""
"1","2007","Single parent ","in school","","","",""
"1","2007","Single parent ","inadequately","","","",""
"1","2007","Single parent ","general elemantary","","","",""
"1","2007","Single parent ","middle vocational","","","",""
"1","2007","Single parent ","vocational + Abi","","","",""
"1","2007","Single parent ","higher vocational","","","",""
"1","2007","Single parent ","higher education","","","",""
"1","2007","Couple + C. LE 16 ","in school","","","",""
"1","2007","Couple + C. LE 16 ","inadequately","","","",""
"1","2007","Couple + C. LE 16 ","general elemantary","","","",""
"1","2007","Couple + C. LE 16 ","middle vocational","","","",""
"1","2007","Couple + C. LE 16 ","vocational + Abi","","","",""
"1","2007","Couple + C. LE 16 ","higher vocational","","","",""
"1","2007","Couple + C. LE 16 ","higher education","","","",""
"1","2007","Couple + C. GT 16 ","in school","","","",""
"1","2007","Couple + C. GT 16 ","inadequately","","","",""
"1","2007","Couple + C. GT 16 ","general elemantary","","","",""
"1","2007","Couple + C. GT 16 ","middle vocational","","","",""
"1","2007","Couple + C. GT 16 ","vocational + Abi","","","",""
"1","2007","Couple + C. GT 16 ","higher vocational","","","",""
"1","2007","Couple + C. GT 16 ","higher education","","","",""
"1","2007","Couple + C. LE and GT 16","in school","","","",""
"1","2007","Couple + C. LE and GT 16","inadequately","","","",""
"1","2007","Couple + C. LE and GT 16","general elemantary","","","",""
"1","2007","Couple + C. LE and GT 16","middle vocational","","","",""
"1","2007","Couple + C. LE and GT 16","vocational + Abi","","","",""
"1","2007","Couple + C. LE and GT 16","higher vocational","","","",""
"1","2007","Couple + C. LE and GT 16","higher education","","","",""
"2","2007","1-pers.-HH","in school","","","",""
