"ple0081_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2010","Baden-Württemberg","(2c_voc) vocational maturity certificate","34","0.220472214108549","0.155208020891195","0.285736407325902"
"Yes","2010","Baden-Württemberg","(3a) lower tertiary education","29","","",""
"Yes","2010","Baden-Württemberg","(3b) higher tertiary education","38","0.14278454766992","0.1011312829737","0.18443781236614"
"Yes","2010","Bavaria","(0) in school","4","","",""
"Yes","2010","Bavaria","(1a) inadequately completed","9","","",""
"Yes","2010","Bavaria","(1b) general elementary school","50","0.311688021961385","0.247813873065535","0.375562170857236"
"Yes","2010","Bavaria","(1c) basic vocational qualification","277","0.338639215947347","0.305967765541671","0.371310666353023"
"Yes","2010","Bavaria","(2b) intermediate general qualification","12","","",""
"Yes","2010","Bavaria","(2a) intermediate vocational","135","0.29431478348049","0.25472339359629","0.333906173364691"
"Yes","2010","Bavaria","(2c_gen) general maturity certificate","17","","",""
"Yes","2010","Bavaria","(2c_voc) vocational maturity certificate","31","0.152359323897054","0.097691163496454","0.207027484297654"
"Yes","2010","Bavaria","(3a) lower tertiary education","35","0.262485035724194","0.200571597960055","0.324398473488332"
"Yes","2010","Bavaria","(3b) higher tertiary education","35","0.1342611359184","0.0966114437457908","0.17191082809101"
"Yes","2010","Berlin","(0) in school","1","","",""
"Yes","2010","Berlin","(1a) inadequately completed","4","","",""
"Yes","2010","Berlin","(1b) general elementary school","8","","",""
"Yes","2010","Berlin","(1c) basic vocational qualification","29","","",""
"Yes","2010","Berlin","(2b) intermediate general qualification","14","","",""
"Yes","2010","Berlin","(2a) intermediate vocational","51","0.308655679897084","0.238595025151055","0.378716334643113"
"Yes","2010","Berlin","(2c_gen) general maturity certificate","10","","",""
"Yes","2010","Berlin","(2c_voc) vocational maturity certificate","14","","",""
"Yes","2010","Berlin","(3a) lower tertiary education","30","0.362240240064645","0.259453912085053","0.465026568044238"
"Yes","2010","Berlin","(3b) higher tertiary education","32","0.163280518390149","0.106537633191186","0.220023403589112"
"Yes","2010","Brandenburg","(0) in school","1","","",""
"Yes","2010","Brandenburg","(1a) inadequately completed","","","",""
"Yes","2010","Brandenburg","(1b) general elementary school","7","","",""
"Yes","2010","Brandenburg","(1c) basic vocational qualification","36","0.21632995846107","0.149542238283702","0.283117678638439"
"Yes","2010","Brandenburg","(2b) intermediate general qualification","9","","",""
"Yes","2010","Brandenburg","(2a) intermediate vocational","71","0.325766129413422","0.263553566773968","0.387978692052877"
"Yes","2010","Brandenburg","(2c_gen) general maturity certificate","7","","",""
"Yes","2010","Brandenburg","(2c_voc) vocational maturity certificate","15","","",""
"Yes","2010","Brandenburg","(3a) lower tertiary education","17","","",""
"Yes","2010","Brandenburg","(3b) higher tertiary education","8","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(0) in school","2","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(1a) inadequately completed","2","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(1b) general elementary school","4","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","27","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","2","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(2a) intermediate vocational","48","0.352709478135753","0.277968899830859","0.427450056440647"
"Yes","2010","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","5","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(3a) lower tertiary education","14","","",""
"Yes","2010","Mecklenburg-Western Pomerania","(3b) higher tertiary education","14","","",""
"Yes","2010","Saxony","(0) in school","1","","",""
"Yes","2010","Saxony","(1a) inadequately completed","","","",""
"Yes","2010","Saxony","(1b) general elementary school","7","","",""
"Yes","2010","Saxony","(1c) basic vocational qualification","45","0.191850005988655","0.141399322081936","0.242300689895374"
"Yes","2010","Saxony","(2b) intermediate general qualification","6","","",""
"Yes","2010","Saxony","(2a) intermediate vocational","120","0.22416785227976","0.186585144105539","0.261750560453981"
"Yes","2010","Saxony","(2c_gen) general maturity certificate","14","","",""
"Yes","2010","Saxony","(2c_voc) vocational maturity certificate","22","","",""
"Yes","2010","Saxony","(3a) lower tertiary education","22","","",""
"Yes","2010","Saxony","(3b) higher tertiary education","29","","",""
"Yes","2010","Saxony-Anhalt","(0) in school","1","","",""
"Yes","2010","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"Yes","2010","Saxony-Anhalt","(1b) general elementary school","9","","",""
"Yes","2010","Saxony-Anhalt","(1c) basic vocational qualification","46","0.233644209166857","0.167242612198426","0.300045806135289"
"Yes","2010","Saxony-Anhalt","(2b) intermediate general qualification","5","","",""
"Yes","2010","Saxony-Anhalt","(2a) intermediate vocational","95","0.363266833895971","0.301513310611495","0.425020357180447"
"Yes","2010","Saxony-Anhalt","(2c_gen) general maturity certificate","11","","",""
"Yes","2010","Saxony-Anhalt","(2c_voc) vocational maturity certificate","13","","",""
"Yes","2010","Saxony-Anhalt","(3a) lower tertiary education","21","","",""
"Yes","2010","Saxony-Anhalt","(3b) higher tertiary education","15","","",""
"Yes","2010","Thuringia","(0) in school","","","",""
"Yes","2010","Thuringia","(1a) inadequately completed","","","",""
"Yes","2010","Thuringia","(1b) general elementary school","8","","",""
"Yes","2010","Thuringia","(1c) basic vocational qualification","48","0.236198790308037","0.177479733935128","0.294917846680946"
"Yes","2010","Thuringia","(2b) intermediate general qualification","4","","",""
"Yes","2010","Thuringia","(2a) intermediate vocational","98","0.347413752044398","0.291938748985576","0.402888755103219"
"Yes","2010","Thuringia","(2c_gen) general maturity certificate","3","","",""
"Yes","2010","Thuringia","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2010","Thuringia","(3a) lower tertiary education","15","","",""
"Yes","2010","Thuringia","(3b) higher tertiary education","12","","",""
"No","2010","Schleswig-Holstein","(0) in school","6","","",""
"No","2010","Schleswig-Holstein","(1a) inadequately completed","7","","",""
"No","2010","Schleswig-Holstein","(1b) general elementary school","21","","",""
"No","2010","Schleswig-Holstein","(1c) basic vocational qualification","96","0.67382881022794","0.594154216558275","0.753503403897605"
"No","2010","Schleswig-Holstein","(2b) intermediate general qualification","11","","",""
"No","2010","Schleswig-Holstein","(2a) intermediate vocational","85","0.730373631941951","0.647444814541551","0.813302449342352"
"No","2010","Schleswig-Holstein","(2c_gen) general maturity certificate","21","","",""
"No","2010","Schleswig-Holstein","(2c_voc) vocational maturity certificate","31","0.877672760306816","0.76753492654265","0.987810594070983"
"No","2010","Schleswig-Holstein","(3a) lower tertiary education","27","","",""
"No","2010","Schleswig-Holstein","(3b) higher tertiary education","39","0.99462919726972","0.97197919250281","1.01727920203663"
"No","2010","Hamburg","(0) in school","5","","",""
"No","2010","Hamburg","(1a) inadequately completed","","","",""
"No","2010","Hamburg","(1b) general elementary school","12","","",""
"No","2010","Hamburg","(1c) basic vocational qualification","32","0.647430943658891","0.509364544610203","0.785497342707579"
"No","2010","Hamburg","(2b) intermediate general qualification","3","","",""
"No","2010","Hamburg","(2a) intermediate vocational","43","0.586147539044175","0.466413493470873","0.705881584617476"
"No","2010","Hamburg","(2c_gen) general maturity certificate","14","","",""
"No","2010","Hamburg","(2c_voc) vocational maturity certificate","16","","",""
"No","2010","Hamburg","(3a) lower tertiary education","20","","",""
"No","2010","Hamburg","(3b) higher tertiary education","52","0.831210015903676","0.73643340259318","0.925986629214172"
"No","2010","Lower Saxony","(0) in school","25","","",""
"No","2010","Lower Saxony","(1a) inadequately completed","7","","",""
"No","2010","Lower Saxony","(1b) general elementary school","96","0.801093935899298","0.732209838859256","0.86997803293934"
"No","2010","Lower Saxony","(1c) basic vocational qualification","302","0.753433112401084","0.712014918804718","0.794851305997451"
"No","2010","Lower Saxony","(2b) intermediate general qualification","26","","",""
"No","2010","Lower Saxony","(2a) intermediate vocational","277","0.663042283335996","0.616546758597579","0.709537808074413"
"No","2010","Lower Saxony","(2c_gen) general maturity certificate","42","0.759228229384852","0.644121924308111","0.874334534461592"
"No","2010","Lower Saxony","(2c_voc) vocational maturity certificate","87","0.745597887313313","0.664576571348955","0.82661920327767"
"No","2010","Lower Saxony","(3a) lower tertiary education","77","0.728439741071995","0.642546418757607","0.814333063386383"
"No","2010","Lower Saxony","(3b) higher tertiary education","155","0.84215042053025","0.790307693277572","0.893993147782929"
"No","2010","Bremen","(0) in school","1","","",""
"No","2010","Bremen","(1a) inadequately completed","","","",""
"No","2010","Bremen","(1b) general elementary school","6","","",""
"No","2010","Bremen","(1c) basic vocational qualification","15","","",""
"No","2010","Bremen","(2b) intermediate general qualification","3","","",""
"No","2010","Bremen","(2a) intermediate vocational","17","","",""
"No","2010","Bremen","(2c_gen) general maturity certificate","5","","",""
"No","2010","Bremen","(2c_voc) vocational maturity certificate","5","","",""
"No","2010","Bremen","(3a) lower tertiary education","8","","",""
"No","2010","Bremen","(3b) higher tertiary education","17","","",""
"No","2010","North Rhine-Westphalia","(0) in school","64","0.851564666907516","0.772153753610541","0.93097558020449"
"No","2010","North Rhine-Westphalia","(1a) inadequately completed","30","0.695571094058307","0.559603485511699","0.831538702604916"
"No","2010","North Rhine-Westphalia","(1b) general elementary school","213","0.73522136192023","0.685210651101041","0.785232072739418"
"No","2010","North Rhine-Westphalia","(1c) basic vocational qualification","680","0.702036668121259","0.673209886163561","0.730863450078956"
"No","2010","North Rhine-Westphalia","(2b) intermediate general qualification","48","0.501878285653253","0.398001135184186","0.60575543612232"
"No","2010","North Rhine-Westphalia","(2a) intermediate vocational","419","0.697651027286479","0.661441135978995","0.733860918593962"
"No","2010","North Rhine-Westphalia","(2c_gen) general maturity certificate","121","0.833104191833211","0.774777057577231","0.891431326089191"
"No","2010","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","263","0.669319040056235","0.620922316269493","0.717715763842976"
"No","2010","North Rhine-Westphalia","(3a) lower tertiary education","183","0.779393688026591","0.725092229957665","0.833695146095517"
"No","2010","North Rhine-Westphalia","(3b) higher tertiary education","379","0.805455190528597","0.769667829183086","0.841242551874107"
"No","2010","Hesse","(0) in school","19","","",""
"No","2010","Hesse","(1a) inadequately completed","8","","",""
"No","2010","Hesse","(1b) general elementary school","63","0.777819488224166","0.690963623897454","0.864675352550878"
"No","2010","Hesse","(1c) basic vocational qualification","181","0.669250552622555","0.611504549014489","0.72699655623062"
"No","2010","Hesse","(2b) intermediate general qualification","16","","",""
"No","2010","Hesse","(2a) intermediate vocational","158","0.611541493994023","0.549749185075974","0.673333802912073"
"No","2010","Hesse","(2c_gen) general maturity certificate","41","0.764750147320764","0.649465656984015","0.880034637657513"
"No","2010","Hesse","(2c_voc) vocational maturity certificate","87","0.723716846561566","0.64053124820146","0.806902444921671"
"No","2010","Hesse","(3a) lower tertiary education","79","0.874387593650189","0.806295661761567","0.94247952553881"
"No","2010","Hesse","(3b) higher tertiary education","170","0.839782446021907","0.790171570848606","0.889393321195209"
"No","2010","Rhineland-Palatinate,Saarland","(0) in school","13","","",""
"No","2010","Rhineland-Palatinate,Saarland","(1a) inadequately completed","4","","",""
"No","2010","Rhineland-Palatinate,Saarland","(1b) general elementary school","94","0.788514819810941","0.718317373277938","0.858712266343944"
"No","2010","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","233","0.739899014715819","0.692567724382763","0.787230305048875"
"No","2010","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","15","","",""
"No","2010","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","101","0.682192371443318","0.610929756395047","0.753454986491589"
"No","2010","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","26","","",""
"No","2010","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","56","0.72395262512508","0.617699791967597","0.830205458282562"
