"ple0098_v5","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2001","Saxony","secondary school degree","49","0.0722955314309328","0.0534831856433588","0.0911078772185068"
"Yes","2001","Saxony","college entrance qualification","13","","",""
"Yes","2001","Saxony","Other degree","","","",""
"Yes","2001","Saxony","no degree/no degree yet","6","","",""
"Yes","2001","Saxony-Anhalt","lower secondary degree","5","","",""
"Yes","2001","Saxony-Anhalt","secondary school degree","16","","",""
"Yes","2001","Saxony-Anhalt","college entrance qualification","14","","",""
"Yes","2001","Saxony-Anhalt","Other degree","","","",""
"Yes","2001","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Yes","2001","Thuringia","lower secondary degree","2","","",""
"Yes","2001","Thuringia","secondary school degree","18","","",""
"Yes","2001","Thuringia","college entrance qualification","7","","",""
"Yes","2001","Thuringia","Other degree","","","",""
"Yes","2001","Thuringia","no degree/no degree yet","1","","",""
"No","2001","Schleswig-Holstein","lower secondary degree","260","0.938257963430074","0.909914050096822","0.966601876763325"
"No","2001","Schleswig-Holstein","secondary school degree","131","0.901478494483866","0.852633138676826","0.950323850290907"
"No","2001","Schleswig-Holstein","college entrance qualification","65","0.775276275549625","0.684933407445554","0.865619143653696"
"No","2001","Schleswig-Holstein","Other degree","23","","",""
"No","2001","Schleswig-Holstein","no degree/no degree yet","24","","",""
"No","2001","Hamburg","lower secondary degree","77","0.983785379679764","0.955934551160728","1.0116362081988"
"No","2001","Hamburg","secondary school degree","66","0.896091146054141","0.828373296188439","0.963808995919843"
"No","2001","Hamburg","college entrance qualification","51","0.946885533762915","0.887617311918158","1.00615375560767"
"No","2001","Hamburg","Other degree","9","","",""
"No","2001","Hamburg","no degree/no degree yet","5","","",""
"No","2001","Lower Saxony","lower secondary degree","682","0.926419598433692","0.907492922488649","0.945346274378734"
"No","2001","Lower Saxony","secondary school degree","429","0.892160921218363","0.864412571776379","0.919909270660346"
"No","2001","Lower Saxony","college entrance qualification","213","0.810248625176056","0.762495716944088","0.858001533408024"
"No","2001","Lower Saxony","Other degree","90","0.979618574285113","0.950900692564445","1.00833645600578"
"No","2001","Lower Saxony","no degree/no degree yet","69","0.90497389697022","0.837703165969911","0.972244627970529"
"No","2001","Bremen","lower secondary degree","53","0.929537529344621","0.863673773558745","0.995401285130496"
"No","2001","Bremen","secondary school degree","34","0.855180932770646","0.743289155989206","0.967072709552086"
"No","2001","Bremen","college entrance qualification","31","0.902678297801351","0.801552381476267","1.00380421412643"
"No","2001","Bremen","Other degree","15","","",""
"No","2001","Bremen","no degree/no degree yet","3","","",""
"No","2001","North Rhine-Westphalia","lower secondary degree","1632","0.898296460268197","0.884367885300335","0.912225035236059"
"No","2001","North Rhine-Westphalia","secondary school degree","724","0.805941105266992","0.779616796731478","0.832265413802506"
"No","2001","North Rhine-Westphalia","college entrance qualification","603","0.768474223790654","0.738796433799575","0.798152013781732"
"No","2001","North Rhine-Westphalia","Other degree","363","0.983407979779051","0.970374769384541","0.996441190173561"
"No","2001","North Rhine-Westphalia","no degree/no degree yet","188","0.967275525185475","0.942304163354187","0.992246887016763"
"No","2001","Hesse","lower secondary degree","497","0.946696528681142","0.927481033615581","0.965912023746702"
"No","2001","Hesse","secondary school degree","296","0.880723503702078","0.84591196626194","0.915535041142216"
"No","2001","Hesse","college entrance qualification","190","0.834292365322726","0.785923538231021","0.882661192414431"
"No","2001","Hesse","Other degree","141","0.979417359266481","0.956146387584196","1.00268833094876"
"No","2001","Hesse","no degree/no degree yet","60","0.953107796135506","0.900055460722468","1.00616013154854"
"No","2001","Rhineland-Palatinate,Saarland","lower secondary degree","594","0.939168261537985","0.920474138923091","0.957862384152879"
"No","2001","Rhineland-Palatinate,Saarland","secondary school degree","223","0.913994939396102","0.879170645756461","0.948819233035743"
"No","2001","Rhineland-Palatinate,Saarland","college entrance qualification","121","0.895112300144834","0.843038015358642","0.947186584931026"
"No","2001","Rhineland-Palatinate,Saarland","Other degree","102","1","1","1"
"No","2001","Rhineland-Palatinate,Saarland","no degree/no degree yet","45","0.928698369239715","0.855901191052918","1.00149554742651"
"No","2001","Baden-Württemberg","lower secondary degree","923","0.912169360623011","0.894643675986083","0.92969504525994"
"No","2001","Baden-Württemberg","secondary school degree","409","0.785316562109556","0.749610834797943","0.821022289421169"
"No","2001","Baden-Württemberg","college entrance qualification","288","0.768469285900543","0.724713897248817","0.812224674552269"
"No","2001","Baden-Württemberg","Other degree","297","0.950116944594635","0.925764421807845","0.974469467381424"
"No","2001","Baden-Württemberg","no degree/no degree yet","105","0.96530187915219","0.930944550005514","0.999659208298867"
"No","2001","Bavaria","lower secondary degree","1256","0.926477839287225","0.912617106661421","0.940338571913029"
"No","2001","Bavaria","secondary school degree","528","0.808136555853554","0.777461544627556","0.838811567079553"
"No","2001","Bavaria","college entrance qualification","313","0.809318833134215","0.770129473910364","0.848508192358065"
"No","2001","Bavaria","Other degree","165","0.978169502031925","0.956138024754277","1.00020097930957"
"No","2001","Bavaria","no degree/no degree yet","67","0.884928810419116","0.811220015401979","0.958637605436253"
"No","2001","Berlin","lower secondary degree","156","0.927424815570607","0.887958418841075","0.96689121230014"
"No","2001","Berlin","secondary school degree","237","0.928904188008143","0.89742412607029","0.960384249945997"
"No","2001","Berlin","college entrance qualification","173","0.898209377627708","0.856198260495956","0.940220494759461"
"No","2001","Berlin","Other degree","34","0.98712562866281","0.949777977103023","1.0244732802226"
"No","2001","Berlin","no degree/no degree yet","32","0.913347549111528","0.820146129347729","1.00654896887533"
"No","2001","Brandenburg","lower secondary degree","290","0.98395051555581","0.969658711994613","0.998242319117008"
"No","2001","Brandenburg","secondary school degree","393","0.942551199453479","0.920054431014554","0.965047967892403"
"No","2001","Brandenburg","college entrance qualification","145","0.899781054868759","0.853395955748815","0.946166153988704"
"No","2001","Brandenburg","Other degree","11","","",""
"No","2001","Brandenburg","no degree/no degree yet","23","","",""
"No","2001","Mecklenburg-Western Pomerania","lower secondary degree","141","0.989236356483238","0.972323780537219","1.00614893242926"
"No","2001","Mecklenburg-Western Pomerania","secondary school degree","232","0.956407101572472","0.930574286259286","0.982239916885659"
"No","2001","Mecklenburg-Western Pomerania","college entrance qualification","66","0.970534621213196","0.930633502151413","1.01043574027498"
"No","2001","Mecklenburg-Western Pomerania","Other degree","6","","",""
"No","2001","Mecklenburg-Western Pomerania","no degree/no degree yet","9","","",""
"No","2001","Saxony","lower secondary degree","493","0.986847126899405","0.976880883533817","0.996813370264994"
"No","2001","Saxony","secondary school degree","679","0.927704468569067","0.908892122781493","0.946516814356641"
"No","2001","Saxony","college entrance qualification","248","0.949628743525134","0.92309514490667","0.976162342143598"
"No","2001","Saxony","Other degree","15","","",""
"No","2001","Saxony","no degree/no degree yet","35","0.916616108808105","0.831992608667795","1.00123960894841"
"No","2001","Saxony-Anhalt","lower secondary degree","347","0.98712490884144","0.975347819461724","0.998901998221156"
"No","2001","Saxony-Anhalt","secondary school degree","378","0.947959367928989","0.926027979700024","0.969890756157954"
"No","2001","Saxony-Anhalt","college entrance qualification","159","0.929128286056195","0.890889918077061","0.96736665403533"
"No","2001","Saxony-Anhalt","Other degree","10","","",""
"No","2001","Saxony-Anhalt","no degree/no degree yet","30","0.985779209973824","0.944100052295552","1.0274583676521"
"No","2001","Thuringia","lower secondary degree","343","0.994047584340455","0.985930711246589","1.00216445743432"
"No","2001","Thuringia","secondary school degree","386","0.967812745105006","0.950602183325501","0.985023306884511"
"No","2001","Thuringia","college entrance qualification","114","0.924433745668612","0.877340648998055","0.971526842339169"
"No","2001","Thuringia","Other degree","4","","",""
"No","2001","Thuringia","no degree/no degree yet","37","0.97618884809395","0.927714339344271","1.02466335684363"
"Yes","2002","Schleswig-Holstein","lower secondary degree","18","","",""
"Yes","2002","Schleswig-Holstein","secondary school degree","16","","",""
"Yes","2002","Schleswig-Holstein","college entrance qualification","26","","",""
"Yes","2002","Schleswig-Holstein","Other degree","1","","",""
"Yes","2002","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Yes","2002","Hamburg","lower secondary degree","3","","",""
"Yes","2002","Hamburg","secondary school degree","14","","",""
"Yes","2002","Hamburg","college entrance qualification","9","","",""
"Yes","2002","Hamburg","Other degree","1","","",""
"Yes","2002","Hamburg","no degree/no degree yet","","","",""
"Yes","2002","Lower Saxony","lower secondary degree","58","0.0648394380789688","0.0467012385506433","0.0829776376072943"
"Yes","2002","Lower Saxony","secondary school degree","79","0.137807134227823","0.107743570175701","0.167870698279946"
"Yes","2002","Lower Saxony","college entrance qualification","54","0.17781670682689","0.133580513450838","0.222052900202943"
"Yes","2002","Lower Saxony","Other degree","2","","",""
"Yes","2002","Lower Saxony","no degree/no degree yet","4","","",""
"Yes","2002","Bremen","lower secondary degree","4","","",""
"Yes","2002","Bremen","secondary school degree","6","","",""
"Yes","2002","Bremen","college entrance qualification","2","","",""
"Yes","2002","Bremen","Other degree","","","",""
"Yes","2002","Bremen","no degree/no degree yet","","","",""
"Yes","2002","North Rhine-Westphalia","lower secondary degree","168","0.0963884247578366","0.0823676617878576","0.110409187727816"
"Yes","2002","North Rhine-Westphalia","secondary school degree","156","0.184140146036826","0.158472971653775","0.209807320419876"
"Yes","2002","North Rhine-Westphalia","college entrance qualification","234","0.22304281066328","0.195507277343874","0.250578343982687"
"Yes","2002","North Rhine-Westphalia","Other degree","12","","",""
"Yes","2002","North Rhine-Westphalia","no degree/no degree yet","18","","",""
"Yes","2002","Hesse","lower secondary degree","31","0.0599155285286952","0.0391129952387532","0.0807180618186373"
"Yes","2002","Hesse","secondary school degree","54","0.128750188377865","0.0939101038774403","0.163590272878289"
"Yes","2002","Hesse","college entrance qualification","62","0.181723006399954","0.137719000927232","0.225727011872676"
"Yes","2002","Hesse","Other degree","3","","",""
"Yes","2002","Hesse","no degree/no degree yet","2","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","lower secondary degree","36","0.0604320336369317","0.0414288079103432","0.0794352593635202"
"Yes","2002","Rhineland-Palatinate,Saarland","secondary school degree","37","0.0910258274625457","0.0555815669513473","0.126470087973744"
"Yes","2002","Rhineland-Palatinate,Saarland","college entrance qualification","29","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","Other degree","4","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","5","","",""
"Yes","2002","Baden-Württemberg","lower secondary degree","107","0.112817220405219","0.0927835932953915","0.132850847515046"
"Yes","2002","Baden-Württemberg","secondary school degree","118","0.219427724292696","0.185119795692077","0.253735652893316"
"Yes","2002","Baden-Württemberg","college entrance qualification","96","0.229496652063748","0.189611652122417","0.269381652005079"
"Yes","2002","Baden-Württemberg","Other degree","14","","",""
"Yes","2002","Baden-Württemberg","no degree/no degree yet","5","","",""
"Yes","2002","Bavaria","lower secondary degree","134","0.104729102359359","0.0879215712863114","0.121536633432407"
