"ple0098_v5","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2012","North Rhine-Westphalia","vocational + Abi","166","0.284409614179895","0.245446930593398","0.323372297766392"
"Yes","2012","North Rhine-Westphalia","higher vocational","88","0.32432863254483","0.2666455801615","0.38201168492816"
"Yes","2012","North Rhine-Westphalia","higher education","258","0.373389095532916","0.336871856673275","0.409906334392558"
"Yes","2012","Hesse","in school","3","","",""
"Yes","2012","Hesse","inadequately","1","","",""
"Yes","2012","Hesse","general elemantary","24","","",""
"Yes","2012","Hesse","middle vocational","189","0.235508179745836","0.204956970379248","0.266059389112424"
"Yes","2012","Hesse","vocational + Abi","54","0.293825831650875","0.221171666299143","0.366479997002607"
"Yes","2012","Hesse","higher vocational","16","","",""
"Yes","2012","Hesse","higher education","98","0.234959335588526","0.188936019895457","0.280982651281594"
"Yes","2012","Rhineland-Palatinate,Saarland","in school","3","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","general elemantary","15","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","middle vocational","164","0.234682643741204","0.203465531243943","0.265899756238464"
"Yes","2012","Rhineland-Palatinate,Saarland","vocational + Abi","29","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","higher vocational","25","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","higher education","48","0.292755066224031","0.221121037913511","0.36438909453455"
"Yes","2012","Baden-Württemberg","in school","4","","",""
"Yes","2012","Baden-Württemberg","inadequately","1","","",""
"Yes","2012","Baden-Württemberg","general elemantary","48","0.126983196306726","0.0938535608596008","0.160112831753852"
"Yes","2012","Baden-Württemberg","middle vocational","400","0.28489313239421","0.261367037151995","0.308419227636424"
"Yes","2012","Baden-Württemberg","vocational + Abi","67","0.29053670054192","0.228837165567852","0.352236235515988"
"Yes","2012","Baden-Württemberg","higher vocational","64","0.383904045764029","0.314569015117526","0.453239076410531"
"Yes","2012","Baden-Württemberg","higher education","208","0.378410971101309","0.336153221781727","0.420668720420892"
"Yes","2012","Bavaria","in school","2","","",""
"Yes","2012","Bavaria","inadequately","3","","",""
"Yes","2012","Bavaria","general elemantary","69","0.12127143764706","0.0911437045937648","0.151399170700355"
"Yes","2012","Bavaria","middle vocational","608","0.282096311941843","0.26279838457823","0.301394239305456"
"Yes","2012","Bavaria","vocational + Abi","67","0.243121381122969","0.188276151956384","0.297966610289554"
"Yes","2012","Bavaria","higher vocational","85","0.261832390158681","0.208394341071789","0.315270439245573"
"Yes","2012","Bavaria","higher education","196","0.349289264773268","0.308739584398435","0.389838945148102"
"Yes","2012","Berlin","in school","3","","",""
"Yes","2012","Berlin","inadequately","1","","",""
"Yes","2012","Berlin","general elemantary","9","","",""
"Yes","2012","Berlin","middle vocational","67","0.172864443175888","0.13459310584084","0.211135780510936"
"Yes","2012","Berlin","vocational + Abi","13","","",""
"Yes","2012","Berlin","higher vocational","14","","",""
"Yes","2012","Berlin","higher education","82","0.321839046221898","0.268436719126091","0.375241373317705"
"Yes","2012","Brandenburg","in school","","","",""
"Yes","2012","Brandenburg","inadequately","","","",""
"Yes","2012","Brandenburg","general elemantary","6","","",""
"Yes","2012","Brandenburg","middle vocational","81","0.14390514897533","0.114135304094312","0.173674993856348"
"Yes","2012","Brandenburg","vocational + Abi","13","","",""
"Yes","2012","Brandenburg","higher vocational","9","","",""
"Yes","2012","Brandenburg","higher education","54","0.199315737627574","0.147910716688103","0.250720758567046"
"Yes","2012","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","general elemantary","2","","",""
"Yes","2012","Mecklenburg-Western Pomerania","middle vocational","36","0.102169590875342","0.0698332314792097","0.134505950271474"
"Yes","2012","Mecklenburg-Western Pomerania","vocational + Abi","5","","",""
"Yes","2012","Mecklenburg-Western Pomerania","higher vocational","11","","",""
"Yes","2012","Mecklenburg-Western Pomerania","higher education","25","","",""
"Yes","2012","Saxony","in school","2","","",""
"Yes","2012","Saxony","inadequately","","","",""
"Yes","2012","Saxony","general elemantary","10","","",""
"Yes","2012","Saxony","middle vocational","138","0.124773179361426","0.103934007444015","0.145612351278838"
"Yes","2012","Saxony","vocational + Abi","24","","",""
"Yes","2012","Saxony","higher vocational","22","","",""
"Yes","2012","Saxony","higher education","101","0.249867387172059","0.207755094524525","0.291979679819593"
"Yes","2012","Saxony-Anhalt","in school","1","","",""
"Yes","2012","Saxony-Anhalt","inadequately","","","",""
"Yes","2012","Saxony-Anhalt","general elemantary","3","","",""
"Yes","2012","Saxony-Anhalt","middle vocational","57","0.100935492675583","0.0756675926519734","0.126203392699192"
"Yes","2012","Saxony-Anhalt","vocational + Abi","10","","",""
"Yes","2012","Saxony-Anhalt","higher vocational","7","","",""
"Yes","2012","Saxony-Anhalt","higher education","42","0.218489560382622","0.160932549281336","0.276046571483908"
"Yes","2012","Thuringia","in school","","","",""
"Yes","2012","Thuringia","inadequately","","","",""
"Yes","2012","Thuringia","general elemantary","","","",""
"Yes","2012","Thuringia","middle vocational","57","0.0780538386465224","0.0570229319954979","0.0990847452975469"
"Yes","2012","Thuringia","vocational + Abi","11","","",""
"Yes","2012","Thuringia","higher vocational","9","","",""
"Yes","2012","Thuringia","higher education","48","0.293368693136399","0.227581326904608","0.359156059368191"
"No","2012","Schleswig-Holstein","in school","18","","",""
"No","2012","Schleswig-Holstein","inadequately","15","","",""
"No","2012","Schleswig-Holstein","general elemantary","97","0.959520862252181","0.921824774579349","0.997216949925013"
"No","2012","Schleswig-Holstein","middle vocational","367","0.804044678760061","0.767928006974886","0.840161350545237"
"No","2012","Schleswig-Holstein","vocational + Abi","54","0.658783651186215","0.553566361174988","0.764000941197441"
"No","2012","Schleswig-Holstein","higher vocational","42","0.813882544360127","0.71194633071556","0.915818758004693"
"No","2012","Schleswig-Holstein","higher education","81","0.691093801026474","0.60552392747828","0.776663674574668"
"No","2012","Hamburg","in school","5","","",""
"No","2012","Hamburg","inadequately","1","","",""
"No","2012","Hamburg","general elemantary","35","0.987792688312295","0.951921995815454","1.02366338080914"
"No","2012","Hamburg","middle vocational","125","0.740440981508528","0.674540753705355","0.806341209311701"
"No","2012","Hamburg","vocational + Abi","21","","",""
"No","2012","Hamburg","higher vocational","17","","",""
"No","2012","Hamburg","higher education","64","0.754903143970783","0.663992789184785","0.845813498756782"
"No","2012","Lower Saxony","in school","38","0.815907369545209","0.700068984874502","0.931745754215915"
"No","2012","Lower Saxony","inadequately","37","1","1","1"
"No","2012","Lower Saxony","general elemantary","300","0.936234920147193","0.909589001254756","0.96288083903963"
"No","2012","Lower Saxony","middle vocational","936","0.780879384523591","0.757658442374494","0.804100326672688"
"No","2012","Lower Saxony","vocational + Abi","104","0.613193297147686","0.537730344348184","0.688656249947188"
"No","2012","Lower Saxony","higher vocational","84","0.746046248238988","0.670044600079293","0.822047896398683"
"No","2012","Lower Saxony","higher education","182","0.625642469783313","0.56875297320666","0.682531966359965"
"No","2012","Bremen","in school","2","","",""
"No","2012","Bremen","inadequately","5","","",""
"No","2012","Bremen","general elemantary","15","","",""
"No","2012","Bremen","middle vocational","67","0.957903003695697","0.914171752437851","1.00163425495354"
"No","2012","Bremen","vocational + Abi","8","","",""
"No","2012","Bremen","higher vocational","4","","",""
"No","2012","Bremen","higher education","28","","",""
"No","2012","North Rhine-Westphalia","in school","92","0.929496443006525","0.881216628429825","0.977776257583225"
"No","2012","North Rhine-Westphalia","inadequately","112","0.999401130598218","0.994890421190664","1.00391184000577"
"No","2012","North Rhine-Westphalia","general elemantary","631","0.913687701359562","0.892611558452764","0.93476384426636"
"No","2012","North Rhine-Westphalia","middle vocational","1797","0.79779480333363","0.781221071740826","0.814368534926434"
"No","2012","North Rhine-Westphalia","vocational + Abi","349","0.715590385820105","0.676627702233607","0.754553069406602"
"No","2012","North Rhine-Westphalia","higher vocational","165","0.67567136745517","0.61798831507184","0.7333544198385"
"No","2012","North Rhine-Westphalia","higher education","416","0.626610904467084","0.590093665607442","0.663128143326725"
"No","2012","Hesse","in school","41","0.935097870971661","0.862306523540992","1.00788921840233"
"No","2012","Hesse","inadequately","32","0.984037484641893","0.941276508935913","1.02679846034787"
"No","2012","Hesse","general elemantary","163","0.85336831702214","0.802668142442826","0.904068491601454"
"No","2012","Hesse","middle vocational","552","0.764491820254164","0.733940610887576","0.795043029620752"
"No","2012","Hesse","vocational + Abi","97","0.706174168349125","0.633520002997393","0.778828333700857"
"No","2012","Hesse","higher vocational","61","0.828010080476589","0.74372086005943","0.912299300893748"
"No","2012","Hesse","higher education","228","0.765040664411474","0.719017348718406","0.811063980104543"
"No","2012","Rhineland-Palatinate,Saarland","in school","18","","",""
"No","2012","Rhineland-Palatinate,Saarland","inadequately","24","","",""
"No","2012","Rhineland-Palatinate,Saarland","general elemantary","193","0.926315275656082","0.890810680241593","0.96181987107057"
"No","2012","Rhineland-Palatinate,Saarland","middle vocational","544","0.765317356258796","0.734100243761536","0.796534468756057"
"No","2012","Rhineland-Palatinate,Saarland","vocational + Abi","72","0.764452164281533","0.681695663211578","0.847208665351488"
"No","2012","Rhineland-Palatinate,Saarland","higher vocational","57","0.685040511268079","0.584503344832913","0.785577677703246"
"No","2012","Rhineland-Palatinate,Saarland","higher education","107","0.707244933775969","0.63561090546545","0.778878962086489"
"No","2012","Baden-Württemberg","in school","49","0.892576694870534","0.809211996526973","0.975941393214095"
"No","2012","Baden-Württemberg","inadequately","39","0.948546346876145","0.880083417067148","1.01700927668514"
"No","2012","Baden-Württemberg","general elemantary","340","0.873016803693274","0.839887168246148","0.906146439140399"
"No","2012","Baden-Württemberg","middle vocational","1014","0.71510686760579","0.691580772363576","0.738632962848005"
"No","2012","Baden-Württemberg","vocational + Abi","141","0.70946329945808","0.647763764484013","0.771162834432148"
"No","2012","Baden-Württemberg","higher vocational","125","0.616095954235971","0.546760923589469","0.685430984882474"
"No","2012","Baden-Württemberg","higher education","298","0.621589028898691","0.579331279579108","0.663846778218273"
"No","2012","Bavaria","in school","33","0.972479908434997","0.918282399595495","1.0266774172745"
"No","2012","Bavaria","inadequately","45","0.935727383712461","0.866350445199241","1.00510432222568"
"No","2012","Bavaria","general elemantary","382","0.87872856235294","0.848600829299645","0.908856295406235"
"No","2012","Bavaria","middle vocational","1481","0.717903688058157","0.698605760694544","0.73720161542177"
"No","2012","Bavaria","vocational + Abi","168","0.756878618877031","0.702033389710446","0.811723848043616"
"No","2012","Bavaria","higher vocational","175","0.738167609841319","0.684729560754427","0.791605658928211"
"No","2012","Bavaria","higher education","335","0.650710735226732","0.610161054851899","0.691260415601565"
"No","2012","Berlin","in school","10","","",""
"No","2012","Berlin","inadequately","13","","",""
"No","2012","Berlin","general elemantary","52","0.774030627418096","0.669079517428212","0.878981737407979"
"No","2012","Berlin","middle vocational","308","0.827135556824112","0.788864219489064","0.86540689415916"
"No","2012","Berlin","vocational + Abi","41","0.730193705520117","0.611808810806591","0.848578600233644"
"No","2012","Berlin","higher vocational","46","0.815081409507467","0.716847088660965","0.91331573035397"
"No","2012","Berlin","higher education","212","0.678160953778102","0.624758626682295","0.731563280873909"
"No","2012","Brandenburg","in school","9","","",""
"No","2012","Brandenburg","inadequately","8","","",""
"No","2012","Brandenburg","general elemantary","76","0.965457811211947","0.925931822537115","1.00498379988678"
"No","2012","Brandenburg","middle vocational","453","0.85609485102467","0.826325006143652","0.885864695905688"
