"ple0098_v5","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2018","Couple + C. GT 16 ","general elemantary","298","0.938058466612002","0.911647820143634","0.964469113080371","2"
"No","2018","Couple + C. GT 16 ","middle vocational","1050","0.782612959757892","0.7603618606609","0.804864058854884","2"
"No","2018","Couple + C. GT 16 ","vocational + Abi","163","0.794463366917594","0.740944416113087","0.8479823177221","2"
"No","2018","Couple + C. GT 16 ","higher vocational","107","0.634160523554778","0.559292836877214","0.709028210232343","2"
"No","2018","Couple + C. GT 16 ","higher education","253","0.661927496219444","0.613856097700735","0.709998894738153","2"
"No","2018","Couple + C. LE and GT 16","in school","111","0.925481274986347","0.878098159423681","0.972864390549013","2"
"No","2018","Couple + C. LE and GT 16","inadequately","64","0.974700085515264","0.936814748760809","1.01258542226972","2"
"No","2018","Couple + C. LE and GT 16","general elemantary","300","0.932824964616331","0.905355083392877","0.960294845839786","2"
"No","2018","Couple + C. LE and GT 16","middle vocational","671","0.831311464232037","0.805394413670394","0.85722851479368","2"
"No","2018","Couple + C. LE and GT 16","vocational + Abi","128","0.665270473951326","0.595354694700101","0.735186253202551","2"
"No","2018","Couple + C. LE and GT 16","higher vocational","67","0.680261847913986","0.58647939753442","0.774044298293552","2"
"No","2018","Couple + C. LE and GT 16","higher education","175","0.68576953411243","0.627995128127428","0.743543940097433","2"
"Yes","2018","Couple + C. LE 16 ","general elemantary","29","","","","1"
"Yes","2018","Couple + C. LE 16 ","middle vocational","450","0.227438399018099","0.208956224153703","0.245920573882496","1"
"Yes","2018","Couple + C. LE 16 ","vocational + Abi","179","0.338472684943373","0.301225972148397","0.375719397738348","1"
"Yes","2018","Couple + C. LE 16 ","higher vocational","84","0.393883884736159","0.331279870124515","0.456487899347803","1"
"Yes","2018","Couple + C. LE 16 ","higher education","377","0.313623930055799","0.288856051580151","0.338391808531446","1"
"Yes","2018","Single parent ","in school","9","","","","1"
"Yes","2018","Single parent ","inadequately","3","","","","1"
"Yes","2018","Single parent ","general elemantary","23","","","","1"
"Yes","2018","Single parent ","middle vocational","173","0.176239979100144","0.152086943772963","0.200393014427325","1"
"Yes","2018","Single parent ","vocational + Abi","41","0.292430871503263","0.22740813937171","0.357453603634817","1"
"Yes","2018","Single parent ","higher vocational","13","","","","1"
"Yes","2018","Single parent ","higher education","65","0.216450856068339","0.164883148784895","0.268018563351784","1"
"Yes","2018","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2018","Couple + C. LE 16 ","inadequately","3","","","","1"
"Yes","2018","Couple + C. GT 16 ","vocational + Abi","56","0.205536633082406","0.1520176822779","0.259055583886913","1"
"Yes","2018","Couple + C. GT 16 ","higher vocational","52","0.365839476445222","0.290971789767657","0.440707163122786","1"
"Yes","2018","Couple + C. GT 16 ","higher education","119","0.338072503780556","0.290001105261847","0.386143902299265","1"
"Yes","2018","Couple + C. LE and GT 16","in school","7","","","","1"
"Yes","2018","1-pers.-HH","in school","","","","","1"
"Yes","2018","1-pers.-HH","inadequately","1","","","","1"
"Yes","2018","1-pers.-HH","general elemantary","40","0.0997694867812985","0.0719870673763923","0.127551906186205","1"
"Yes","2018","1-pers.-HH","middle vocational","313","0.183174587737626","0.165354656032008","0.200994519443244","1"
"Yes","2018","1-pers.-HH","vocational + Abi","68","0.263784461243949","0.212889013260109","0.314679909227788","1"
"Yes","2018","1-pers.-HH","higher vocational","56","0.290919704396633","0.227334754605945","0.354504654187322","1"
"Yes","2018","1-pers.-HH","higher education","190","0.258606708411183","0.227578150426009","0.289635266396357","1"
"Yes","2018","(Married) couple without C. ","in school","1","","","","1"
"Yes","2018","(Married) couple without C. ","inadequately","1","","","","1"
"Yes","2018","Couple + C. GT 16 ","middle vocational","270","0.217387040242108","0.195135941145116","0.2396381393391","1"
"Yes","2018","(Married) couple without C. ","vocational + Abi","131","0.277744898888659","0.237035942482211","0.318453855295108","1"
"Yes","2018","Couple + C. LE and GT 16","higher education","73","0.31423046588757","0.256456059902567","0.372004871872572","1"
"Yes","2018","(Married) couple without C. ","middle vocational","862","0.255638978209399","0.241226329353217","0.270051627065581","1"
"Yes","2018","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","2018","Couple + C. LE and GT 16","middle vocational","131","0.168688535767963","0.14277148520632","0.194605586329606","1"
"Yes","2018","Couple + C. GT 16 ","in school","9","","","","1"
"Yes","2018","Couple + C. GT 16 ","inadequately","1","","","","1"
"Yes","2018","(Married) couple without C. ","higher vocational","127","0.238233953600288","0.20004420693855","0.276423700262026","1"
"Yes","2018","(Married) couple without C. ","general elemantary","76","0.141984854467612","0.113381394897507","0.170588314037718","1"
"Yes","2018","Couple + C. GT 16 ","general elemantary","22","","","","1"
"Yes","2018","(Married) couple without C. ","higher education","497","0.322660270137023","0.299250630408191","0.346069909865855","1"
"Yes","2018","Couple + C. LE and GT 16","general elemantary","19","","","","1"
"Yes","2018","Couple + C. LE and GT 16","vocational + Abi","47","0.334729526048674","0.264813746797449","0.404645305299899","1"
"Yes","2018","Couple + C. LE and GT 16","higher vocational","28","","","","1"
