"plj0587","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very often","2019","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Very often","2019","Baden-Württemberg","1-pers.-HH","","","",""
"Very often","2019","Baden-Württemberg","(Married) couple without C. ","","","",""
"Very often","2019","Baden-Württemberg","Single parent ","","","",""
"Very often","2019","Baden-Württemberg","Couple + C. LE 16 ","1","","",""
"Very often","2019","Baden-Württemberg","Couple + C. GT 16 ","1","","",""
"Very often","2019","Baden-Württemberg","Couple + C. LE and GT 16","1","","",""
"Very often","2019","Bavaria","1-pers.-HH","","","",""
"Very often","2019","Bavaria","(Married) couple without C. ","2","","",""
"Very often","2019","Bavaria","Single parent ","","","",""
"Very often","2019","Bavaria","Couple + C. LE 16 ","","","",""
"Very often","2019","Bavaria","Couple + C. GT 16 ","","","",""
"Very often","2019","Bavaria","Couple + C. LE and GT 16","3","","",""
"Very often","2019","Berlin","1-pers.-HH","","","",""
"Very often","2019","Berlin","(Married) couple without C. ","","","",""
"Very often","2019","Berlin","Single parent ","","","",""
"Very often","2019","Berlin","Couple + C. LE 16 ","","","",""
"Very often","2019","Berlin","Couple + C. GT 16 ","","","",""
"Very often","2019","Berlin","Couple + C. LE and GT 16","","","",""
"Very often","2019","Brandenburg","1-pers.-HH","","","",""
"Very often","2019","Brandenburg","(Married) couple without C. ","","","",""
"Very often","2019","Brandenburg","Single parent ","","","",""
"Very often","2019","Brandenburg","Couple + C. LE 16 ","","","",""
"Very often","2019","Brandenburg","Couple + C. GT 16 ","","","",""
"Very often","2019","Brandenburg","Couple + C. LE and GT 16","2","","",""
"Very often","2019","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Very often","2019","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Very often","2019","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Very often","2019","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Very often","2019","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Very often","2019","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Very often","2019","Saxony","1-pers.-HH","","","",""
"Very often","2019","Saxony","(Married) couple without C. ","","","",""
"Very often","2019","Saxony","Single parent ","","","",""
"Very often","2019","Saxony","Couple + C. LE 16 ","","","",""
"Very often","2019","Saxony","Couple + C. GT 16 ","","","",""
"Very often","2019","Saxony","Couple + C. LE and GT 16","","","",""
"Very often","2019","Saxony-Anhalt","1-pers.-HH","1","","",""
"Very often","2019","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Very often","2019","Saxony-Anhalt","Single parent ","","","",""
"Very often","2019","Saxony-Anhalt","Couple + C. LE 16 ","1","","",""
"Very often","2019","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Very often","2019","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Very often","2019","Thuringia","1-pers.-HH","","","",""
"Very often","2019","Thuringia","(Married) couple without C. ","","","",""
"Very often","2019","Thuringia","Single parent ","","","",""
"Very often","2019","Thuringia","Couple + C. LE 16 ","","","",""
"Very often","2019","Thuringia","Couple + C. GT 16 ","","","",""
"Very often","2019","Thuringia","Couple + C. LE and GT 16","","","",""
"Often","2019","Schleswig-Holstein","1-pers.-HH","","","",""
"Often","2019","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Often","2019","Schleswig-Holstein","Single parent ","","","",""
"Often","2019","Schleswig-Holstein","Couple + C. LE 16 ","1","","",""
"Often","2019","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Often","2019","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Often","2019","Hamburg","1-pers.-HH","","","",""
"Often","2019","Hamburg","(Married) couple without C. ","","","",""
"Often","2019","Hamburg","Single parent ","","","",""
"Often","2019","Hamburg","Couple + C. LE 16 ","","","",""
"Often","2019","Hamburg","Couple + C. GT 16 ","","","",""
"Often","2019","Hamburg","Couple + C. LE and GT 16","","","",""
"Often","2019","Lower Saxony","1-pers.-HH","","","",""
"Often","2019","Lower Saxony","(Married) couple without C. ","3","","",""
"Often","2019","Lower Saxony","Single parent ","","","",""
"Often","2019","Lower Saxony","Couple + C. LE 16 ","5","","",""
"Often","2019","Lower Saxony","Couple + C. GT 16 ","3","","",""
"Often","2019","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Often","2019","Bremen","1-pers.-HH","","","",""
"Often","2019","Bremen","(Married) couple without C. ","","","",""
"Often","2019","Bremen","Single parent ","","","",""
"Often","2019","Bremen","Couple + C. LE 16 ","1","","",""
"Often","2019","Bremen","Couple + C. GT 16 ","","","",""
"Often","2019","Bremen","Couple + C. LE and GT 16","2","","",""
"Often","2019","North Rhine-Westphalia","1-pers.-HH","","","",""
"Often","2019","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Often","2019","North Rhine-Westphalia","Single parent ","","","",""
"Often","2019","North Rhine-Westphalia","Couple + C. LE 16 ","9","","",""
"Often","2019","North Rhine-Westphalia","Couple + C. GT 16 ","4","","",""
"Often","2019","North Rhine-Westphalia","Couple + C. LE and GT 16","3","","",""
"Often","2019","Hesse","1-pers.-HH","","","",""
"Often","2019","Hesse","(Married) couple without C. ","1","","",""
"Often","2019","Hesse","Single parent ","","","",""
"Often","2019","Hesse","Couple + C. LE 16 ","1","","",""
"Often","2019","Hesse","Couple + C. GT 16 ","2","","",""
"Often","2019","Hesse","Couple + C. LE and GT 16","","","",""
"Often","2019","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Often","2019","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Often","2019","Rhineland-Palatinate,Saarland","Single parent ","3","","",""
"Often","2019","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Often","2019","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Often","2019","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Often","2019","Baden-Württemberg","1-pers.-HH","","","",""
"Often","2019","Baden-Württemberg","(Married) couple without C. ","","","",""
"Often","2019","Baden-Württemberg","Single parent ","","","",""
"Often","2019","Baden-Württemberg","Couple + C. LE 16 ","2","","",""
"Often","2019","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Often","2019","Baden-Württemberg","Couple + C. LE and GT 16","4","","",""
"Often","2019","Bavaria","1-pers.-HH","","","",""
"Often","2019","Bavaria","(Married) couple without C. ","","","",""
"Often","2019","Bavaria","Single parent ","","","",""
"Often","2019","Bavaria","Couple + C. LE 16 ","2","","",""
"Often","2019","Bavaria","Couple + C. GT 16 ","","","",""
"Often","2019","Bavaria","Couple + C. LE and GT 16","4","","",""
"Often","2019","Berlin","1-pers.-HH","","","",""
"Often","2019","Berlin","(Married) couple without C. ","","","",""
"Often","2019","Berlin","Single parent ","","","",""
"Often","2019","Berlin","Couple + C. LE 16 ","1","","",""
"Often","2019","Berlin","Couple + C. GT 16 ","1","","",""
"Often","2019","Berlin","Couple + C. LE and GT 16","","","",""
"Often","2019","Brandenburg","1-pers.-HH","","","",""
"Often","2019","Brandenburg","(Married) couple without C. ","","","",""
"Often","2019","Brandenburg","Single parent ","1","","",""
"Often","2019","Brandenburg","Couple + C. LE 16 ","","","",""
"Often","2019","Brandenburg","Couple + C. GT 16 ","","","",""
"Often","2019","Brandenburg","Couple + C. LE and GT 16","","","",""
"Often","2019","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Often","2019","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Often","2019","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Often","2019","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Often","2019","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Often","2019","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Often","2019","Saxony","1-pers.-HH","","","",""
"Often","2019","Saxony","(Married) couple without C. ","","","",""
"Often","2019","Saxony","Single parent ","","","",""
"Often","2019","Saxony","Couple + C. LE 16 ","","","",""
"Often","2019","Saxony","Couple + C. GT 16 ","","","",""
"Often","2019","Saxony","Couple + C. LE and GT 16","","","",""
"Often","2019","Saxony-Anhalt","1-pers.-HH","","","",""
"Often","2019","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Often","2019","Saxony-Anhalt","Single parent ","","","",""
"Often","2019","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Often","2019","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Often","2019","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Often","2019","Thuringia","1-pers.-HH","","","",""
"Often","2019","Thuringia","(Married) couple without C. ","","","",""
"Often","2019","Thuringia","Single parent ","","","",""
"Often","2019","Thuringia","Couple + C. LE 16 ","1","","",""
"Often","2019","Thuringia","Couple + C. GT 16 ","","","",""
"Often","2019","Thuringia","Couple + C. LE and GT 16","","","",""
"Sometimes","2019","Schleswig-Holstein","1-pers.-HH","","","",""
"Sometimes","2019","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Sometimes","2019","Schleswig-Holstein","Single parent ","","","",""
"Sometimes","2019","Schleswig-Holstein","Couple + C. LE 16 ","4","","",""
"Sometimes","2019","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Schleswig-Holstein","Couple + C. LE and GT 16","4","","",""
"Sometimes","2019","Hamburg","1-pers.-HH","","","",""
"Sometimes","2019","Hamburg","(Married) couple without C. ","","","",""
"Sometimes","2019","Hamburg","Single parent ","","","",""
"Sometimes","2019","Hamburg","Couple + C. LE 16 ","1","","",""
"Sometimes","2019","Hamburg","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Hamburg","Couple + C. LE and GT 16","1","","",""
"Sometimes","2019","Lower Saxony","1-pers.-HH","2","","",""
"Sometimes","2019","Lower Saxony","(Married) couple without C. ","1","","",""
"Sometimes","2019","Lower Saxony","Single parent ","","","",""
"Sometimes","2019","Lower Saxony","Couple + C. LE 16 ","13","","",""
"Sometimes","2019","Lower Saxony","Couple + C. GT 16 ","3","","",""
"Sometimes","2019","Lower Saxony","Couple + C. LE and GT 16","6","","",""
"Sometimes","2019","Bremen","1-pers.-HH","","","",""
"Sometimes","2019","Bremen","(Married) couple without C. ","1","","",""
"Sometimes","2019","Bremen","Single parent ","","","",""
"Sometimes","2019","Bremen","Couple + C. LE 16 ","","","",""
"Sometimes","2019","Bremen","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Bremen","Couple + C. LE and GT 16","","","",""
"Sometimes","2019","North Rhine-Westphalia","1-pers.-HH","1","","",""
"Sometimes","2019","North Rhine-Westphalia","(Married) couple without C. ","1","","",""
"Sometimes","2019","North Rhine-Westphalia","Single parent ","1","","",""
"Sometimes","2019","North Rhine-Westphalia","Couple + C. LE 16 ","8","","",""
"Sometimes","2019","North Rhine-Westphalia","Couple + C. GT 16 ","1","","",""
"Sometimes","2019","North Rhine-Westphalia","Couple + C. LE and GT 16","6","","",""
"Sometimes","2019","Hesse","1-pers.-HH","","","",""
"Sometimes","2019","Hesse","(Married) couple without C. ","","","",""
"Sometimes","2019","Hesse","Single parent ","","","",""
"Sometimes","2019","Hesse","Couple + C. LE 16 ","4","","",""
"Sometimes","2019","Hesse","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Hesse","Couple + C. LE and GT 16","","","",""
"Sometimes","2019","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Sometimes","2019","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Sometimes","2019","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Sometimes","2019","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","2","","",""
"Sometimes","2019","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","1","","",""
"Sometimes","2019","Baden-Württemberg","1-pers.-HH","","","",""
"Sometimes","2019","Baden-Württemberg","(Married) couple without C. ","2","","",""
"Sometimes","2019","Baden-Württemberg","Single parent ","2","","",""
"Sometimes","2019","Baden-Württemberg","Couple + C. LE 16 ","5","","",""
"Sometimes","2019","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Sometimes","2019","Bavaria","1-pers.-HH","","","",""
"Sometimes","2019","Bavaria","(Married) couple without C. ","","","",""
"Sometimes","2019","Bavaria","Single parent ","2","","",""
"Sometimes","2019","Bavaria","Couple + C. LE 16 ","3","","",""
"Sometimes","2019","Bavaria","Couple + C. GT 16 ","1","","",""
"Sometimes","2019","Bavaria","Couple + C. LE and GT 16","1","","",""
"Sometimes","2019","Berlin","1-pers.-HH","","","",""
"Sometimes","2019","Berlin","(Married) couple without C. ","","","",""
"Sometimes","2019","Berlin","Single parent ","","","",""
"Sometimes","2019","Berlin","Couple + C. LE 16 ","","","",""
"Sometimes","2019","Berlin","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Berlin","Couple + C. LE and GT 16","","","",""
"Sometimes","2019","Brandenburg","1-pers.-HH","","","",""
"Sometimes","2019","Brandenburg","(Married) couple without C. ","","","",""
"Sometimes","2019","Brandenburg","Single parent ","","","",""
"Sometimes","2019","Brandenburg","Couple + C. LE 16 ","2","","",""
"Sometimes","2019","Brandenburg","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Brandenburg","Couple + C. LE and GT 16","2","","",""
"Sometimes","2019","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Sometimes","2019","Mecklenburg-Western Pomerania","(Married) couple without C. ","1","","",""
"Sometimes","2019","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Sometimes","2019","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","1","","",""
"Sometimes","2019","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","1","","",""
"Sometimes","2019","Saxony","1-pers.-HH","","","",""
"Sometimes","2019","Saxony","(Married) couple without C. ","","","",""
"Sometimes","2019","Saxony","Single parent ","","","",""
"Sometimes","2019","Saxony","Couple + C. LE 16 ","","","",""
"Sometimes","2019","Saxony","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Saxony","Couple + C. LE and GT 16","","","",""
"Sometimes","2019","Saxony-Anhalt","1-pers.-HH","","","",""
"Sometimes","2019","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Sometimes","2019","Saxony-Anhalt","Single parent ","","","",""
"Sometimes","2019","Saxony-Anhalt","Couple + C. LE 16 ","1","","",""
"Sometimes","2019","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Sometimes","2019","Thuringia","1-pers.-HH","","","",""
"Sometimes","2019","Thuringia","(Married) couple without C. ","","","",""
"Sometimes","2019","Thuringia","Single parent ","","","",""
"Sometimes","2019","Thuringia","Couple + C. LE 16 ","1","","",""
"Sometimes","2019","Thuringia","Couple + C. GT 16 ","","","",""
"Sometimes","2019","Thuringia","Couple + C. LE and GT 16","","","",""
"Rarely ","2019","Schleswig-Holstein","1-pers.-HH","","","",""
"Rarely ","2019","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Rarely ","2019","Schleswig-Holstein","Single parent ","","","",""
"Rarely ","2019","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Rarely ","2019","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Rarely ","2019","Schleswig-Holstein","Couple + C. LE and GT 16","1","","",""
"Rarely ","2019","Hamburg","1-pers.-HH","","","",""
"Rarely ","2019","Hamburg","(Married) couple without C. ","","","",""
"Rarely ","2019","Hamburg","Single parent ","","","",""
"Rarely ","2019","Hamburg","Couple + C. LE 16 ","","","",""
"Rarely ","2019","Hamburg","Couple + C. GT 16 ","","","",""
"Rarely ","2019","Hamburg","Couple + C. LE and GT 16","","","",""
"Rarely ","2019","Lower Saxony","1-pers.-HH","1","","",""
"Rarely ","2019","Lower Saxony","(Married) couple without C. ","","","",""
"Rarely ","2019","Lower Saxony","Single parent ","1","","",""
"Rarely ","2019","Lower Saxony","Couple + C. LE 16 ","2","","",""
"Rarely ","2019","Lower Saxony","Couple + C. GT 16 ","","","",""
"Rarely ","2019","Lower Saxony","Couple + C. LE and GT 16","1","","",""
"Rarely ","2019","Bremen","1-pers.-HH","","","",""
"Rarely ","2019","Bremen","(Married) couple without C. ","","","",""
"Rarely ","2019","Bremen","Single parent ","","","",""
"Rarely ","2019","Bremen","Couple + C. LE 16 ","1","","",""
"Rarely ","2019","Bremen","Couple + C. GT 16 ","1","","",""
"Rarely ","2019","Bremen","Couple + C. LE and GT 16","","","",""
