"m11125","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","2000","Rural Area","West Germany","106","0.0261313641777322","0.0213923829503202","0.0308703454051442","2"
"2 on Scale 1 to 10","2000","Rural Area","East Germany","116","0.0312524372497506","0.0258207214516734","0.0366841530478277","2"
"2 on Scale 1 to 10","2000","Urban Area","West Germany","335","0.0253383847538191","0.022735784758853","0.0279409847487853","2"
"2 on Scale 1 to 10","2000","Urban Area","East Germany","55","0.0345896528666216","0.02642218329259","0.0427571224406533","2"
"3 on Scale 1 to 10","2000","Rural Area","West Germany","212","0.05571400154282","0.048900227798212","0.062527775287428","3"
"3 on Scale 1 to 10","2000","Urban Area","West Germany","614","0.0493643324244664","0.0457767266318336","0.0529519382170993","3"
"3 on Scale 1 to 10","2000","Rural Area","East Germany","209","0.053797729036031","0.0467546308039057","0.0608408272681564","3"
"3 on Scale 1 to 10","2000","Urban Area","East Germany","96","0.0554652702306699","0.0452352149361743","0.0656953255251655","3"
"4 on Scale 1 to 10","2000","Rural Area","West Germany","201","0.0538317525645241","0.0471273944881107","0.0605361106409375","4"
"4 on Scale 1 to 10","2000","Rural Area","East Germany","242","0.060718755462138","0.0532637316158661","0.0681737793084098","4"
"4 on Scale 1 to 10","2000","Urban Area","West Germany","694","0.0506253388509902","0.0469946099716588","0.0542560677303217","4"
"4 on Scale 1 to 10","2000","Urban Area","East Germany","118","0.0673403055252041","0.0561392849613228","0.0785413260890855","4"
"5 on Scale 1 to 10","2000","Urban Area","West Germany","1814","0.13554878801592","0.129879753604903","0.141217822426937","5"
"5 on Scale 1 to 10","2000","Urban Area","East Germany","302","0.169833858914131","0.153051496481016","0.186616221347245","5"
"5 on Scale 1 to 10","2000","Rural Area","West Germany","575","0.140105179208118","0.129794114341336","0.150416244074901","5"
"5 on Scale 1 to 10","2000","Rural Area","East Germany","677","0.180225442499668","0.168226442618871","0.192224442380465","5"
"6 on Scale 1 to 10","2000","Rural Area","West Germany","410","0.0908706956984423","0.0823322560649722","0.0994091353319124","6"
"6 on Scale 1 to 10","2000","Rural Area","East Germany","437","0.111851642998999","0.102012580407677","0.12169070559032","6"
"6 on Scale 1 to 10","2000","Urban Area","West Germany","1366","0.0960821094389481","0.0912014693177928","0.100962749560103","6"
"6 on Scale 1 to 10","2000","Urban Area","East Germany","214","0.102776407904574","0.0892040435906714","0.116348772218477","6"
"7 on Scale 1 to 10","2000","Rural Area","East Germany","638","0.153768980691176","0.142508196922539","0.165029764459813","7"
"7 on Scale 1 to 10","2000","Rural Area","West Germany","735","0.165497232875946","0.154457386847957","0.176537078903935","7"
"7 on Scale 1 to 10","2000","Urban Area","West Germany","2185","0.156672306205595","0.150652460926345","0.162692151484845","7"
"7 on Scale 1 to 10","2000","Urban Area","East Germany","345","0.173943846385801","0.157001725783132","0.19088596698847","7"
"8 on Scale 1 to 10","2000","Urban Area","West Germany","3310","0.226798343397338","0.219863169474473","0.233733517320203","8"
"8 on Scale 1 to 10","2000","Rural Area","West Germany","1029","0.226559916989499","0.21412454922785","0.238995284751149","8"
"8 on Scale 1 to 10","2000","Urban Area","East Germany","395","0.197488748559392","0.179695502161724","0.21528199495706","8"
"8 on Scale 1 to 10","2000","Rural Area","East Germany","858","0.208876811226945","0.196186947666585","0.221566674787306","8"
"9 on Scale 1 to 10","2000","Rural Area","West Germany","521","0.111704091993152","0.102346434837593","0.121061749148711","9"
"9 on Scale 1 to 10","2000","Urban Area","West Germany","1762","0.119524035481117","0.114151523330388","0.124896547631847","9"
"9 on Scale 1 to 10","2000","Urban Area","East Germany","209","0.0951202910484936","0.082007641359238","0.108232940737749","9"
"9 on Scale 1 to 10","2000","Rural Area","East Germany","371","0.0877289002773709","0.0788976319163598","0.096560168638382","9"
"0 Completely dissatisfied","2001","Urban Area","West Germany","166","0.0160376060677674","0.0138500807670531","0.0182251313684817","0"
"0 Completely dissatisfied","2001","Rural Area","East Germany","45","0.011818778642344","0.00830608114418964","0.0153314761404983","0"
"0 Completely dissatisfied","2001","Rural Area","West Germany","45","0.0115067669593678","0.00814533353543471","0.014868200383301","0"
"0 Completely dissatisfied","2001","Urban Area","East Germany","24","","","","0"
"1 on Scale 1 to 10","2001","Rural Area","West Germany","40","0.01132351676978","0.00798864782996148","0.0146583857095986","1"
"1 on Scale 1 to 10","2001","Rural Area","East Germany","42","0.0148692526360736","0.0109353132770118","0.0188031919951354","1"
"1 on Scale 1 to 10","2001","Urban Area","West Germany","113","0.0108551075890842","0.00905067323792538","0.012659541940243","1"
"1 on Scale 1 to 10","2001","Urban Area","East Germany","9","","","","1"
"10 Completely satisfied","2001","Rural Area","West Germany","428","0.113222217126206","0.103235235878216","0.123209198374195","10"
"10 Completely satisfied","2001","Rural Area","East Germany","214","0.0655180195016795","0.0574753170853941","0.0735607219179648","10"
"10 Completely satisfied","2001","Urban Area","West Germany","1305","0.101530819168567","0.0962713174537226","0.106790320883412","10"
"10 Completely satisfied","2001","Urban Area","East Germany","141","0.0796551929540785","0.0671884982432481","0.0921218876649089","10"
"2 on Scale 1 to 10","2001","Urban Area","West Germany","305","0.0264749771262867","0.0236793102564079","0.0292706439961655","2"
"2 on Scale 1 to 10","2001","Urban Area","East Germany","64","0.0456121635251904","0.0360055177231621","0.0552188093272187","2"
"2 on Scale 1 to 10","2001","Rural Area","West Germany","92","0.0260059910173034","0.0209897793744771","0.0310222026601298","2"
"2 on Scale 1 to 10","2001","Rural Area","East Germany","103","0.0335078919480242","0.0276585250515407","0.0393572588445078","2"
"3 on Scale 1 to 10","2001","Rural Area","West Germany","183","0.052827373134007","0.0457771139639293","0.0598776323040848","3"
"3 on Scale 1 to 10","2001","Urban Area","East Germany","103","0.0603798913634723","0.0494128038442078","0.0713469788827369","3"
"3 on Scale 1 to 10","2001","Urban Area","West Germany","582","0.0497038314614707","0.0459192445177127","0.0534884184052287","3"
"3 on Scale 1 to 10","2001","Rural Area","East Germany","202","0.0588424343058252","0.051193293804997","0.0664915748066534","3"
"4 on Scale 1 to 10","2001","Rural Area","West Germany","182","0.0516210357580097","0.0446473027162561","0.0585947687997634","4"
"4 on Scale 1 to 10","2001","Rural Area","East Germany","255","0.0741718564651688","0.0656541843594089","0.0826895285709286","4"
"4 on Scale 1 to 10","2001","Urban Area","West Germany","635","0.0506980917733736","0.0468778394615063","0.0545183440852409","4"
"4 on Scale 1 to 10","2001","Urban Area","East Germany","118","0.0663549890651148","0.0548946708758937","0.0778153072543359","4"
"5 on Scale 1 to 10","2001","Urban Area","West Germany","1579","0.13181976511633","0.125928761659219","0.137710768573441","5"
"5 on Scale 1 to 10","2001","Rural Area","West Germany","523","0.140645911599266","0.129688432905449","0.151603390293083","5"
"5 on Scale 1 to 10","2001","Rural Area","East Germany","566","0.168008455586643","0.155856080104652","0.180160831068634","5"
"5 on Scale 1 to 10","2001","Urban Area","East Germany","281","0.154794145230399","0.13813980211134","0.171448488349457","5"
"6 on Scale 1 to 10","2001","Rural Area","West Germany","370","0.102943772433174","0.0933658596653192","0.11252168520103","6"
"6 on Scale 1 to 10","2001","Urban Area","West Germany","1179","0.0951913141565216","0.0900807233964988","0.100301904916545","6"
"6 on Scale 1 to 10","2001","Rural Area","East Germany","418","0.11278730714609","0.10250524698016","0.123069367312021","6"
"6 on Scale 1 to 10","2001","Urban Area","East Germany","186","0.106427284479609","0.0922281970058385","0.120626371953379","6"
"7 on Scale 1 to 10","2001","Rural Area","West Germany","618","0.146027528399645","0.134897396582256","0.157157660217034","7"
"7 on Scale 1 to 10","2001","Rural Area","East Germany","611","0.15937037232709","0.147473239958444","0.171267504695735","7"
"7 on Scale 1 to 10","2001","Urban Area","West Germany","2034","0.162368803355649","0.15594678148056","0.168790825230738","7"
"7 on Scale 1 to 10","2001","Urban Area","East Germany","347","0.188840913870787","0.170820280140333","0.206861547601242","7"
"8 on Scale 1 to 10","2001","Urban Area","West Germany","3145","0.234619675216017","0.227240379317678","0.241998971114356","8"
"8 on Scale 1 to 10","2001","Urban Area","East Germany","369","0.19070025964527","0.17261189364046","0.20878862565008","8"
"8 on Scale 1 to 10","2001","Rural Area","West Germany","901","0.227922441148221","0.214700810719501","0.241144071576942","8"
"8 on Scale 1 to 10","2001","Rural Area","East Germany","839","0.21103918644994","0.197776074900984","0.224302297998897","8"
"9 on Scale 1 to 10","2001","Rural Area","West Germany","485","0.11595344565502","0.10586230168754","0.126044589622499","9"
"9 on Scale 1 to 10","2001","Rural Area","East Germany","341","0.0900664449911213","0.0807613137144185","0.0993715762678242","9"
"9 on Scale 1 to 10","2001","Urban Area","West Germany","1625","0.120700008968933","0.115026963698421","0.126373054239445","9"
"9 on Scale 1 to 10","2001","Urban Area","East Germany","170","0.0861402976199338","0.0732218020131092","0.0990587932267585","9"
"0 Completely dissatisfied","2002","Urban Area","West Germany","154","0.0139980151539937","0.0120244146605249","0.0159716156474624","0"
"0 Completely dissatisfied","2002","Urban Area","East Germany","18","","","","0"
"0 Completely dissatisfied","2002","Rural Area","West Germany","50","0.0133040368331522","0.00977498857139772","0.0168330850949067","0"
"0 Completely dissatisfied","2002","Rural Area","East Germany","48","0.0168879418679926","0.0126776967045003","0.0210981870314848","0"
"1 on Scale 1 to 10","2002","Rural Area","West Germany","34","0.0108436071859102","0.0076535859654375","0.0140336284063829","1"
"1 on Scale 1 to 10","2002","Rural Area","East Germany","48","0.0175250447379144","0.0132375083058063","0.0218125811700226","1"
"1 on Scale 1 to 10","2002","Urban Area","West Germany","127","0.0118693683555493","0.0100500524933895","0.0136886842177091","1"
"1 on Scale 1 to 10","2002","Urban Area","East Germany","17","","","","1"
"10 Completely satisfied","2002","Urban Area","West Germany","1219","0.0840124577448571","0.0793522663954131","0.0886726490943011","10"
"10 Completely satisfied","2002","Urban Area","East Germany","110","0.0615592954767581","0.0505890114580793","0.0725295794954369","10"
"10 Completely satisfied","2002","Rural Area","West Germany","369","0.0956283104346048","0.0865701309179334","0.104686489951276","10"
"10 Completely satisfied","2002","Rural Area","East Germany","215","0.0637576127792523","0.0557744003625542","0.0717408251959503","10"
"2 on Scale 1 to 10","2002","Urban Area","East Germany","41","0.0269793214905771","0.0195842193080749","0.0343744236730794","2"
"2 on Scale 1 to 10","2002","Rural Area","West Germany","102","0.0288673560406591","0.0237101203038496","0.0340245917774686","2"
"2 on Scale 1 to 10","2002","Urban Area","West Germany","355","0.0315876283036719","0.0286494659166729","0.034525790690671","2"
"2 on Scale 1 to 10","2002","Rural Area","East Germany","123","0.0373905390396803","0.031191513330322","0.0435895647490387","2"
"3 on Scale 1 to 10","2002","Rural Area","West Germany","179","0.0507970788454448","0.0440335537646896","0.0575606039261999","3"
"3 on Scale 1 to 10","2002","Rural Area","East Germany","212","0.0667286321476605","0.0585745028467355","0.0748827614485855","3"
"3 on Scale 1 to 10","2002","Urban Area","West Germany","584","0.0490619078176086","0.0454333382061248","0.0526904774290923","3"
"3 on Scale 1 to 10","2002","Urban Area","East Germany","110","0.0591080074280095","0.0483443298904125","0.0698716849656066","3"
"4 on Scale 1 to 10","2002","Rural Area","East Germany","222","0.065106320431386","0.0570449254801191","0.073167715382653","4"
"4 on Scale 1 to 10","2002","Rural Area","West Germany","201","0.0543448125349655","0.0473621724898467","0.0613274525800842","4"
"4 on Scale 1 to 10","2002","Urban Area","West Germany","689","0.0544599872269211","0.0506478735369975","0.0582721009168448","4"
"4 on Scale 1 to 10","2002","Urban Area","East Germany","118","0.0691997684213067","0.0576160446002489","0.0807834922423644","4"
"5 on Scale 1 to 10","2002","Urban Area","West Germany","1754","0.145935261310457","0.140004470079833","0.151866052541081","5"
"5 on Scale 1 to 10","2002","Urban Area","East Germany","292","0.166598595177564","0.149591489346335","0.183605701008793","5"
"5 on Scale 1 to 10","2002","Rural Area","West Germany","540","0.145278387109486","0.13442445625918","0.156132317959792","5"
"5 on Scale 1 to 10","2002","Rural Area","East Germany","550","0.163673379987964","0.151584265312089","0.175762494663839","5"
"6 on Scale 1 to 10","2002","Rural Area","West Germany","398","0.10261035449056","0.093263611010768","0.111957097970351","6"
"6 on Scale 1 to 10","2002","Rural Area","East Germany","423","0.120415958024749","0.109781920098631","0.131049995950868","6"
"6 on Scale 1 to 10","2002","Urban Area","East Germany","210","0.104674751054719","0.0907020934456164","0.118647408663822","6"
"6 on Scale 1 to 10","2002","Urban Area","West Germany","1280","0.0954585860587527","0.090522203067572","0.100394969049933","6"
"7 on Scale 1 to 10","2002","Rural Area","West Germany","668","0.158910485909919","0.147649625116448","0.170171346703391","7"
"7 on Scale 1 to 10","2002","Rural Area","East Germany","671","0.175166687417719","0.162746550990497","0.187586823844941","7"
"7 on Scale 1 to 10","2002","Urban Area","West Germany","2282","0.166671638976075","0.160410893401995","0.172932384550156","7"
"7 on Scale 1 to 10","2002","Urban Area","East Germany","328","0.185490514354912","0.167749577153163","0.203231451556662","7"
"8 on Scale 1 to 10","2002","Urban Area","West Germany","3298","0.224488193647196","0.217478838253999","0.231497549040394","8"
"8 on Scale 1 to 10","2002","Rural Area","East Germany","743","0.190853879216571","0.178013392511064","0.203694365922078","8"
